global_step,grad_norm,loss,lr,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,5.26781,1.1564107,0.0,,,,,,,,,,,,,,
1,,,,0.1577367612293788,1.1633622305733815,0.1600132450067265,1.161663272237268,3554.0,0.1816702477594421,1.15906378717537,3581.0,60.60813617706299,273.15556931495667,60.60813617706299,212.54698395729065,0.0,0.0
1,4.9594445,1.0627044,0.00053858757,,,,,,,,,,,,,,
2,5.4904556,1.0294238,0.0010772943,,,,,,,,,,,,,,
3,5.313894,1.0259277,0.0016158819,,,,,,,,,,,,,,
4,3.9794128,0.7473011,0.0021545887,,,,,,,,,,,,,,
5,1.4963617,0.69281256,0.0026931763,,,,,,,,,,,,,,
6,1.2971642,0.6634435,0.003231883,,,,,,,,,,,,,,
7,2.2134562,0.68918085,0.0037704706,,,,,,,,,,,,,,
8,2.3060439,0.8660511,0.004309058,,,,,,,,,,,,,,
9,1.8425146,0.63377094,0.0048476458,,,,,,,,,,,,,,
10,1.3992856,0.61985177,0.0053864717,,,,,,,,,,,,,,
11,0.6909925,0.5867636,0.0059250593,,,,,,,,,,,,,,
12,1.4796892,0.60787845,0.006463647,,,,,,,,,,,,,,
13,1.5086719,0.60805416,0.0070023537,,,,,,,,,,,,,,
14,0.87354004,0.5530338,0.0075409412,,,,,,,,,,,,,,
15,1.0331161,0.5231521,0.008079529,,,,,,,,,,,,,,
16,0.6617442,0.48073086,0.008618116,,,,,,,,,,,,,,
17,0.4275523,0.4785423,0.009156942,,,,,,,,,,,,,,
18,0.5604837,0.49157387,0.00969553,,,,,,,,,,,,,,
19,0.43216595,0.50968724,0.0102341175,,,,,,,,,,,,,,
20,0.49234846,0.5449599,0.010772824,,,,,,,,,,,,,,
21,0.33477172,0.4868033,0.011311412,,,,,,,,,,,,,,
22,0.44316658,0.4630828,0.011849999,,,,,,,,,,,,,,
23,0.6949488,0.5100875,0.012388587,,,,,,,,,,,,,,
24,0.42376173,0.5121679,0.012927413,,,,,,,,,,,,,,
25,0.2618546,0.49965763,0.013466001,,,,,,,,,,,,,,
26,0.4281432,0.4426698,0.014004588,,,,,,,,,,,,,,
27,0.3508834,0.457263,0.014543176,,,,,,,,,,,,,,
28,0.41452736,0.55361724,0.0150818825,,,,,,,,,,,,,,
29,0.40314025,0.49285346,0.01562047,,,,,,,,,,,,,,
30,0.29759368,0.46914595,0.016159177,,,,,,,,,,,,,,
31,0.40486926,0.51599145,0.016697884,,,,,,,,,,,,,,
32,0.5490523,0.44828564,0.017236471,,,,,,,,,,,,,,
33,0.34762666,0.43305954,0.017775059,,,,,,,,,,,,,,
34,0.30401132,0.5527176,0.018313646,,,,,,,,,,,,,,
35,0.3032919,0.5196811,0.018852353,,,,,,,,,,,,,,
36,0.4912252,0.5806203,0.01939094,,,,,,,,,,,,,,
37,0.53479946,0.518146,0.019929647,,,,,,,,,,,,,,
38,0.5945249,0.4688539,0.020468235,,,,,,,,,,,,,,
39,0.6103549,0.47958928,0.021006942,,,,,,,,,,,,,,
40,0.8054591,0.52324563,0.02154553,,,,,,,,,,,,,,
41,0.93148303,0.48048827,0.022084117,,,,,,,,,,,,,,
42,0.64988154,0.4450966,0.022622824,,,,,,,,,,,,,,
43,1.2172031,0.48906976,0.02316153,,,,,,,,,,,,,,
44,0.45603606,0.42764914,0.023700118,,,,,,,,,,,,,,
45,0.81932163,0.46268788,0.024238706,,,,,,,,,,,,,,
46,0.582115,0.5326717,0.024777412,,,,,,,,,,,,,,
47,0.45640963,0.5053737,0.025316,,,,,,,,,,,,,,
48,0.2709347,0.6124077,0.025854588,,,,,,,,,,,,,,
49,0.3493404,0.46580654,0.026393294,,,,,,,,,,,,,,
50,0.2919988,0.4701116,0.026932001,,,,,,,,,,,,,,
51,0.94855684,0.50232613,0.027470589,,,,,,,,,,,,,,
52,1.02452,0.57960093,0.028009176,,,,,,,,,,,,,,
53,0.40692124,0.4584631,0.028547883,,,,,,,,,,,,,,
54,0.79192233,0.5032758,0.02908647,,,,,,,,,,,,,,
55,0.604346,0.42533806,0.029625058,,,,,,,,,,,,,,
56,0.3305749,0.5092722,0.030163765,,,,,,,,,,,,,,
57,0.93906635,0.49772003,0.030702472,,,,,,,,,,,,,,
58,0.74453527,0.4893367,0.03124106,,,,,,,,,,,,,,
59,0.23970203,0.51088196,0.031779647,,,,,,,,,,,,,,
60,0.623801,0.46264395,0.032318354,,,,,,,,,,,,,,
61,0.22426741,0.42937902,0.03285694,,,,,,,,,,,,,,
62,0.44399774,0.449062,0.03339553,,,,,,,,,,,,,,
63,0.44769734,0.47368404,0.033934236,,,,,,,,,,,,,,
64,1.0031743,0.4389581,0.034472942,,,,,,,,,,,,,,
65,0.665414,0.48505145,0.03501153,,,,,,,,,,,,,,
66,0.3201379,0.40638626,0.035550117,,,,,,,,,,,,,,
67,0.57118076,0.40478653,0.036088705,,,,,,,,,,,,,,
68,0.87299013,0.44324064,0.03662741,,,,,,,,,,,,,,
69,0.43679446,0.43191278,0.03716612,,,,,,,,,,,,,,
70,0.37529,0.40115494,0.037704706,,,,,,,,,,,,,,
71,0.17393866,0.42948955,0.038243413,,,,,,,,,,,,,,
72,0.3387983,0.47712803,0.038782,,,,,,,,,,,,,,
73,0.24522607,0.4284366,0.039320588,,,,,,,,,,,,,,
74,0.5720959,0.38779354,0.039859176,,,,,,,,,,,,,,
75,0.5843041,0.39115974,0.040397882,,,,,,,,,,,,,,
76,0.5287666,0.49943691,0.04093659,,,,,,,,,,,,,,
77,0.20422569,0.40926948,0.041475177,,,,,,,,,,,,,,
78,0.88181126,0.37982607,0.042013764,,,,,,,,,,,,,,
79,0.9809183,0.36908376,0.04255247,,,,,,,,,,,,,,
80,0.87442666,0.35716084,0.04309106,,,,,,,,,,,,,,
81,0.8491347,0.42091918,0.043629646,,,,,,,,,,,,,,
82,0.89378065,0.38094178,0.044168353,,,,,,,,,,,,,,
83,0.5733038,0.3874808,0.04470706,,,,,,,,,,,,,,
84,0.3415009,0.38177177,0.045245647,,,,,,,,,,,,,,
85,0.6843289,0.4267008,0.045784235,,,,,,,,,,,,,,
86,0.67291987,0.4294279,0.04632294,,,,,,,,,,,,,,
87,0.21240972,0.3890984,0.04686153,,,,,,,,,,,,,,
88,0.4341699,0.39581656,0.047400117,,,,,,,,,,,,,,
89,1.0099024,0.4366405,0.047938943,,,,,,,,,,,,,,
90,1.2826875,0.3976162,0.04847753,,,,,,,,,,,,,,
91,1.3754891,0.40439194,0.049016118,,,,,,,,,,,,,,
92,1.4365499,0.39605755,0.049554706,,,,,,,,,,,,,,
93,1.3729137,0.48385826,0.050093412,,,,,,,,,,,,,,
94,1.0819494,0.3819136,0.050632,,,,,,,,,,,,,,
95,0.7296706,0.3796665,0.051170588,,,,,,,,,,,,,,
96,0.5668943,0.38628194,0.051709294,,,,,,,,,,,,,,
97,0.610075,0.45101357,0.052248,,,,,,,,,,,,,,
98,0.31433067,0.41027388,0.05278659,,,,,,,,,,,,,,
99,0.47057533,0.4277398,0.053325176,,,,,,,,,,,,,,
