global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.6774271,6.9268446,0.0,,,,,,,,,,,,,,
1,,,,0.0008569834171794,6.913536548614502,0.0009800000116229,6.913332939147949,50000.0,0.0012000000569969,6.913181781768799,10000.0,56.99197721481323,92.26803803443909,56.99197721481323,35.27597212791443,0.0,0.0
100,0.68840593,6.785661,7.648417e-05,,,,,,,,,,,,,,
200,0.8671148,6.4175577,0.00015296845,,,,,,,,,,,,,,
300,1.07671,6.1438107,0.00022945274,,,,,,,,,,,,,,
400,1.678807,5.858616,0.0003059369,,,,,,,,,,,,,,
500,2.4956946,5.6277905,0.00038242107,,,,,,,,,,,,,,
600,3.0521233,5.490163,0.00045890542,,,,,,,,,,,,,,
700,3.6140203,5.2220097,0.0005353897,,,,,,,,,,,,,,
800,8.532068,5.1056194,0.00061187387,,,,,,,,,,,,,,
900,4.3543816,4.9144583,0.00068835804,,,,,,,,,,,,,,
955,,,,0.1236447691917419,4.66325569152832,0.1147599965333938,4.73919153213501,50000.0,0.0816000029444694,5.139181137084961,10000.0,567.3401410579681,620.8516576290131,567.3401410579681,53.45253825187683,0.0286827087402343,0.0
1000,5.7470665,4.8875537,0.0007648423,,,,,,,,,,,,,,
1100,4.554559,4.7648563,0.00084132655,,,,,,,,,,,,,,
1200,4.608406,4.5651474,0.0009178108,,,,,,,,,,,,,,
1300,4.70307,4.4421215,0.000994295,,,,,,,,,,,,,,
1400,4.7412744,4.379746,0.0010707793,,,,,,,,,,,,,,
1500,4.155307,4.226749,0.0011472635,,,,,,,,,,,,,,
1600,3.8559353,4.186324,0.0012237477,,,,,,,,,,,,,,
1700,5.4734135,4.186965,0.0013002319,,,,,,,,,,,,,,
1800,4.907471,3.9376383,0.0013767162,,,,,,,,,,,,,,
1900,4.600476,3.7860963,0.0014271957,,,,,,,,,,,,,,
1905,,,,0.260144293308258,3.5842325687408447,0.2378199994564056,3.716222524642944,50000.0,0.174000009894371,4.270718574523926,10000.0,1077.4216830730438,1148.913926362991,1077.4216830730438,71.37770962715149,0.054631233215332,0.0
2000,4.698841,3.649626,0.001427194,,,,,,,,,,,,,,
2100,6.7012873,3.769517,0.0014271903,,,,,,,,,,,,,,
2200,4.220972,3.593682,0.0014271843,,,,,,,,,,,,,,
2300,4.2742248,3.5668163,0.0014271764,,,,,,,,,,,,,,
2400,6.6791835,3.418874,0.0014271664,,,,,,,,,,,,,,
2500,3.7837431,3.431511,0.0014271544,,,,,,,,,,,,,,
2600,3.326335,3.3329787,0.0014271402,,,,,,,,,,,,,,
