global_step,grad_norm,loss,lr,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,518.97296,5.7319713,0.0,,,,,,,,,,,
1,,,,5.49287023484332,5.164034458842793,83274637.0,5.1103817868421055,95000000.0,21.797738790512085,824.0405888557434,21.797738790512085,802.2428033351898,0.0,0.0
1,519.2687,5.7398643,0.0018280745,,,,,,,,,,,
2,94.48901,37.853214,0.0036562681,,,,,,,,,,,
3,224.8166,78.56007,0.0054843426,,,,,,,,,,,
4,7379.453,2542.4387,0.0073125362,,,,,,,,,,,
5,35764.203,44888.418,0.009140611,,,,,,,,,,,
6,144670.78,9035.8545,0.010968804,,,,,,,,,,,
7,7.0553763e+16,1.39523275e+17,0.012796879,,,,,,,,,,,
8,,,0.0146250725,,,,,,,,,,,
9,,,0.016453147,,,,,,,,,,,
10,,,0.01828134,,,,,,,,,,,
11,,,0.020109534,,,,,,,,,,,
12,,,0.021937728,,,,,,,,,,,
13,,,0.023765802,,,,,,,,,,,
14,,,0.025593996,,,,,,,,,,,
15,,,0.02742207,,,,,,,,,,,
16,,,0.029250264,,,,,,,,,,,
17,,,0.031078339,,,,,,,,,,,
18,,,0.032906532,,,,,,,,,,,
19,,,0.034734607,,,,,,,,,,,
20,,,0.0365628,,,,,,,,,,,
21,,,0.038390875,,,,,,,,,,,
22,,,0.04021895,,,,,,,,,,,
23,,,0.042047143,,,,,,,,,,,
24,,,0.043875217,,,,,,,,,,,
25,,,0.04570341,,,,,,,,,,,
26,,,0.047531486,,,,,,,,,,,
27,,,0.04935968,,,,,,,,,,,
28,,,0.051187754,,,,,,,,,,,
29,,,0.053015947,,,,,,,,,,,
30,,,0.05484402,,,,,,,,,,,
31,,,0.056672335,,,,,,,,,,,
32,,,0.05850041,,,,,,,,,,,
33,,,0.060328603,,,,,,,,,,,
34,,,0.062156677,,,,,,,,,,,
35,,,0.06398487,,,,,,,,,,,
36,,,0.065812945,,,,,,,,,,,
37,,,0.06764114,,,,,,,,,,,
38,,,0.06946921,,,,,,,,,,,
39,,,0.07129741,,,,,,,,,,,
40,,,0.07312548,,,,,,,,,,,
41,,,0.074953675,,,,,,,,,,,
42,,,0.07678175,,,,,,,,,,,
43,,,0.078609824,,,,,,,,,,,
44,,,0.08043802,,,,,,,,,,,
45,,,0.08226609,,,,,,,,,,,
46,,,0.084094286,,,,,,,,,,,
47,,,0.08592236,,,,,,,,,,,
48,,,0.087750554,,,,,,,,,,,
49,,,0.08957863,,,,,,,,,,,
50,,,0.09140682,,,,,,,,,,,
51,,,0.093235016,,,,,,,,,,,
52,,,0.09506321,,,,,,,,,,,
53,,,0.096891284,,,,,,,,,,,
54,,,0.09871948,,,,,,,,,,,
55,,,0.10054755,,,,,,,,,,,
56,,,0.102375746,,,,,,,,,,,
57,,,0.10420382,,,,,,,,,,,
58,,,0.106032014,,,,,,,,,,,
59,,,0.10786009,,,,,,,,,,,
60,,,0.10968828,,,,,,,,,,,
61,,,0.11151636,,,,,,,,,,,
62,,,0.11334455,,,,,,,,,,,
63,,,0.115172625,,,,,,,,,,,
64,,,0.1170007,,,,,,,,,,,
65,,,0.11882889,,,,,,,,,,,
66,,,0.12065697,,,,,,,,,,,
67,,,0.12248516,,,,,,,,,,,
68,,,0.124313235,,,,,,,,,,,
69,,,0.12614143,,,,,,,,,,,
70,,,0.1279695,,,,,,,,,,,
71,,,0.12979782,,,,,,,,,,,
72,,,0.13162589,,,,,,,,,,,
73,,,0.13345408,,,,,,,,,,,
74,,,0.13528216,,,,,,,,,,,
