global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,1.5969687,0.7474247,,,,,,,,,,,,,,,,,
1,,,0.5075448751449585,0.732209324836731,0.023965035076382,0.5056334137916565,0.7341447472572327,0.0283272424405474,43793.0,0.5039808750152588,0.7348208427429199,0.0286367476343485,43793.0,19.42562294006348,322.19747161865234,19.42562294006348,302.7718064785004,0.0,0.0
100,0.22390825,0.21574661,,,,,,,,,,,,,,,,,
200,0.025457535,0.06861891,,,,,,,,,,,,,,,,,
300,0.009393537,0.056210328,,,,,,,,,,,,,,,,,
400,0.014264294,0.06772281,,,,,,,,,,,,,,,,,
500,0.008252249,0.057341915,,,,,,,,,,,,,,,,,
600,0.012099018,0.056643505,,,,,,,,,,,,,,,,,
700,0.00986097,0.057412587,,,,,,,,,,,,,,,,,
767,,,0.986713171005249,0.0531839914619922,0.0410694474000045,0.9841187596321106,0.0627547800540924,0.0423914835444967,43793.0,0.9831331968307496,0.0658973976969719,0.0442150824244324,43793.0,259.55118799209595,678.3009839057922,259.55118799209595,418.7001793384552,0.0287227630615234,0.0
800,0.0114652,0.05578464,,,,,,,,,,,,,,,,,
900,0.010082367,0.054936226,,,,,,,,,,,,,,,,,
1000,0.0104457075,0.055344187,,,,,,,,,,,,,,,,,
1100,0.017278975,0.047252305,,,,,,,,,,,,,,,,,
1200,0.017290011,0.046764206,,,,,,,,,,,,,,,,,
1300,0.015486404,0.052982256,,,,,,,,,,,,,,,,,
1400,0.014441223,0.04740076,,,,,,,,,,,,,,,,,
1500,0.016029445,0.046683583,,,,,,,,,,,,,,,,,
1534,,,0.9871399402618408,0.0481025464832782,0.088601938134352,0.9845072627067566,0.0574043318629264,0.0919755326483195,43793.0,0.9835042953491212,0.0607631504535675,0.0916851703201869,43793.0,499.6517910957336,1037.1468181610107,499.6517910957336,537.3978688716888,0.0557115077972412,0.0
1600,0.013101481,0.048686676,,,,,,,,,,,,,,,,,
