accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ssim,total_duration,train/loss,train/ssim,validation/loss,validation/num_examples,validation/ssim
237.9867689609528,0.0,149.35618686676025,1,0,149.35618686676025,0.4012207781193277,3581.0,0.5799498846996299,387.86754393577576,0.3768576894487653,0.5812673568725586,0.401229351775728,3554.0,0.5561027462454277
244.3304204940796,0.029975414276123,241.51515126228333,5,0,241.51515126228333,0.3276613305248185,3581.0,0.6992123413938146,487.3929440975189,0.305572509765625,0.6997617312840053,0.3260855945765334,3554.0,0.6807224529139702
250.5583417415619,0.078773021697998,321.0917010307312,8,0,321.0917010307312,0.3132504205136484,3581.0,0.7158489466978497,574.0918502807617,0.2910083362034389,0.7175136974879673,0.3110648323192178,3554.0,0.6983558083761255
256.80415773391724,0.1154928207397461,402.1595916748047,11,0,402.1595916748047,0.3066929505877374,3581.0,0.7212318350102974,662.2529168128967,0.2846988950456892,0.7232354027884347,0.3044446989197911,3554.0,0.7039458318312113
263.0513958930969,0.1482722759246826,490.5233590602875,15,0,490.5233590602875,0.3008749929096272,3581.0,0.7270220106988271,757.8324682712555,0.2787599052701677,0.7300545147487095,0.2987784244535207,3554.0,0.7099599757755346
269.4643177986145,0.1850571632385254,577.5012211799622,19,0,577.5012211799622,0.3011910599125593,3581.0,0.7260307902165946,852.2009675502777,0.279627936226981,0.7283870152064732,0.29909991520338,3554.0,0.7089553858768289
275.49717235565186,0.2103617191314697,664.411431312561,23,0,664.411431312561,0.2979196709848855,3581.0,0.7285378505916643,946.0130407810212,0.2765754972185407,0.7310515812465123,0.2960440700619021,3554.0,0.711421178711487
281.5649383068085,0.2362406253814697,752.3685414791107,27,0,752.3685414791107,0.2955610993786652,3581.0,0.7303976417420064,1040.9602558612823,0.2744603667940412,0.7330548422677177,0.2938420645091798,3554.0,0.7132393188133089
287.5176565647125,0.2625999450683594,839.0930721759796,31,0,839.0930721759796,0.2941594553939193,3581.0,0.7320711742530019,1134.5671713352203,0.2728897844042097,0.7350922993251255,0.292470645421532,3554.0,0.7149256339687676
293.4050886631012,0.2874271869659424,925.9058878421783,35,0,925.9058878421783,0.2927571978192195,3581.0,0.7338728107110444,1228.2224485874176,0.2715280055999756,0.7369004658290318,0.291149373395294,3554.0,0.7167317525147721
299.3922166824341,0.3119547367095947,1013.9245705604552,39,0,1013.9245705604552,0.2916188861896991,3581.0,0.7354515776624895,1323.1606121063232,0.2705114568982805,0.7382602691650391,0.2900769819217783,3554.0,0.7182503154456247
305.3459293842316,0.3367886543273926,1101.2579424381256,43,0,1101.2579424381256,0.2913248743367774,3581.0,0.7354228071113167,1417.387992620468,0.2702447175979614,0.7384044102260044,0.2898027530599324,3554.0,0.7181716601232766
311.3302512168884,0.3617854118347168,1188.3273665905,47,0,1188.3273665905,0.290897168050562,3581.0,0.7363128534278135,1511.3762249946594,0.269658088684082,0.7394388743809291,0.2893909632522334,3554.0,0.7190547292663196
317.2486429214477,0.3868443965911865,1275.9820609092712,51,0,1275.9820609092712,0.2906061218824176,3581.0,0.7371873554654775,1605.8413014411926,0.2694574083600725,0.7400551523481097,0.2890918325961944,3554.0,0.719904756304516
323.1754660606384,0.4116427898406982,1363.1817028522491,55,0,1363.1817028522491,0.289993452313425,3581.0,0.7375594636842013,1699.8679859638214,0.2688598121915544,0.7405212947300502,0.2885444739861775,3554.0,0.7202485041062887
329.10539412498474,0.4373073577880859,1449.8324494361875,59,0,1449.8324494361875,0.2918320746103567,3581.0,0.7354607133351369,1793.3838663101196,0.2703966242926461,0.7386409214564732,0.2903836346370287,3554.0,0.7181247417082864
335.1044125556946,0.4630560874938965,1536.569613456726,63,0,1536.569613456726,0.2905907821335695,3581.0,0.7368241102127548,1887.014237642288,0.2692780324390956,0.7399604661124093,0.2891352819336487,3554.0,0.7195265238111986
341.0952124595642,0.4888756275177002,1624.8954002857208,67,0,1624.8954002857208,0.2925336806343375,3581.0,0.7344953999842921,1982.313294649124,0.271328466279166,0.7374266896929059,0.2908876812988006,3554.0,0.7174134777715251
346.9603691101074,0.5135579109191895,1711.430890083313,71,0,1711.430890083313,0.2916361689734013,3581.0,0.7353617208225706,2075.67225432396,0.2702708584921701,0.7384578159877232,0.2900547935644696,3554.0,0.7181307868334975
352.93991327285767,0.5387325286865234,1798.35733294487,75,0,1798.35733294487,0.2894396873800091,3581.0,0.7386087025054106,2169.4976694583893,0.2680399247578212,0.7418558256966727,0.2879854201197154,3554.0,0.7213595019476294
359.25546383857727,0.5658361911773682,1885.6998708248136,79,0,1885.6998708248136,0.2887697835036477,3581.0,0.7395376095189891,2264.0563406944275,0.2674492597579956,0.7426366124834333,0.2873676323662598,3554.0,0.7222786357581247
365.29776883125305,0.5930824279785156,1973.1429433822632,83,0,1973.1429433822632,0.2886726658492739,3581.0,0.7392980367303128,2358.429117679596,0.2671726090567453,0.742659364427839,0.2872518132627848,3554.0,0.7220351133845667
371.23996090888977,0.6181230545043945,2060.530352115631,87,0,2060.530352115631,0.2883958686033929,3581.0,0.7399680087833357,2452.6324939727783,0.2668428591319493,0.7433451925005231,0.2869922850463386,3554.0,0.7226984284872678
377.2034869194031,0.6445300579071045,2148.212817668915,91,0,2148.212817668915,0.2887139127295099,3581.0,0.7407821744755306,2547.141005516052,0.2673332009996687,0.7438547951834542,0.2873107704072436,3554.0,0.723604441628271
