accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/accuracy,test/loss,test/num_examples,total_duration,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples
221.4227888584137,0.0,116.698974609375,1,0,116.698974609375,0.001,12591.9328,10000.0,338.7390778064728,0.0009566326530612,11515.765306122448,0.001,11588.64896,50000.0
327.1715681552887,0.0406041145324707,625.0608594417572,1340,0,625.0608594417572,0.066,5.6050625,10000.0,955.4541494846344,0.1006457270408163,5.456673758370536,0.0941,5.47147875,50000.0
436.77328276634216,0.0924363136291503,1133.7221632003784,2723,0,1133.7221632003784,0.2224,4.911291796875,10000.0,1576.3448328971865,0.3412986288265306,3.686818336953922,0.31356,4.0594146875,50000.0
540.3650414943695,0.1652262210845947,1642.0725951194763,4106,0,1642.0725951194763,0.3021,3.52774453125,10000.0,2190.9635429382324,0.4531648596938775,2.6253954829001915,0.41654,2.813453125,50000.0
636.9470422267914,0.2014164924621582,2150.4785294532776,5487,0,2150.4785294532776,0.3406,3.3280484375,10000.0,2798.641802310944,0.5090680803571429,2.431843816017618,0.46014,2.6770925,50000.0
744.6571455001831,0.23610520362854,2659.1559586524963,6870,0,2659.1559586524963,0.3663,3.23526015625,10000.0,3417.6971809864044,0.5293367346938775,2.344476349499761,0.47646,2.60597453125,50000.0
843.9798958301544,0.2711527347564697,3167.5716922283173,8252,0,3167.5716922283173,0.2839,4.701187109375,10000.0,4028.027292251587,0.4295479910714285,4.074691149653221,0.38276,4.1784465625,50000.0
954.2970809936523,0.3349595069885254,3675.873481750488,9634,0,3675.873481750488,0.2045,4.655750390625,10000.0,4649.304940700531,0.2746133609693877,4.129828005420919,0.24698,4.3573221875,50000.0
1051.0792272090912,0.3740012645721435,4184.328757286072,11016,0,4184.328757286072,0.0678,6.284216015625,10000.0,5257.237458705902,0.091617506377551,5.965668970224809,0.08042,6.0415125,50000.0
1151.9726357460022,0.4415428638458252,4692.90504193306,12398,0,4692.90504193306,0.0265,6.8308515625,10000.0,5869.44788980484,0.0322664221938775,6.668207908163265,0.02864,6.762304375,50000.0
1261.591052532196,0.4725468158721924,5201.645115852356,13775,0,5201.645115852356,0.0087,10.8438953125,10000.0,6490.349322795868,0.0087292729591836,12.621082539461096,0.00904,12.3256075,50000.0
1367.9963824748993,0.5077259540557861,5710.105533361435,15137,0,5710.105533361435,0.003,94.49069375,10000.0,7107.7470099926,0.0024115114795918,114.1435247927296,0.00264,97.51828,50000.0
1476.6194789409635,0.5515995025634766,6218.6271007061005,16519,0,6218.6271007061005,0.0006,63.95563125,10000.0,7727.567770004272,0.0012954400510204,77.15599091198979,0.00108,61.396015,50000.0
1581.6809587478638,0.5844447612762451,6726.923955440521,17901,0,6726.923955440521,0.0011,2671816.0896,10000.0,8343.537657260895,0.0013950892857142,2700887.3469387754,0.0012,2581789.0816,50000.0
1683.0546438694,0.6219522953033447,7235.222138166428,19284,0,7235.222138166428,0.0013,831781339.136,10000.0,8955.856251955032,0.0010562818877551,825094645.5510204,0.00128,814294006.49728,50000.0
1790.4461569786072,0.6954095363616943,7743.522671222687,20666,0,7743.522671222687,0.0009,32610340.0448,10000.0,9574.213427305222,0.0008769132653061,35096852.89795918,0.001,34666986.86464,50000.0
1894.4138131141665,0.7451200485229492,8252.162489652634,22049,0,8252.162489652634,0.0012,1129592.832,10000.0,10189.42980146408,0.0015545280612244,1160509.9591836734,0.0014,1150663.22944,50000.0
1998.554856061936,0.8172562122344971,8760.762680768967,23432,0,8760.762680768967,0.0005,226637801.0624,10000.0,10804.902551412582,0.0009964923469387,218866416.3265306,0.00092,219150643.36384,50000.0
2100.9451360702515,0.8627133369445801,9269.17802286148,24815,0,9269.17802286148,0.0014,618.09695,10000.0,11418.39313173294,0.0007772640306122,590.6348453443877,0.00114,574.2938,50000.0
2209.3293347358704,0.931825876235962,9777.45447897911,26197,0,9777.45447897911,0.0011,7.05308515625,10000.0,12037.809674739838,0.0011559311224489,6.993813650948661,0.00124,6.99285,50000.0
2318.5711851119995,0.9639575481414796,10285.961924552916,27575,0,10285.961924552916,0.0008,7.54116484375,10000.0,12658.23095560074,0.0010762117346938,7.536092952806122,0.001,7.5447525,50000.0
2428.0398094654083,0.9929628372192384,10794.602436065674,28958,0,10794.602436065674,0.0011,7.7703078125,10000.0,13278.91392326355,0.0010164221938775,7.77919847138074,0.00096,7.76987625,50000.0
2534.671711921692,1.0374915599822998,11303.105668783188,30341,0,11303.105668783188,0.0009,7.4035546875,10000.0,13896.717728614807,0.000797193877551,7.405516332509566,0.00102,7.40299,50000.0
2636.8732578754425,1.1125586032867432,11811.636233329771,31724,0,11811.636233329771,0.001,7.73597421875,10000.0,14510.054161548616,0.0010961415816326,7.720218580596301,0.001,7.7267225,50000.0
2746.2521126270294,1.1418838500976562,12320.265032291412,33108,0,12320.265032291412,0.0017,7.85896953125,10000.0,15130.706621170044,0.0015146683673469,7.856009347098214,0.00128,7.86000125,50000.0
2844.236494779587,1.2137744426727295,12828.853950500488,34490,0,12828.853950500488,0.0031,7.4610140625,10000.0,15739.987809181212,0.0035076530612244,7.422613027144451,0.0032,7.431636875,50000.0
2953.7354776859283,1.25764799118042,13337.547580957413,35873,0,13337.547580957413,0.0049,7.45880390625,10000.0,16360.708307266235,0.0066964285714285,7.339003582389987,0.00628,7.383025,50000.0
3050.5931873321533,1.329864740371704,13845.80633020401,37256,0,13845.80633020401,0.0205,7.08724296875,10000.0,16968.60702419281,0.0222616390306122,6.917752012914541,0.02116,6.974075,50000.0
