global_step,grad_norm,loss,lr,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,1.4674953,0.71913886,0.0,,,,,,,,,,,,,,,,,
1,,,,0.5087199211120605,0.7207283973693848,0.02204496489246,0.509132444858551,0.7216998934745789,0.02494002722323,43793.0,0.5077089071273804,0.7227840423583984,0.026500043680207,43793.0,21.20846438407898,328.6089961528778,21.20846438407898,307.4004740715027,0.0,0.0
100,0.21259366,0.21188991,0.0001783995,,,,,,,,,,,,,,,,,
200,0.026811905,0.063439734,0.000356799,,,,,,,,,,,,,,,,,
300,0.009033428,0.059528053,0.00053519843,,,,,,,,,,,,,,,,,
400,0.011859484,0.057241037,0.0007135979,,,,,,,,,,,,,,,,,
500,0.0104607325,0.059454307,0.0008919974,,,,,,,,,,,,,,,,,
561,,,,0.9866870045661926,0.0555634461343288,0.0324421228140105,0.9841179251670836,0.0652761086821556,0.0347275965759033,43793.0,0.983142077922821,0.0686936900019645,0.0353612576761737,43793.0,261.32667803764343,684.6307814121246,261.32667803764343,423.2587106227875,0.0284993648529052,0.0
600,0.013405481,0.061514612,0.0010703969,,,,,,,,,,,,,,,,,
700,0.010123416,0.055535823,0.0012487964,,,,,,,,,,,,,,,,,
800,0.012440198,0.05368807,0.0014271958,,,,,,,,,,,,,,,,,
900,0.014870424,0.053323027,0.0014271903,,,,,,,,,,,,,,,,,
1000,0.011918929,0.048409477,0.0014271734,,,,,,,,,,,,,,,,,
1100,0.034947153,0.050074972,0.0014271453,,,,,,,,,,,,,,,,,
1122,,,,0.986778974533081,0.0501596890389919,0.062561209693996,0.9842153787612916,0.0594660490751266,0.0586864189135735,43793.0,0.9832406044006348,0.0625510290265083,0.0611821808925927,43793.0,501.3080351352692,1044.1993532180786,501.3080351352692,542.8036034107208,0.0543222427368164,0.0
1200,0.04016135,0.04792479,0.001427106,,,,,,,,,,,,,,,,,
1300,0.017413478,0.047706746,0.0014270555,,,,,,,,,,,,,,,,,
1400,0.016471073,0.049399372,0.0014269936,,,,,,,,,,,,,,,,,
1500,0.018809566,0.045454096,0.0014269206,,,,,,,,,,,,,,,,,
1600,0.019740248,0.04384557,0.0014268365,,,,,,,,,,,,,,,,,
1679,,,,0.9875081181526184,0.0463837347924709,0.1000177725555404,0.9846306443214417,0.0569681115448474,0.0943530673706014,43793.0,0.9836516976356506,0.0602939389646053,0.1006742053512726,43793.0,741.363566160202,1404.171186208725,741.363566160202,662.6770553588867,0.0809030532836914,0.0
1700,0.015492622,0.044362757,0.0014267411,,,,,,,,,,,,,,,,,
1800,0.025034681,0.044539962,0.0014266346,,,,,,,,,,,,,,,,,
1900,0.015902849,0.051499277,0.0014265167,,,,,,,,,,,,,,,,,
2000,0.014279608,0.047100585,0.0014263875,,,,,,,,,,,,,,,,,
2100,0.017161036,0.044986065,0.0014262473,,,,,,,,,,,,,,,,,
2200,0.017848082,0.052558042,0.0014260957,,,,,,,,,,,,,,,,,
2236,,,,0.9876481890678406,0.0447583496570587,0.1124200091475829,0.9849010109901428,0.0544184744358062,0.1166379621444113,43793.0,0.9839301109313964,0.0573246851563453,0.1236713096630807,43793.0,981.4014246463776,1764.66664147377,981.4014246463776,783.0913667678833,0.1083796024322509,0.0
2300,0.0144720655,0.046935763,0.0014259331,,,,,,,,,,,,,,,,,
2400,0.014534902,0.046251647,0.0014257593,,,,,,,,,,,,,,,,,
2500,0.011439193,0.047808986,0.0014255741,,,,,,,,,,,,,,,,,
