global_step,loss,lr,score,preemption_count
0,1.105533480644226,0.0012515644555694,,
1,1.1054069995880127,0.0025031289111389,,
2,1.104174017906189,0.0037546933667083,,
3,1.1045372486114502,0.0050062578222778,,
4,1.104182243347168,0.0062578222778473,,
5,1.1038769483566284,0.0075093867334167,,
6,1.104271411895752,0.0087609511889862,,
7,1.103534460067749,0.0100125156445556,,
8,1.1024627685546875,0.0112640801001251,,
9,1.102805495262146,0.0125156445556946,,
10,1.1030571460723877,0.013767209011264,,
11,1.1023818254470823,0.0150187734668335,,
12,1.1023935079574585,0.016270337922403,,
13,1.1019113063812256,0.0175219023779724,,
14,1.1015019416809082,0.0187734668335419,,
15,1.1019811630249023,0.0200250312891113,,
16,1.1010363101959229,0.0212765957446808,,
17,1.1011829376220703,0.0225281602002503,,
18,1.1011112928390503,0.0237797246558197,,
19,1.1007168292999268,0.0250312891113892,,
20,1.100139856338501,0.0262828535669586,,
21,1.100521445274353,0.0275344180225281,,
22,1.1002604961395264,0.0287859824780976,,
23,1.0998684167861938,0.030037546933667,,
24,1.0992431640625,0.0312891113892365,,
25,1.09874427318573,0.032540675844806,,
26,1.0991309881210327,0.0337922403003754,,
27,1.098979949951172,0.0350438047559449,,
28,1.09823477268219,0.0362953692115143,,
29,1.0981147289276123,0.0375469336670838,,
30,1.0979952812194824,0.0387984981226533,,
31,1.0963655710220337,0.0400500625782227,,
32,1.0963026285171509,0.0413016270337922,,
33,1.0956010818481443,0.0425531914893617,,
34,1.0941007137298584,0.0438047559449311,,
35,1.0934120416641235,0.0450563204005006,,
36,1.0918970108032229,0.04630788485607,,
37,1.0904484987258911,0.0475594493116395,,
38,1.0905576944351196,0.048811013767209,,
39,1.0876832008361816,0.0500625782227784,,
40,1.0846489667892456,0.0513141426783479,,
41,1.0796269178390503,0.0525657071339173,,
42,1.07304584980011,0.0538172715894868,,
43,1.0642234086990356,0.0550688360450563,,
44,1.0514322519302368,0.0563204005006257,,
45,1.033254623413086,0.0575719649561952,,
46,1.0067287683486938,0.0588235294117647,,
47,0.9674324989318848,0.0600750938673341,,
48,0.9091973304748536,0.0613266583229036,,
49,0.8219395279884338,0.0625782227784731,,
50,0.7003187537193298,0.0638297872340425,,
51,0.5429967641830444,0.065081351689612,,
52,0.3706600964069366,0.0663329161451814,,
53,0.2395290434360504,0.0675844806007509,,
54,0.1890718638896942,0.0688360450563204,,
55,0.1882969737052917,0.0700876095118898,,
56,0.1893092393875122,0.0713391739674593,,
57,0.1830809563398361,0.0725907384230287,,
58,0.1763076931238174,0.0738423028785982,,
59,0.1687321364879608,0.0750938673341677,,
60,0.1634190678596496,0.0763454317897371,,
61,0.1598977744579315,0.0775969962453066,,
62,0.1562025398015976,0.078848560700876,,
63,0.1536567360162735,0.0801001251564455,,
64,0.1476124227046966,0.081351689612015,,
65,0.147115096449852,0.0826032540675844,,
66,0.1431871354579925,0.0838548185231539,,
67,0.1489165425300598,0.0851063829787234,,
68,0.151609256863594,0.0863579474342928,,
69,0.1560995876789093,0.0876095118898623,,
70,0.1385358870029449,0.0888610763454317,,
71,0.137183666229248,0.0901126408010012,,
72,0.1382303535938263,0.0913642052565707,,
73,0.1348937004804611,0.0926157697121401,,
74,0.1378187537193298,0.0938673341677096,,
75,0.1378889828920364,0.0951188986232791,,
76,0.1368703842163086,0.0963704630788485,,
77,0.1397551596164703,0.097622027534418,,
78,0.1444986015558242,0.0988735919899874,,
79,0.1633569151163101,0.1001251564455569,,
80,0.1335310637950897,0.1013767209011264,,
81,0.1306992024183273,0.1026282853566958,,
82,0.1312529444694519,0.1038798498122653,,
83,0.1334587782621383,0.1051314142678347,,
84,0.1330146938562393,0.1063829787234042,,
85,0.1344354450702667,0.1076345431789737,,
86,0.1332904696464538,0.1088861076345431,,
87,0.1330682039260864,0.1101376720901126,,
88,0.1371362954378128,0.1113892365456821,,
89,0.1405948102474212,0.1126408010012515,,
90,0.138497993350029,0.113892365456821,,
91,0.141698271036148,0.1151439299123904,,
92,0.1336573660373687,0.1163954943679599,,
93,0.1348841786384582,0.1176470588235294,,
94,0.1315907835960388,0.1188986232790988,,
95,0.1372242271900177,0.1201501877346683,,
96,0.1406980603933334,0.1214017521902378,,
97,0.1448389887809753,0.1226533166458072,,
98,0.1413435637950897,0.1239048811013767,,
99,0.1447438299655914,0.1251564455569462,,
100,0.1433601677417755,0.1264080100125156,,
500,0.1323854178190231,0.6270337922403004,,
1000,0.1307543963193893,1.0,,
1500,0.1300717294216156,1.0,,
2000,0.1217081099748611,1.0,,
2500,0.1251636147499084,1.0,,
3000,0.1222072467207908,1.0,,
3500,0.1209959834814071,1.0,,
4000,0.1163057535886764,1.0,,
4500,0.1213519871234893,1.0,,
5000,0.1254582554101944,1.0,,
5500,0.1198831051588058,1.0,,
6000,0.1201711744070053,1.0,,
6500,0.1169066280126571,1.0,,
7000,0.1237618550658226,1.0,,
7500,0.1250655353069305,1.0,,
8000,0.1270147562026977,1.0,,
8500,0.1353596448898315,1.0,,
9000,0.1232908368110656,1.0,,
9500,0.1195366755127906,1.0,,
10000,0.1230959147214889,1.0,,
10500,0.1184839606285095,1.0,,
10666,,,4159.93154001236,0.0
