accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/accuracy,test/bleu,test/loss,test/num_examples,total_duration,train/accuracy,train/bleu,train/loss,validation/accuracy,validation/bleu,validation/loss,validation/num_examples
819.045770406723,0.0,300.3728413581848,1,0,300.3728413581848,0.165126953692406,0.3668681151696438,7.426256463889373,3003.0,1120.0384857654572,0.189628474094126,0.8317545506595977,7.010280336311811,0.1781751001227511,0.2692419076593199,7.1856199861130055,3000.0
1331.9160106182098,0.023606538772583,1221.324060678482,5,0,1221.324060678482,0.4558828656092034,12.522653432319409,3.573417799663006,3003.0,2555.0089190006256,0.4730421138802983,18.9395086611363,3.376729991927415,0.464829946311887,14.252566037332029,3.438347788620104,3000.0
1741.8430988788605,0.0520195960998535,2146.5776596069336,9,0,2146.5776596069336,0.5627563767358085,19.725061365233724,2.515241161175992,3003.0,3891.367286205292,0.5570335731959231,25.340237908871,2.560394404183597,0.5610841775055486,21.41335650012337,2.500090668435605,3000.0
2176.153954744339,0.0803432464599609,3072.386892080307,13,0,3072.386892080307,0.6030213235721341,22.86850756376784,2.10107362297368,3003.0,5252.545274019241,0.5969459536745783,28.07806702451879,2.154465970832142,0.5984302736481879,24.025300155785303,2.1160085197331715,3000.0
2583.282556295395,0.1071512699127197,3997.6620528697968,17,0,3997.6620528697968,0.61805821858114,23.918909455809555,1.950559961652432,3003.0,6585.994189977646,0.6008289022737883,28.762384838279136,2.0799946201054347,0.6143631201101041,25.133323284920987,1.9808069645757649,3000.0
2980.085968017578,0.1383914947509765,4923.248439788818,21,0,4923.248439788818,0.6347452210795421,25.091796572112248,1.810346943815002,3003.0,7909.477875471115,0.6087609655409667,29.40888301867849,2.000173262714294,0.6280765272594264,26.124566415883308,1.8547604028468336,3000.0
3393.137973546982,0.1681087017059326,5848.582039356232,25,0,5848.582039356232,0.643030619952356,25.53943303045305,1.7413104264714427,3003.0,9248.730486154556,0.6223321038266967,29.99623479505788,1.8845262378809853,0.6358135670977422,26.676521174474026,1.7878284987166928,3000.0
3802.579922437668,0.1958210468292236,6774.474858760834,29,0,6774.474858760834,0.653860902910929,26.530364525804647,1.6661397507408051,3003.0,10585.114319562912,0.6254504556200794,30.80069855987672,1.862375228096954,0.6456956516348217,27.34955177451529,1.716477477030663,3000.0
4213.177117347717,0.2225441932678222,7699.563401222229,33,0,7699.563401222229,0.6595433153215966,26.54784472985031,1.6294292167799662,3003.0,11921.647361278534,0.6269570671075888,30.4716789718937,1.8479919750270823,0.650320516794584,27.47006363684413,1.6869763316635875,3000.0
4797.960632562637,0.2495691776275634,8624.966809749603,37,0,8624.966809749603,0.6620533379815234,27.05061634260875,1.5959105005519725,3003.0,13432.84237241745,0.6338528218369606,30.74447282814942,1.7965502596481926,0.6535070860869673,27.68607255844973,1.6535921361793406,3000.0
5218.277984142304,0.277916669845581,9549.197510957718,41,0,9549.197510957718,0.6630178374295509,27.214093261370195,1.5930780097030968,3003.0,14778.5249478817,0.6350550381033023,30.09567750466058,1.7976999279126713,0.6542262340206569,28.02480354208193,1.6509970428141003,3000.0
5643.761969804764,0.3072912693023681,10474.495013237,45,0,10474.495013237,0.6671314856777643,27.458420995913272,1.5716464034629016,3003.0,16130.32155585289,0.6434920781134856,31.49202345212892,1.7316871142686072,0.6553669514327163,27.778289779538635,1.6309963221162789,3000.0
6189.032505512238,0.3343093395233154,11399.60939335823,49,0,11399.60939335823,0.668212189878566,27.52259162267976,1.560771635872407,3003.0,17601.660395860672,0.6358337904552934,31.115551112298345,1.7810121537301151,0.6570408302438904,27.86195558823236,1.6233085880832228,3000.0
6595.934008836746,0.3614847660064697,12324.658669948578,53,0,12324.658669948578,0.6723490790773342,27.92641672630795,1.5444708326070535,3003.0,18934.608062267303,0.6401516449133865,31.16145292578692,1.754593310723625,0.6584295297020496,28.224653300959545,1.6082763232941937,3000.0
7098.987898826599,0.3901536464691162,13249.461011648178,57,0,13249.461011648178,0.6720120852942886,27.839855815423977,1.535646897333101,3003.0,20363.581134557724,0.6476374089424043,32.19068492881399,1.6991354579143625,0.6629180047364571,28.25053897383104,1.5953294325240852,3000.0
7536.43063044548,0.417755126953125,14174.661924123764,61,0,14174.661924123764,0.6731741328220324,27.74796056178696,1.5319666564987509,3003.0,21727.267842054367,0.6431916344623778,30.948790970601635,1.7353732737553988,0.6602150004339686,28.110726025161355,1.6011537170958825,3000.0
8051.622075080872,0.4451870918273926,15099.635824918749,65,0,15099.635824918749,0.6753239207483586,28.286860267030143,1.5180455994712685,3003.0,23168.280161380768,0.6426670337738619,31.454259094883867,1.7376915123669237,0.6633147760102168,28.40529213301551,1.5902449287671572,3000.0
8538.552361011505,0.4752204418182373,16024.63917517662,69,0,16024.63917517662,0.6765092092266574,28.391781174059908,1.508933149584568,3003.0,24581.18288898468,0.6435713958075318,31.328420577933024,1.7191058466354754,0.664852264696036,28.575927788860483,1.575928034060334,3000.0
9061.473190546036,0.5027754306793213,16949.033896923065,73,0,16949.033896923065,0.6755330893033525,28.32003954871104,1.5078639750740803,3003.0,26029.518570423126,0.6451738736361446,31.56795903533488,1.720735191197898,0.6629552020433721,28.570450886938644,1.5817420506255346,3000.0
9855.033276319504,0.531679630279541,17873.858083724976,77,0,17873.858083724976,0.3180175469176689,0.3624603624266819,4.114192957991982,3003.0,27749.0098028183,0.3800310041913073,2.412451132469571,3.435282339093989,0.3320107624208007,0.5072611810334302,3.926604288849487,3000.0
