accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ssim,total_duration,train/loss,train/ssim,validation/loss,validation/num_examples,validation/ssim
223.8420162200928,0.0,132.55511736869812,1,0,132.55511736869812,1.0134717764983594,3581.0,0.1577964341697064,356.8812656402588,0.991478783743722,0.1528292724064418,1.0042952675462506,3554.0,0.1410639070028928
230.6886112689972,0.0317106246948242,211.9742436408997,302,0,211.9742436408997,0.4081880579577981,3581.0,0.634846755227241,444.3784785270691,0.3874682698931013,0.6362821715218681,0.4048697880029544,3554.0,0.6141698834060214
237.37479972839355,0.0840370655059814,291.3428018093109,544,0,291.3428018093109,0.4142413273832379,3581.0,0.5787538615261101,531.5827310085297,0.393758910042899,0.5758263724190849,0.4088423969910664,3554.0,0.5652599087845561
244.1554613113404,0.1231391429901123,370.8177740573883,778,0,370.8177740573883,0.384019806411006,3581.0,0.6522158505829377,618.9612414836884,0.3609213147844587,0.6565376690455845,0.3832553397690103,3554.0,0.6316310901888716
251.143661737442,0.1670665740966797,450.3687295913696,1021,0,450.3687295913696,0.3795216466354544,3581.0,0.6564684380235968,706.6502530574799,0.3554844515664236,0.6614819254193988,0.3790762004519555,3554.0,0.6356141407568936
257.6847836971283,0.2101399898529052,529.7449491024017,1327,0,529.7449491024017,0.3666524836485095,3581.0,0.6661425017671391,793.7045629024506,0.3435798372541155,0.670640196119036,0.3629042540095666,3554.0,0.6495101662519345
264.13287377357483,0.235997200012207,609.1561150550842,1634,0,609.1561150550842,0.3634403061513893,3581.0,0.669727707867914,880.6768662929535,0.3400250162397112,0.6748354775565011,0.3602228975054516,3554.0,0.6524862913046919
270.7137668132782,0.2619898319244385,688.7700381278992,1941,0,688.7700381278992,0.3596162431168842,3581.0,0.662233251994031,967.9978489875792,0.3374804088047572,0.6652602468218122,0.3557997206053039,3554.0,0.6468127352103263
277.22195506095886,0.2868072986602783,768.3300433158875,2247,0,768.3300433158875,0.3512413879241133,3581.0,0.6793327086533091,1055.2080760002136,0.3279870237622942,0.6843827792576381,0.3487724342839934,3554.0,0.6607321855655599
283.69377422332764,0.3113017082214355,847.7781002521515,2556,0,847.7781002521515,0.351190255427953,3581.0,0.679136905281346,1142.2490320205688,0.3279627731868199,0.684133802141462,0.3496103367244654,3554.0,0.6595845048053249
290.09578824043274,0.3367762565612793,927.2219893932344,2862,0,927.2219893932344,0.3508210106290142,3581.0,0.6832187783614913,1229.2550604343414,0.3280582087380545,0.6878646441868373,0.3490715649400323,3554.0,0.6638409598999367
296.7569558620453,0.3646814823150635,1006.6995990276336,3166,0,1006.6995990276336,0.3421320996448269,3581.0,0.6877537535342781,1316.632436752319,0.3190275941576276,0.6928520202636719,0.3397848787237971,3554.0,0.6694355171989308
303.1965112686157,0.3907387256622314,1086.0229313373566,3472,0,1086.0229313373566,0.3416988028723645,3581.0,0.6826351861386484,1403.5635013580322,0.3208576270512172,0.6848476273672921,0.3383680868497643,3554.0,0.6676419010709763
309.6602301597595,0.4175646305084228,1165.4506278038025,3778,0,1165.4506278038025,0.3431206953255899,3581.0,0.6907458226795937,1490.624264717102,0.3193529673985072,0.696361814226423,0.3414062774778418,3554.0,0.6715553640044668
316.1605281829834,0.4432804584503174,1244.8035101890564,4082,0,1244.8035101890564,0.3343087254673101,3581.0,0.6968032508813878,1577.6303305625916,0.3126842975616455,0.7011950356619698,0.3311446774321187,3554.0,0.6796355668788688
322.5810072422028,0.4690005779266357,1324.187309026718,4385,0,1324.187309026718,0.332124720202981,3581.0,0.6957874868009983,1664.5834500789642,0.3099407468523298,0.7010502134050641,0.3292388830147369,3554.0,0.6781372001617896
329.0545723438263,0.4943265914916992,1403.726674079895,4691,0,1403.726674079895,0.3324932150586428,3581.0,0.6926898120069463,1751.773809671402,0.3107777663639613,0.6975393976484027,0.3293267090668085,3554.0,0.6758796206738886
335.5425155162811,0.5199174880981445,1483.3512330055237,4999,0,1483.3512330055237,0.3298114860766895,3581.0,0.6962203404251606,1839.077545881272,0.3078910963875906,0.7013822283063617,0.3265674872282991,3554.0,0.6787586115556415
342.07801270484924,0.5462794303894043,1562.6856307983398,5305,0,1562.6856307983398,0.33255655117722,3581.0,0.6950014780700223,1926.1474571228027,0.3099011012486049,0.7005325726100377,0.3300510593257597,3554.0,0.6768510310785383
348.5019037723541,0.5721955299377441,1642.0689115524292,5610,0,1642.0689115524292,0.3309357192256004,3581.0,0.6985757759049497,2013.1006271839144,0.3083522660391671,0.7037693432399205,0.3284164712076182,3554.0,0.6804004813018781
354.9667098522186,0.5978212356567383,1721.400497674942,5916,0,1721.400497674942,0.3277155309707484,3581.0,0.697078071004084,2100.0521245002747,0.3059427397591727,0.7012654032026019,0.3245941316672235,3554.0,0.6807438169360228
