global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.35486248,6.907756,,,,,,,,,,,,,,
1,,,0.00146484375,6.907754898071289,0.0015399999683722,6.9077558517456055,50000.0,0.0016000000759959,6.907754898071289,10000.0,101.58852863311768,142.71062779426575,101.58852863311768,41.12199425697327,0.0,0.0
100,0.4121693,6.9073486,,,,,,,,,,,,,,
200,0.46357933,6.9058757,,,,,,,,,,,,,,
300,0.48484132,6.90353,,,,,,,,,,,,,,
400,0.5961142,6.8962746,,,,,,,,,,,,,,
500,0.59249586,6.8869863,,,,,,,,,,,,,,
600,0.561022,6.8863306,,,,,,,,,,,,,,
700,0.5353714,6.870083,,,,,,,,,,,,,,
776,,,0.0034374999813735,6.844178199768066,0.003559999866411,6.84490966796875,50000.0,0.0023000000510364,6.851512908935547,10000.0,521.6972823143005,584.8470776081085,521.6972823143005,63.07091665267944,0.0306637287139892,0.0
800,0.5958387,6.853752,,,,,,,,,,,,,,
900,0.5831738,6.8446913,,,,,,,,,,,,,,
1000,0.60804486,6.8276887,,,,,,,,,,,,,,
1100,0.6234956,6.8035593,,,,,,,,,,,,,,
1200,0.60889524,6.7961116,,,,,,,,,,,,,,
1300,0.5986169,6.790823,,,,,,,,,,,,,,
1400,0.5150481,6.811104,,,,,,,,,,,,,,
1500,0.6034267,6.768947,,,,,,,,,,,,,,
1600,0.5553757,6.7551527,,,,,,,,,,,,,,
1681,,,0.0054882811382412,6.6766228675842285,0.0051599997095763,6.6855902671813965,50000.0,0.0042000003159046,6.705928325653076,10000.0,941.802861213684,1026.762525320053,941.802861213684,84.79783344268799,0.0584890842437744,0.0
1700,0.6116072,6.737925,,,,,,,,,,,,,,
1800,0.6156516,6.699397,,,,,,,,,,,,,,
1900,0.6133529,6.690016,,,,,,,,,,,,,,
2000,0.5241697,6.7845335,,,,,,,,,,,,,,
2100,0.58112985,6.6823244,,,,,,,,,,,,,,
2200,0.5182533,6.755857,,,,,,,,,,,,,,
2300,0.6075689,6.6540136,,,,,,,,,,,,,,
2400,0.5446964,6.80838,,,,,,,,,,,,,,
2500,0.6480409,6.617073,,,,,,,,,,,,,,
2590,,,0.0117968749254941,6.437683582305908,0.0113599998876452,6.451643466949463,50000.0,0.0091000003740191,6.4978766441345215,10000.0,1361.95264005661,1468.746168136597,1361.95264005661,106.54757404327393,0.0878627300262451,0.0
2600,0.62906075,6.534273,,,,,,,,,,,,,,
2700,0.5949353,6.515199,,,,,,,,,,,,,,
2800,0.6788156,6.4859524,,,,,,,,,,,,,,
2900,0.63004404,6.385446,,,,,,,,,,,,,,
3000,0.65572286,6.387399,,,,,,,,,,,,,,
3100,0.63684666,6.395359,,,,,,,,,,,,,,
3200,0.655515,6.341446,,,,,,,,,,,,,,
3300,0.53642803,6.587683,,,,,,,,,,,,,,
3400,0.6496086,6.290063,,,,,,,,,,,,,,
3500,,,0.0278710927814245,6.040974140167236,0.0271600000560283,6.069661617279053,50000.0,0.0197000000625848,6.162965297698975,10000.0,1782.2395482063291,1911.0608358383176,1782.2395482063291,128.49035930633545,0.1182031631469726,0.0
3500,0.6381735,6.262327,,,,,,,,,,,,,,
3600,0.6798944,6.2327557,,,,,,,,,,,,,,
3700,0.6776308,6.190593,,,,,,,,,,,,,,
3800,0.656203,6.121874,,,,,,,,,,,,,,
3900,0.59317654,6.287687,,,,,,,,,,,,,,
4000,0.7381179,6.1270905,,,,,,,,,,,,,,
4100,0.6195111,6.138586,,,,,,,,,,,,,,
4200,0.66285414,6.026537,,,,,,,,,,,,,,
4300,0.70068854,5.9354444,,,,,,,,,,,,,,
4400,0.60433245,6.302698,,,,,,,,,,,,,,
4401,,,0.0501367188990116,5.66703462600708,0.0466200001537799,5.703557968139648,50000.0,0.0361000001430511,5.848550319671631,10000.0,2202.6019353866577,2352.9534940719604,2202.6019353866577,149.93566131591797,0.1487550735473632,0.0
4500,0.74574596,6.0078416,,,,,,,,,,,,,,
4600,0.7251551,5.8954797,,,,,,,,,,,,,,
4700,0.6207736,6.1598225,,,,,,,,,,,,,,
4800,0.7172562,5.957344,,,,,,,,,,,,,,
4900,0.7965924,5.879363,,,,,,,,,,,,,,
5000,0.7471321,5.7523727,,,,,,,,,,,,,,
5100,0.7406979,5.7590666,,,,,,,,,,,,,,
5200,0.67944896,5.8861713,,,,,,,,,,,,,,
5300,0.6669654,6.565065,,,,,,,,,,,,,,
5301,,,0.0668359324336052,5.403332233428955,0.0635999962687492,5.446308612823486,50000.0,0.0503000020980834,5.625787258148193,10000.0,2623.122376203537,2798.3016583919525,2623.122376203537,174.67924857139587,0.1787061691284179,0.0
5400,0.63622236,6.4849887,,,,,,,,,,,,,,
5500,0.72665155,5.6397257,,,,,,,,,,,,,,
5600,0.72293466,6.0323486,,,,,,,,,,,,,,
5700,0.66389906,5.929807,,,,,,,,,,,,,,
5800,0.6961593,6.564026,,,,,,,,,,,,,,
5900,0.64029604,6.1888456,,,,,,,,,,,,,,
6000,0.74420065,5.5392456,,,,,,,,,,,,,,
6100,0.66689,6.1270704,,,,,,,,,,,,,,
6200,0.8278262,5.4775925,,,,,,,,,,,,,,
6203,,,0.0956445261836052,5.072934627532959,0.0891599953174591,5.121736526489258,50000.0,0.0683000013232231,5.340559482574463,10000.0,3043.4437580108643,3240.364060640335,3043.4437580108643,196.3340084552765,0.2098047733306884,0.0
6300,0.7761316,5.491709,,,,,,,,,,,,,,
6400,0.77790534,5.557584,,,,,,,,,,,,,,
6500,0.84480464,5.5476074,,,,,,,,,,,,,,
6600,0.7968524,5.4784446,,,,,,,,,,,,,,
6700,0.9252869,5.6060963,,,,,,,,,,,,,,
6800,0.76699346,5.426726,,,,,,,,,,,,,,
6900,1.0066463,5.3798633,,,,,,,,,,,,,,
