global_step,loss,lr,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.8962305784225464,0.0003684598378776,,,,,,,,,,,,,,
1,,,0.2024393422263009,0.8827943120683942,0.1969500419861423,0.8924006868361354,3554.0,0.2191971366347563,0.8914069863079447,3581.0,131.42430996894836,361.5080246925354,131.42430996894836,229.62887144088745,0.0,0.0
1,0.8680328130722046,0.0007369196757553,,,,,,,,,,,,,,
2,0.8830083012580872,0.001105379513633,,,,,,,,,,,,,,
3,0.8669261932373047,0.0014738393515106,,,,,,,,,,,,,,
4,0.8672083020210266,0.0018422991893883,,,,,,,,,,,,,,
5,0.884133517742157,0.002210759027266,,,,,,,,,,,,,,
6,0.8643931746482849,0.0025792188651436,,,,,,,,,,,,,,
7,0.9070565104484558,0.0029476787030213,,,,,,,,,,,,,,
8,0.8797852993011475,0.003316138540899,,,,,,,,,,,,,,
9,0.8829377293586731,0.0036845983787767,,,,,,,,,,,,,,
10,0.8902693390846252,0.0040530582166543,,,,,,,,,,,,,,
11,0.9311370849609376,0.004421518054532,,,,,,,,,,,,,,
12,0.8784418702125549,0.0047899778924097,,,,,,,,,,,,,,
13,0.9267247915267944,0.0051584377302873,,,,,,,,,,,,,,
14,0.8477955460548401,0.005526897568165,,,,,,,,,,,,,,
15,0.8636600971221924,0.0058953574060427,,,,,,,,,,,,,,
16,0.8806570768356323,0.0062638172439204,,,,,,,,,,,,,,
17,0.8729417324066162,0.006632277081798,,,,,,,,,,,,,,
18,0.8645825982093811,0.0070007369196757,,,,,,,,,,,,,,
19,0.8551703095436096,0.0073691967575534,,,,,,,,,,,,,,
20,0.8659967184066772,0.007737656595431,,,,,,,,,,,,,,
21,0.8555682897567749,0.0081061164333087,,,,,,,,,,,,,,
22,0.8359270095825195,0.0084745762711864,,,,,,,,,,,,,,
23,0.9040350914001464,0.0088430361090641,,,,,,,,,,,,,,
24,0.8892045021057129,0.0092114959469417,,,,,,,,,,,,,,
25,0.8452838659286499,0.0095799557848194,,,,,,,,,,,,,,
26,0.8843897581100464,0.0099484156226971,,,,,,,,,,,,,,
27,0.9069144129753112,0.0103168754605747,,,,,,,,,,,,,,
28,0.91671621799469,0.0106853352984524,,,,,,,,,,,,,,
29,0.9151631593704224,0.0110537951363301,,,,,,,,,,,,,,
30,0.8643479347229004,0.0114222549742078,,,,,,,,,,,,,,
31,0.914222776889801,0.0117907148120854,,,,,,,,,,,,,,
32,0.873979926109314,0.0121591746499631,,,,,,,,,,,,,,
33,0.8502541184425354,0.0125276344878408,,,,,,,,,,,,,,
34,0.8578914999961853,0.0128960943257184,,,,,,,,,,,,,,
35,0.9006564617156982,0.0132645541635961,,,,,,,,,,,,,,
36,0.90243661403656,0.0136330140014738,,,,,,,,,,,,,,
37,0.938010573387146,0.0140014738393515,,,,,,,,,,,,,,
38,0.8865505456924438,0.0143699336772291,,,,,,,,,,,,,,
39,0.8524481058120728,0.0147383935151068,,,,,,,,,,,,,,
40,0.8703814148902893,0.0151068533529845,,,,,,,,,,,,,,
41,0.8639869689941406,0.0154753131908621,,,,,,,,,,,,,,
42,0.8726154565811157,0.0158437730287398,,,,,,,,,,,,,,
43,0.8726003170013428,0.0162122328666175,,,,,,,,,,,,,,
44,0.8727961182594299,0.0165806927044952,,,,,,,,,,,,,,
45,0.95975923538208,0.0169491525423728,,,,,,,,,,,,,,
46,0.8682572245597839,0.0173176123802505,,,,,,,,,,,,,,
47,0.8706194758415222,0.0176860722181282,,,,,,,,,,,,,,
48,0.9358134865760804,0.0180545320560058,,,,,,,,,,,,,,
49,0.8820199966430664,0.0184229918938835,,,,,,,,,,,,,,
50,0.8952134847640991,0.0187914517317612,,,,,,,,,,,,,,
51,0.9271138906478882,0.0191599115696389,,,,,,,,,,,,,,
52,0.8678436875343323,0.0195283714075165,,,,,,,,,,,,,,
53,0.8846374750137329,0.0198968312453942,,,,,,,,,,,,,,
54,0.8750256896018982,0.0202652910832719,,,,,,,,,,,,,,
55,0.884979248046875,0.0206337509211495,,,,,,,,,,,,,,
56,0.8884330987930298,0.0210022107590272,,,,,,,,,,,,,,
57,0.9381293654441832,0.0213706705969049,,,,,,,,,,,,,,
58,0.8919327259063721,0.0217391304347826,,,,,,,,,,,,,,
59,0.9579463005065918,0.0221075902726602,,,,,,,,,,,,,,
60,0.8994070887565613,0.0224760501105379,,,,,,,,,,,,,,
61,0.9185076951980592,0.0228445099484156,,,,,,,,,,,,,,
62,0.868762731552124,0.0232129697862932,,,,,,,,,,,,,,
63,0.9032772779464722,0.0235814296241709,,,,,,,,,,,,,,
64,0.8526778221130371,0.0239498894620486,,,,,,,,,,,,,,
65,0.8523335456848145,0.0243183492999263,,,,,,,,,,,,,,
66,0.8702099323272705,0.0246868091378039,,,,,,,,,,,,,,
67,0.8817590475082397,0.0250552689756816,,,,,,,,,,,,,,
68,0.913361668586731,0.0254237288135593,,,,,,,,,,,,,,
69,0.8913281559944153,0.0257921886514369,,,,,,,,,,,,,,
70,0.9101068377494812,0.0261606484893146,,,,,,,,,,,,,,
71,0.8558481335639954,0.0265291083271923,,,,,,,,,,,,,,
72,0.865236759185791,0.02689756816507,,,,,,,,,,,,,,
73,0.9131413698196412,0.0272660280029476,,,,,,,,,,,,,,
74,0.8735987544059753,0.0276344878408253,,,,,,,,,,,,,,
75,0.8510937094688416,0.028002947678703,,,,,,,,,,,,,,
76,0.8564530611038208,0.0283714075165806,,,,,,,,,,,,,,
77,0.8602972030639648,0.0287398673544583,,,,,,,,,,,,,,
78,0.8529363870620728,0.029108327192336,,,,,,,,,,,,,,
79,0.8971061706542969,0.0294767870302137,,,,,,,,,,,,,,
80,0.9882389307022096,0.0298452468680913,,,,,,,,,,,,,,
81,0.8935282230377197,0.030213706705969,,,,,,,,,,,,,,
82,0.962087869644165,0.0305821665438467,,,,,,,,,,,,,,
83,0.8509958982467651,0.0309506263817243,,,,,,,,,,,,,,
84,0.8585756421089172,0.031319086219602,,,,,,,,,,,,,,
85,0.8396372199058533,0.0316875460574797,,,,,,,,,,,,,,
86,0.8918337225914001,0.0320560058953574,,,,,,,,,,,,,,
87,0.870913028717041,0.032424465733235,,,,,,,,,,,,,,
88,0.9401453733444214,0.0327929255711127,,,,,,,,,,,,,,
89,0.8376642465591431,0.0331613854089904,,,,,,,,,,,,,,
90,0.8548668622970581,0.033529845246868,,,,,,,,,,,,,,
91,0.8573726415634155,0.0338983050847457,,,,,,,,,,,,,,
92,0.9005856513977051,0.0342667649226234,,,,,,,,,,,,,,
93,0.8482022285461426,0.0346352247605011,,,,,,,,,,,,,,
94,0.8469551801681519,0.0350036845983787,,,,,,,,,,,,,,
95,0.8537932634353638,0.0353721444362564,,,,,,,,,,,,,,
96,0.855269730091095,0.0357406042741341,,,,,,,,,,,,,,
97,0.8493824601173401,0.0361090641120117,,,,,,,,,,,,,,
98,0.8492246866226196,0.0364775239498894,,,,,,,,,,,,,,
99,0.8692674040794373,0.0368459837877671,,,,,,,,,,,,,,
100,0.903218388557434,0.0372144436256448,,,,,,,,,,,,,,
308,,,0.6471169335501534,0.3556146962302072,0.6251797050858188,0.3766303633999542,3554.0,0.6445405220259705,0.379312344284505,3581.0,210.8159697055817,448.3515570163727,210.8159697055817,236.0357978343964,0.0349295139312744,0.0
500,0.2674240469932556,0.1845983787767133,,,,,,,,,,,,,,
529,,,0.663893290928432,0.3359279291970389,0.6409581688326533,0.3578281348920231,3554.0,0.6603274415971446,0.3602573423537419,3581.0,290.55705976486206,535.4596617221832,290.55705976486206,242.45482754707336,0.0719804763793945,0.0
755,,,0.6730222020830426,0.3287970679146902,0.6501313028673678,0.3507590479037704,3554.0,0.6696019219273597,0.352913250106901,3581.0,370.2540125846863,622.4483730792999,370.2540125846863,248.8059554100037,0.1074602603912353,0.0
977,,,0.6819238662719727,0.3207822527204241,0.6593467527785594,0.3428177111727103,3554.0,0.6782278376762776,0.3451405993655753,3581.0,449.8246359825134,709.654748916626,449.8246359825134,255.4790725708008,0.1487171649932861,0.0
1000,0.3311330676078796,0.368828297715549,,,,,,,,,,,,,,
1286,,,0.6909021650041852,0.3133947168077741,0.6683331061831739,0.3353189737795441,3554.0,0.6868330958967467,0.3377889395093025,3581.0,529.3056280612946,796.2751612663269,529.3056280612946,261.62088775634766,0.1963229179382324,0.0
1500,0.4307928681373596,0.5530582166543847,,,,,,,,,,,,,,
1597,,,0.6948283059256417,0.3149848665509905,0.6734466638602631,0.3349451377409257,3554.0,0.691357640040317,0.3380815537406625,3581.0,608.817168712616,882.8557419776917,608.817168712616,267.72054982185364,0.2219789028167724,0.0
1907,,,0.7020484379359654,0.3030811718532017,0.6804853191386466,0.3237729220156865,3554.0,0.6981258781154007,0.3263629400939856,3581.0,688.290025472641,969.3636004924774,688.290025472641,273.7861394882202,0.248347520828247,0.0
2000,0.3038935661315918,0.7372881355932204,,,,,,,,,,,,,,
2213,,,0.7059999193464007,0.2989322117396763,0.6844529821152223,0.3193555154623311,3554.0,0.7019027969884459,0.3219567847231918,3581.0,767.7732093334198,1055.9903450012207,767.7732093334198,279.96315455436707,0.2744650840759277,0.0
2500,0.2930932641029358,0.921518054532056,,,,,,,,,,,,,,
2524,,,0.7097651617867606,0.2961469037192208,0.6881567204206528,0.3163702196798502,3554.0,0.7055118649207623,0.3190398462589011,3581.0,847.3648014068604,1142.6216688156128,847.3648014068604,286.0312190055847,0.30078125,0.0
2826,,,0.7117818423679897,0.2944707189287458,0.6903346828617403,0.3144064126688238,3554.0,0.7076717015585731,0.3170865508172473,3581.0,925.2550070285796,1229.1081268787384,925.2550070285796,292.07267570495605,1.897207736968994,0.0
3000,0.342626005411148,1.0,,,,,,,,,,,,,,
3134,,,0.7134716851370675,0.2926579202924456,0.6920554827087436,0.3124912414379044,3554.0,0.7093534834456158,0.3151159725918912,3581.0,1004.7107982635498,1315.6370861530304,1004.7107982635498,298.183322429657,1.9238252639770508,0.0
3446,,,0.7163214683532715,0.289680004119873,0.694896210695695,0.3095627217461839,3554.0,0.7121780425335102,0.3120624762745217,3581.0,1084.340568304062,1402.2690935134888,1084.340568304062,304.20457887649536,1.9493227005004885,0.0
3500,0.2946927547454834,1.0,,,,,,,,,,,,,,
3756,,,0.7179209845406669,0.2882407392774309,0.6965250971616489,0.3079594583677722,3554.0,0.7137949202387601,0.3104536093270036,3581.0,1163.947322845459,1489.0031723976135,1163.947322845459,310.25312089920044,1.97477388381958,0.0
4000,0.3050409257411957,1.0,,,,,,,,,,,,,,
4065,,,0.7199980872017997,0.2863414968763079,0.6984940906153277,0.3061730895206105,3554.0,0.7158025865679978,0.3084930871592258,3581.0,1243.4811322689056,1575.553989648819,1243.4811322689056,316.3009524345398,2.00248646736145,0.0
4373,,,0.7214809145246234,0.2850323063986642,0.7000805925101998,0.3048612973498171,3554.0,0.7173651956506563,0.3071193956057141,3581.0,1323.0784602165222,1662.2214148044586,1323.0784602165222,322.3665781021118,2.028728723526001,0.0
4500,0.2793424129486084,1.0,,,,,,,,,,,,,,
4685,,,0.7231140817914691,0.2838873522622244,0.7015968198244935,0.3037971492288618,3554.0,0.7188959662323723,0.3060120361805362,3581.0,1402.579592704773,1748.7258591651917,1402.579592704773,328.3969576358795,2.053868055343628,0.0
4995,,,0.7240113530840192,0.2833179746355329,0.702519250976013,0.3031787603976154,3554.0,0.7197742861630829,0.3053639488358698,3581.0,1482.2638244628906,1835.4447267055511,1482.2638244628906,334.44916701316833,2.0795891284942627,0.0
5000,0.3056318461894989,1.0,,,,,,,,,,,,,,
5304,,,0.7245913914271763,0.2828048808234079,0.7029786804920513,0.3027299441979987,3554.0,0.7202892244877478,0.3048593051870986,3581.0,1561.849608182907,1922.2399213314056,1561.849608182907,340.571329832077,2.105841398239136,0.0
5500,0.3073356449604034,1.0,,,,,,,,,,,,,,
5613,,,0.7238439832414899,0.2832152332578386,0.7019402241532429,0.3032596826419175,3554.0,0.7193259564367495,0.3053686189371858,3581.0,1641.5067293643951,2008.8977859020235,1641.5067293643951,346.60365438461304,2.1324622631073,0.0
5924,,,0.7213215146745954,0.2843001740319388,0.6991738237285453,0.3044146106829453,3554.0,0.7166175022034696,0.306534814821279,3581.0,1720.9679126739502,2095.405628681183,1720.9679126739502,352.69079208374023,2.157933473587036,0.0
6000,0.2659168839454651,1.0,,,,,,,,,,,,,,
6232,,,0.7187884194510323,0.2871448653084891,0.6976425522958286,0.3062467301368177,3554.0,0.7147034424305362,0.3087282625532323,3581.0,1800.436242103577,2181.9300830364227,1800.436242103577,358.7820134162903,2.18526577949524,0.0
