global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,6.461815,1.0053524,,,,,,,,,,,,,,
1,,,0.2065752404076712,0.8946640832083566,0.2018845986971106,0.9008563057250631,3554.0,0.2253668006656223,0.8990498627740157,3581.0,60.10181641578674,262.36422085762024,60.10181641578674,202.26207327842712,0.0,0.0
1,5.874849,0.9333873,,,,,,,,,,,,,,
2,6.3069735,0.94613326,,,,,,,,,,,,,,
3,5.7949157,0.91250956,,,,,,,,,,,,,,
4,6.258218,0.91428345,,,,,,,,,,,,,,
5,6.2206287,0.94393873,,,,,,,,,,,,,,
6,5.596312,0.9433689,,,,,,,,,,,,,,
7,5.789484,0.9399268,,,,,,,,,,,,,,
8,5.5663276,0.9363456,,,,,,,,,,,,,,
9,6.627909,0.95191777,,,,,,,,,,,,,,
10,5.981438,0.92950124,,,,,,,,,,,,,,
11,5.88327,0.88714457,,,,,,,,,,,,,,
12,5.4615464,0.9066805,,,,,,,,,,,,,,
13,5.4469767,0.8924313,,,,,,,,,,,,,,
14,5.2066574,0.89936566,,,,,,,,,,,,,,
15,4.522244,0.85108846,,,,,,,,,,,,,,
16,5.123842,0.8349599,,,,,,,,,,,,,,
17,5.150854,0.7854496,,,,,,,,,,,,,,
18,5.3914094,0.8150741,,,,,,,,,,,,,,
19,4.8614993,0.9438056,,,,,,,,,,,,,,
20,4.984838,0.77281046,,,,,,,,,,,,,,
21,3.883054,0.7895695,,,,,,,,,,,,,,
22,3.9660501,0.77471155,,,,,,,,,,,,,,
23,3.9992037,0.747776,,,,,,,,,,,,,,
24,3.717332,0.7421663,,,,,,,,,,,,,,
25,3.1612494,0.7938165,,,,,,,,,,,,,,
26,2.736593,0.7275917,,,,,,,,,,,,,,
27,3.1851814,0.72557306,,,,,,,,,,,,,,
28,2.4683957,0.7302108,,,,,,,,,,,,,,
29,1.9591867,0.7561388,,,,,,,,,,,,,,
30,1.9325224,0.7024887,,,,,,,,,,,,,,
31,1.0521055,0.760522,,,,,,,,,,,,,,
32,0.8942787,0.731562,,,,,,,,,,,,,,
33,0.8892336,0.80196166,,,,,,,,,,,,,,
34,0.94570065,0.755626,,,,,,,,,,,,,,
35,1.3190795,0.68707365,,,,,,,,,,,,,,
36,1.7137816,0.7014162,,,,,,,,,,,,,,
37,1.6174004,0.68348676,,,,,,,,,,,,,,
38,1.4453624,0.6484804,,,,,,,,,,,,,,
39,1.7586457,0.67699087,,,,,,,,,,,,,,
40,2.3726263,0.6782351,,,,,,,,,,,,,,
41,1.9914864,0.7088283,,,,,,,,,,,,,,
42,1.6437137,0.6372873,,,,,,,,,,,,,,
43,2.1265955,0.65383375,,,,,,,,,,,,,,
44,1.9134132,0.66928864,,,,,,,,,,,,,,
45,1.8024434,0.6556516,,,,,,,,,,,,,,
46,1.008759,0.63612664,,,,,,,,,,,,,,
47,1.1900069,0.70796436,,,,,,,,,,,,,,
48,1.4506077,0.68329024,,,,,,,,,,,,,,
49,1.2914793,0.696571,,,,,,,,,,,,,,
50,0.77672184,0.6806098,,,,,,,,,,,,,,
51,0.8787895,0.6978184,,,,,,,,,,,,,,
52,0.8348401,0.58976215,,,,,,,,,,,,,,
53,0.7547023,0.64574826,,,,,,,,,,,,,,
54,0.70835197,0.68265224,,,,,,,,,,,,,,
55,0.84610474,0.59875697,,,,,,,,,,,,,,
56,0.64157647,0.5834228,,,,,,,,,,,,,,
57,0.81130344,0.5879289,,,,,,,,,,,,,,
58,0.9995405,0.6284137,,,,,,,,,,,,,,
59,0.9740363,0.6515738,,,,,,,,,,,,,,
60,0.9494325,0.6157239,,,,,,,,,,,,,,
61,1.343494,0.58864164,,,,,,,,,,,,,,
62,1.3478538,0.59451056,,,,,,,,,,,,,,
63,1.5424778,0.5584744,,,,,,,,,,,,,,
64,0.77942044,0.6122203,,,,,,,,,,,,,,
65,0.710933,0.5262765,,,,,,,,,,,,,,
66,1.3260094,0.5765357,,,,,,,,,,,,,,
67,0.77043724,0.602703,,,,,,,,,,,,,,
68,0.61615086,0.53433543,,,,,,,,,,,,,,
69,0.6669441,0.52549684,,,,,,,,,,,,,,
70,0.6034743,0.5524004,,,,,,,,,,,,,,
71,0.7141883,0.5802916,,,,,,,,,,,,,,
72,0.842205,0.5648526,,,,,,,,,,,,,,
73,0.80277604,0.49883863,,,,,,,,,,,,,,
74,0.6843198,0.51603204,,,,,,,,,,,,,,
75,0.5093951,0.50749654,,,,,,,,,,,,,,
76,0.63160187,0.4891492,,,,,,,,,,,,,,
77,0.9321834,0.5582913,,,,,,,,,,,,,,
78,0.5536892,0.4688889,,,,,,,,,,,,,,
