global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.3809558,6.907756,0.0,,,,,,,,,,,,,,
1,,,,0.0009765625,6.907756328582764,0.0009999999310821,6.9077558517456055,50000.0,0.0010000000474974,6.907756805419922,10000.0,45.21711134910584,84.23512053489685,45.21711134910584,39.01790857315064,0.0,0.0
100,0.5091691,6.8647027,7.648417e-05,,,,,,,,,,,,,,
200,0.73451763,6.7260966,0.00015296845,,,,,,,,,,,,,,
300,1.0898145,6.5839863,0.00022945274,,,,,,,,,,,,,,
400,1.1548362,6.5375676,0.0003059369,,,,,,,,,,,,,,
500,1.0816587,6.542948,0.00038242107,,,,,,,,,,,,,,
575,,,,0.0211328119039535,6.094414710998535,0.0209799986332654,6.11430025100708,50000.0,0.0175999999046325,6.212597370147705,10000.0,465.2913355827332,520.2606852054596,465.2913355827332,54.92015719413757,0.0289397239685058,0.0
600,1.15828,6.490798,0.00045890542,,,,,,,,,,,,,,
700,1.4344738,6.1851983,0.0005353897,,,,,,,,,,,,,,
800,1.05302,6.1305604,0.00061187387,,,,,,,,,,,,,,
900,1.0846508,6.408061,0.00068835804,,,,,,,,,,,,,,
1000,1.4867507,6.0219765,0.0007648423,,,,,,,,,,,,,,
1100,0.9920065,6.3262677,0.00084132655,,,,,,,,,,,,,,
1185,,,,0.0549218729138374,5.480990886688232,0.0522199980914592,5.513902187347412,50000.0,0.0435000024735927,5.7112345695495605,10000.0,885.8099873065948,956.1883528232574,885.8099873065948,70.272057056427,0.0649442672729492,0.0
1200,1.1046393,6.0311265,0.0009178108,,,,,,,,,,,,,,
1300,0.96814513,6.0734286,0.000994295,,,,,,,,,,,,,,
1400,1.0287495,5.7245693,0.0010707793,,,,,,,,,,,,,,
1500,1.3350196,5.7603064,0.0011472635,,,,,,,,,,,,,,
1600,0.91856176,5.6616483,0.0012237477,,,,,,,,,,,,,,
1700,1.0251197,5.6091604,0.0013002319,,,,,,,,,,,,,,
1795,,,,0.0952929630875587,5.0206170082092285,0.088419996201992,5.082088947296143,50000.0,0.0680000036954879,5.331669807434082,10000.0,1305.8535804748535,1391.9494333267212,1305.8535804748535,85.94077825546265,0.0928239822387695,0.0
1800,0.87756264,5.629383,0.0013767162,,,,,,,,,,,,,,
1900,1.3479092,6.0828886,0.0014271957,,,,,,,,,,,,,,
2000,1.2601472,5.4174247,0.001427194,,,,,,,,,,,,,,
2100,0.9672031,5.375229,0.0014271903,,,,,,,,,,,,,,
2200,1.2596838,5.4142146,0.0014271843,,,,,,,,,,,,,,
2300,1.0288403,6.0700116,0.0014271764,,,,,,,,,,,,,,
2400,0.9381929,5.503468,0.0014271664,,,,,,,,,,,,,,
