global_step,grad_norm,loss,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,4.8313236,11.405887,,,,,,,,,,,,,,,,,
1,,,0.032073862850666,9.67693042755127,0.0,0.0275136083364486,9.684690475463867,0.0,3000.0,0.0290976706892251,9.75538444519043,0.0,3003.0,106.9975893497467,377.2453417778015,106.9975893497467,270.2477033138275,0.0,0.0
100,0.0439351,6.8866806,,,,,,,,,,,,,,,,,
200,0.09408739,6.5657134,,,,,,,,,,,,,,,,,
300,0.12469851,6.287313,,,,,,,,,,,,,,,,,
400,0.1378791,6.0333567,,,,,,,,,,,,,,,,,
500,0.21937633,5.7782893,,,,,,,,,,,,,,,,,
600,0.21790914,5.6787543,,,,,,,,,,,,,,,,,
700,0.2121094,5.453793,,,,,,,,,,,,,,,,,
800,0.28104603,5.218937,,,,,,,,,,,,,,,,,
900,0.24587144,5.009561,,,,,,,,,,,,,,,,,
1000,0.2503727,4.852148,,,,,,,,,,,,,,,,,
1100,0.255065,4.7544622,,,,,,,,,,,,,,,,,
1200,0.276773,4.468508,,,,,,,,,,,,,,,,,
1300,0.33547717,4.420277,,,,,,,,,,,,,,,,,
1400,0.31078145,4.268438,,,,,,,,,,,,,,,,,
1500,0.3707831,4.02376,,,,,,,,,,,,,,,,,
1600,0.3882416,3.741962,,,,,,,,,,,,,,,,,
1700,0.42972872,3.6609974,,,,,,,,,,,,,,,,,
1800,0.39365834,3.3998392,,,,,,,,,,,,,,,,,
1900,0.36144748,3.275178,,,,,,,,,,,,,,,,,
2000,0.35916054,3.2088518,,,,,,,,,,,,,,,,,
2056,,,0.4909217059612274,3.0115435123443604,20.27412730058189,0.4815315306186676,3.106298923492432,15.395120483694052,3000.0,0.4771367311477661,3.191566467285156,13.889950296605807,3003.0,947.0052320957184,1781.042219877243,947.0052320957184,833.926552772522,0.0307865142822265,0.0
2100,0.36861706,3.084711,,,,,,,,,,,,,,,,,
2200,0.33739406,3.045259,,,,,,,,,,,,,,,,,
2300,0.33714536,2.9788032,,,,,,,,,,,,,,,,,
2400,0.32969213,2.927949,,,,,,,,,,,,,,,,,
2500,0.3431114,2.8891234,,,,,,,,,,,,,,,,,
2600,0.33494046,2.7989032,,,,,,,,,,,,,,,,,
2700,0.3304659,2.7695677,,,,,,,,,,,,,,,,,
2800,0.32512912,2.7777324,,,,,,,,,,,,,,,,,
2900,0.3143496,2.6795166,,,,,,,,,,,,,,,,,
3000,0.31668937,2.6736665,,,,,,,,,,,,,,,,,
3100,0.31988227,2.6643274,,,,,,,,,,,,,,,,,
3200,0.30252367,2.5859642,,,,,,,,,,,,,,,,,
3300,0.3189134,2.5991688,,,,,,,,,,,,,,,,,
3400,0.30318978,2.7014441,,,,,,,,,,,,,,,,,
3500,0.31244648,2.4997103,,,,,,,,,,,,,,,,,
3600,0.32818285,2.5642967,,,,,,,,,,,,,,,,,
3700,0.29070398,2.560896,,,,,,,,,,,,,,,,,
3800,0.29284483,2.484216,,,,,,,,,,,,,,,,,
3900,0.29674056,2.4095697,,,,,,,,,,,,,,,,,
4000,0.28825402,2.5527463,,,,,,,,,,,,,,,,,
4100,0.28620455,2.4110355,,,,,,,,,,,,,,,,,
4109,,,0.5690181255340576,2.329245090484619,26.499739274739948,0.5759010910987854,2.287811517715454,22.227190590301017,3000.0,0.5773400664329529,2.278504610061645,21.110969438609715,3003.0,1786.9812812805176,3037.709138393402,1786.9812812805176,1250.5129568576813,0.0562965869903564,0.0
4200,0.28622198,2.4829314,,,,,,,,,,,,,,,,,
4300,0.2900494,2.4032779,,,,,,,,,,,,,,,,,
4400,0.28938794,2.4109986,,,,,,,,,,,,,,,,,
4500,0.27873158,2.338272,,,,,,,,,,,,,,,,,
4600,0.29239902,2.4466622,,,,,,,,,,,,,,,,,
4700,0.2706995,2.2746303,,,,,,,,,,,,,,,,,
4800,0.27636504,2.3537812,,,,,,,,,,,,,,,,,
4900,0.2851022,2.3370984,,,,,,,,,,,,,,,,,
5000,0.26925072,2.2373877,,,,,,,,,,,,,,,,,
5100,0.27801317,2.2678294,,,,,,,,,,,,,,,,,
5200,0.277159,2.382931,,,,,,,,,,,,,,,,,
5300,0.27075073,2.2309957,,,,,,,,,,,,,,,,,
5400,0.281361,2.3788466,,,,,,,,,,,,,,,,,
5500,0.25583196,2.281791,,,,,,,,,,,,,,,,,
5600,0.26083192,2.2927654,,,,,,,,,,,,,,,,,
5700,0.25719848,2.335214,,,,,,,,,,,,,,,,,
5800,0.26842573,2.2547476,,,,,,,,,,,,,,,,,
5900,0.26802954,2.2706623,,,,,,,,,,,,,,,,,
6000,0.26224184,2.2201233,,,,,,,,,,,,,,,,,
6100,0.2558955,2.2299614,,,,,,,,,,,,,,,,,
6163,,,0.5935015082359314,2.1496620178222656,28.096268480238017,0.6066508889198303,2.0434885025024414,24.564279094729404,3000.0,0.6084829568862915,2.008486270904541,23.1197660980804,3003.0,2627.2416248321533,4319.622705698013,2627.2416248321533,1692.0623905658722,0.082395315170288,0.0
6200,0.26329666,2.2036197,,,,,,,,,,,,,,,,,
6300,0.2467639,2.1330967,,,,,,,,,,,,,,,,,
6400,0.25184402,2.2056513,,,,,,,,,,,,,,,,,
6500,0.25296795,2.2052586,,,,,,,,,,,,,,,,,
6600,0.24250859,2.073105,,,,,,,,,,,,,,,,,
6700,0.24608107,2.1239014,,,,,,,,,,,,,,,,,
6800,0.26265582,2.2080224,,,,,,,,,,,,,,,,,
6900,0.25279027,2.184413,,,,,,,,,,,,,,,,,
7000,0.24801676,2.2341244,,,,,,,,,,,,,,,,,
7100,0.25107867,2.1590192,,,,,,,,,,,,,,,,,
7200,0.2356123,2.2394571,,,,,,,,,,,,,,,,,
7300,0.25177568,2.1280272,,,,,,,,,,,,,,,,,
7400,0.2474673,2.145275,,,,,,,,,,,,,,,,,
7500,0.24183871,2.130416,,,,,,,,,,,,,,,,,
7600,0.24201423,2.193686,,,,,,,,,,,,,,,,,
7700,0.24601868,2.1622057,,,,,,,,,,,,,,,,,
7800,0.23920034,2.1348515,,,,,,,,,,,,,,,,,
7900,0.23677422,2.1980114,,,,,,,,,,,,,,,,,
8000,0.23572874,2.1612945,,,,,,,,,,,,,,,,,
8100,0.2285185,2.0802753,,,,,,,,,,,,,,,,,
8200,0.23554687,2.1359606,,,,,,,,,,,,,,,,,
8217,,,0.6091001033782959,2.0128965377807617,29.90992259215987,0.6225712895393372,1.914641261100769,25.45163056931592,3000.0,0.6277961730957031,1.8696166276931765,24.58494509675892,3003.0,3467.238129615784,5697.514919519424,3467.238129615784,2229.851125717163,0.1096508502960205,0.0
8300,0.24368542,2.143878,,,,,,,,,,,,,,,,,
8400,0.23221256,2.066102,,,,,,,,,,,,,,,,,
8500,0.23785123,2.154067,,,,,,,,,,,,,,,,,
8600,0.23126115,2.1062443,,,,,,,,,,,,,,,,,
8700,0.22299153,2.020371,,,,,,,,,,,,,,,,,
8800,0.24415535,2.156176,,,,,,,,,,,,,,,,,
8900,0.23038018,2.1883392,,,,,,,,,,,,,,,,,
9000,0.22498286,2.093283,,,,,,,,,,,,,,,,,
9100,0.22946602,2.1308963,,,,,,,,,,,,,,,,,
9200,0.23058638,2.1562445,,,,,,,,,,,,,,,,,
9300,0.22765419,2.0766795,,,,,,,,,,,,,,,,,
9400,0.22355992,2.1029942,,,,,,,,,,,,,,,,,
9500,0.22486177,2.0866659,,,,,,,,,,,,,,,,,
9600,0.22713614,2.0344296,,,,,,,,,,,,,,,,,
9700,0.21580185,2.089507,,,,,,,,,,,,,,,,,
9800,0.21908884,2.149491,,,,,,,,,,,,,,,,,
9900,0.21807571,2.020141,,,,,,,,,,,,,,,,,
10000,0.21688744,1.9710336,,,,,,,,,,,,,,,,,
10100,0.22261292,2.0133107,,,,,,,,,,,,,,,,,
10200,0.22999384,2.0199397,,,,,,,,,,,,,,,,,
10270,,,0.6179408431053162,1.9423969984054563,30.16158021078814,0.632267415523529,1.833245754241944,26.47357551785125,3000.0,0.6391493678092957,1.7807931900024414,25.4171647080979,3003.0,4307.504615783691,6955.175799608231,4307.504615783691,2647.141368150711,0.1355493068695068,0.0
10300,0.2182856,2.0585265,,,,,,,,,,,,,,,,,
10400,0.21157496,2.0386155,,,,,,,,,,,,,,,,,
10500,0.2170465,1.9519072,,,,,,,,,,,,,,,,,
10600,0.23520347,2.0291588,,,,,,,,,,,,,,,,,
10700,0.21633662,2.0085795,,,,,,,,,,,,,,,,,
10800,0.21306264,2.0544553,,,,,,,,,,,,,,,,,
10900,0.21687861,2.091502,,,,,,,,,,,,,,,,,
11000,0.22468059,2.0809917,,,,,,,,,,,,,,,,,
11100,0.20460413,1.9556533,,,,,,,,,,,,,,,,,
11200,0.21384376,2.0162246,,,,,,,,,,,,,,,,,
11300,0.2151559,2.0563061,,,,,,,,,,,,,,,,,
11400,0.20731647,2.000068,,,,,,,,,,,,,,,,,
11500,0.21525234,2.068083,,,,,,,,,,,,,,,,,
11600,0.20483278,2.051153,,,,,,,,,,,,,,,,,
11700,0.21129797,2.005299,,,,,,,,,,,,,,,,,
11800,0.20179537,1.9214175,,,,,,,,,,,,,,,,,
11900,0.20572062,2.0091553,,,,,,,,,,,,,,,,,
12000,0.21433431,1.976611,,,,,,,,,,,,,,,,,
12100,0.20657583,1.9324938,,,,,,,,,,,,,,,,,
12200,0.19988696,2.0047448,,,,,,,,,,,,,,,,,
12300,0.20091277,1.9049555,,,,,,,,,,,,,,,,,
