global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,1.9316653,0.75310016,,,,,,,,,,,,,,,,,
1,,,0.4807880818843841,0.7418150901794434,0.0205626248604489,0.4830448627471924,0.7404754161834717,0.0244385478964355,43793.0,0.4837269186973572,0.7399885654449463,0.02654888684852,43793.0,20.836196422576904,323.1834809780121,20.836196422576904,302.3472259044647,0.0,0.0
100,0.43191582,0.40761867,,,,,,,,,,,,,,,,,
200,0.2863457,0.26461175,,,,,,,,,,,,,,,,,
300,0.14180751,0.13789761,,,,,,,,,,,,,,,,,
400,0.050613396,0.076694146,,,,,,,,,,,,,,,,,
500,0.016100254,0.05677949,,,,,,,,,,,,,,,,,
600,0.01716006,0.059747458,,,,,,,,,,,,,,,,,
700,0.18977222,0.05274164,,,,,,,,,,,,,,,,,
784,,,0.9868293404579164,0.051612764596939,0.052380604118178,0.9841219782829284,0.0618093535304069,0.0525306040603437,43793.0,0.983144998550415,0.065133199095726,0.054621235590213,43793.0,260.8963553905487,676.855548620224,260.8963553905487,415.9111614227295,0.0291709899902343,0.0
800,0.06269201,0.051140886,,,,,,,,,,,,,,,,,
900,0.06489927,0.05273855,,,,,,,,,,,,,,,,,
1000,0.08825953,0.05023317,,,,,,,,,,,,,,,,,
1100,0.12214335,0.049964745,,,,,,,,,,,,,,,,,
1200,0.05092832,0.048939303,,,,,,,,,,,,,,,,,
1300,0.028868845,0.049158394,,,,,,,,,,,,,,,,,
1400,0.067354396,0.05274621,,,,,,,,,,,,,,,,,
1500,0.05382129,0.049798913,,,,,,,,,,,,,,,,,
1567,,,0.9870976805686952,0.0476021282374858,0.1033442093818916,0.9844467639923096,0.0569061078131198,0.1033302210203672,43793.0,0.9834495186805724,0.0600345954298973,0.103224615982845,43793.0,500.9306604862213,1034.713259935379,500.9306604862213,533.6904165744781,0.0543525218963623,0.0
1600,0.05509881,0.047086053,,,,,,,,,,,,,,,,,
1700,0.05346103,0.050230276,,,,,,,,,,,,,,,,,
1800,0.03327211,0.052587286,,,,,,,,,,,,,,,,,
1900,0.028586507,0.04868263,,,,,,,,,,,,,,,,,
2000,0.029974606,0.04789737,,,,,,,,,,,,,,,,,
2100,0.034651175,0.047058422,,,,,,,,,,,,,,,,,
2200,0.021105155,0.048296522,,,,,,,,,,,,,,,,,
2300,0.05018799,0.051068943,,,,,,,,,,,,,,,,,
