global_step,grad_norm,loss,lr,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,17.943493,0.24547936,0.0,,,,,,,,,,,
1,,,,0.2600709687238969,0.2539044689369037,83274637.0,0.2655228362253289,95000000.0,24.56172227859497,827.4862012863159,24.56172227859497,802.9244356155396,0.0,0.0
46,,,,1.031905673116258,1.0246771512495456,83274637.0,1.0536505676809211,95000000.0,147.18101716041565,1588.6907532215118,147.18101716041565,1441.4791934490204,0.0284245014190673,0.0
91,,,,0.1450947735388324,0.1456288548506559,83274637.0,0.1492965340768914,95000000.0,269.6510646343231,2346.5680956840515,269.6510646343231,2076.863248109817,0.049654483795166,0.0
100,0.45775783,0.14126074,0.0013464112,,,,,,,,,,,
136,,,,0.1453983727725422,0.1443013107753024,83274637.0,0.1478816378495066,95000000.0,392.2017695903778,3097.358157157898,392.2017695903778,2705.079165697098,0.071091890335083,0.0
181,,,,0.1448390026746681,0.1433799860808197,83274637.0,0.1469051954255756,95000000.0,514.7546401023865,3843.160873889923,514.7546401023865,3328.305173635483,0.0928542613983154,0.0
200,1.4525837,0.14454088,0.0014269168,,,,,,,,,,,
226,,,,0.136447940455199,0.1381774831510411,83274637.0,0.1414265539268092,95000000.0,637.2542986869812,4567.82733130455,637.2542986869812,3930.448450565338,0.1143825054168701,0.0
271,,,,0.1381235855555384,0.1369757850089945,83274637.0,0.1402115964432566,95000000.0,759.7754266262054,5292.228001117706,759.7754266262054,4532.305173158646,0.1351912021636963,0.0
300,3.7287297,0.14306378,0.0014260077,,,,,,,,,,,
316,,,,0.1350063702923322,0.1357060582240026,83274637.0,0.1389589493832236,95000000.0,882.295737028122,5924.9200801849365,882.295737028122,5042.454176664352,0.1559169292449951,0.0
361,,,,0.1364215514241899,0.1344439605626298,83274637.0,0.1377191015625,95000000.0,1004.7571609020232,6483.8243844509125,1004.7571609020232,5478.873789072037,0.1770944595336914,0.0
400,1.1956202,0.13393423,0.0014244681,,,,,,,,,,,
406,,,,0.1364514337114568,0.1390373847693115,83274637.0,0.1411919927631579,95000000.0,1127.3505709171295,6818.848618268967,1127.3505709171295,5691.27934885025,0.2002613544464111,0.0
450,,,,0.1347234871402476,0.1344809865209919,83274637.0,0.1378158610608552,95000000.0,1247.4623081684113,7058.162473917007,1247.4623081684113,5810.456481456757,0.2229800224304199,0.0
494,,,,0.1285409866217172,0.1309627969259321,83274637.0,0.1336707517989309,95000000.0,1367.7198078632357,7297.519383192062,1367.7198078632357,5929.530878543854,0.2457695007324218,0.0
500,0.6607767,0.1259522,0.0014222993,,,,,,,,,,,
538,,,,0.1299169079617322,0.1302246842349546,83274637.0,0.1330989059210526,95000000.0,1487.9405739307404,7536.287647724152,1487.9405739307404,6048.051446914673,0.2704300880432129,0.0
582,,,,0.1293224621118989,0.130247638432178,83274637.0,0.1333165987047697,95000000.0,1608.1804435253143,7790.904068946838,1608.1804435253143,6182.402478456497,0.2938249111175537,0.0
600,0.9275497,0.14066502,0.0014195034,,,,,,,,,,,
626,,,,0.1301839842619198,0.1295574859519501,83274637.0,0.1322631538137335,95000000.0,1728.4708340168,8026.8081138134,1728.4708340168,6297.98948931694,0.3183071613311767,0.0
670,,,,0.1286539542693762,0.1295099498367897,83274637.0,0.1323135164473684,95000000.0,1848.706622838974,8277.484063863754,1848.706622838974,6428.405224561691,0.3406257629394531,0.0
700,0.12524559,0.117224135,0.0014160826,,,,,,,,,,,
714,,,,0.1298021101656387,0.1298676218472476,83274637.0,0.1327967577097039,95000000.0,1968.914451122284,8544.587257146835,1968.914451122284,6575.272948026657,0.3661043643951416,0.0
758,,,,0.1318273265383341,0.1303946353941983,83274637.0,0.1328829267680921,95000000.0,2089.175238132477,8807.98461985588,2089.175238132477,6718.382896661758,0.3906631469726562,0.0
800,0.15587458,0.123343706,0.0014120403,,,,,,,,,,,
802,,,,0.1286498948392815,0.128746458559315,83274637.0,0.1313798901418585,95000000.0,2209.3960070610046,9082.541059970856,2209.3960070610046,6872.6913022995,0.4156627655029297,0.0
802,,,,,,,,,2209.3960070610046,,,,,0.0
