global_step,grad_norm,loss,lr,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,1.8630614,0.8002756,0.0,,,,,,,,,,,,,,,,,
1,,,,0.4664620757102966,0.7902671098709106,0.0220517750948442,0.4649346172809601,0.7925161123275757,0.0248290116402969,43793.0,0.4632979333400726,0.7932515740394592,0.026427062227879,43793.0,20.46143937110901,327.06641483306885,20.46143937110901,306.6049222946167,0.0,0.0
100,0.23377146,0.22167128,0.0001783995,,,,,,,,,,,,,,,,,
200,0.03578837,0.069747664,0.000356799,,,,,,,,,,,,,,,,,
300,0.011735537,0.05710956,0.00053519843,,,,,,,,,,,,,,,,,
400,0.009674826,0.06102174,0.0007135979,,,,,,,,,,,,,,,,,
500,0.008004044,0.058862586,0.0008919974,,,,,,,,,,,,,,,,,
598,,,,0.9867737889289856,0.05408626049757,0.0346201095761031,0.9841219782829284,0.0639983937144279,0.037476780704663,43793.0,0.9831390976905824,0.0671989843249321,0.0379474541105073,43793.0,260.62271332740784,683.1768729686737,260.62271332740784,422.4994969367981,0.0374860763549804,0.0
600,0.008002435,0.04998461,0.0010703969,,,,,,,,,,,,,,,,,
700,0.016686346,0.053715162,0.0012487964,,,,,,,,,,,,,,,,,
800,0.015089887,0.05174799,0.0014271958,,,,,,,,,,,,,,,,,
900,0.014095131,0.0539172,0.0014271903,,,,,,,,,,,,,,,,,
1000,0.012779186,0.050739903,0.0014271734,,,,,,,,,,,,,,,,,
1100,0.01389065,0.048669618,0.0014271453,,,,,,,,,,,,,,,,,
1167,,,,0.9871137142181396,0.0485164485871791,0.0790263224698548,0.984448790550232,0.058063305914402,0.0848492861279119,43793.0,0.98341965675354,0.0613580457866191,0.0833381869154289,43793.0,500.95285058021545,1041.6047077178955,500.95285058021545,540.5508377552032,0.0648446083068847,0.0
1200,0.02019519,0.04381916,0.001427106,,,,,,,,,,,,,,,,,
1300,0.027753122,0.052459612,0.0014270555,,,,,,,,,,,,,,,,,
1400,0.01818111,0.048166126,0.0014269936,,,,,,,,,,,,,,,,,
1500,0.023116045,0.046539873,0.0014269206,,,,,,,,,,,,,,,,,
1600,0.019965148,0.0529609,0.0014268365,,,,,,,,,,,,,,,,,
1700,0.013674033,0.045168214,0.0014267411,,,,,,,,,,,,,,,,,
1757,,,,0.9875462651252748,0.0453891307115554,0.1139664056263148,0.984771490097046,0.0548378154635429,0.1124314800972824,43793.0,0.9837890267372132,0.0580546781420707,0.1117359546862866,43793.0,741.2823801040649,1400.9881324768066,741.2823801040649,659.5624482631683,0.0905611515045166,0.0
1800,0.013941409,0.040402,0.0014266346,,,,,,,,,,,,,,,,,
1900,0.018734021,0.046799436,0.0014265167,,,,,,,,,,,,,,,,,
2000,0.015924755,0.043340057,0.0014263875,,,,,,,,,,,,,,,,,
2100,0.017825492,0.048435252,0.0014262473,,,,,,,,,,,,,,,,,
2200,0.024685033,0.04732586,0.0014260957,,,,,,,,,,,,,,,,,
2300,0.015918478,0.04458683,0.0014259331,,,,,,,,,,,,,,,,,
2350,,,,0.9876611232757568,0.0441446416079998,0.1323391715066418,0.9849290251731871,0.0531048029661178,0.1311930739761398,43793.0,0.9839600324630736,0.0559802129864692,0.1288469118195216,43793.0,981.4226429462432,1763.4636664390564,981.4226429462432,781.8544690608978,0.1175394058227539,0.0
2400,0.015893644,0.045258228,0.0014257593,,,,,,,,,,,,,,,,,
2500,0.014861488,0.04344142,0.0014255741,,,,,,,,,,,,,,,,,
2600,0.017953822,0.05179742,0.0014253776,,,,,,,,,,,,,,,,,
2700,0.019348036,0.04704173,0.0014251701,,,,,,,,,,,,,,,,,
2800,0.020022705,0.038423434,0.0014249514,,,,,,,,,,,,,,,,,
2900,0.020098,0.046855506,0.0014247214,,,,,,,,,,,,,,,,,
2937,,,,0.9879070520401,0.0424250699579715,0.1632150355282822,0.985160768032074,0.0521715097129344,0.150509741417434,43793.0,0.9841895699501038,0.0553455725312233,0.146158010628644,43793.0,1221.4358730316162,2124.6718537807465,1221.4358730316162,903.0054030418396,0.1451306343078613,0.0
3000,0.012953053,0.04373287,0.0014244803,,,,,,,,,,,,,,,,,
3100,0.015610572,0.042633753,0.0014242281,,,,,,,,,,,,,,,,,
3200,0.017631155,0.046709426,0.0014239646,,,,,,,,,,,,,,,,,
3300,0.012509563,0.046510134,0.00142369,,,,,,,,,,,,,,,,,
3400,0.01222098,0.041944195,0.0014234041,,,,,,,,,,,,,,,,,
3500,0.012380682,0.04539726,0.0014231071,,,,,,,,,,,,,,,,,
3529,,,,0.9880412220954896,0.0415457524359226,0.1749152711049232,0.985381245613098,0.0502700097858905,0.1676371023589281,43793.0,0.9845176935195924,0.0529146008193492,0.1678755094760273,43793.0,1461.5136077404022,2488.469797611237,1461.5136077404022,1026.682583808899,0.1718080043792724,0.0
3600,0.015689766,0.03896019,0.001422799,,,,,,,,,,,,,,,,,
3700,0.01727824,0.045082413,0.0014224797,,,,,,,,,,,,,,,,,
3800,0.012708627,0.042232864,0.0014221492,,,,,,,,,,,,,,,,,
3900,0.017372942,0.038671825,0.0014218076,,,,,,,,,,,,,,,,,
4000,0.016636305,0.039713178,0.0014214548,,,,,,,,,,,,,,,,,
4100,0.017371172,0.04067495,0.0014210908,,,,,,,,,,,,,,,,,
4121,,,,0.9884734749794006,0.0401622727513313,0.1929357404954926,0.985501766204834,0.0495052970945835,0.1752124823206709,43793.0,0.9845808744430542,0.052279770374298,0.1731030355175508,43793.0,1701.728193283081,2853.6274104118347,1701.728193283081,1151.5823624134064,0.1984655857086181,0.0
4200,0.010389788,0.038637977,0.0014207158,,,,,,,,,,,,,,,,,
4300,0.017871823,0.041217588,0.0014203297,,,,,,,,,,,,,,,,,
4400,0.019595353,0.04043407,0.0014199325,,,,,,,,,,,,,,,,,
4500,0.014752221,0.03881016,0.0014195241,,,,,,,,,,,,,,,,,
4600,0.018941768,0.04464508,0.0014191045,,,,,,,,,,,,,,,,,
4700,0.017258301,0.042215586,0.001418674,,,,,,,,,,,,,,,,,
4710,,,,0.9887415766716005,0.0388651639223098,0.2153492484872475,0.9855996370315552,0.0486560277640819,0.1817606251747787,43793.0,0.9847013354301452,0.0512618571519851,0.1788592883826245,43793.0,1941.985214471817,3220.907069683075,1941.985214471817,1278.560228586197,0.2264313697814941,0.0
4800,0.016014991,0.0357281,0.0014182322,,,,,,,,,,,,,,,,,
4900,0.020026267,0.04341656,0.0014177795,,,,,,,,,,,,,,,,,
5000,0.020680198,0.038208403,0.0014173156,,,,,,,,,,,,,,,,,
5100,0.012047507,0.03658844,0.0014168407,,,,,,,,,,,,,,,,,
5200,0.014590126,0.03667652,0.0014163547,,,,,,,,,,,,,,,,,
5295,,,,0.9888179898262024,0.0383502654731273,0.2228976912985431,0.9858679175376892,0.0478294529020786,0.199765739025955,43793.0,0.98496413230896,0.0505580231547355,0.1988688415536229,43793.0,2182.1667528152466,3584.7812962532043,2182.1667528152466,1402.208106994629,0.254791259765625,0.0
5300,0.01751272,0.03751871,0.0014158576,,,,,,,,,,,,,,,,,
5400,0.021013742,0.032817125,0.0014153495,,,,,,,,,,,,,,,,,
5500,0.01629528,0.039135765,0.0014148304,,,,,,,,,,,,,,,,,
5600,0.012862562,0.033715334,0.0014143002,,,,,,,,,,,,,,,,,
5700,0.015668996,0.03950302,0.001413759,,,,,,,,,,,,,,,,,
5800,0.013217647,0.034897134,0.0014132068,,,,,,,,,,,,,,,,,
5881,,,,0.9889885783195496,0.0378007888793945,0.2423953138197117,0.9858050346374512,0.0474282875657081,0.2023759433907769,43793.0,0.9849671125411988,0.0500551201403141,0.2024219570165276,43793.0,2422.532143831253,3951.796792507172,2422.532143831253,1528.8129799365995,0.2833342552185058,0.0
5900,0.01330916,0.039058488,0.0014126435,,,,,,,,,,,,,,,,,
6000,0.01436686,0.03652016,0.0014120692,,,,,,,,,,,,,,,,,
6100,0.012838435,0.038539875,0.001411484,,,,,,,,,,,,,,,,,
6200,0.013664902,0.04240361,0.0014108879,,,,,,,,,,,,,,,,,
6300,0.016777162,0.03353295,0.0014102807,,,,,,,,,,,,,,,,,
6400,0.021043966,0.03992644,0.0014096625,,,,,,,,,,,,,,,,,
6465,,,,0.9890468120574952,0.0370189882814884,0.2690705294545726,0.9859949946403505,0.0469307750463485,0.2101287797395026,43793.0,0.9851658940315248,0.0494539551436901,0.2136590180644457,43793.0,2662.574455499649,4318.010426998138,2662.574455499649,1654.93780875206,0.3132286071777344,0.0
6500,0.012994912,0.039305594,0.0014090335,,,,,,,,,,,,,,,,,
6600,0.012089614,0.034392327,0.0014083934,,,,,,,,,,,,,,,,,
6700,0.013952387,0.031244017,0.0014077425,,,,,,,,,,,,,,,,,
6800,0.015288741,0.04181152,0.0014070806,,,,,,,,,,,,,,,,,
6900,0.02202173,0.034886613,0.0014064078,,,,,,,,,,,,,,,,,
7000,0.025166942,0.044474218,0.0014057241,,,,,,,,,,,,,,,,,
7054,,,,0.989169180393219,0.0367823615670204,0.2578630054296602,0.9861143231391908,0.0466649085283279,0.215779306738838,43793.0,0.985315442085266,0.0493141151964664,0.223318168932205,43793.0,2902.8884205818176,4684.218704938889,2902.8884205818176,1780.7871062755585,0.3410851955413818,0.0
7100,0.019670034,0.038646672,0.0014050296,,,,,,,,,,,,,,,,,
7200,0.017220112,0.0393425,0.0014043241,,,,,,,,,,,,,,,,,
7300,0.014894931,0.03210271,0.0014036078,,,,,,,,,,,,,,,,,
7400,0.02243737,0.03945124,0.0014028805,,,,,,,,,,,,,,,,,
7500,0.021771371,0.032521274,0.0014021426,,,,,,,,,,,,,,,,,
7600,0.021126982,0.037685186,0.0014013937,,,,,,,,,,,,,,,,,
7644,,,,0.9894970655441284,0.035610131919384,0.2836378079679329,0.9863205552101136,0.045794803649187,0.2274613016911107,43793.0,0.985439658164978,0.0485066771507263,0.2279052377040249,43793.0,3143.0083117485046,5050.530555963516,3143.0083117485046,1906.934400320053,0.3691146373748779,0.0
7700,0.024227725,0.035439946,0.0014006341,,,,,,,,,,,,,,,,,
7800,0.016868757,0.036477055,0.0013998634,,,,,,,,,,,,,,,,,
7900,0.018383741,0.034269083,0.0013990822,,,,,,,,,,,,,,,,,
8000,0.020886093,0.037216634,0.00139829,,,,,,,,,,,,,,,,,
8100,0.011796184,0.036718704,0.0013974872,,,,,,,,,,,,,,,,,
8200,0.030725408,0.039498292,0.0013966735,,,,,,,,,,,,,,,,,
8232,,,,0.9895670413970948,0.0351879596710205,0.3085406420484472,0.9862747192382812,0.0460585132241249,0.2296134473666377,43793.0,0.9854379892349244,0.0486216582357883,0.2321756111814935,43793.0,3383.213680505753,5418.668687582016,3383.213680505753,2034.821091413498,0.3980152606964111,0.0
8300,0.022004135,0.038091626,0.0013958493,,,,,,,,,,,,,,,,,
8400,0.016902953,0.035630886,0.001395014,,,,,,,,,,,,,,,,,
8500,0.024909794,0.04163629,0.0013941684,,,,,,,,,,,,,,,,,
8600,0.022186091,0.0330387,0.0013933118,,,,,,,,,,,,,,,,,
8700,0.023660414,0.03583747,0.0013924446,,,,,,,,,,,,,,,,,
8800,0.020957705,0.039896596,0.0013915666,,,,,,,,,,,,,,,,,
