global_step,grad_norm,loss,lr,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,7.6306815,11.52328,0.0,,,,,,,,,,,,,,,,,
1,,,,0.0005749373231083,11.524979591369627,7.226155250992758e-11,0.0004835649742744,11.538769721984863,0.0,3000.0,0.0007088489946909,11.53904151916504,0.0,3003.0,39.94999814033508,927.7513964176178,39.94999814033508,887.8013544082642,0.0,0.0
1,7.5699806,11.514983,1.7848797e-06,,,,,,,,,,,,,,,,,
2,7.1775413,11.370391,3.5697594e-06,,,,,,,,,,,,,,,,,
3,6.441233,11.172693,5.354639e-06,,,,,,,,,,,,,,,,,
4,5.4843693,10.907117,7.139519e-06,,,,,,,,,,,,,,,,,
5,4.5352044,10.660075,8.924399e-06,,,,,,,,,,,,,,,,,
6,3.9303424,10.403098,1.0709278e-05,,,,,,,,,,,,,,,,,
7,3.3236752,10.182609,1.2494158e-05,,,,,,,,,,,,,,,,,
8,2.8906338,9.98017,1.4279038e-05,,,,,,,,,,,,,,,,,
9,2.4782043,9.790886,1.606415e-05,,,,,,,,,,,,,,,,,
10,2.1450236,9.622854,1.784903e-05,,,,,,,,,,,,,,,,,
11,1.8127656,9.486127,1.963391e-05,,,,,,,,,,,,,,,,,
12,1.5479819,9.356626,2.141879e-05,,,,,,,,,,,,,,,,,
13,1.3754056,9.267315,2.320367e-05,,,,,,,,,,,,,,,,,
14,1.2989367,9.168951,2.4988549e-05,,,,,,,,,,,,,,,,,
15,1.1967671,9.073222,2.6773429e-05,,,,,,,,,,,,,,,,,
16,1.0963527,9.01051,2.8558308e-05,,,,,,,,,,,,,,,,,
17,0.9283776,8.9642515,3.0343188e-05,,,,,,,,,,,,,,,,,
18,0.8034564,8.860273,3.2128068e-05,,,,,,,,,,,,,,,,,
19,0.6978412,8.841945,3.3912947e-05,,,,,,,,,,,,,,,,,
20,0.62878066,8.789025,3.5697827e-05,,,,,,,,,,,,,,,,,
21,0.6206949,8.75188,3.7482707e-05,,,,,,,,,,,,,,,,,
22,0.6196218,8.665376,3.9267587e-05,,,,,,,,,,,,,,,,,
23,0.5923047,8.708117,4.1052466e-05,,,,,,,,,,,,,,,,,
24,0.5562101,8.613321,4.2837346e-05,,,,,,,,,,,,,,,,,
25,0.50579786,8.579832,4.4622226e-05,,,,,,,,,,,,,,,,,
26,0.44405073,8.582882,4.6407105e-05,,,,,,,,,,,,,,,,,
