accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ssim,total_duration,train/loss,train/ssim,validation/loss,validation/num_examples,validation/ssim
231.77034044265747,0.0,141.51291227340698,1,0,141.51291227340698,1.183266502024574,3581.0,0.1915357004361124,373.7340569496155,1.1718784059797014,0.1812845809119088,1.1862739386958356,3554.0,0.17052516819187
238.17263889312744,0.0328519344329834,220.65138220787048,604,0,220.65138220787048,0.331795529192701,3581.0,0.69843785451864,460.66719579696655,0.3140382426125662,0.7016605649675641,0.3302901508973164,3554.0,0.6800228670600028
244.451119184494,0.079566478729248,299.95124316215515,1081,0,299.95124316215515,0.3214998647375034,3581.0,0.7075465973846342,547.413895368576,0.3035476888929094,0.7113291195460728,0.3198317408092114,3554.0,0.6892402404201252
250.93937468528748,0.1201894283294677,379.2514684200287,1546,0,379.2514684200287,0.3159667150630061,3581.0,0.7141202592676626,634.413060426712,0.2977325916290283,0.7181312016078404,0.3140949169839441,3554.0,0.6961967369513224
257.48770785331726,0.1565568447113037,458.5574951171875,2026,0,458.5574951171875,0.3122667676408475,3581.0,0.717921244502234,721.4713249206543,0.293515716280256,0.7227699416024345,0.3102223273402328,3554.0,0.700240376160664
263.3149662017822,0.1946442127227783,537.7267258167267,2638,0,537.7267258167267,0.3088346863219073,3581.0,0.721366620270176,807.8036003112793,0.2897655623299734,0.7267626353672573,0.306585531927054,3554.0,0.7039293451260903
269.6116213798523,0.2226684093475341,616.9378509521484,3251,0,616.9378509521484,0.3065676077954831,3581.0,0.723894269997033,894.6142220497131,0.2876066480364118,0.7291029521397182,0.3042666425044844,3554.0,0.7065701031188449
275.6421904563904,0.2488074302673339,696.2282555103302,3862,0,696.2282555103302,0.3049446964556863,3581.0,0.7254312446549497,981.2197325229644,0.2859814848218645,0.7306605066571917,0.3026422555351364,3554.0,0.7081158004185425
281.9616651535034,0.2736527919769287,775.4922034740448,4468,0,775.4922034740448,0.3036690770298101,3581.0,0.7269399259983245,1068.0311818122864,0.2846472944532122,0.7323314121791294,0.301342759698579,3554.0,0.7096818313212225
288.1173098087311,0.3014636039733886,854.74946808815,5078,0,854.74946808815,0.302665277953522,3581.0,0.7283602503883343,1154.7247443199158,0.2835931096758161,0.7338442802429199,0.3003497104934581,3554.0,0.7111738781346723
294.1865348815918,0.3260955810546875,934.0167236328124,5692,0,934.0167236328124,0.3020067254913083,3581.0,0.7288142387775761,1241.2778656482697,0.2829500607081822,0.7343063354492188,0.2997361989791432,3554.0,0.7116292546690349
299.9660093784332,0.3649017810821533,1013.2999930381776,6301,0,1013.2999930381776,0.3013966807237853,3581.0,0.7295735222572256,1327.6886103153229,0.2823734283447265,0.7350692749023438,0.2991527070070695,3554.0,0.7123680651422692
306.2657382488251,0.3934648036956787,1092.4791247844696,6915,0,1092.4791247844696,0.3009270798790491,3581.0,0.7301526829970678,1414.52010846138,0.2817567757197788,0.7358200890677316,0.2986713295648389,3554.0,0.7129229801588
312.3040249347687,0.418133020401001,1171.6739637851715,7529,0,1171.6739637851715,0.3004488887749581,3581.0,0.7307300029670483,1501.0276684761047,0.281269942011152,0.7363637515476772,0.2982291080472707,3554.0,0.7134173752286156
318.35381722450256,0.4439616203308105,1250.969554424286,8145,0,1250.969554424286,0.2999804469334683,3581.0,0.7317371767880829,1587.661687850952,0.2808661801474435,0.7372815949576241,0.2978340797231112,3554.0,0.7143649486054445
