global_step,grad_norm,loss,lr,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,7.133877,0.51397115,0.0,,,,,,,,,,,
1,,,,0.514394980931432,0.5184146633536211,83274637.0,0.5160913203947368,95000000.0,22.13469433784485,807.880279302597,22.13469433784485,785.7455427646637,0.0,0.0
1,7.1467175,0.51374453,8.302857e-06,,,,,,,,,,,
2,6.7090383,0.48139277,1.660583e-05,,,,,,,,,,,
3,5.971669,0.4289334,2.4908572e-05,,,,,,,,,,,
4,5.0112677,0.36500436,3.321143e-05,,,,,,,,,,,
5,3.9475255,0.29921132,4.1514286e-05,,,,,,,,,,,
6,2.8088193,0.24259004,4.981726e-05,,,,,,,,,,,
7,1.7613914,0.19716123,5.812e-05,,,,,,,,,,,
8,0.8746083,0.17083432,6.642286e-05,,,,,,,,,,,
9,0.22481222,0.16053651,7.4725715e-05,,,,,,,,,,,
10,0.30125436,0.15862292,8.302869e-05,,,,,,,,,,,
11,0.6152066,0.16500284,9.1331545e-05,,,,,,,,,,,
12,0.87198657,0.1792627,9.9634286e-05,,,,,,,,,,,
13,0.96449405,0.18333854,0.00010793726,,,,,,,,,,,
14,1.1208551,0.19958365,0.00011624012,,,,,,,,,,,
15,1.2170603,0.21020041,0.00012454297,,,,,,,,,,,
16,1.2570974,0.21513961,0.00013284583,,,,,,,,,,,
17,1.2663459,0.21757989,0.00014114869,,,,,,,,,,,
18,1.2504791,0.21576843,0.00014945155,,,,,,,,,,,
19,1.4040698,0.23476976,0.0001577544,,,,,,,,,,,
20,1.3058188,0.2229073,0.00016605738,,,,,,,,,,,
21,1.2176577,0.21356413,0.00017436012,,,,,,,,,,,
22,1.0750598,0.1981462,0.00018266297,,,,,,,,,,,
23,0.8981879,0.18349198,0.00019096583,,,,,,,,,,,
24,0.67432433,0.16753942,0.00019926869,,,,,,,,,,,
25,0.44324318,0.15693073,0.00020757166,,,,,,,,,,,
26,0.2197592,0.1537531,0.0002158744,,,,,,,,,,,
27,0.10242015,0.15211688,0.00022417738,,,,,,,,,,,
28,0.25471398,0.15215123,0.00023248023,,,,,,,,,,,
29,0.33962053,0.1526721,0.00024078309,,,,,,,,,,,
30,0.34924695,0.14963081,0.00024908595,,,,,,,,,,,
31,0.2545078,0.14975388,0.0002573887,,,,,,,,,,,
32,0.16750477,0.14549956,0.00026569166,,,,,,,,,,,
33,0.05482778,0.14416,0.00027399452,,,,,,,,,,,
34,0.092003375,0.14560607,0.00028229738,,,,,,,,,,,
35,0.13889031,0.14482912,0.00029060023,,,,,,,,,,,
36,0.14208372,0.14426267,0.0002989031,,,,,,,,,,,
37,0.11318208,0.14407863,0.00030720595,,,,,,,,,,,
38,0.086679086,0.1468776,0.0003155088,,,,,,,,,,,
39,0.042292625,0.14682123,0.00032381178,,,,,,,,,,,
