global_step,grad_norm,loss,lr,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,20.236017,0.2445826,0.0,,,,,,,,,,,
1,,,,0.245463647721511,0.2429020803814791,83274637.0,0.252456357524671,95000000.0,21.47563648223877,828.9588439464569,21.47563648223877,807.4831674098969,0.0,0.0
1,20.28595,0.24578668,2.2445805e-05,,,,,,,,,,,
2,556.6369,6.094478,4.489161e-05,,,,,,,,,,,
3,18.456402,0.43423232,6.7337416e-05,,,,,,,,,,,
4,18.057415,0.71907735,8.978322e-05,,,,,,,,,,,
5,17.434391,0.9962582,0.00011222903,,,,,,,,,,,
6,17.20364,1.238519,0.00013467507,,,,,,,,,,,
7,16.554316,1.3470757,0.00015712064,,,,,,,,,,,
8,17.420044,1.3632867,0.00017956644,,,,,,,,,,,
9,17.941244,1.2756952,0.00020201248,,,,,,,,,,,
10,18.122019,1.0999908,0.00022445805,,,,,,,,,,,
11,17.793043,0.8188692,0.0002469041,,,,,,,,,,,
12,18.345234,0.4949112,0.0002693499,,,,,,,,,,,
13,97.44632,0.31181294,0.0002917957,,,,,,,,,,,
14,17.812286,0.67212766,0.0003142415,,,,,,,,,,,
15,18.562323,0.80522937,0.0003366873,,,,,,,,,,,
16,18.944687,0.82608813,0.00035913312,,,,,,,,,,,
17,19.96418,0.7736575,0.00038157892,,,,,,,,,,,
18,20.365576,0.5683579,0.00040402473,,,,,,,,,,,
19,19.057938,0.21917129,0.00042647053,,,,,,,,,,,
20,584.6358,6.6760144,0.00044891634,,,,,,,,,,,
21,21.109295,1.1984383,0.00047136215,,,,,,,,,,,
22,21.525776,1.7774088,0.00049380807,,,,,,,,,,,
23,21.906445,2.3504932,0.0005162539,,,,,,,,,,,
24,22.642103,2.7494152,0.0005386997,,,,,,,,,,,
25,23.267094,3.09402,0.00056114537,,,,,,,,,,,
26,23.206593,3.3076248,0.0005835913,,,,,,,,,,,
27,23.987888,3.5444095,0.0006060371,,,,,,,,,,,
28,24.954962,3.6517057,0.000628483,,,,,,,,,,,
29,25.818201,3.6864667,0.0006509287,,,,,,,,,,,
30,26.07356,3.6611383,0.0006733746,,,,,,,,,,,
31,27.473293,3.488078,0.0006958203,,,,,,,,,,,
32,27.456383,3.174285,0.00071826624,,,,,,,,,,,
33,28.085999,2.8027947,0.00074071204,,,,,,,,,,,
34,28.76123,2.26374,0.00076315785,,,,,,,,,,,
35,31.05111,1.5580084,0.00078560365,,,,,,,,,,,
36,31.552343,0.58808744,0.00080804946,,,,,,,,,,,
37,934.7774,16.222921,0.00083049526,,,,,,,,,,,
38,33.675976,1.49367,0.0008529412,,,,,,,,,,,
39,33.045414,2.2240028,0.000875387,,,,,,,,,,,
40,33.818172,2.957573,0.0008978328,,,,,,,,,,,
41,33.682686,3.501419,0.0009202785,,,,,,,,,,,
42,34.428555,4.066069,0.0009427244,,,,,,,,,,,
43,35.030174,4.605705,0.0009651702,,,,,,,,,,,
44,36.04747,4.9857674,0.0009876161,,,,,,,,,,,
45,35.13402,5.238064,0.0010100618,,,,,,,,,,,
46,34.186085,5.4451303,0.0010325077,,,,,,,,,,,
47,33.489586,5.479845,0.0010549534,,,,,,,,,,,
48,33.385193,5.461774,0.0010773994,,,,,,,,,,,
49,33.755512,5.335055,0.0010998452,,,,,,,,,,,
50,32.659473,5.1852503,0.0011222909,,,,,,,,,,,
51,31.65824,4.8264356,0.0011447368,,,,,,,,,,,
52,31.349398,4.4909315,0.0011671825,,,,,,,,,,,
53,30.854263,4.073199,0.0011896284,,,,,,,,,,,
54,29.58925,3.4947815,0.0012120743,,,,,,,,,,,
55,28.651741,2.937632,0.00123452,,,,,,,,,,,
56,28.182215,2.378569,0.0012569659,,,,,,,,,,,
57,27.710135,1.7069765,0.0012794117,,,,,,,,,,,
58,27.836744,0.9618366,0.0013018574,,,,,,,,,,,
59,2.2196743,0.15624842,0.0013243033,,,,,,,,,,,
60,690.854,12.907176,0.0013467493,,,,,,,,,,,
