global_step,grad_norm,loss,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,5.615539,10.94425,,,,,,,,,,,,,,,,,
1,,,0.0006192944711074,10.933439254760742,0.0,0.0004835649742744,10.92693328857422,0.0,3000.0,0.0007088489946909,10.930665969848633,0.0,3003.0,117.60714483261108,988.2335526943208,117.60714483261108,870.6263589859009,0.0,0.0
100,0.25272423,8.522841,,,,,,,,,,,,,,,,,
200,0.22258307,7.9774785,,,,,,,,,,,,,,,,,
300,0.28144765,7.374661,,,,,,,,,,,,,,,,,
400,0.35365835,6.841678,,,,,,,,,,,,,,,,,
500,0.4206151,6.486067,,,,,,,,,,,,,,,,,
600,0.50201064,6.1191225,,,,,,,,,,,,,,,,,
700,0.49753457,5.8198104,,,,,,,,,,,,,,,,,
800,0.6028353,5.439111,,,,,,,,,,,,,,,,,
900,0.56302273,5.165279,,,,,,,,,,,,,,,,,
1000,0.61222273,4.958099,,,,,,,,,,,,,,,,,
1100,0.7355232,4.8751845,,,,,,,,,,,,,,,,,
1200,0.73484516,4.580527,,,,,,,,,,,,,,,,,
1300,0.78493905,4.401288,,,,,,,,,,,,,,,,,
1400,0.73077816,4.3120537,,,,,,,,,,,,,,,,,
1500,0.9360779,4.108795,,,,,,,,,,,,,,,,,
1554,,,0.4014842212200165,3.99292254447937,13.14042408401214,0.3845953643321991,4.120553493499756,8.547817616905819,3000.0,0.3652315437793731,4.369233131408691,6.782860528681374,3003.0,957.7492780685424,2497.975771665573,957.7492780685424,1540.1425323486328,0.0270092487335205,0.0
1600,0.88303155,3.9597635,,,,,,,,,,,,,,,,,
1700,0.81896305,3.715563,,,,,,,,,,,,,,,,,
1800,0.8280542,3.5521295,,,,,,,,,,,,,,,,,
1900,0.78187484,3.4784346,,,,,,,,,,,,,,,,,
2000,0.80721605,3.374821,,,,,,,,,,,,,,,,,
2100,0.7355339,3.3226368,,,,,,,,,,,,,,,,,
2200,0.76506567,3.1753833,,,,,,,,,,,,,,,,,
2300,0.73675996,3.061639,,,,,,,,,,,,,,,,,
2400,0.8043328,3.1113205,,,,,,,,,,,,,,,,,
2500,0.69013083,2.9807851,,,,,,,,,,,,,,,,,
2600,0.69283813,2.8237891,,,,,,,,,,,,,,,,,
