global_step,grad_norm,loss,lr,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,5.680317,0.78919536,0.0,,,,,,,,,,,,,,
1,,,,0.2324710403169904,0.8070566994803292,0.2317659445673009,0.8156818653937464,3554.0,0.2546133612894006,0.8145471406162734,3581.0,60.91599774360657,266.51146388053894,60.91599774360657,205.59532117843628,0.0,0.0
100,1.2951543,0.3703073,0.00039534504,,,,,,,,,,,,,,
200,1.3152266,0.33941028,0.0007906902,,,,,,,,,,,,,,
300,1.675484,0.4028506,0.0011860352,,,,,,,,,,,,,,
315,,,,0.6557719366891044,0.3604603835514613,0.6322024232159187,0.3841491939649866,3554.0,0.6525165096603602,0.3860442441989842,3581.0,140.88656306266785,351.0351138114929,140.88656306266785,210.10436272621155,0.0320456027984619,0.0
400,2.9023876,0.3508815,0.0014271917,,,,,,,,,,,,,,
500,0.14091977,0.34043354,0.0014271429,,,,,,,,,,,,,,
531,,,,0.6705858366830009,0.3390450818198068,0.6465181040508934,0.3659285339801983,3554.0,0.6663005352686051,0.3665048470879293,3581.0,221.0469789505005,435.3275420665741,221.0469789505005,214.18934297561648,0.0713820457458496,0.0
600,0.9291491,0.3601948,0.0014270392,,,,,,,,,,,,,,
700,4.0847406,0.30252388,0.0014268806,,,,,,,,,,,,,,
748,,,,0.6847832543509347,0.3241462366921561,0.6619415540807893,0.3488306529614519,3554.0,0.6804278303677395,0.3506138899312342,3581.0,301.3483417034149,519.755250453949,301.3483417034149,218.27179646492004,0.1066987514495849,0.0
800,0.42231017,0.32069108,0.0014266672,,,,,,,,,,,,,,
900,0.656066,0.3576128,0.001426399,,,,,,,,,,,,,,
959,,,,0.687093870980399,0.318500144141061,0.6641355910593697,0.3426588548994091,3554.0,0.6825327847930047,0.3443482161167446,3581.0,381.30763244628906,603.8366396427155,381.30763244628906,222.34489631652832,0.1480839252471923,0.0
1000,0.76598626,0.2894744,0.001426076,,,,,,,,,,,,,,
1100,0.41693148,0.28395417,0.0014256982,,,,,,,,,,,,,,
1200,0.3051034,0.2503707,0.0014252657,,,,,,,,,,,,,,
1300,0.5363928,0.33677158,0.0014247784,,,,,,,,,,,,,,
1301,,,,0.7099238123212542,0.2978065013885498,0.6861864217694851,0.3216290320985157,3554.0,0.7043012519416714,0.3232981946274609,3581.0,461.302579164505,687.9147157669067,461.302579164505,226.378790140152,0.1849086284637451,0.0
1400,0.77092445,0.25765193,0.0014242363,,,,,,,,,,,,,,
1500,0.6542629,0.38502508,0.0014236398,,,,,,,,,,,,,,
1600,1.1610761,0.24731112,0.0014229887,,,,,,,,,,,,,,
1643,,,,0.7155349595206124,0.2904392651149204,0.6928508975362268,0.313293560073157,3554.0,0.7101831934166434,0.3151556173205808,3581.0,541.3813164234161,772.1179509162903,541.3813164234161,230.4665012359619,0.2092616558074951,0.0
1700,0.23419937,0.35596973,0.0014222829,,,,,,,,,,,,,,
1800,1.6165679,0.27575216,0.0014215227,,,,,,,,,,,,,,
1900,0.5091617,0.41332203,0.0014207081,,,,,,,,,,,,,,
1987,,,,0.7126374925885882,0.2918362276894705,0.6885072689882878,0.3159450344242402,3554.0,0.7068529680300545,0.3173505649390882,3581.0,621.7074146270752,856.5574247837067,621.7074146270752,234.5429463386536,0.2337222099304199,0.0
2000,0.4376981,0.32702458,0.0014198391,,,,,,,,,,,,,,
2100,0.5016906,0.34124047,0.0014189157,,,,,,,,,,,,,,
2200,1.3696542,0.29990196,0.0014179382,,,,,,,,,,,,,,
2300,0.5117622,0.30751607,0.0014169065,,,,,,,,,,,,,,
2329,,,,0.7196213858468192,0.2874688761574881,0.6960571495146314,0.3110836546408976,3554.0,0.713525349719003,0.3129519430893954,3581.0,701.9162805080414,940.8864240646362,701.9162805080414,238.62630939483645,0.2580718994140625,0.0
2400,0.19289675,0.292391,0.0014158208,,,,,,,,,,,,,,
2500,0.48807395,0.24773914,0.001414681,,,,,,,,,,,,,,
2600,0.6456702,0.31002545,0.0014134872,,,,,,,,,,,,,,
2673,,,,0.7225723266601562,0.2826152529035295,0.7006703356912986,0.30461028726435,3554.0,0.7178084121273737,0.3065994462964256,3581.0,781.9692587852478,1025.0598623752594,781.9692587852478,242.7098429203033,0.2824826240539551,0.0
2700,0.20046683,0.27247053,0.0014122397,,,,,,,,,,,,,,
2800,0.8291543,0.39036554,0.0014109386,,,,,,,,,,,,,,
2900,0.7740679,0.18641801,0.0014095837,,,,,,,,,,,,,,
3000,1.1487843,0.31371486,0.0014081754,,,,,,,,,,,,,,
3017,,,,0.7252533095223563,0.2799212081091745,0.7027831069525534,0.3024011718200443,3554.0,0.720020540264591,0.3042160583854021,3581.0,862.0641515254974,1109.272377729416,862.0641515254974,246.7906413078308,0.3068568706512451,0.0
3100,0.48284972,0.2904735,0.0014067137,,,,,,,,,,,,,,
3200,0.866477,0.25865424,0.0014051987,,,,,,,,,,,,,,
3300,0.4343492,0.27198553,0.0014036305,,,,,,,,,,,,,,
3358,,,,0.7218721253531319,0.2826537575040544,0.6982349058719048,0.3057576588988639,3554.0,0.7156620062918877,0.3075514311099379,3581.0,942.2562737464904,1193.592265367508,942.2562737464904,250.87536191940308,0.3375058174133301,0.0
3400,0.13408901,0.35688326,0.0014020093,,,,,,,,,,,,,,
3500,0.7903791,0.28294635,0.0014003351,,,,,,,,,,,,,,
3600,0.4138373,0.25564638,0.0013986082,,,,,,,,,,,,,,
3700,1.2322762,0.2873744,0.0013968286,,,,,,,,,,,,,,
3701,,,,0.719118458884103,0.2851242508207048,0.6983880948403207,0.3066207379119478,3554.0,0.7145005486857722,0.3088951249323687,3581.0,1022.4597315788268,1277.8725593090055,1022.4597315788268,254.91101813316345,0.3661420345306396,0.0
3800,0.17927012,0.33817628,0.0013949963,,,,,,,,,,,,,,
3900,0.17669548,0.28071922,0.0013931117,,,,,,,,,,,,,,
4000,0.71134186,0.2748118,0.0013911749,,,,,,,,,,,,,,
4044,,,,0.7279388563973563,0.2782653740474156,0.7045317968090532,0.3009826282335924,3554.0,0.721960711698897,0.3027953590237538,3581.0,1102.467882156372,1361.9970622062683,1102.467882156372,258.9884431362152,0.3927552700042724,0.0
4100,0.12213545,0.31728825,0.001389186,,,,,,,,,,,,,,
4200,0.40898103,0.31999928,0.0013871453,,,,,,,,,,,,,,
4300,0.21937348,0.3035034,0.0013850525,,,,,,,,,,,,,,
4385,,,,0.7273703983851841,0.2785441534859793,0.7058122642401168,0.300470853428795,3554.0,0.7225768923659592,0.3024531121827876,3581.0,1182.486603975296,1446.1406426429749,1182.486603975296,263.0760605335236,0.417773962020874,0.0
4400,0.5332142,0.27689075,0.0013829083,,,,,,,,,,,,,,
4500,0.36684558,0.2327705,0.0013807125,,,,,,,,,,,,,,
4600,0.30166465,0.33788168,0.0013784656,,,,,,,,,,,,,,
4700,0.27348903,0.25558764,0.0013761674,,,,,,,,,,,,,,
4727,,,,0.7329908779689244,0.2759702546255929,0.7100044898793613,0.2986888123417276,3554.0,0.7271758172472773,0.3005243603392907,3581.0,1262.5417926311493,1530.3186004161837,1262.5417926311493,267.1600632667541,0.4444482326507568,0.0
4800,0.7519299,0.37875995,0.0013738184,,,,,,,,,,,,,,
4900,0.21597914,0.31695902,0.0013714185,,,,,,,,,,,,,,
5000,0.29051086,0.27024394,0.0013689679,,,,,,,,,,,,,,
5068,,,,0.7315161568777901,0.2757180588585989,0.7084758288416221,0.2984582389011501,3554.0,0.7256856117791818,0.3002297008080843,3581.0,1342.6188361644745,1614.5186696052551,1342.6188361644745,271.24447536468506,0.4707882404327392,0.0
5100,0.22701043,0.26741922,0.0013664672,,,,,,,,,,,,,,
5200,0.48949772,0.22297378,0.0013639162,,,,,,,,,,,,,,
5300,0.19711296,0.2454297,0.0013613151,,,,,,,,,,,,,,
5400,0.5352426,0.30459806,0.0013586645,,,,,,,,,,,,,,
5406,,,,0.7308727673121861,0.2766264847346714,0.7075887067169034,0.2997939711416713,3554.0,0.7249868009983245,0.3014640392653937,3581.0,1422.7887856960297,1698.8109364509585,1422.7887856960297,275.3289234638214,0.4967405796051025,0.0
5500,0.27309665,0.2791984,0.001355964,,,,,,,,,,,,,,
5600,0.61721265,0.329851,0.0013532141,,,,,,,,,,,,,,
5700,0.3723264,0.27252766,0.0013504153,,,,,,,,,,,,,,
5750,,,,0.7333554540361676,0.2748398610523769,0.7099112026062183,0.2976452726021736,3554.0,0.7270910736569743,0.2995063805174008,3581.0,1502.9029018878937,1783.0508477687836,1502.9029018878937,279.416353225708,0.5228359699249268,0.0
5800,0.32255152,0.34696448,0.0013475673,,,,,,,,,,,,,,
5900,0.56108665,0.29030892,0.0013446707,,,,,,,,,,,,,,
6000,0.6245018,0.22184147,0.0013417254,,,,,,,,,,,,,,
6095,,,,0.731818539755685,0.2769761255809239,0.7102961671707935,0.2990836689293754,3554.0,0.7269708782026668,0.30111705414645,3581.0,1582.917659521103,1867.1876828670504,1582.917659521103,283.4987254142761,0.5502526760101318,0.0
6100,0.22597861,0.3236312,0.001338732,,,,,,,,,,,,,,
6200,0.2113187,0.3414061,0.0013356904,,,,,,,,,,,,,,
6300,0.3936416,0.21967025,0.0013326008,,,,,,,,,,,,,,
6400,0.25827947,0.23021756,0.001329464,,,,,,,,,,,,,,
6437,,,,0.7353504725864956,0.2732031856264387,0.7118043572163407,0.2964954279618915,3554.0,0.7290613109990226,0.298145369822937,3581.0,1662.966852426529,1951.3621728420253,1662.966852426529,287.5848751068115,0.5771224498748779,0.0
6500,0.32943857,0.3114557,0.0013262795,,,,,,,,,,,,,,
6600,0.29725876,0.2660179,0.0013230483,,,,,,,,,,,,,,
6700,0.31818,0.27476147,0.0013197698,,,,,,,,,,,,,,
6781,,,,0.7364782605852399,0.2723153488976614,0.7135186310759004,0.2952022520289638,3554.0,0.7306732799846412,0.2969566415522026,3581.0,1743.1265096664429,2035.641427278519,1743.1265096664429,291.6642394065857,0.6053116321563721,0.0
6800,0.6395961,0.3261928,0.0013164448,,,,,,,,,,,,,,
6900,0.34314352,0.3465019,0.0013130737,,,,,,,,,,,,,,
7000,0.20000559,0.2918885,0.0013096564,,,,,,,,,,,,,,
7100,1.187204,0.41306752,0.0013061931,,,,,,,,,,,,,,
7124,,,,0.7094864845275879,0.2961797033037458,0.6909071836970667,0.3169677253512767,3554.0,0.7064996083932561,0.3195851231979544,3581.0,1823.152288675308,2119.78775382042,1823.152288675308,295.745463848114,0.6322705745697021,0.0
7200,0.74213576,0.32726628,0.0013026844,,,,,,,,,,,,,,
7300,0.5536872,0.27331093,0.0012991304,,,,,,,,,,,,,,
7400,0.5301621,0.34860075,0.0012955312,,,,,,,,,,,,,,
7463,,,,0.735607419695173,0.2750956160681588,0.7126308906997397,0.298190742110562,3554.0,0.7296475621116657,0.2998145390275935,3581.0,1903.25488114357,2204.0124695301056,1903.25488114357,299.8284134864807,0.6593194007873535,0.0
7500,0.46393532,0.24662411,0.0012918875,,,,,,,,,,,,,,
7600,0.26035166,0.214024,0.0012881992,,,,,,,,,,,,,,
7700,0.44370666,0.2621558,0.0012844668,,,,,,,,,,,,,,
7800,0.17335568,0.28285992,0.0012806904,,,,,,,,,,,,,,
7806,,,,0.7361705643790108,0.2724196740559169,0.7126041684985228,0.2954889833088597,3554.0,0.7298122087493019,0.2972150651877967,3581.0,1983.3550214767456,2288.236823320389,1983.3550214767456,303.91223549842834,0.6874692440032959,0.0
7900,0.5545345,0.31401956,0.0012768704,,,,,,,,,,,,,,
8000,0.35309988,0.3190278,0.0012730072,,,,,,,,,,,,,,
8100,0.39733502,0.2491876,0.001269101,,,,,,,,,,,,,,
