global_step,grad_norm,loss,lr,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,1.2606117,0.7984437,0.0,,,,,,,,,,,,,,,,,
1,,,,0.4798930883407593,0.7900204062461853,0.0236734500021046,0.4782884418964386,0.7896891832351685,0.0275193821072913,43793.0,0.4788322150707245,0.7887356877326965,0.0287219539714078,43793.0,20.680914402008057,326.95322823524475,20.680914402008057,306.2722728252411,0.0,0.0
1,1.2655035,0.7980683,1.7840648e-06,,,,,,,,,,,,,,,,,
2,1.2638131,0.7957787,3.5680132e-06,,,,,,,,,,,,,,,,,
3,1.2638453,0.79261446,5.352078e-06,,,,,,,,,,,,,,,,,
4,1.2601329,0.7890618,7.1360264e-06,,,,,,,,,,,,,,,,,
5,1.2515738,0.78470266,8.919975e-06,,,,,,,,,,,,,,,,,
6,1.2616973,0.77959305,1.0703923e-05,,,,,,,,,,,,,,,,,
7,1.2494185,0.77006,1.2487988e-05,,,,,,,,,,,,,,,,,
8,1.230382,0.76483727,1.4271936e-05,,,,,,,,,,,,,,,,,
9,1.2220268,0.75464326,1.6056001e-05,,,,,,,,,,,,,,,,,
10,1.2167135,0.74502033,1.783995e-05,,,,,,,,,,,,,,,,,
11,1.212373,0.7363016,1.9624014e-05,,,,,,,,,,,,,,,,,
12,1.1843102,0.7239406,2.1407963e-05,,,,,,,,,,,,,,,,,
13,1.178049,0.71266204,2.3191911e-05,,,,,,,,,,,,,,,,,
14,1.1398661,0.69915205,2.497586e-05,,,,,,,,,,,,,,,,,
15,1.1025071,0.68979496,2.6759924e-05,,,,,,,,,,,,,,,,,
16,1.0474623,0.67786014,2.8543873e-05,,,,,,,,,,,,,,,,,
17,1.0007674,0.6673656,3.0327938e-05,,,,,,,,,,,,,,,,,
18,0.9728167,0.6553072,3.2111886e-05,,,,,,,,,,,,,,,,,
19,0.92361623,0.6468713,3.389595e-05,,,,,,,,,,,,,,,,,
20,0.8955664,0.635572,3.56799e-05,,,,,,,,,,,,,,,,,
21,0.86588436,0.62591636,3.7463848e-05,,,,,,,,,,,,,,,,,
22,0.8391889,0.61919206,3.9247796e-05,,,,,,,,,,,,,,,,,
23,0.8191455,0.60775024,4.103186e-05,,,,,,,,,,,,,,,,,
24,0.7991464,0.60260624,4.281581e-05,,,,,,,,,,,,,,,,,
25,0.7734306,0.5928576,4.4599874e-05,,,,,,,,,,,,,,,,,
26,0.76153636,0.58644235,4.638394e-05,,,,,,,,,,,,,,,,,
27,0.7311237,0.5814118,4.8167887e-05,,,,,,,,,,,,,,,,,
28,0.7160163,0.5692339,4.9951836e-05,,,,,,,,,,,,,,,,,
29,0.69799864,0.56059474,5.17359e-05,,,,,,,,,,,,,,,,,
30,0.6764537,0.555109,5.351985e-05,,,,,,,,,,,,,,,,,
31,0.6584576,0.54909223,5.5303797e-05,,,,,,,,,,,,,,,,,
32,0.6275694,0.54327327,5.7087862e-05,,,,,,,,,,,,,,,,,
33,0.6139605,0.5386403,5.887181e-05,,,,,,,,,,,,,,,,,
34,0.60003793,0.5307387,6.0655875e-05,,,,,,,,,,,,,,,,,
35,0.5878826,0.52627057,6.243982e-05,,,,,,,,,,,,,,,,,
