global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.34700805,6.907756,0.0,,,,,,,,,,,,,,
1,,,,0.0008203124743886,6.907756328582764,0.0009999999310821,6.9077558517456055,50000.0,0.0010000000474974,6.907756805419922,10000.0,44.935685873031616,84.2783682346344,44.935685873031616,39.342586040496826,0.0,0.0
100,0.4278403,6.8848324,7.648417e-05,,,,,,,,,,,,,,
200,0.8479849,6.7277827,0.00015296845,,,,,,,,,,,,,,
300,1.0201154,6.5676494,0.00022945274,,,,,,,,,,,,,,
400,0.94698787,6.701587,0.0003059369,,,,,,,,,,,,,,
500,1.1497997,6.3630157,0.00038242107,,,,,,,,,,,,,,
576,,,,0.0209179688245058,6.139675140380859,0.0198799986392259,6.164626598358154,50000.0,0.0178000014275312,6.254689693450928,10000.0,465.01278734207153,519.8905010223389,465.01278734207153,54.827359199523926,0.0308587551116943,0.0
600,1.6566645,6.327582,0.00045890542,,,,,,,,,,,,,,
700,1.300995,6.120429,0.0005353897,,,,,,,,,,,,,,
800,1.3558165,6.586131,0.00061187387,,,,,,,,,,,,,,
900,1.445131,6.0788884,0.00068835804,,,,,,,,,,,,,,
1000,0.769564,6.6719847,0.0007648423,,,,,,,,,,,,,,
1100,1.1885632,5.9126554,0.00084132655,,,,,,,,,,,,,,
1184,,,,0.0531835928559303,5.481476306915283,0.0518999993801116,5.516358375549316,50000.0,0.0418000034987926,5.704173564910889,10000.0,885.1285667419434,955.5463812351228,885.1285667419434,70.31958794593811,0.0582516193389892,0.0
1200,0.917483,6.371849,0.0009178108,,,,,,,,,,,,,,
1300,1.0608313,5.8186173,0.000994295,,,,,,,,,,,,,,
1400,1.1173265,5.6947975,0.0010707793,,,,,,,,,,,,,,
1500,1.0664724,5.801683,0.0011472635,,,,,,,,,,,,,,
1600,0.8489707,6.411158,0.0012237477,,,,,,,,,,,,,,
1700,0.92253536,5.7303905,0.0013002319,,,,,,,,,,,,,,
1794,,,,0.0959570258855819,5.028207778930664,0.089599996805191,5.068451881408691,50000.0,0.069300003349781,5.344425201416016,10000.0,1305.3978765010834,1391.3798298835754,1305.3978765010834,85.83455681800842,0.0874397754669189,0.0
1800,1.0646157,5.646124,0.0013767162,,,,,,,,,,,,,,
1900,0.9844932,5.533947,0.0014271957,,,,,,,,,,,,,,
2000,0.98880976,5.4546447,0.001427194,,,,,,,,,,,,,,
2100,1.3350353,5.399583,0.0014271903,,,,,,,,,,,,,,
2200,1.1077106,5.4717603,0.0014271843,,,,,,,,,,,,,,
2300,0.82366544,6.3803434,0.0014271764,,,,,,,,,,,,,,
2400,1.1518321,5.259441,0.0014271664,,,,,,,,,,,,,,
2401,,,,0.1406835913658142,4.569052219390869,0.1338599920272827,4.6219658851623535,50000.0,0.0979000031948089,4.966291427612305,10000.0,1725.7213916778564,1826.985263824463,1725.7213916778564,101.06819772720335,0.1157243251800537,0.0
2500,0.89864266,6.3491535,0.0014271544,,,,,,,,,,,,,,
2600,1.0620482,5.0464783,0.0014271402,,,,,,,,,,,,,,
2700,1.0325973,6.4871187,0.001427124,,,,,,,,,,,,,,
2800,0.9708945,5.6424365,0.0014271059,,,,,,,,,,,,,,
2900,0.909197,5.001614,0.0014270856,,,,,,,,,,,,,,
3000,0.90020645,5.1650085,0.0014270634,,,,,,,,,,,,,,
3008,,,,0.1954687386751175,4.152269840240479,0.1796799898147583,4.247654438018799,50000.0,0.1409000009298324,4.628387451171875,10000.0,2146.212495803833,2263.2034151554108,2146.212495803833,116.74800872802734,0.1427602767944336,0.0
3100,0.73307276,6.095103,0.0014270388,,,,,,,,,,,,,,
3200,1.0317216,4.6587906,0.0014270123,,,,,,,,,,,,,,
3300,0.79493326,6.3196096,0.0014269839,,,,,,,,,,,,,,
