global_step,loss,lr,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.6908330917358398,0.0001666666666666,,,,,,,,,,,,,,,,,
1,,,0.6344564178221804,0.6852956432301603,0.0226154196378478,0.6241167745251103,0.6919552499092723,0.0268114759280067,43793.0,0.6195841207918965,0.6945544581562034,0.0276493202854666,43793.0,14.81264853477478,163.2249677181244,14.81264853477478,147.96670818328855,0.0,0.0
1,0.6925808787345886,0.0003333333333333,,,,,,,,,,,,,,,,,
2,0.693037211894989,0.0005,,,,,,,,,,,,,,,,,
3,0.6930216550827026,0.0006666666666666,,,,,,,,,,,,,,,,,
4,0.6948948502540588,0.0008333333333333,,,,,,,,,,,,,,,,,
5,0.693469226360321,0.001,,,,,,,,,,,,,,,,,
6,0.6916378736495972,0.0011666666666666,,,,,,,,,,,,,,,,,
7,0.6963923573493958,0.0013333333333333,,,,,,,,,,,,,,,,,
8,0.6939001679420471,0.0015,,,,,,,,,,,,,,,,,
9,0.6938884854316711,0.0016666666666666,,,,,,,,,,,,,,,,,
10,0.6917853355407715,0.0018333333333333,,,,,,,,,,,,,,,,,
11,0.6947900056838989,0.002,,,,,,,,,,,,,,,,,
12,0.6973730325698853,0.0021666666666666,,,,,,,,,,,,,,,,,
13,0.6941320896148682,0.0023333333333333,,,,,,,,,,,,,,,,,
14,0.6976511478424072,0.0025,,,,,,,,,,,,,,,,,
15,0.6933467388153076,0.0026666666666666,,,,,,,,,,,,,,,,,
16,0.6930362582206726,0.0028333333333333,,,,,,,,,,,,,,,,,
17,0.6949892640113831,0.003,,,,,,,,,,,,,,,,,
18,0.6923462152481079,0.0031666666666666,,,,,,,,,,,,,,,,,
19,0.692689061164856,0.0033333333333333,,,,,,,,,,,,,,,,,
20,0.6963487267494202,0.0035,,,,,,,,,,,,,,,,,
21,0.6955848336219788,0.0036666666666666,,,,,,,,,,,,,,,,,
22,0.6943356394767761,0.0038333333333333,,,,,,,,,,,,,,,,,
23,0.6935362815856934,0.004,,,,,,,,,,,,,,,,,
24,0.6951113939285278,0.0041666666666666,,,,,,,,,,,,,,,,,
25,0.6969645023345947,0.0043333333333333,,,,,,,,,,,,,,,,,
26,0.6947972178459167,0.0045,,,,,,,,,,,,,,,,,
27,0.6940518617630005,0.0046666666666666,,,,,,,,,,,,,,,,,
28,0.6946653127670288,0.0048333333333333,,,,,,,,,,,,,,,,,
29,0.6926029324531555,0.005,,,,,,,,,,,,,,,,,
30,0.6939717531204224,0.0051666666666666,,,,,,,,,,,,,,,,,
31,0.6919580101966858,0.0053333333333333,,,,,,,,,,,,,,,,,
32,0.6981290578842163,0.0055,,,,,,,,,,,,,,,,,
33,0.6950476765632629,0.0056666666666666,,,,,,,,,,,,,,,,,
34,0.6954017281532288,0.0058333333333333,,,,,,,,,,,,,,,,,
35,0.6942732930183411,0.006,,,,,,,,,,,,,,,,,
36,0.6981486082077026,0.0061666666666666,,,,,,,,,,,,,,,,,
37,0.6928516626358032,0.0063333333333333,,,,,,,,,,,,,,,,,
38,0.6948474049568176,0.0065,,,,,,,,,,,,,,,,,
39,0.6975818872451782,0.0066666666666666,,,,,,,,,,,,,,,,,
40,0.6943140625953674,0.0068333333333333,,,,,,,,,,,,,,,,,
41,0.6960596442222595,0.007,,,,,,,,,,,,,,,,,
42,0.6958019733428955,0.0071666666666666,,,,,,,,,,,,,,,,,
43,0.6940670609474182,0.0073333333333333,,,,,,,,,,,,,,,,,
44,0.6911841630935669,0.0075,,,,,,,,,,,,,,,,,
45,0.6946083307266235,0.0076666666666666,,,,,,,,,,,,,,,,,
46,0.6957029104232788,0.0078333333333333,,,,,,,,,,,,,,,,,
47,0.6939041018486023,0.008,,,,,,,,,,,,,,,,,
48,0.6922798752784729,0.0081666666666666,,,,,,,,,,,,,,,,,
49,0.693379282951355,0.0083333333333333,,,,,,,,,,,,,,,,,
50,0.6926400065422058,0.0085,,,,,,,,,,,,,,,,,
51,0.693903386592865,0.0086666666666666,,,,,,,,,,,,,,,,,
52,0.6915969252586365,0.0088333333333333,,,,,,,,,,,,,,,,,
53,0.6947993040084839,0.009,,,,,,,,,,,,,,,,,
54,0.6948361396789551,0.0091666666666666,,,,,,,,,,,,,,,,,
55,0.6987003684043884,0.0093333333333333,,,,,,,,,,,,,,,,,
56,0.692110002040863,0.0095,,,,,,,,,,,,,,,,,
57,0.6923941969871521,0.0096666666666666,,,,,,,,,,,,,,,,,
58,0.6931225657463074,0.0098333333333333,,,,,,,,,,,,,,,,,
59,0.6945032477378845,0.01,,,,,,,,,,,,,,,,,
60,0.6960919499397278,0.0101666666666666,,,,,,,,,,,,,,,,,
61,0.6921790242195129,0.0103333333333333,,,,,,,,,,,,,,,,,
62,0.6926314830780029,0.0105,,,,,,,,,,,,,,,,,
63,0.6899073719978333,0.0106666666666666,,,,,,,,,,,,,,,,,
64,0.693496823310852,0.0108333333333333,,,,,,,,,,,,,,,,,
65,0.6933654546737671,0.011,,,,,,,,,,,,,,,,,
66,0.6948466897010803,0.0111666666666666,,,,,,,,,,,,,,,,,
67,0.6929334998130798,0.0113333333333333,,,,,,,,,,,,,,,,,
68,0.6943581700325012,0.0115,,,,,,,,,,,,,,,,,
69,0.6914350390434265,0.0116666666666666,,,,,,,,,,,,,,,,,
70,0.6946396231651306,0.0118333333333333,,,,,,,,,,,,,,,,,
71,0.691742479801178,0.012,,,,,,,,,,,,,,,,,
72,0.6935784220695496,0.0121666666666666,,,,,,,,,,,,,,,,,
73,0.6898338794708252,0.0123333333333333,,,,,,,,,,,,,,,,,
74,0.6944714784622192,0.0125,,,,,,,,,,,,,,,,,
75,0.696513831615448,0.0126666666666666,,,,,,,,,,,,,,,,,
76,0.6927996873855591,0.0128333333333333,,,,,,,,,,,,,,,,,
77,0.69118332862854,0.013,,,,,,,,,,,,,,,,,
78,0.6949911117553711,0.0131666666666666,,,,,,,,,,,,,,,,,
79,0.6939102411270142,0.0133333333333333,,,,,,,,,,,,,,,,,
80,0.6948035955429077,0.0135,,,,,,,,,,,,,,,,,
81,0.6973460912704468,0.0136666666666666,,,,,,,,,,,,,,,,,
82,0.693243145942688,0.0138333333333333,,,,,,,,,,,,,,,,,
83,0.6902890801429749,0.014,,,,,,,,,,,,,,,,,
84,0.6958093047142029,0.0141666666666666,,,,,,,,,,,,,,,,,
85,0.6972238421440125,0.0143333333333333,,,,,,,,,,,,,,,,,
86,0.6906595230102539,0.0145,,,,,,,,,,,,,,,,,
87,0.6901938915252686,0.0146666666666666,,,,,,,,,,,,,,,,,
