global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,147.12166,11.781033,0.0,,,,,,,,,,,,,,
1,,,,0.0011160713620483,575.2882690429688,0.0011399999493733,588.645263671875,50000.0,0.0010000000474974,577.6424560546875,10000.0,59.74860763549805,96.28406286239624,59.74860763549805,36.535356283187866,0.0,0.0
100,23.50864,7.18474,7.648417e-05,,,,,,,,,,,,,,
200,9.886177,7.0316863,0.00015296845,,,,,,,,,,,,,,
300,7.295965,7.0421576,0.00022945274,,,,,,,,,,,,,,
400,5.403013,6.7419415,0.0003059369,,,,,,,,,,,,,,
500,5.1396575,6.437703,0.00038242107,,,,,,,,,,,,,,
600,5.915129,6.184308,0.00045890542,,,,,,,,,,,,,,
700,3.4473517,6.047973,0.0005353897,,,,,,,,,,,,,,
800,3.6126752,5.8430605,0.00061187387,,,,,,,,,,,,,,
900,3.721595,5.7127895,0.00068835804,,,,,,,,,,,,,,
911,,,,0.0480110011994838,5.876710891723633,0.0468199998140335,6.037594795227051,50000.0,0.0361000001430511,6.5956711769104,10000.0,570.1894552707672,625.2278113365173,570.1894552707672,54.97429466247559,0.0329751968383789,0.0
1000,5.068598,5.564373,0.0007648423,,,,,,,,,,,,,,
1100,4.0501833,5.380521,0.00084132655,,,,,,,,,,,,,,
1200,4.300728,5.24055,0.0009178108,,,,,,,,,,,,,,
1300,5.4749427,5.1839275,0.000994295,,,,,,,,,,,,,,
1400,4.6267176,4.868124,0.0010707793,,,,,,,,,,,,,,
1500,4.339915,4.743447,0.0011472635,,,,,,,,,,,,,,
1600,3.7349348,4.8696475,0.0012237477,,,,,,,,,,,,,,
1700,4.002391,4.669103,0.0013002319,,,,,,,,,,,,,,
1800,2.6893053,4.5814223,0.0013767162,,,,,,,,,,,,,,
1819,,,,0.154834970831871,4.57054328918457,0.1414999961853027,4.729481220245361,50000.0,0.1117000058293342,5.013645172119141,10000.0,1080.7332384586334,1154.281166791916,1080.7332384586334,73.42563104629517,0.060842752456665,0.0
1900,3.1015506,4.3651314,0.0014271957,,,,,,,,,,,,,,
2000,3.1405625,4.2286344,0.001427194,,,,,,,,,,,,,,
2100,4.104998,4.172147,0.0014271903,,,,,,,,,,,,,,
2200,4.1525774,4.022867,0.0014271843,,,,,,,,,,,,,,
2300,3.0757828,3.89432,0.0014271764,,,,,,,,,,,,,,
2400,4.8253303,3.7469854,0.0014271664,,,,,,,,,,,,,,
2500,3.5118852,3.727294,0.0014271544,,,,,,,,,,,,,,
2600,3.0453188,3.7991674,0.0014271402,,,,,,,,,,,,,,
2700,4.532873,3.8240318,0.001427124,,,,,,,,,,,,,,
2731,,,,0.2803930044174194,3.8441741466522217,0.2390599995851516,4.110179901123047,50000.0,0.1794000118970871,4.7347412109375,10000.0,1590.826994419098,1682.8526759147644,1590.826994419098,91.84560894966124,0.0883059501647949,0.0
2800,2.0884366,3.7461896,0.0014271059,,,,,,,,,,,,,,
2900,2.9171677,3.7512898,0.0014270856,,,,,,,,,,,,,,
3000,2.1894221,3.6752567,0.0014270634,,,,,,,,,,,,,,
3100,3.0127068,3.5905097,0.0014270388,,,,,,,,,,,,,,
3200,3.9018989,3.5320923,0.0014270123,,,,,,,,,,,,,,
3300,2.3513153,3.3244324,0.0014269839,,,,,,,,,,,,,,
3400,4.0657477,3.4315882,0.0014269532,,,,,,,,,,,,,,
3500,2.2758906,3.258424,0.0014269205,,,,,,,,,,,,,,
3600,2.5873191,3.3589678,0.0014268858,,,,,,,,,,,,,,
3648,,,,0.3486925959587097,8.851765632629395,0.32328000664711,8.916481971740723,50000.0,0.2422000169754028,11.483952522277832,10000.0,2101.064440011978,2211.527393102646,2101.064440011978,110.22323775291444,0.1176290512084961,0.0
3700,4.45733,3.4060488,0.001426849,,,,,,,,,,,,,,
3800,1.7109047,3.2211509,0.00142681,,,,,,,,,,,,,,
3900,1.7599291,3.1000218,0.0014267693,,,,,,,,,,,,,,
4000,3.6120834,3.1536825,0.0014267262,,,,,,,,,,,,,,
4100,2.0467992,3.0097091,0.0014266812,,,,,,,,,,,,,,
4200,2.5561602,3.0228548,0.0014266343,,,,,,,,,,,,,,
4300,1.5522892,2.902582,0.001426585,,,,,,,,,,,,,,
4400,3.1990836,3.1158922,0.0014265339,,,,,,,,,,,,,,
4500,1.8763264,3.00005,0.0014264806,,,,,,,,,,,,,,
4564,,,,0.4437778890132904,2.465754508972168,0.4149999916553497,2.6712207794189453,50000.0,0.3189000189304352,3.380666494369507,10000.0,2611.3214712142944,2740.3919870853424,2611.3214712142944,128.76870942115784,0.1490414142608642,0.0
4600,5.291029,3.0443301,0.0014264252,,,,,,,,,,,,,,
4700,1.7131678,3.146374,0.0014263678,,,,,,,,,,,,,,
4800,1.8892827,3.080506,0.0014263084,,,,,,,,,,,,,,
4900,1.9896654,2.8727336,0.0014262467,,,,,,,,,,,,,,
5000,1.7761021,2.8952453,0.0014261833,,,,,,,,,,,,,,
