global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.6758335,6.9274664,0.0,,,,,,,,,,,,,,
1,,,,0.0010762116871774,6.913994312286377,0.0009199999622069,6.91420841217041,50000.0,0.0009000000427477,6.914094924926758,10000.0,58.199917793273926,94.08309197425842,58.199917793273926,35.8830451965332,0.0,0.0
100,0.7106069,6.758116,7.648417e-05,,,,,,,,,,,,,,
200,0.832703,6.398337,0.00015296845,,,,,,,,,,,,,,
300,1.5342928,6.1382284,0.00022945274,,,,,,,,,,,,,,
400,1.5270126,5.913124,0.0003059369,,,,,,,,,,,,,,
500,2.1024675,5.677789,0.00038242107,,,,,,,,,,,,,,
600,3.391027,5.412696,0.00045890542,,,,,,,,,,,,,,
700,3.623653,5.295478,0.0005353897,,,,,,,,,,,,,,
800,3.672706,5.0440726,0.00061187387,,,,,,,,,,,,,,
900,5.9538374,4.9418473,0.00068835804,,,,,,,,,,,,,,
954,,,,0.1166892498731613,4.730037212371826,0.1076200008392334,4.839669704437256,50000.0,0.0753000006079673,5.2894792556762695,10000.0,568.1809730529785,622.1251299381256,568.1809730529785,53.88698220252991,0.0269787311553955,0.0
1000,3.2635562,4.7590756,0.0007648423,,,,,,,,,,,,,,
1100,7.6021357,4.6000223,0.00084132655,,,,,,,,,,,,,,
1200,12.18576,4.396997,0.0009178108,,,,,,,,,,,,,,
1300,5.1360497,4.476565,0.000994295,,,,,,,,,,,,,,
1400,4.7041416,4.4909554,0.0010707793,,,,,,,,,,,,,,
1500,3.1975176,4.454268,0.0011472635,,,,,,,,,,,,,,
1600,8.0045395,4.0122776,0.0012237477,,,,,,,,,,,,,,
1700,3.970148,4.0250907,0.0013002319,,,,,,,,,,,,,,
1800,4.699515,3.899326,0.0013767162,,,,,,,,,,,,,,
1900,3.8602982,3.9419098,0.0014271957,,,,,,,,,,,,,,
1908,,,,0.2634127736091614,3.557839870452881,0.2456399947404861,3.699700593948364,50000.0,0.1886000037193298,4.260527610778809,10000.0,1078.4414658546448,1150.3106327056885,1078.4414658546448,71.75407886505127,0.0542781352996826,0.0
2000,4.6269555,3.7676885,0.001427194,,,,,,,,,,,,,,
2100,4.7418385,3.7178895,0.0014271903,,,,,,,,,,,,,,
2200,7.8512,3.7146368,0.0014271843,,,,,,,,,,,,,,
2300,6.2069387,3.5944984,0.0014271764,,,,,,,,,,,,,,
2400,4.659372,3.5281062,0.0014271664,,,,,,,,,,,,,,
2500,4.6630316,3.4252524,0.0014271544,,,,,,,,,,,,,,
