global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,431.17725,1.9521667,,,,,,,,,,,
1,,,1.946091157835235,1.9358978405093497,83274637.0,1.935666459868421,95000000.0,21.622923374176025,783.2605140209198,21.622923374176025,761.6375515460968,0.0,0.0
100,0.23838826,0.12804255,,,,,,,,,,,
200,0.29724938,0.1339659,,,,,,,,,,,
300,0.31437021,0.12689836,,,,,,,,,,,
400,0.079662494,0.12017279,,,,,,,,,,,
500,0.22802515,0.12614661,,,,,,,,,,,
600,0.21668266,0.12792353,,,,,,,,,,,
700,0.16518047,0.115780726,,,,,,,,,,,
800,0.1004685,0.13288645,,,,,,,,,,,
900,0.07586316,0.12893611,,,,,,,,,,,
1000,0.06623697,0.13069831,,,,,,,,,,,
1100,0.13241874,0.12784232,,,,,,,,,,,
1200,0.075717725,0.12216656,,,,,,,,,,,
1300,0.12843032,0.123885974,,,,,,,,,,,
1400,0.061369635,0.13052654,,,,,,,,,,,
1500,0.11740331,0.123280406,,,,,,,,,,,
1600,0.061327506,0.120863296,,,,,,,,,,,
1638,,,0.1249503762279666,0.1262001635455192,83274637.0,0.128620388384046,95000000.0,1221.5566320419312,2605.808637857437,1221.5566320419312,1384.1678779125214,0.0279810428619384,0.0
1700,0.06346979,0.12979901,,,,,,,,,,,
1800,0.057512052,0.12438369,,,,,,,,,,,
1900,0.05932699,0.13278885,,,,,,,,,,,
2000,0.05293225,0.1307836,,,,,,,,,,,
2100,0.1013949,0.12613891,,,,,,,,,,,
2200,0.049582094,0.1290753,,,,,,,,,,,
2300,0.055970646,0.1408341,,,,,,,,,,,
2400,0.057832748,0.13470858,,,,,,,,,,,
2500,0.11215032,0.122023955,,,,,,,,,,,
2600,0.16949672,0.12544352,,,,,,,,,,,
2700,0.05720298,0.12093264,,,,,,,,,,,
2800,0.064971976,0.1280012,,,,,,,,,,,
2900,0.043350536,0.12228801,,,,,,,,,,,
3000,0.037466932,0.13078836,,,,,,,,,,,
3100,0.05387238,0.118778706,,,,,,,,,,,
3200,0.05619741,0.12704983,,,,,,,,,,,
3261,,,0.1237876773724016,0.1253523465524082,83274637.0,0.1277846901932565,95000000.0,2421.888967514038,4341.521563768387,2421.888967514038,1919.467940568924,0.0529839992523193,0.0
3300,0.040007558,0.12208117,,,,,,,,,,,
3400,0.03429529,0.12139592,,,,,,,,,,,
3500,0.034742933,0.117732346,,,,,,,,,,,
3600,0.046895113,0.12067998,,,,,,,,,,,
3700,0.066176385,0.13706757,,,,,,,,,,,
3800,0.029577712,0.116495185,,,,,,,,,,,
3900,0.024183037,0.1203336,,,,,,,,,,,
4000,0.056028277,0.13982028,,,,,,,,,,,
4100,0.02689047,0.122257136,,,,,,,,,,,
4200,0.05302654,0.12559918,,,,,,,,,,,
4300,0.024214722,0.12115988,,,,,,,,,,,
4400,0.023962757,0.117198355,,,,,,,,,,,
4500,0.020740872,0.12120703,,,,,,,,,,,
4600,0.026998404,0.12069233,,,,,,,,,,,
4700,0.028132144,0.12720123,,,,,,,,,,,
4800,0.02372371,0.12754148,,,,,,,,,,,
4879,,,0.1242480621022998,0.124869261241496,83274637.0,0.127319087160773,95000000.0,3622.394682884216,6066.900990247726,3622.394682884216,2444.2636110782623,0.0769731998443603,0.0
4900,0.052821763,0.12593366,,,,,,,,,,,
5000,0.022346873,0.11919489,,,,,,,,,,,
5100,0.019112235,0.123395324,,,,,,,,,,,
5200,0.03832243,0.1266445,,,,,,,,,,,
5300,0.020220442,0.11208233,,,,,,,,,,,
5400,0.023800986,0.12026955,,,,,,,,,,,
5500,0.022978736,0.12396343,,,,,,,,,,,
5600,0.021283513,0.12866853,,,,,,,,,,,
5700,0.01634432,0.13037843,,,,,,,,,,,
5800,0.022349428,0.12093985,,,,,,,,,,,
5900,0.018624933,0.12085347,,,,,,,,,,,
6000,0.036143206,0.12899552,,,,,,,,,,,
6100,0.014944316,0.121532135,,,,,,,,,,,
6200,0.016774405,0.12380409,,,,,,,,,,,
6300,0.015493802,0.13041684,,,,,,,,,,,
6400,0.017832045,0.12114313,,,,,,,,,,,
6500,0.017436204,0.11749725,,,,,,,,,,,
6506,,,0.1210776446562893,0.1242386013605499,83274637.0,0.1265331658819901,95000000.0,4822.692278623581,7763.979271411896,4822.692278623581,2940.9639053344727,0.1036770343780517,0.0
6600,0.019778633,0.12368573,,,,,,,,,,,
6700,0.015304499,0.1185815,,,,,,,,,,,
6800,0.016003888,0.122483626,,,,,,,,,,,
6900,0.027388696,0.120667554,,,,,,,,,,,
7000,0.01604298,0.12411086,,,,,,,,,,,
7100,0.019409321,0.13122644,,,,,,,,,,,
7200,0.019353246,0.12183373,,,,,,,,,,,
7300,0.014079544,0.11910531,,,,,,,,,,,
7400,0.0144123575,0.13026176,,,,,,,,,,,
7500,0.020338105,0.12970237,,,,,,,,,,,
7600,0.01525817,0.12243895,,,,,,,,,,,
7700,0.01639201,0.13373713,,,,,,,,,,,
7800,0.014541267,0.11801145,,,,,,,,,,,
7900,0.013355863,0.116139665,,,,,,,,,,,
8000,0.018367048,0.12893432,,,,,,,,,,,
8100,0.017132215,0.12116517,,,,,,,,,,,
8116,,,0.1232858716316942,0.1239585944641373,83274637.0,0.1263577070415296,95000000.0,6023.25746846199,9406.804794311523,6023.25746846199,3383.147877931595,0.1265676021575927,0.0
8200,0.016230574,0.12149941,,,,,,,,,,,
8300,0.01326916,0.12327291,,,,,,,,,,,
8400,0.014121562,0.11874545,,,,,,,,,,,
8500,0.018582782,0.119419195,,,,,,,,,,,
8600,0.018428938,0.123178676,,,,,,,,,,,
8700,0.017008068,0.122088514,,,,,,,,,,,
8800,0.025980875,0.114465535,,,,,,,,,,,
8900,0.020811863,0.12074196,,,,,,,,,,,
9000,0.014994063,0.11902792,,,,,,,,,,,
9100,0.012867304,0.11590188,,,,,,,,,,,
9200,0.025712868,0.119295456,,,,,,,,,,,
9300,0.011833477,0.12568095,,,,,,,,,,,
9400,0.0148436185,0.120633334,,,,,,,,,,,
9500,0.037591524,0.12263572,,,,,,,,,,,
9600,0.02028245,0.11340518,,,,,,,,,,,
9700,0.01566217,0.12742311,,,,,,,,,,,
9727,,,0.1209558471568725,0.1237663889111278,83274637.0,0.1261032121710526,95000000.0,7223.877921819687,10916.251495838163,7223.877921819687,3691.896865844727,0.1502101421356201,0.0
9800,0.01724151,0.13021892,,,,,,,,,,,
