global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.6740954,6.92577,0.0,,,,,,,,,,,,,,
1,,,,0.0005779655766673,6.9142255783081055,0.0008799999486654,6.914759159088135,50000.0,0.0003000000142492,6.915219783782959,10000.0,58.72495079040527,94.1752245426178,58.72495079040527,35.45015478134155,0.0,0.0
100,0.72294986,6.7565126,7.648417e-05,,,,,,,,,,,,,,
200,0.8201034,6.4611855,0.00015296845,,,,,,,,,,,,,,
300,1.3593878,6.1660233,0.00022945274,,,,,,,,,,,,,,
400,2.3152308,5.869436,0.0003059369,,,,,,,,,,,,,,
500,2.6349337,5.630391,0.00038242107,,,,,,,,,,,,,,
600,3.8382158,5.4388695,0.00045890542,,,,,,,,,,,,,,
700,3.9411547,5.259152,0.0005353897,,,,,,,,,,,,,,
800,3.5605342,5.0872784,0.00061187387,,,,,,,,,,,,,,
900,2.691951,5.0489492,0.00068835804,,,,,,,,,,,,,,
960,,,,0.120495855808258,4.683215618133545,0.1116599962115287,4.757629871368408,50000.0,0.0787000060081482,5.131796360015869,10000.0,569.1044652462006,622.9150402545929,569.1044652462006,53.75059986114502,0.0300712585449218,0.0
1000,5.2219734,4.7802935,0.0007648423,,,,,,,,,,,,,,
1100,9.668017,4.812316,0.00084132655,,,,,,,,,,,,,,
1200,5.6681437,4.5402236,0.0009178108,,,,,,,,,,,,,,
1300,4.4218516,4.4692683,0.000994295,,,,,,,,,,,,,,
1400,5.1280084,4.392973,0.0010707793,,,,,,,,,,,,,,
1500,8.915872,4.3462367,0.0011472635,,,,,,,,,,,,,,
1600,3.776194,4.1633897,0.0012237477,,,,,,,,,,,,,,
1700,9.2412405,3.8832684,0.0013002319,,,,,,,,,,,,,,
1800,6.43984,3.992617,0.0013767162,,,,,,,,,,,,,,
1900,7.5693083,3.8726883,0.0014271957,,,,,,,,,,,,,,
