accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,total_duration,train/loss,validation/loss,validation/num_examples
783.0383203029633,0.0,5.3538453578948975,1,0,5.3538453578948975,0.1887059437385157,95000000.0,788.698162317276,0.1857544894411921,0.1846231157319766,83274637.0
1416.5090894699097,0.0252134799957275,125.68467020988464,188,0,125.68467020988464,0.1314672629624216,95000000.0,1543.1781165599823,0.1296546383774244,0.1287630767111262,83274637.0
2036.3466930389404,0.0577211380004882,245.84939575195312,376,0,245.84939575195312,0.1303040571449681,95000000.0,2283.834820985794,0.1262188407315075,0.1278078651282365,83274637.0
2636.8504650592804,0.0779049396514892,365.5163953304291,570,0,365.5163953304291,0.1293708374593634,95000000.0,3004.660059452057,0.1257571760492578,0.1269478808161306,83274637.0
3242.848276376724,0.0989055633544921,485.3591296672821,762,0,485.3591296672821,0.1287053194661993,95000000.0,3731.146487951279,0.1231480094528339,0.1263152853158684,83274637.0
3837.306880235672,0.1200742721557617,605.6360099315643,959,0,605.6360099315643,0.1285848676823666,95000000.0,4446.512909889221,0.1267628603125752,0.1261864562742349,83274637.0
4432.058783054352,0.1412506103515625,725.9787199497223,1154,0,725.9787199497223,0.1282309628113194,95000000.0,5162.202901363373,0.1232588037439152,0.1257869992288739,83274637.0
5033.751765489578,0.1676728725433349,845.9955940246582,1345,0,845.9955940246582,0.1281342730467545,95000000.0,5884.617893695831,0.1256208119879764,0.1256958781969323,83274637.0
5625.256668806076,0.1897134780883789,965.8843088150024,1541,0,965.8843088150024,0.1278658774409244,95000000.0,6596.635529518127,0.1261401012563774,0.1256774251768081,83274637.0
6179.807830095291,0.2108035087585449,1085.7235667705536,1742,0,1085.7235667705536,0.1280915666877345,95000000.0,7271.699237823486,0.1248783739225049,0.1257415726057419,83274637.0
6706.24883723259,0.2307386398315429,1205.5149438381195,1938,0,1205.5149438381195,0.1279101930615074,95000000.0,7918.539093494415,0.1251358417868313,0.1254439503480171,83274637.0
7242.752592086792,0.250354528427124,1325.6875429153442,2126,0,1325.6875429153442,0.1279566444651553,95000000.0,8575.882768154144,0.1244380343213461,0.1255792693028246,83274637.0
7779.985379934311,0.2707152366638183,1445.8703875541687,2314,0,1445.8703875541687,0.1273883507360759,95000000.0,9233.933992147446,0.1221318231262896,0.1249661775636522,83274637.0
8318.206875801086,0.2914674282073974,1566.212140083313,2508,0,1566.212140083313,0.1275933847139057,95000000.0,9893.110494613647,0.1236570022085316,0.1252167522915656,83274637.0
8862.059233903885,0.3130457401275635,1686.0634961128235,2703,0,1686.0634961128235,0.1270296183385347,95000000.0,10557.426391124724,0.1231687906004078,0.1247516180441178,83274637.0
9397.059034824371,0.3344037532806396,1806.4174194335933,2892,0,1806.4174194335933,0.1270999243453578,95000000.0,11213.368640184402,0.1222775099446699,0.1247352275012937,83274637.0
9882.724712133408,0.3556661605834961,1926.509126663208,3077,0,1926.509126663208,0.1271664372528076,95000000.0,11819.72104883194,0.1232645736150509,0.1246811978088642,83274637.0
10387.09871673584,0.3776111602783203,2046.6604053974152,3269,0,2046.6604053974152,0.1271194773639879,95000000.0,12444.952548742294,0.1223526189194234,0.1247473562661859,83274637.0
10894.565400838852,0.3981978893280029,2166.3326604366302,3456,0,2166.3326604366302,0.1270339699114347,95000000.0,13072.694457530975,0.1231548515162752,0.1245980798937175,83274637.0
11419.648097753525,0.4246134757995605,2286.2352170944214,3642,0,2286.2352170944214,0.1270485030858491,95000000.0,13718.27759194374,0.12341736671884,0.1246781569602676,83274637.0
11932.99275445938,0.4446804523468017,2405.874135494232,3834,0,2405.874135494232,0.1269950449129205,95000000.0,14351.86334490776,0.1260463977242194,0.1247201865030083,83274637.0
12454.904186487198,0.4649462699890136,2525.735468387604,4030,0,2525.735468387604,0.1269663725511249,95000000.0,14994.2995159626,0.1237647682863056,0.1245823913921486,83274637.0
12983.33455467224,0.484368085861206,2645.8983385562897,4221,0,2645.8983385562897,0.1272463857780858,95000000.0,15643.427515268326,0.1222399320216956,0.1247205500086184,83274637.0
13510.404906272888,0.5064489841461182,2765.6799216270447,4411,0,2765.6799216270447,0.1270817075922916,95000000.0,16290.902860879898,0.1234163639323279,0.1246170300459363,83274637.0
14046.65679693222,0.530052900314331,2885.685016393661,4599,0,2885.685016393661,0.1272722294618305,95000000.0,16947.85874605179,0.1234622429167701,0.1248026448714155,83274637.0
14587.231816291807,0.550800085067749,3005.4446625709534,4788,0,3005.4446625709534,0.1269189604011134,95000000.0,17608.814686775208,0.1228018510594657,0.1245127346998127,83274637.0
15122.077630519869,0.5712158679962158,3125.4770772457123,4975,0,3125.4770772457123,0.1274215476984124,95000000.0,18264.289668798447,0.1224934508559187,0.1249719979654722,83274637.0
15653.43275117874,0.5969383716583252,3245.7042129039764,5170,0,3245.7042129039764,0.1267041274845324,95000000.0,18916.47511124611,0.1220866368565277,0.124422673374777,83274637.0
16196.509075403214,0.6170523166656494,3365.5085275173187,5355,0,3365.5085275173187,0.1268361385924891,95000000.0,19580.002055168152,0.1236394615190244,0.1244955670779406,83274637.0
16732.16208934784,0.6371045112609863,3485.4876334667206,5548,0,3485.4876334667206,0.1266161552967674,95000000.0,20236.31004667282,0.1226095498744075,0.124239773065715,83274637.0
17278.1444940567,0.6607198715209961,3605.1563811302185,5742,0,3605.1563811302185,0.1265987534513774,95000000.0,20902.60322022438,0.122263807214422,0.124302500437523,83274637.0
17824.199353456497,0.6873471736907959,3724.887715816498,5941,0,3724.887715816498,0.1266801720555757,95000000.0,21569.084060430527,0.1221913768025454,0.1242957341143718,83274637.0
18358.2336101532,0.7095983028411865,3844.726363182068,6137,0,3844.726363182068,0.1265318173005756,95000000.0,22223.675191164017,0.1233699364412136,0.1241398667975607,83274637.0
18904.051415205,0.729668140411377,3964.692219734192,6336,0,3964.692219734192,0.1264476774544163,95000000.0,22890.069958925247,0.1215321294328125,0.1241609149286785,83274637.0
19428.061915636063,0.7499337196350098,4085.2272336483,6525,0,4085.2272336483,0.1265000113008599,95000000.0,23535.21210193634,0.1225830027401174,0.1241831359323487,83274637.0
19963.82904434204,0.7716624736785889,4205.081043481827,6712,0,4205.081043481827,0.1264823938481381,95000000.0,24191.491759061813,0.1214837726131748,0.1241554008255028,83274637.0
20504.40554666519,0.7935609817504883,4325.082568883896,6907,0,4325.082568883896,0.126416213619192,95000000.0,24852.714757680893,0.1221428183101619,0.1240702096791588,83274637.0
21041.52205681801,0.8157336711883545,4445.368776321411,7100,0,4445.368776321411,0.126404240630461,95000000.0,25510.73166322708,0.1211686683523708,0.1240121798065074,83274637.0
21562.61391568184,0.8355932235717773,4565.621735095978,7291,0,4565.621735095978,0.1260834789988869,95000000.0,26152.74156069756,0.1222203839367822,0.1237868591295589,83274637.0
22098.538449049,0.8554592132568359,4685.938498497009,7480,0,4685.938498497009,0.1263435158931933,95000000.0,26809.590294361115,0.1241012959868029,0.1239352231268616,83274637.0
22638.610494852062,0.8809914588928223,4805.896664619446,7674,0,4805.896664619446,0.1262931083322625,95000000.0,27470.300528287888,0.1217405492160542,0.1239495549422802,83274637.0
23180.54721736908,0.9015538692474364,4926.116859912872,7860,0,4926.116859912872,0.1265443786603827,95000000.0,28133.091460227966,0.122227046593242,0.1241078828444226,83274637.0
23713.37191700936,0.9216487407684326,5045.748890638351,8052,0,5045.748890638351,0.1260222867771349,95000000.0,28786.216936588287,0.1204309394287109,0.1237469557900649,83274637.0
24253.93642115593,0.9421179294586182,5165.696969985962,8245,0,5165.696969985962,0.1260834712924355,95000000.0,29447.41667580605,0.124228173865219,0.1237536121717646,83274637.0
24806.61305999756,0.969475269317627,5285.376599788666,8433,0,5285.376599788666,0.1259768046411614,95000000.0,30120.456506490707,0.1216580526542872,0.1236740384366372,83274637.0
,,,8433,0,5285.376599788666,,,,,,
