global_step,loss,lr,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.8519519567489624,0.0001666666666666,,,,,,,,,,,,,,,,,
1,,,0.4631151024974413,0.8489268996291737,0.022292882549322,0.4610463365069777,0.8461859232755842,0.0265696500108173,43793.0,0.4610487579179336,0.8443254967254219,0.0287412929750113,43793.0,15.133050203323364,163.57814693450928,15.133050203323364,148.03779435157776,0.0,0.0
1,0.8563439249992371,0.0003333333333333,,,,,,,,,,,,,,,,,
2,0.8585869669914246,0.0005,,,,,,,,,,,,,,,,,
3,0.8565569519996643,0.0006666666666666,,,,,,,,,,,,,,,,,
4,0.8568196892738342,0.0008333333333333,,,,,,,,,,,,,,,,,
5,0.8510364294052124,0.001,,,,,,,,,,,,,,,,,
6,0.8555543422698975,0.0011666666666666,,,,,,,,,,,,,,,,,
7,0.8523841500282288,0.0013333333333333,,,,,,,,,,,,,,,,,
8,0.8544211387634277,0.0015,,,,,,,,,,,,,,,,,
9,0.8540564179420471,0.0016666666666666,,,,,,,,,,,,,,,,,
10,0.8513439893722534,0.0018333333333333,,,,,,,,,,,,,,,,,
11,0.8603625893592834,0.002,,,,,,,,,,,,,,,,,
12,0.8527904152870178,0.0021666666666666,,,,,,,,,,,,,,,,,
13,0.8583093881607056,0.0023333333333333,,,,,,,,,,,,,,,,,
14,0.8575189113616943,0.0025,,,,,,,,,,,,,,,,,
15,0.8559343814849854,0.0026666666666666,,,,,,,,,,,,,,,,,
16,0.857930064201355,0.0028333333333333,,,,,,,,,,,,,,,,,
17,0.853775143623352,0.003,,,,,,,,,,,,,,,,,
18,0.8551638722419739,0.0031666666666666,,,,,,,,,,,,,,,,,
19,0.8578229546546936,0.0033333333333333,,,,,,,,,,,,,,,,,
20,0.8582925796508789,0.0035,,,,,,,,,,,,,,,,,
21,0.8545732498168945,0.0036666666666666,,,,,,,,,,,,,,,,,
22,0.852783739566803,0.0038333333333333,,,,,,,,,,,,,,,,,
23,0.8572641015052795,0.004,,,,,,,,,,,,,,,,,
24,0.8571478724479675,0.0041666666666666,,,,,,,,,,,,,,,,,
25,0.8563346862792969,0.0043333333333333,,,,,,,,,,,,,,,,,
26,0.8493542671203613,0.0045,,,,,,,,,,,,,,,,,
27,0.8547345399856567,0.0046666666666666,,,,,,,,,,,,,,,,,
28,0.8531357645988464,0.0048333333333333,,,,,,,,,,,,,,,,,
29,0.8522143363952637,0.005,,,,,,,,,,,,,,,,,
30,0.853222668170929,0.0051666666666666,,,,,,,,,,,,,,,,,
31,0.855684220790863,0.0053333333333333,,,,,,,,,,,,,,,,,
32,0.8514090776443481,0.0055,,,,,,,,,,,,,,,,,
33,0.8549131751060486,0.0056666666666666,,,,,,,,,,,,,,,,,
34,0.8543429970741272,0.0058333333333333,,,,,,,,,,,,,,,,,
35,0.8536469340324402,0.006,,,,,,,,,,,,,,,,,
36,0.8494995832443237,0.0061666666666666,,,,,,,,,,,,,,,,,
37,0.85792475938797,0.0063333333333333,,,,,,,,,,,,,,,,,
38,0.8587819933891296,0.0065,,,,,,,,,,,,,,,,,
39,0.8599553108215332,0.0066666666666666,,,,,,,,,,,,,,,,,
40,0.8588972687721252,0.0068333333333333,,,,,,,,,,,,,,,,,
41,0.8566875457763672,0.007,,,,,,,,,,,,,,,,,
42,0.8530566692352295,0.0071666666666666,,,,,,,,,,,,,,,,,
43,0.8540915250778198,0.0073333333333333,,,,,,,,,,,,,,,,,
44,0.8594996929168701,0.0075,,,,,,,,,,,,,,,,,
45,0.852973461151123,0.0076666666666666,,,,,,,,,,,,,,,,,
46,0.8531478047370911,0.0078333333333333,,,,,,,,,,,,,,,,,
47,0.8541802167892456,0.008,,,,,,,,,,,,,,,,,
48,0.8581253290176392,0.0081666666666666,,,,,,,,,,,,,,,,,
49,0.8564658761024475,0.0083333333333333,,,,,,,,,,,,,,,,,
50,0.8527001142501831,0.0085,,,,,,,,,,,,,,,,,
51,0.8607044219970703,0.0086666666666666,,,,,,,,,,,,,,,,,
52,0.8563417196273804,0.0088333333333333,,,,,,,,,,,,,,,,,
53,0.8545590043067932,0.009,,,,,,,,,,,,,,,,,
54,0.8570566177368164,0.0091666666666666,,,,,,,,,,,,,,,,,
55,0.8556072115898132,0.0093333333333333,,,,,,,,,,,,,,,,,
56,0.8539596199989319,0.0095,,,,,,,,,,,,,,,,,
57,0.8543117046356201,0.0096666666666666,,,,,,,,,,,,,,,,,
58,0.8499542474746704,0.0098333333333333,,,,,,,,,,,,,,,,,
59,0.8562724590301514,0.01,,,,,,,,,,,,,,,,,
60,0.8600624203681946,0.0101666666666666,,,,,,,,,,,,,,,,,
61,0.8582793474197388,0.0103333333333333,,,,,,,,,,,,,,,,,
62,0.8506953716278076,0.0105,,,,,,,,,,,,,,,,,
63,0.8590647578239441,0.0106666666666666,,,,,,,,,,,,,,,,,
64,0.8575968146324158,0.0108333333333333,,,,,,,,,,,,,,,,,
65,0.8597710132598877,0.011,,,,,,,,,,,,,,,,,
66,0.859309196472168,0.0111666666666666,,,,,,,,,,,,,,,,,
67,0.8530822992324829,0.0113333333333333,,,,,,,,,,,,,,,,,
68,0.8578876256942749,0.0115,,,,,,,,,,,,,,,,,
69,0.8589944243431091,0.0116666666666666,,,,,,,,,,,,,,,,,
70,0.8551796674728394,0.0118333333333333,,,,,,,,,,,,,,,,,
71,0.8557472229003906,0.012,,,,,,,,,,,,,,,,,
72,0.8564910888671875,0.0121666666666666,,,,,,,,,,,,,,,,,
73,0.8512668609619141,0.0123333333333333,,,,,,,,,,,,,,,,,
74,0.8564794659614563,0.0125,,,,,,,,,,,,,,,,,
75,0.853593647480011,0.0126666666666666,,,,,,,,,,,,,,,,,
76,0.8550733327865601,0.0128333333333333,,,,,,,,,,,,,,,,,
77,0.8502951264381409,0.013,,,,,,,,,,,,,,,,,
78,0.85816890001297,0.0131666666666666,,,,,,,,,,,,,,,,,
79,0.8580377697944641,0.0133333333333333,,,,,,,,,,,,,,,,,
80,0.8551514744758606,0.0135,,,,,,,,,,,,,,,,,
81,0.855130136013031,0.0136666666666666,,,,,,,,,,,,,,,,,
82,0.856061577796936,0.0138333333333333,,,,,,,,,,,,,,,,,
83,0.8564421534538269,0.014,,,,,,,,,,,,,,,,,
84,0.8575403094291687,0.0141666666666666,,,,,,,,,,,,,,,,,
85,0.8578768372535706,0.0143333333333333,,,,,,,,,,,,,,,,,
86,0.8535045385360718,0.0145,,,,,,,,,,,,,,,,,
87,0.8570817112922668,0.0146666666666666,,,,,,,,,,,,,,,,,
88,0.8518041968345642,0.0148333333333333,,,,,,,,,,,,,,,,,
89,0.8498106002807617,0.015,,,,,,,,,,,,,,,,,
90,0.8555941581726074,0.0151666666666666,,,,,,,,,,,,,,,,,
91,0.8552677035331726,0.0153333333333333,,,,,,,,,,,,,,,,,
92,0.8527235984802246,0.0155,,,,,,,,,,,,,,,,,
93,0.8576367497444153,0.0156666666666666,,,,,,,,,,,,,,,,,
94,0.8571518063545227,0.0158333333333333,,,,,,,,,,,,,,,,,
95,0.8586393594741821,0.016,,,,,,,,,,,,,,,,,
96,0.8534871935844421,0.0161666666666666,,,,,,,,,,,,,,,,,
97,0.8521837592124939,0.0163333333333333,,,,,,,,,,,,,,,,,
98,0.8524239659309387,0.0165,,,,,,,,,,,,,,,,,
99,0.8512564897537231,0.0166666666666666,,,,,,,,,,,,,,,,,
100,0.8517789840698242,0.0168333333333333,,,,,,,,,,,,,,,,,
500,0.0536733902990818,0.0835,,,,,,,,,,,,,,,,,
655,,,0.9866635621993776,0.0550604044845798,0.034243421960167,0.9841248771014536,0.0647941802007295,0.0328590586083871,43793.0,0.9831244137496478,0.0680786512103661,0.0347049228339733,43793.0,254.6069839000702,469.0876405239105,254.6069839000702,212.8828511238098,0.0306043624877929,0.0
1000,0.0634214505553245,0.1668333333333333,,,,,,,,,,,,,,,,,
1308,,,0.9867431066440968,0.0543341090732198,0.0403806421159795,0.9841009266002384,0.0644726815102942,0.0400262929123713,43793.0,0.9831197806081124,0.0675837342931237,0.0376532453126197,43793.0,494.00705671310425,775.4453372955322,494.00705671310425,278.4904844760895,0.0582895278930664,0.0
1500,0.0512432977557182,0.2501666666666666,,,,,,,,,,,,,,,,,
1963,,,0.9868603868411928,0.0537792907236266,0.0427573949086563,0.9841394909666016,0.0640935075265465,0.0426418176782358,43793.0,0.983158530519135,0.0672208421661368,0.0418999452431554,43793.0,733.45046043396,1083.872689962387,733.45046043396,346.02077627182007,0.0867772102355957,0.0
2000,0.0569709613919258,0.3335,,,,,,,,,,,,,,,,,
2500,0.0550479888916015,0.4168333333333333,,,,,,,,,,,,,,,,,
2614,,,0.9867955943378238,0.0542681818092465,0.0388421596510649,0.9841346196782188,0.0643928380491464,0.0421321637212389,43793.0,0.9831505278201196,0.0675754156980943,0.0418097635572585,43793.0,972.7296278476716,1392.0171313285828,972.7296278476716,413.3395547866821,0.1148848533630371,0.0
3000,0.0478603653609752,0.5001666666666666,,,,,,,,,,,,,,,,,
3258,,,0.9867858777342178,0.054364486125782,0.0396001300623773,0.9841366493817116,0.0643753952847552,0.0433605833173754,43793.0,0.9831513702094896,0.0675631549840598,0.0424455619213263,43793.0,1211.8070800304413,1704.2859897613523,1211.8070800304413,484.9086277484894,0.1428234577178955,0.0
3500,0.0540135391056537,0.5835,,,,,,,,,,,,,,,,,
3895,,,0.9865155895574304,0.0550149111293733,0.0414660032345381,0.9841277186863434,0.0643699341137949,0.0414980304915892,43793.0,0.9831484218466944,0.0675453989956191,0.0416749889851862,43793.0,1450.8466486930847,2017.741658687592,1450.8466486930847,557.600170135498,0.17564058303833,0.0
4000,0.053483497351408,0.6668333333333333,,,,,,,,,,,,,,,,,
4500,0.0574793629348278,0.7501666666666666,,,,,,,,,,,,,,,,,
4538,,,0.9867978116702394,0.054683114474123,0.0409644490171656,0.9841265008642478,0.0645400169236677,0.0427166471363428,43793.0,0.983142103926419,0.0677648545888529,0.0431268844998108,43793.0,1690.0129747390747,2332.1785185337067,1690.0129747390747,631.1314988136292,0.2068538665771484,0.0
5000,0.0544300377368927,0.8335,,,,,,,,,,,,,,,,,
5187,,,0.9868628723181012,0.0544212070789484,0.0407649531538989,0.9841191939316736,0.0645766847858297,0.0446990140664726,43793.0,0.983140840342364,0.0678075334565468,0.0424591046829458,43793.0,1929.291661977768,2646.0719816684723,1929.291661977768,703.9219934940338,0.2402586936950683,0.0
5500,0.0535205751657485,0.9168333333333332,,,,,,,,,,,,,,,,,
5841,,,0.9868490745925332,0.0546705777991436,0.0357700487283824,0.9841200058130708,0.0646391045110566,0.041366696105384,43793.0,0.983141261537049,0.0678625783369464,0.0390787383451159,43793.0,2168.59646487236,2960.450750350952,2168.59646487236,777.3149728775024,0.26849365234375,0.0
6000,0.053393866866827,1.0,,,,,,,,,,,,,,,,,
6500,0.0503313019871711,1.0,,,,,,,,,,,,,,,,,
6502,,,0.9866620895948032,0.0552427303041153,0.0373766441003491,0.984117976109578,0.0645713377856909,0.0407445240403806,43793.0,0.983142103926419,0.0677491519245016,0.0397811641990672,43793.0,2407.721554756165,3274.480412006378,2407.721554756165,850.4672887325287,0.2971448898315429,0.0
7000,0.0512436628341674,1.0,,,,,,,,,,,,,,,,,
7161,,,0.9866877404242276,0.0551875793785092,0.0368496285471813,0.9841191939316736,0.0644316117286822,0.0398151287453748,43793.0,0.9831404191476788,0.0675657216391717,0.0400125604430405,43793.0,2647.160069227218,3589.391745328903,2647.160069227218,924.1790063381196,0.3295769691467285,0.0
7500,0.0572332590818405,1.0,,,,,,,,,,,,,,,,,
7822,,,0.9867017307164464,0.0552373909318633,0.037791924847116,0.984117976109578,0.0645503176688936,0.0388870606190765,43793.0,0.983142103926419,0.0676876048511519,0.0393175683182104,43793.0,2886.53533411026,3903.90595126152,2886.53533411026,997.7297840118408,0.361541748046875,0.0
8000,0.0533331222832202,1.0,,,,,,,,,,,,,,,,,
8473,,,0.9868424576604964,0.054821921770382,0.0398186557513745,0.984121629575865,0.0643986163612774,0.0403960998978673,43793.0,0.9831391555636236,0.0675167511758702,0.0408904629404716,43793.0,3125.49920797348,4218.881389141083,3125.49920797348,1071.6683537960052,0.3922696113586426,0.0
8500,0.055957842618227,1.0,,,,,,,,,,,,,,,,,
9000,0.0537850894033908,1.0,,,,,,,,,,,,,,,,,
9131,,,0.9867685380957052,0.0550746857842401,0.0414462357110998,0.9841171642281809,0.0644028723957889,0.0411602092668311,43793.0,0.9831404191476788,0.0675039639684794,0.0408631077067147,43793.0,3364.5654797554016,4532.215833902359,3364.5654797554016,1144.0011894702911,0.4231247901916504,0.0
9500,0.0596025399863719,1.0,,,,,,,,,,,,,,,,,
