global_step,grad_norm,loss,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,5.0897317,11.161899,,,,,,,,,,,,,,,,,
1,,,0.0006411063950508,11.187444686889648,0.0,0.0004835649742744,11.20610237121582,0.0,3000.0,0.0007088489946909,11.187689781188965,0.0,3003.0,35.45583200454712,928.1203303337096,35.45583200454712,892.6644535064697,0.0,0.0
100,0.19878794,7.5863404,,,,,,,,,,,,,,,,,
200,0.18245147,7.185742,,,,,,,,,,,,,,,,,
300,1.0319748,7.154683,,,,,,,,,,,,,,,,,
400,0.864915,7.315954,,,,,,,,,,,,,,,,,
500,0.37216163,7.2722235,,,,,,,,,,,,,,,,,
600,0.7596661,7.3954716,,,,,,,,,,,,,,,,,
700,1.1544634,7.342768,,,,,,,,,,,,,,,,,
800,0.3266725,7.3425045,,,,,,,,,,,,,,,,,
900,0.22482674,7.3593855,,,,,,,,,,,,,,,,,
1000,0.18168058,7.4137216,,,,,,,,,,,,,,,,,
1100,1.323197,7.3377004,,,,,,,,,,,,,,,,,
1200,0.37656382,7.255873,,,,,,,,,,,,,,,,,
1300,1.2410898,7.2480183,,,,,,,,,,,,,,,,,
1400,0.6954875,7.319521,,,,,,,,,,,,,,,,,
1500,1.0495567,7.253173,,,,,,,,,,,,,,,,,
1600,1.3208112,7.22118,,,,,,,,,,,,,,,,,
1700,0.4158028,7.303668,,,,,,,,,,,,,,,,,
1800,0.20465416,7.2838087,,,,,,,,,,,,,,,,,
1900,0.2345272,7.201375,,,,,,,,,,,,,,,,,
2000,0.35780135,7.189061,,,,,,,,,,,,,,,,,
2100,2.1178348,7.1568904,,,,,,,,,,,,,,,,,
2200,0.384675,7.1663485,,,,,,,,,,,,,,,,,
2300,0.2902174,7.1699543,,,,,,,,,,,,,,,,,
2400,2.860358,7.3294153,,,,,,,,,,,,,,,,,
