global_step,grad_norm,loss,lr,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,4.3752117,0.812081,0.0,,,,,,,,,,,,,,
1,,,,0.2339551448822021,0.8502061026436942,0.2301900731625017,0.8624807517717712,3554.0,0.252564976449054,0.8599138001562063,3581.0,68.69969177246094,299.7161157131195,68.69969177246094,231.01593685150144,0.0,0.0
1,4.0302052,0.93605536,1.0239892e-06,,,,,,,,,,,,,,
2,4.902553,0.86437505,2.0482112e-06,,,,,,,,,,,,,,
3,4.5668483,0.835207,3.0722003e-06,,,,,,,,,,,,,,
4,4.5582037,0.8366444,4.0964223e-06,,,,,,,,,,,,,,
5,4.3552985,0.8470756,5.1206443e-06,,,,,,,,,,,,,,
6,3.7594135,0.8362352,6.1446335e-06,,,,,,,,,,,,,,
7,3.9381826,0.8184916,7.1686227e-06,,,,,,,,,,,,,,
8,4.0827174,0.820054,8.192845e-06,,,,,,,,,,,,,,
9,3.573022,0.7978814,9.216834e-06,,,,,,,,,,,,,,
10,4.57416,0.7763058,1.0241056e-05,,,,,,,,,,,,,,
11,4.3354554,0.7577133,1.1265278e-05,,,,,,,,,,,,,,
12,3.8895876,0.7603284,1.2289267e-05,,,,,,,,,,,,,,
13,3.5551944,0.8245228,1.3313256e-05,,,,,,,,,,,,,,
14,3.7016203,0.7244972,1.4337478e-05,,,,,,,,,,,,,,
15,3.0426786,0.7688158,1.5361467e-05,,,,,,,,,,,,,,
16,3.3035312,0.7343988,1.6385457e-05,,,,,,,,,,,,,,
17,3.1510499,0.7865031,1.7409911e-05,,,,,,,,,,,,,,
18,3.0709803,0.67668533,1.84339e-05,,,,,,,,,,,,,,
19,2.7125115,0.71375984,1.945789e-05,,,,,,,,,,,,,,
20,2.8693452,0.64057535,2.0482112e-05,,,,,,,,,,,,,,
21,2.080249,0.70902324,2.15061e-05,,,,,,,,,,,,,,
22,1.9601432,0.6897047,2.253009e-05,,,,,,,,,,,,,,
23,2.0608063,0.6237957,2.3554312e-05,,,,,,,,,,,,,,
24,1.3018523,0.6116487,2.4578534e-05,,,,,,,,,,,,,,
25,1.1438724,0.6521345,2.5602523e-05,,,,,,,,,,,,,,
26,1.1630942,0.7139291,2.6626745e-05,,,,,,,,,,,,,,
27,0.9401975,0.61013925,2.7650734e-05,,,,,,,,,,,,,,
28,0.9816024,0.62614095,2.8674724e-05,,,,,,,,,,,,,,
29,0.9068078,0.63096434,2.9698946e-05,,,,,,,,,,,,,,
30,0.911975,0.6153813,3.0723168e-05,,,,,,,,,,,,,,
31,0.84308547,0.6562902,3.1747157e-05,,,,,,,,,,,,,,
32,0.78667235,0.68238896,3.277138e-05,,,,,,,,,,,,,,
33,0.9137099,0.6588987,3.3795368e-05,,,,,,,,,,,,,,
34,1.3040408,0.6472159,3.4819357e-05,,,,,,,,,,,,,,
35,0.9532048,0.6141118,3.584358e-05,,,,,,,,,,,,,,
36,0.808137,0.65435886,3.686757e-05,,,,,,,,,,,,,,
37,1.453844,0.6898602,3.789179e-05,,,,,,,,,,,,,,
38,1.5241334,0.5981218,3.8916012e-05,,,,,,,,,,,,,,
39,1.4965516,0.5888974,3.994e-05,,,,,,,,,,,,,,
40,1.8575798,0.579668,4.096399e-05,,,,,,,,,,,,,,
41,1.6720877,0.6756481,4.1988213e-05,,,,,,,,,,,,,,
42,1.3119688,0.6172671,4.30122e-05,,,,,,,,,,,,,,
43,1.679692,0.6167416,4.4036424e-05,,,,,,,,,,,,,,
44,1.1689916,0.5753549,4.5060646e-05,,,,,,,,,,,,,,
45,1.3454112,0.5832453,4.6084635e-05,,,,,,,,,,,,,,
46,1.0624576,0.57877487,4.7108624e-05,,,,,,,,,,,,,,
47,1.1607184,0.62067235,4.8132846e-05,,,,,,,,,,,,,,
48,1.3933395,0.704998,4.9156835e-05,,,,,,,,,,,,,,
49,1.4912692,0.6455371,5.0180824e-05,,,,,,,,,,,,,,
50,0.8449316,0.6887673,5.120528e-05,,,,,,,,,,,,,,
51,1.1478639,0.61884665,5.222927e-05,,,,,,,,,,,,,,
52,1.0148051,0.5727524,5.3253258e-05,,,,,,,,,,,,,,
53,1.2727219,0.63385683,5.427748e-05,,,,,,,,,,,,,,
54,0.9962307,0.59082,5.530147e-05,,,,,,,,,,,,,,
55,0.6911153,0.53517604,5.6325458e-05,,,,,,,,,,,,,,
56,0.8591556,0.49972564,5.7349913e-05,,,,,,,,,,,,,,
57,0.56400603,0.5277502,5.8373902e-05,,,,,,,,,,,,,,
58,0.8503669,0.52974254,5.939789e-05,,,,,,,,,,,,,,
59,0.69437385,0.529624,6.0422113e-05,,,,,,,,,,,,,,
60,0.8413014,0.636348,6.14461e-05,,,,,,,,,,,,,,
61,0.60394347,0.55517423,6.247009e-05,,,,,,,,,,,,,,
62,0.5080433,0.5757411,6.349431e-05,,,,,,,,,,,,,,
63,0.51638395,0.58292896,6.4518536e-05,,,,,,,,,,,,,,
64,0.56273854,0.57110626,6.5542525e-05,,,,,,,,,,,,,,
65,0.52093434,0.52126867,6.656675e-05,,,,,,,,,,,,,,
66,0.5131701,0.51242816,6.7590736e-05,,,,,,,,,,,,,,
67,0.58732396,0.5293464,6.8614725e-05,,,,,,,,,,,,,,
68,0.48813638,0.54617745,6.963895e-05,,,,,,,,,,,,,,
69,0.590631,0.53456074,7.066317e-05,,,,,,,,,,,,,,
70,0.51268595,0.5236379,7.168716e-05,,,,,,,,,,,,,,
71,0.5251773,0.55687654,7.271138e-05,,,,,,,,,,,,,,
72,0.78062063,0.5189508,7.373537e-05,,,,,,,,,,,,,,
73,0.42870954,0.48816818,7.475936e-05,,,,,,,,,,,,,,
74,0.47400925,0.51267385,7.578358e-05,,,,,,,,,,,,,,
75,0.93953586,0.5505257,7.680757e-05,,,,,,,,,,,,,,
76,0.8010394,0.46828577,7.783179e-05,,,,,,,,,,,,,,
77,0.5924336,0.52700305,7.8856014e-05,,,,,,,,,,,,,,
78,0.54189557,0.5697596,7.988e-05,,,,,,,,,,,,,,
79,0.7376896,0.44987568,8.090399e-05,,,,,,,,,,,,,,
80,0.7344017,0.46411392,8.1928214e-05,,,,,,,,,,,,,,
81,0.70742226,0.43621412,8.29522e-05,,,,,,,,,,,,,,
82,0.45879638,0.5418174,8.397619e-05,,,,,,,,,,,,,,
83,0.42757353,0.43903542,8.500065e-05,,,,,,,,,,,,,,
84,0.8789718,0.524738,8.602464e-05,,,,,,,,,,,,,,
85,0.4635249,0.44109115,8.7048626e-05,,,,,,,,,,,,,,
86,0.4030855,0.48587203,8.807285e-05,,,,,,,,,,,,,,
87,0.41674247,0.49836466,8.909684e-05,,,,,,,,,,,,,,
88,0.4128236,0.44088554,9.0120826e-05,,,,,,,,,,,,,,
89,0.39449763,0.41288632,9.114528e-05,,,,,,,,,,,,,,
90,0.47704643,0.44994438,9.216927e-05,,,,,,,,,,,,,,
91,0.5149095,0.5906155,9.319326e-05,,,,,,,,,,,,,,
92,0.3781289,0.4515702,9.421748e-05,,,,,,,,,,,,,,
93,0.38234687,0.5323569,9.524147e-05,,,,,,,,,,,,,,
94,0.4654256,0.44083863,9.626546e-05,,,,,,,,,,,,,,
95,0.4069887,0.43606883,9.728968e-05,,,,,,,,,,,,,,
96,0.3363035,0.45283353,9.83139e-05,,,,,,,,,,,,,,
