global_step,grad_norm,loss,lr,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,11.996974,1.0697937,0.0,,,,,,,,,,,,,,
1,,,,0.1360632862363542,1.0907158851623535,0.1350304083537035,1.0871243366848973,3554.0,0.1563691557602188,1.0874347958408963,3581.0,64.42269277572632,290.46938610076904,64.42269277572632,226.0465745925904,0.0,0.0
100,0.35660166,0.40725672,0.00039534504,,,,,,,,,,,,,,
200,0.5433086,0.44752613,0.0007906902,,,,,,,,,,,,,,
300,0.20194334,0.3561819,0.0011860352,,,,,,,,,,,,,,
305,,,,0.6589726039341518,0.3557454858507429,0.6350440442327308,0.3807199249525183,3554.0,0.6556025944219491,0.3823306614445162,3581.0,144.9840009212494,375.6343262195587,144.9840009212494,230.60531330108645,0.0334842205047607,0.0
400,0.71019626,0.3260359,0.0014271917,,,,,,,,,,,,,,
497,,,,0.6742379324776786,0.3256123065948486,0.6542230969945836,0.3502838529759602,3554.0,0.6712012782305921,0.3525221887762671,3581.0,224.97332620620728,459.7817385196686,224.97332620620728,234.7223074436188,0.0676114559173584,0.0
500,0.27691302,0.2972274,0.0014271429,,,,,,,,,,,,,,
600,1.7651813,0.31166515,0.0014270392,,,,,,,,,,,,,,
686,,,,0.6923225947788784,0.3112190791538783,0.6701846318628658,0.3360071563291362,3554.0,0.6888321037899678,0.3377919051940798,3581.0,305.2684118747711,544.2322325706482,305.2684118747711,238.83347058296204,0.1050155162811279,0.0
700,1.6414788,0.25736922,0.0014268806,,,,,,,,,,,,,,
800,0.22237156,0.22199096,0.0014266672,,,,,,,,,,,,,,
875,,,,0.7002546446663993,0.3038336208888462,0.6789330958515053,0.3277587547151976,3554.0,0.6967226660674393,0.3302105922533859,3581.0,385.4016604423523,628.5120987892151,385.4016604423523,242.94155740737915,0.1367087364196777,0.0
900,1.1599134,0.45095095,0.001426399,,,,,,,,,,,,,,
1000,1.2888838,0.23409566,0.001426076,,,,,,,,,,,,,,
1100,1.4312804,0.27856657,0.0014256982,,,,,,,,,,,,,,
1143,,,,0.7075182369777134,0.2982116426740374,0.6853449815568725,0.3225477537413829,3554.0,0.7031980172045169,0.32471364438617,3581.0,465.5646593570709,712.8293380737305,465.5646593570709,247.0560576915741,0.1665332317352295,0.0
1200,1.6001321,0.30342308,0.0014252657,,,,,,,,,,,,,,
1300,0.22458112,0.37321037,0.0014247784,,,,,,,,,,,,,,
1400,1.2213461,0.28478384,0.0014242363,,,,,,,,,,,,,,
1487,,,,0.7146291732788086,0.2918840135846819,0.6928709563607907,0.3153865472882667,3554.0,0.7106937002583077,0.3173123178319603,3581.0,545.766261100769,797.1818027496338,545.766261100769,251.16771006584167,0.1929805278778076,0.0
1500,0.99993426,0.30226198,0.0014236398,,,,,,,,,,,,,,
1600,0.38021013,0.40311837,0.0014229887,,,,,,,,,,,,,,
1700,0.39077592,0.399337,0.0014222829,,,,,,,,,,,,,,
1800,0.73722607,0.2671229,0.0014215227,,,,,,,,,,,,,,
1831,,,,0.7007613863263812,0.3082128252301897,0.6779071419307471,0.3329792355444569,3554.0,0.6964575270306828,0.3350002072570511,3581.0,625.8940439224243,881.4543416500092,625.8940439224243,255.2737672328949,0.2188475131988525,0.0
1900,0.49464345,0.28299993,0.0014207081,,,,,,,,,,,,,,
2000,0.22850695,0.3203633,0.0014198391,,,,,,,,,,,,,,
2100,0.25838733,0.33044264,0.0014189157,,,,,,,,,,,,,,
2171,,,,0.7155224936349052,0.290614196232387,0.6960467079347215,0.3127076294426175,3554.0,0.7127317052019339,0.3153848613450328,3581.0,705.890189409256,965.6062741279602,705.890189409256,259.3919484615326,0.2440617084503173,0.0
2200,0.90121996,0.31035638,0.0014179382,,,,,,,,,,,,,,
2300,0.24554695,0.30196115,0.0014169065,,,,,,,,,,,,,,
2400,0.36725676,0.2866562,0.0014158208,,,,,,,,,,,,,,
2500,0.44033733,0.31376058,0.001414681,,,,,,,,,,,,,,
2513,,,,0.7101208823067802,0.296234198978969,0.6892800832908342,0.3189937353268324,3554.0,0.7067316135725007,0.3211426872076585,3581.0,785.8828682899475,1049.7454409599304,785.8828682899475,263.501327753067,0.2686693668365478,0.0
2600,0.44308284,0.37021998,0.0014134872,,,,,,,,,,,,,,
2700,0.13477992,0.29909772,0.0014122397,,,,,,,,,,,,,,
2800,0.20111626,0.29731274,0.0014109386,,,,,,,,,,,,,,
2855,,,,0.7197918891906738,0.2868247372763498,0.6993874639490715,0.3089682042900605,3554.0,0.7165444168222913,0.3111166614488795,3581.0,865.9603743553162,1133.9720437526703,865.9603743553162,267.6127738952637,0.2937252521514892,0.0
2900,0.92726564,0.2627885,0.0014095837,,,,,,,,,,,,,,
3000,0.40695807,0.371033,0.0014081754,,,,,,,,,,,,,,
3100,1.0780005,0.3304382,0.0014067137,,,,,,,,,,,,,,
3197,,,,0.7109874316624233,0.2888059275490897,0.692076915425401,0.3102063558446469,3554.0,0.7089861475932002,0.3122901522357582,3581.0,946.0242257118224,1218.1852734088898,946.0242257118224,271.7237968444824,0.3194038867950439,0.0
3200,0.3584357,0.25982195,0.0014051987,,,,,,,,,,,,,,
3300,0.3848089,0.27389228,0.0014036305,,,,,,,,,,,,,,
3400,0.12339793,0.2927367,0.0014020093,,,,,,,,,,,,,,
3500,0.35039824,0.29111326,0.0014003351,,,,,,,,,,,,,,
3541,,,,0.7188834462847028,0.286876916885376,0.70034032681046,0.3084313559545582,3554.0,0.7167441062639626,0.3106069386388229,3581.0,1026.0673315525055,1302.3753225803375,1026.0673315525055,275.8315691947937,0.3460495471954345,0.0
3600,0.32057482,0.28616768,0.0013986082,,,,,,,,,,,,,,
3700,1.0009254,0.32759643,0.0013968286,,,,,,,,,,,,,,
3800,0.3143137,0.26256803,0.0013949963,,,,,,,,,,,,,,
3885,,,,0.7216226713997977,0.2821144717080252,0.70231433497028,0.3034645643003482,3554.0,0.7191487652933887,0.3055976925199839,3581.0,1106.1660361289978,1386.6264445781708,1106.1660361289978,279.94622707366943,0.3716423511505127,0.0
3900,0.59487593,0.24706548,0.0013931117,,,,,,,,,,,,,,
4000,0.5462196,0.23953037,0.0013911749,,,,,,,,,,,,,,
4100,0.40703958,0.25866982,0.001389186,,,,,,,,,,,,,,
4200,0.58607775,0.2690773,0.0013871453,,,,,,,,,,,,,,
4228,,,,0.7240551539829799,0.2801255668912615,0.703053008054305,0.3023217952043472,3554.0,0.7204110561819325,0.3043289248485932,3581.0,1186.3201434612274,1470.9321880340576,1186.3201434612274,284.0602169036865,0.3971905708312988,0.0
4300,0.21619803,0.39120045,0.0013850525,,,,,,,,,,,,,,
4400,0.45261258,0.33995953,0.0013829083,,,,,,,,,,,,,,
4500,0.93621546,0.27664056,0.0013807125,,,,,,,,,,,,,,
4573,,,,0.7226231438773019,0.2817941222872053,0.7008101292118036,0.3048707428579593,3554.0,0.7179158585459718,0.3067068586266929,3581.0,1266.415386915207,1555.1789436340332,1266.415386915207,288.17292833328247,0.4235830307006836,0.0
4600,0.7820862,0.29231724,0.0013784656,,,,,,,,,,,,,,
4700,0.5652894,0.25917983,0.0013761674,,,,,,,,,,,,,,
4800,0.5102851,0.22788104,0.0013738184,,,,,,,,,,,,,,
4900,0.18047477,0.30537647,0.0013714185,,,,,,,,,,,,,,
4917,,,,0.7265450613839286,0.2831155232020786,0.70512298257685,0.3055668939816932,3554.0,0.7225222146833985,0.3073206531106011,3581.0,1346.4792025089264,1639.3961567878723,1346.4792025089264,292.2871446609497,0.4504446983337402,0.0
5000,0.44562078,0.26690802,0.0013689679,,,,,,,,,,,,,,
5100,0.5001892,0.32649425,0.0013664672,,,,,,,,,,,,,,
