global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,143.77222,11.400638,,,,,,,,,,,,,,
1,,,0.0010961415246129,521.5838012695312,0.0009999999310821,526.8642578125,50000.0,0.0010000000474974,520.9468994140625,10000.0,32.07741451263428,63.98516511917114,32.07741451263428,31.90765190124512,0.0,0.0
100,70.83219,7.331469,,,,,,,,,,,,,,
200,56.82376,7.000905,,,,,,,,,,,,,,
300,46.93098,7.0004463,,,,,,,,,,,,,,
400,37.267307,6.9616265,,,,,,,,,,,,,,
500,24.558538,6.9665623,,,,,,,,,,,,,,
600,22.149206,7.0164633,,,,,,,,,,,,,,
700,14.272915,6.884221,,,,,,,,,,,,,,
800,12.427591,6.73219,,,,,,,,,,,,,,
900,12.387955,6.6913633,,,,,,,,,,,,,,
1000,11.238705,6.6745124,,,,,,,,,,,,,,
1100,10.614616,6.631705,,,,,,,,,,,,,,
1200,6.9051976,6.558338,,,,,,,,,,,,,,
1300,6.30307,6.4200716,,,,,,,,,,,,,,
1400,6.1841116,6.4303226,,,,,,,,,,,,,,
1500,5.006153,6.3338785,,,,,,,,,,,,,,
1501,,,0.0347177945077419,6.256690502166748,0.0330800004303455,6.308863639831543,50000.0,0.0254000015556812,6.213626861572266,10000.0,542.2893681526184,597.9303035736084,542.2893681526184,55.56634831428528,0.018155813217163,0.0
1600,4.62363,6.28707,,,,,,,,,,,,,,
1700,4.650316,6.217305,,,,,,,,,,,,,,
1800,4.1835914,6.1561947,,,,,,,,,,,,,,
1900,4.0693135,6.0856624,,,,,,,,,,,,,,
2000,4.057978,6.0572886,,,,,,,,,,,,,,
2100,4.233683,6.029968,,,,,,,,,,,,,,
2200,3.6188698,5.9528728,,,,,,,,,,,,,,
2300,3.703881,5.8797774,,,,,,,,,,,,,,
2400,3.674384,5.876767,,,,,,,,,,,,,,
2500,3.431625,5.7701955,,,,,,,,,,,,,,
2600,3.4538534,5.7065067,,,,,,,,,,,,,,
2700,4.067656,5.6026287,,,,,,,,,,,,,,
2800,4.586108,5.589663,,,,,,,,,,,,,,
2900,3.6654646,5.5691257,,,,,,,,,,,,,,
3000,3.368768,5.429338,,,,,,,,,,,,,,
3001,,,0.150091677904129,5.307068824768066,0.1371999979019165,5.420517921447754,50000.0,0.1016000062227249,5.353071689605713,10000.0,1052.2571456432345,1129.2132441997528,1052.2571456432345,76.79649543762207,0.0464715957641601,0.0
3100,3.6247857,5.468467,,,,,,,,,,,,,,
3200,4.30421,5.35688,,,,,,,,,,,,,,
3300,3.0090086,5.3800635,,,,,,,,,,,,,,
3400,3.5460868,5.311776,,,,,,,,,,,,,,
3500,4.2461014,5.205429,,,,,,,,,,,,,,
3600,4.2740645,5.2114115,,,,,,,,,,,,,,
3700,2.9220414,5.125613,,,,,,,,,,,,,,
3800,10.003626,5.2035737,,,,,,,,,,,,,,
3900,4.2261367,5.178267,,,,,,,,,,,,,,
4000,4.985841,4.9741154,,,,,,,,,,,,,,
4100,3.1051445,4.9445333,,,,,,,,,,,,,,
4200,3.437787,4.9879155,,,,,,,,,,,,,,
4300,3.9655457,4.8450336,,,,,,,,,,,,,,
4400,4.4704795,4.978099,,,,,,,,,,,,,,
4500,2.205655,4.956957,,,,,,,,,,,,,,
4501,,,0.2595065236091614,7.147400856018066,0.2384199947118759,7.373489856719971,50000.0,0.1752000153064727,7.07861852645874,10000.0,1562.2326214313507,1667.509292602539,1562.2326214313507,105.02820682525636,0.0785956382751464,0.0
4600,4.182618,4.9089694,,,,,,,,,,,,,,
4700,2.2407773,4.8595524,,,,,,,,,,,,,,
4800,2.1731513,4.7937603,,,,,,,,,,,,,,
4900,5.0323296,4.8903537,,,,,,,,,,,,,,
5000,2.4916594,4.805874,,,,,,,,,,,,,,
5100,2.183377,4.5828266,,,,,,,,,,,,,,
5200,2.3077848,4.7472243,,,,,,,,,,,,,,
5300,2.0057158,4.649321,,,,,,,,,,,,,,
5400,3.230579,4.8038406,,,,,,,,,,,,,,
5500,1.9694763,4.6758513,,,,,,,,,,,,,,
5600,2.1358442,4.561548,,,,,,,,,,,,,,
5700,1.9252392,4.669426,,,,,,,,,,,,,,
5800,2.3771038,4.648071,,,,,,,,,,,,,,
5900,2.298552,4.54561,,,,,,,,,,,,,,
6000,1.6315202,4.586506,,,,,,,,,,,,,,
6003,,,0.3925183415412903,3.047032117843628,0.3416599929332733,3.324586868286133,50000.0,0.2569999992847442,3.870592355728149,10000.0,2072.4367384910583,2205.8805549144745,2072.4367384910583,133.1047489643097,0.1125311851501464,0.0
6100,3.1825702,4.5101833,,,,,,,,,,,,,,
6200,2.7985508,4.565177,,,,,,,,,,,,,,
6300,2.2511861,4.479741,,,,,,,,,,,,,,
6400,2.5667744,4.544621,,,,,,,,,,,,,,
6500,4.5453,4.4120007,,,,,,,,,,,,,,
6600,2.1441815,4.4945946,,,,,,,,,,,,,,
6700,2.9821324,4.583926,,,,,,,,,,,,,,
6800,2.2143912,4.4450245,,,,,,,,,,,,,,
6900,3.320123,4.4848223,,,,,,,,,,,,,,
7000,1.8577873,4.5257154,,,,,,,,,,,,,,
7100,5.6492786,4.442203,,,,,,,,,,,,,,
7200,1.8717827,4.392749,,,,,,,,,,,,,,
7300,1.559435,4.3707695,,,,,,,,,,,,,,
7400,4.937464,4.3356667,,,,,,,,,,,,,,
7500,1.3673966,4.3155203,,,,,,,,,,,,,,
7505,,,0.4464485049247741,2.70093321800232,0.3985199928283691,2.939131259918213,50000.0,0.2971000075340271,3.549155712127685,10000.0,2582.5266773700714,2744.7095992565155,2582.5266773700714,161.75659680366516,0.1431360244750976,0.0
7600,2.3964462,4.4563346,,,,,,,,,,,,,,
7700,2.989096,4.4275146,,,,,,,,,,,,,,
7800,1.9267577,4.519431,,,,,,,,,,,,,,
7900,1.8187519,4.3735456,,,,,,,,,,,,,,
8000,3.9797642,4.4680734,,,,,,,,,,,,,,
8100,1.450657,4.3519325,,,,,,,,,,,,,,
8200,1.4624945,4.3715563,,,,,,,,,,,,,,
8300,1.2676166,4.2161226,,,,,,,,,,,,,,
8400,3.6721134,4.193574,,,,,,,,,,,,,,
8500,1.7637894,4.290699,,,,,,,,,,,,,,
8600,2.5585501,4.4893556,,,,,,,,,,,,,,
8700,1.5077667,4.3062754,,,,,,,,,,,,,,
8800,2.7755635,4.1840606,,,,,,,,,,,,,,
8900,3.3271194,4.4135337,,,,,,,,,,,,,,
9000,1.4733365,4.207729,,,,,,,,,,,,,,
9007,,,0.4553969800472259,3.200051069259644,0.4216399788856506,3.193485975265503,50000.0,0.317900002002716,4.021493911743164,10000.0,3092.6893610954285,3282.88085269928,3092.6893610954285,189.6741781234741,0.17755126953125,0.0
9100,1.5295625,4.1580753,,,,,,,,,,,,,,
9200,1.2952094,4.154145,,,,,,,,,,,,,,
9300,1.1387249,4.237689,,,,,,,,,,,,,,
9400,1.2259253,4.2450047,,,,,,,,,,,,,,
9500,1.4436135,4.1711364,,,,,,,,,,,,,,
9600,1.4596089,4.281593,,,,,,,,,,,,,,
9700,4.245721,4.544126,,,,,,,,,,,,,,
9800,5.5544286,4.349767,,,,,,,,,,,,,,
9900,1.1712693,4.338629,,,,,,,,,,,,,,
10000,1.0571584,4.2893176,,,,,,,,,,,,,,
10100,1.9608989,4.059224,,,,,,,,,,,,,,
10200,1.3569491,4.1928315,,,,,,,,,,,,,,
10300,4.0347195,4.0929666,,,,,,,,,,,,,,
10400,1.6202701,4.082368,,,,,,,,,,,,,,
10500,1.3989004,4.064578,,,,,,,,,,,,,,
10510,,,0.5080915093421936,3.248798131942749,0.4688400030136108,3.3093926906585693,50000.0,0.3593000173568725,4.325163841247559,10000.0,3602.890423297882,3821.107781648636,3602.890423297882,217.61117672920227,0.2099156379699707,0.0
10600,3.7171116,4.1564913,,,,,,,,,,,,,,
10700,1.1772887,4.0637674,,,,,,,,,,,,,,
10800,1.8605056,4.0261464,,,,,,,,,,,,,,
10900,2.2101436,4.002565,,,,,,,,,,,,,,
11000,2.3781092,4.4495907,,,,,,,,,,,,,,
11100,1.1393098,4.1582184,,,,,,,,,,,,,,
11200,1.8809593,4.083606,,,,,,,,,,,,,,
11300,1.1846356,4.103484,,,,,,,,,,,,,,
11400,1.0891572,3.9920409,,,,,,,,,,,,,,
11500,1.1963521,4.072442,,,,,,,,,,,,,,
11600,1.4854053,4.0780334,,,,,,,,,,,,,,
11700,2.7790701,4.198111,,,,,,,,,,,,,,
11800,1.764607,4.3408556,,,,,,,,,,,,,,
11900,1.5307964,4.131241,,,,,,,,,,,,,,
12000,3.7047563,4.3600183,,,,,,,,,,,,,,
12012,,,0.4302853941917419,3.0230355262756348,0.3937200009822845,3.182741165161133,50000.0,0.2972000241279602,3.83041262626648,10000.0,4112.995894193649,4362.693605184555,4112.995894193649,249.00310134887687,0.2423696517944336,0.0
12100,1.8235295,4.1584196,,,,,,,,,,,,,,
12200,2.736253,4.202096,,,,,,,,,,,,,,
12300,2.9699137,4.1308255,,,,,,,,,,,,,,
12400,4.1857047,4.21121,,,,,,,,,,,,,,
12500,2.2136273,4.1013703,,,,,,,,,,,,,,
12600,8.883983,4.162384,,,,,,,,,,,,,,
12700,0.87360877,3.9968462,,,,,,,,,,,,,,
12800,1.5575185,4.0055156,,,,,,,,,,,,,,
12900,1.0837883,3.960828,,,,,,,,,,,,,,
13000,6.6840024,3.9033594,,,,,,,,,,,,,,
13100,1.068492,3.9098628,,,,,,,,,,,,,,
13200,2.0482428,3.826537,,,,,,,,,,,,,,
13300,2.5450416,3.9305518,,,,,,,,,,,,,,
13400,1.1387817,3.9889417,,,,,,,,,,,,,,
13500,3.2910688,3.9412818,,,,,,,,,,,,,,
13515,,,0.5162627696990967,2.31878399848938,0.4732999801635742,2.5275745391845703,50000.0,0.3610000312328338,3.2129673957824707,10000.0,4623.044763088226,4904.324367523193,4623.044763088226,280.50105929374695,0.2707769870758056,0.0
13600,1.6222571,4.0347557,,,,,,,,,,,,,,
13700,1.6460749,3.9984345,,,,,,,,,,,,,,
13800,1.0474662,4.002314,,,,,,,,,,,,,,
13900,2.2206395,4.048831,,,,,,,,,,,,,,
14000,1.3761083,3.9904535,,,,,,,,,,,,,,
14100,2.2030969,3.9325018,,,,,,,,,,,,,,
14200,2.682193,3.9513535,,,,,,,,,,,,,,
14300,1.2968425,4.044073,,,,,,,,,,,,,,
14400,1.6965916,3.989304,,,,,,,,,,,,,,
14500,0.8152422,3.8871758,,,,,,,,,,,,,,
14600,0.8446378,3.778129,,,,,,,,,,,,,,
14700,1.5402012,3.8404784,,,,,,,,,,,,,,
14800,1.0821522,3.9170392,,,,,,,,,,,,,,
14900,7.501331,3.9312897,,,,,,,,,,,,,,
15000,1.5412456,3.8785672,,,,,,,,,,,,,,
15018,,,0.5809949040412903,1.9916194677352903,0.5319200158119202,2.2232840061187744,50000.0,0.4114000201225281,2.9039835929870605,10000.0,5132.990828990936,5443.620520114899,5132.990828990936,309.7597107887268,0.3071084022521972,0.0
15100,0.95017254,3.781259,,,,,,,,,,,,,,
15200,1.0085073,3.8721654,,,,,,,,,,,,,,
15300,1.5507311,3.8625295,,,,,,,,,,,,,,
15400,0.87663615,3.8926911,,,,,,,,,,,,,,
15500,0.9857107,3.813506,,,,,,,,,,,,,,
15600,3.0890753,3.718568,,,,,,,,,,,,,,
15700,0.8880059,3.800122,,,,,,,,,,,,,,
15800,1.244915,3.822074,,,,,,,,,,,,,,
15900,0.9792816,3.8235843,,,,,,,,,,,,,,
16000,1.1907289,3.6920962,,,,,,,,,,,,,,
16100,1.4746362,3.7846196,,,,,,,,,,,,,,
16200,1.121531,3.7800698,,,,,,,,,,,,,,
16300,1.8436965,3.7788649,,,,,,,,,,,,,,
16400,1.1261342,3.7869205,,,,,,,,,,,,,,
16500,1.5566239,3.7396417,,,,,,,,,,,,,,
16521,,,0.6022002696990967,2.8123443126678467,0.5345799922943115,2.911471605300904,50000.0,0.4108000099658966,3.788501262664795,10000.0,5643.184996843338,5986.924095392227,5643.184996843338,342.7815263271332,0.3396365642547607,0.0
16600,1.1688594,3.8209517,,,,,,,,,,,,,,
16700,1.0671836,3.8097138,,,,,,,,,,,,,,
16800,1.7379689,3.830025,,,,,,,,,,,,,,
16900,2.175224,3.7961626,,,,,,,,,,,,,,
17000,1.0389065,3.739273,,,,,,,,,,,,,,
17100,0.90519947,3.7133193,,,,,,,,,,,,,,
17200,1.1697979,3.8257904,,,,,,,,,,,,,,
17300,1.2511969,3.6943197,,,,,,,,,,,,,,
17400,1.2149203,3.707208,,,,,,,,,,,,,,
17500,4.064577,3.7081616,,,,,,,,,,,,,,
17600,2.2058332,3.7590153,,,,,,,,,,,,,,
17700,1.4526416,3.8231637,,,,,,,,,,,,,,
17800,0.85352993,3.840613,,,,,,,,,,,,,,
17900,13.104361,3.7000124,,,,,,,,,,,,,,
18000,3.1586301,3.7840486,,,,,,,,,,,,,,
18024,,,0.5352559089660645,2.2994842529296875,0.483379989862442,2.5644419193267822,50000.0,0.3634000122547149,3.198628187179565,10000.0,6153.125890493393,6529.3085289001465,6153.125890493393,375.1338653564453,0.3753445148468017,0.0
18100,0.83412653,3.6379328,,,,,,,,,,,,,,
18200,1.0583825,3.7118502,,,,,,,,,,,,,,
18300,1.6261487,4.075534,,,,,,,,,,,,,,
18400,0.94032556,3.7398033,,,,,,,,,,,,,,
18500,0.99408644,3.7705026,,,,,,,,,,,,,,
18600,1.5047457,3.726123,,,,,,,,,,,,,,
18700,0.85911113,3.6669862,,,,,,,,,,,,,,
18800,1.2205753,3.7607303,,,,,,,,,,,,,,
18900,0.87134445,3.7689795,,,,,,,,,,,,,,
19000,1.1751302,3.8540804,,,,,,,,,,,,,,
19100,0.8626795,3.6494315,,,,,,,,,,,,,,
19200,0.9352457,3.6898823,,,,,,,,,,,,,,
19300,2.1150382,3.6932292,,,,,,,,,,,,,,
19400,7.91352,3.7259269,,,,,,,,,,,,,,
19500,1.1857668,3.990775,,,,,,,,,,,,,,
19527,,,0.5421715378761292,2.4383912086486816,0.4953999817371368,2.672727346420288,50000.0,0.3751000165939331,3.3681583404541016,10000.0,6663.086427927017,7071.267732143402,6663.086427927017,407.04147696495056,0.4108047485351562,0.0
19600,1.101549,3.640645,,,,,,,,,,,,,,
19700,1.8400025,3.7478852,,,,,,,,,,,,,,
19800,0.98479956,3.7148914,,,,,,,,,,,,,,
19900,1.9116579,3.7877388,,,,,,,,,,,,,,
20000,0.95090926,3.697682,,,,,,,,,,,,,,
20100,0.91245407,3.6258464,,,,,,,,,,,,,,
20200,0.8957517,3.6005769,,,,,,,,,,,,,,
20300,1.0862652,3.7527032,,,,,,,,,,,,,,
20400,1.0020717,3.6467729,,,,,,,,,,,,,,
20500,1.5635366,3.8238971,,,,,,,,,,,,,,
20600,1.2999419,3.726273,,,,,,,,,,,,,,
20700,1.2105399,3.694334,,,,,,,,,,,,,,
20800,0.8808802,3.7327862,,,,,,,,,,,,,,
20900,0.9433662,3.604203,,,,,,,,,,,,,,
21000,0.8727889,3.695735,,,,,,,,,,,,,,
21031,,,0.6377750039100647,1.801885008811951,0.5802800059318542,2.0693302154541016,50000.0,0.4585000276565552,2.7130110263824463,10000.0,7173.271662473679,7614.842343091965,7173.271662473679,440.3408844470978,0.4448575973510742,0.0
21100,1.1050386,3.6250854,,,,,,,,,,,,,,
21200,0.8480357,3.6312628,,,,,,,,,,,,,,
21300,0.9330823,3.5654027,,,,,,,,,,,,,,
21400,2.3394926,3.659513,,,,,,,,,,,,,,
21500,1.9739861,3.7118692,,,,,,,,,,,,,,
21600,0.8779733,3.5838554,,,,,,,,,,,,,,
21700,0.95454943,3.558331,,,,,,,,,,,,,,
21800,0.9083391,3.6304555,,,,,,,,,,,,,,
21900,1.9251431,3.646294,,,,,,,,,,,,,,
22000,0.8792978,3.6000915,,,,,,,,,,,,,,
22100,3.096965,3.4964004,,,,,,,,,,,,,,
22200,1.1250007,3.6431577,,,,,,,,,,,,,,
22300,1.273593,3.5190842,,,,,,,,,,,,,,
22400,2.4223418,3.6379828,,,,,,,,,,,,,,
22500,0.8782517,3.5471945,,,,,,,,,,,,,,
22535,,,0.6337690949440002,1.937167406082153,0.5807999968528748,2.1794962882995605,50000.0,0.4542000293731689,2.9548492431640625,10000.0,7683.368721723556,8157.632410526276,7683.368721723556,472.9470064640045,0.4758813381195068,0.0
22600,0.9998309,3.6725435,,,,,,,,,,,,,,
22700,1.0383478,3.7176795,,,,,,,,,,,,,,
22800,0.83127725,3.5657127,,,,,,,,,,,,,,
22900,1.079344,3.602772,,,,,,,,,,,,,,
23000,0.966161,3.6665554,,,,,,,,,,,,,,
23100,0.94556797,3.5511885,,,,,,,,,,,,,,
23200,0.9613064,3.6426132,,,,,,,,,,,,,,
23300,1.6899002,3.5367045,,,,,,,,,,,,,,
23400,1.2957572,3.682397,,,,,,,,,,,,,,
23500,1.1630821,3.7691762,,,,,,,,,,,,,,
23600,0.916768,3.5335393,,,,,,,,,,,,,,
23700,0.9035216,3.56808,,,,,,,,,,,,,,
23800,1.7042232,3.656745,,,,,,,,,,,,,,
23900,1.043634,3.572949,,,,,,,,,,,,,,
24000,0.9610879,3.5621557,,,,,,,,,,,,,,
24040,,,0.6508489847183228,2.1357297897338867,0.5920199751853943,2.690078020095825,50000.0,0.4689000248908996,3.494840383529663,10000.0,8193.557049512863,8702.457029342651,8193.557049512863,507.49667596817017,0.5062670707702637,0.0
24100,0.9636616,3.5510547,,,,,,,,,,,,,,
24200,1.8892423,3.5184941,,,,,,,,,,,,,,
24300,1.6577504,3.4739199,,,,,,,,,,,,,,
24400,1.0877529,3.4490013,,,,,,,,,,,,,,
24500,1.8787925,3.628782,,,,,,,,,,,,,,
24600,1.1329056,3.5925274,,,,,,,,,,,,,,
24700,0.9220264,3.5628517,,,,,,,,,,,,,,
24800,0.89274925,3.6194663,,,,,,,,,,,,,,
24900,1.1939667,3.541562,,,,,,,,,,,,,,
25000,1.0722046,3.5346727,,,,,,,,,,,,,,
25100,1.6384827,3.6333227,,,,,,,,,,,,,,
25200,2.805059,3.5947115,,,,,,,,,,,,,,
25300,1.2364448,3.9370117,,,,,,,,,,,,,,
25400,0.88395864,3.5466375,,,,,,,,,,,,,,
25500,0.9415203,3.5060606,,,,,,,,,,,,,,
25545,,,0.4223134517669678,304.5000305175781,0.380620002746582,234.73211669921875,50000.0,0.2968000173568725,277.7525634765625,10000.0,8703.591709136963,9246.86673617363,8703.591709136963,541.7797932624817,0.5421798229217529,0.0
25600,0.95258623,3.5501904,,,,,,,,,,,,,,
25700,1.0693526,3.6908903,,,,,,,,,,,,,,
25800,0.9895647,3.5391436,,,,,,,,,,,,,,
25900,0.97551626,3.5030112,,,,,,,,,,,,,,
26000,0.9551377,3.4579728,,,,,,,,,,,,,,
26100,1.0311537,3.4429789,,,,,,,,,,,,,,
26200,0.9457779,3.4446435,,,,,,,,,,,,,,
26300,1.1430209,3.4812155,,,,,,,,,,,,,,
26400,1.617513,3.5643916,,,,,,,,,,,,,,
26500,1.2163504,3.5185103,,,,,,,,,,,,,,
26600,1.1087095,3.3922193,,,,,,,,,,,,,,
26700,0.96076393,3.441991,,,,,,,,,,,,,,
26800,1.0099128,3.534759,,,,,,,,,,,,,,
26900,1.0661466,3.4172604,,,,,,,,,,,,,,
27000,0.9649834,3.465143,,,,,,,,,,,,,,
