global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,156.63559,11.605438,0.0,,,,,,,,,,,,,,
1,,,,0.0012157206656411,514.4176635742188,0.0009999999310821,527.3427734375,50000.0,0.0010000000474974,513.7190551757812,10000.0,60.262150287628174,97.63600587844849,60.262150287628174,37.37374997138977,0.0,0.0
100,23.001434,7.1268816,7.648417e-05,,,,,,,,,,,,,,
200,13.7248,7.015262,0.00015296845,,,,,,,,,,,,,,
300,9.219072,6.945939,0.00022945274,,,,,,,,,,,,,,
400,7.2964053,6.7751827,0.0003059369,,,,,,,,,,,,,,
500,4.5155306,6.482878,0.00038242107,,,,,,,,,,,,,,
600,3.8518293,6.2533607,0.00045890542,,,,,,,,,,,,,,
700,3.914199,6.041059,0.0005353897,,,,,,,,,,,,,,
800,3.34284,5.937827,0.00061187387,,,,,,,,,,,,,,
900,3.9025478,5.7043343,0.00068835804,,,,,,,,,,,,,,
907,,,,0.0411152727901935,5.984428405761719,0.0394999980926513,6.349891185760498,50000.0,0.0333000011742115,6.1263203620910645,10000.0,570.622465133667,626.8897113800049,570.622465133667,56.20239496231079,0.0325944423675537,0.0
1000,6.554964,5.5626955,0.0007648423,,,,,,,,,,,,,,
1100,3.4452653,5.4105425,0.00084132655,,,,,,,,,,,,,,
1200,3.8942144,5.277991,0.0009178108,,,,,,,,,,,,,,
1300,5.995127,5.1615686,0.000994295,,,,,,,,,,,,,,
1400,7.4570007,4.966388,0.0010707793,,,,,,,,,,,,,,
1500,4.280698,5.032599,0.0011472635,,,,,,,,,,,,,,
1600,3.2404072,4.7853184,0.0012237477,,,,,,,,,,,,,,
1700,4.5073237,4.674317,0.0013002319,,,,,,,,,,,,,,
1800,3.8211734,4.6070023,0.0013767162,,,,,,,,,,,,,,
1803,,,,0.1653380095958709,4.320556640625,0.1497199982404709,4.409268856048584,50000.0,0.1144000068306922,4.851146221160889,10000.0,1080.6718339920044,1155.60294008255,1080.6718339920044,74.80512261390686,0.0619897842407226,0.0
1900,4.2615914,4.3784127,0.0014271957,,,,,,,,,,,,,,
2000,5.472353,4.3167076,0.001427194,,,,,,,,,,,,,,
2100,4.444646,4.320602,0.0014271903,,,,,,,,,,,,,,
2200,4.4305286,4.032857,0.0014271843,,,,,,,,,,,,,,
