global_step,loss,lr,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,12.708332061767578,0.0001000100010001,,,,,,,,,,,,,,,,,
1,,,0.000666904299233,13.173091848819697,0.0,0.0004835649898947,13.190809785371538,0.0,3000.0,0.0007088489919237,13.21097553889954,0.0,3003.0,79.97062635421753,930.3278419971466,79.97062635421753,849.88489818573,0.0,0.0
1,12.70206356048584,0.0002000200020002,,,,,,,,,,,,,,,,,
2,12.712860107421877,0.0003000300030003,,,,,,,,,,,,,,,,,
3,12.718610763549805,0.0004000400040004,,,,,,,,,,,,,,,,,
4,12.715883255004885,0.0005000500050005,,,,,,,,,,,,,,,,,
5,12.713339805603027,0.0006000600060006,,,,,,,,,,,,,,,,,
6,12.7213773727417,0.0007000700070007,,,,,,,,,,,,,,,,,
7,12.714537620544434,0.0008000800080008,,,,,,,,,,,,,,,,,
8,12.728014945983888,0.0009000900090009,,,,,,,,,,,,,,,,,
9,12.737741470336914,0.001000100010001,,,,,,,,,,,,,,,,,
10,12.711055755615234,0.0011001100110011,,,,,,,,,,,,,,,,,
11,12.731552124023438,0.0012001200120012,,,,,,,,,,,,,,,,,
12,12.731456756591797,0.0013001300130013,,,,,,,,,,,,,,,,,
13,12.72066879272461,0.0014001400140014,,,,,,,,,,,,,,,,,
14,12.710270881652832,0.0015001500150015,,,,,,,,,,,,,,,,,
15,12.70033359527588,0.0016001600160016,,,,,,,,,,,,,,,,,
16,12.726034164428713,0.0017001700170017,,,,,,,,,,,,,,,,,
17,12.71347999572754,0.0018001800180018,,,,,,,,,,,,,,,,,
18,12.729289054870604,0.0019001900190019,,,,,,,,,,,,,,,,,
19,12.720988273620604,0.002000200020002,,,,,,,,,,,,,,,,,
20,12.71862506866455,0.0021002100210021,,,,,,,,,,,,,,,,,
21,12.695568084716797,0.0022002200220022,,,,,,,,,,,,,,,,,
22,12.709814071655272,0.0023002300230023,,,,,,,,,,,,,,,,,
23,12.71214485168457,0.0024002400240024,,,,,,,,,,,,,,,,,
24,12.705547332763672,0.0025002500250025,,,,,,,,,,,,,,,,,
25,12.713560104370115,0.0026002600260026,,,,,,,,,,,,,,,,,
26,12.704385757446287,0.0027002700270027,,,,,,,,,,,,,,,,,
27,12.716519355773926,0.0028002800280028,,,,,,,,,,,,,,,,,
28,12.709966659545898,0.0029002900290029,,,,,,,,,,,,,,,,,
29,12.720125198364258,0.003000300030003,,,,,,,,,,,,,,,,,
30,12.704961776733398,0.0031003100310031,,,,,,,,,,,,,,,,,
31,12.735502243041992,0.0032003200320032,,,,,,,,,,,,,,,,,
32,12.709253311157228,0.0033003300330033,,,,,,,,,,,,,,,,,
33,12.71295928955078,0.0034003400340034,,,,,,,,,,,,,,,,,
34,12.714625358581545,0.0035003500350035,,,,,,,,,,,,,,,,,
35,12.702788352966309,0.0036003600360036,,,,,,,,,,,,,,,,,
36,12.721220970153809,0.0037003700370037,,,,,,,,,,,,,,,,,
37,12.729293823242188,0.0038003800380038,,,,,,,,,,,,,,,,,
38,12.710135459899902,0.0039003900390039,,,,,,,,,,,,,,,,,
39,12.732305526733398,0.004000400040004,,,,,,,,,,,,,,,,,
40,12.72220230102539,0.0041004100410041,,,,,,,,,,,,,,,,,
41,12.724339485168455,0.0042004200420042,,,,,,,,,,,,,,,,,
42,12.721939086914062,0.0043004300430043,,,,,,,,,,,,,,,,,
43,12.701433181762695,0.0044004400440044,,,,,,,,,,,,,,,,,
44,12.719944953918455,0.0045004500450045,,,,,,,,,,,,,,,,,
45,12.719292640686035,0.0046004600460046,,,,,,,,,,,,,,,,,
46,12.697176933288574,0.0047004700470047,,,,,,,,,,,,,,,,,
47,12.714141845703123,0.0048004800480048,,,,,,,,,,,,,,,,,
48,12.724065780639648,0.0049004900490049,,,,,,,,,,,,,,,,,
49,12.70626735687256,0.005000500050005,,,,,,,,,,,,,,,,,
50,12.724576950073242,0.0051005100510051,,,,,,,,,,,,,,,,,
51,12.709516525268556,0.0052005200520052,,,,,,,,,,,,,,,,,
52,12.72057819366455,0.0053005300530053,,,,,,,,,,,,,,,,,
53,12.72417449951172,0.0054005400540054,,,,,,,,,,,,,,,,,
54,12.715519905090332,0.0055005500550055,,,,,,,,,,,,,,,,,
55,12.726961135864258,0.0056005600560056,,,,,,,,,,,,,,,,,
56,12.73225212097168,0.0057005700570057,,,,,,,,,,,,,,,,,
57,12.721745491027832,0.0058005800580058,,,,,,,,,,,,,,,,,
58,12.725613594055176,0.0059005900590059,,,,,,,,,,,,,,,,,
59,12.714766502380373,0.006000600060006,,,,,,,,,,,,,,,,,
60,12.722521781921388,0.0061006100610061,,,,,,,,,,,,,,,,,
61,12.738712310791016,0.0062006200620062,,,,,,,,,,,,,,,,,
62,12.715057373046877,0.0063006300630063,,,,,,,,,,,,,,,,,
63,12.707449913024902,0.0064006400640064,,,,,,,,,,,,,,,,,
64,12.729023933410645,0.0065006500650065,,,,,,,,,,,,,,,,,
65,12.718720436096191,0.0066006600660066,,,,,,,,,,,,,,,,,
