global_step,grad_norm,loss,lr,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,5.0234804,11.108139,0.0,,,,,,,,,,,,,,,,,
1,,,,0.0005885543650947,11.131309509277344,0.0,0.0004835649742744,11.131841659545898,0.0,3000.0,0.0007088489946909,11.14182472229004,0.0,3003.0,45.82207632064819,935.7554733753204,45.82207632064819,889.9333429336548,0.0,0.0
100,0.13506478,8.223466,0.00010706647,,,,,,,,,,,,,,,,,
200,0.32738855,7.374691,0.00021413295,,,,,,,,,,,,,,,,,
300,0.4663059,6.6681376,0.00032119942,,,,,,,,,,,,,,,,,
400,0.28642213,6.0493045,0.0004282659,,,,,,,,,,,,,,,,,
500,0.4161914,5.722179,0.00053533236,,,,,,,,,,,,,,,,,
600,0.41495377,5.2746644,0.0006423987,,,,,,,,,,,,,,,,,
700,0.4322334,4.9516873,0.0007494652,,,,,,,,,,,,,,,,,
800,0.48780692,4.679405,0.00085653167,,,,,,,,,,,,,,,,,
832,,,,0.3387011587619781,4.499993324279785,8.709102189349338,0.3165738880634308,4.708609580993652,5.199738614107177,3000.0,0.2990529239177704,4.977532386779785,3.80095264532851,3003.0,886.6770989894867,2609.23524093628,886.6770989894867,1722.4957282543182,0.0323243141174316,0.0
900,0.35949448,4.3897676,0.00096359814,,,,,,,,,,,,,,,,,
1000,0.60363024,4.2003665,0.0010706646,,,,,,,,,,,,,,,,,
1100,0.5878086,4.0108724,0.001177731,,,,,,,,,,,,,,,,,
1200,0.57420504,3.7894337,0.0012847974,,,,,,,,,,,,,,,,,
1300,0.429579,3.6561918,0.0013918639,,,,,,,,,,,,,,,,,
1400,0.50306284,3.5555317,0.0014271949,,,,,,,,,,,,,,,,,
1500,0.3911413,3.312048,0.0014271903,,,,,,,,,,,,,,,,,
1600,0.44825527,3.2711308,0.0014271814,,,,,,,,,,,,,,,,,
1664,,,,0.4918534755706787,3.071859121322632,20.715667394136545,0.4876814782619476,3.1022136211395264,16.605564351292514,3000.0,0.4840857684612274,3.1737992763519287,15.149356083177992,3003.0,1726.7568917274475,3976.743978023529,1726.7568917274475,2249.8716266155243,0.056835651397705,0.0
1700,0.40175074,3.0762422,0.0014271686,,,,,,,,,,,,,,,,,
1800,0.35725182,3.0531492,0.0014271517,,,,,,,,,,,,,,,,,
1900,0.31865332,3.0159247,0.0014271308,,,,,,,,,,,,,,,,,
2000,0.37220106,2.9431126,0.001427106,,,,,,,,,,,,,,,,,
2100,0.36050978,2.8353143,0.0014270769,,,,,,,,,,,,,,,,,
2200,0.44576842,2.9901245,0.0014270439,,,,,,,,,,,,,,,,,
2300,0.28727528,2.873239,0.0014270068,,,,,,,,,,,,,,,,,
2400,0.3256049,2.713559,0.0014269658,,,,,,,,,,,,,,,,,
2495,,,,0.5348690748214722,2.648900985717773,24.64028050257179,0.5426715016365051,2.579040050506592,20.476008700779552,3000.0,0.5434198975563049,2.60288953781128,18.94316592914696,3003.0,2566.8239607810974,5291.026836395264,2566.8239607810974,2724.032654523849,0.0817427635192871,0.0
