global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,3.3445837,1.0038115,,,,,,,,,,,,,,
1,,,0.2592744827270508,1.0055174146379744,0.2503789194393641,1.010656868800999,3554.0,0.2748901912600792,1.005832854278658,3581.0,60.10367035865784,265.3960773944855,60.10367035865784,205.2921071052552,0.0,0.0
100,0.64711833,0.35016954,,,,,,,,,,,,,,
200,0.18066595,0.32039246,,,,,,,,,,,,,,
300,0.11434072,0.33997008,,,,,,,,,,,,,,
335,,,0.693302835736956,0.3180162906646728,0.6721698372432471,0.3378827594677652,3554.0,0.6907927282227381,0.3391845498595015,3581.0,140.3227825164795,350.0575714111328,140.3227825164795,209.69278955459595,0.0286035537719726,0.0
400,0.09900518,0.29548463,,,,,,,,,,,,,,
500,0.14485972,0.2780432,,,,,,,,,,,,,,
572,,,0.7104276929582868,0.3002429689679827,0.6902438685943655,0.3187593149883934,3554.0,0.707929545692544,0.3209407138478253,3581.0,220.6119174957276,434.4250843524933,220.6119174957276,213.706151008606,0.0846180915832519,0.0
600,0.19215687,0.41338307,,,,,,,,,,,,,,
700,0.25549915,0.24045455,,,,,,,,,,,,,,
800,0.082899585,0.27780068,,,,,,,,,,,,,,
810,,,0.7190062659127372,0.2933188506535121,0.6988451887398002,0.3118375779271595,3554.0,0.7159818230112049,0.3142833310244171,3581.0,300.7143876552582,518.5873956680298,300.7143876552582,217.72570824623108,0.1160228252410888,0.0
900,0.109274425,0.3204617,,,,,,,,,,,,,,
1000,0.10515927,0.33762163,,,,,,,,,,,,,,
1083,,,0.7239429610116142,0.2871125085013253,0.70383653871518,0.3052937985808244,3554.0,0.7208881564594387,0.3077596426343025,3581.0,380.68052411079407,602.6180081367493,380.68052411079407,221.7382311820984,0.1584370136260986,0.0
1100,0.11833692,0.27895242,,,,,,,,,,,,,,
1200,0.15334192,0.23022175,,,,,,,,,,,,,,
1300,0.22614016,0.2852646,,,,,,,,,,,,,,
1400,0.11126705,0.3981408,,,,,,,,,,,,,,
1432,,,0.7274823869977679,0.2840468713215419,0.7071740660831106,0.3024617948086663,3554.0,0.7244622497643814,0.3046896475648387,3581.0,460.8628723621368,686.8576469421387,460.8628723621368,225.7584607601165,0.1828179359436035,0.0
1500,0.1678628,0.29369557,,,,,,,,,,,,,,
1600,0.083471164,0.3003108,,,,,,,,,,,,,,
1700,0.07905749,0.36040527,,,,,,,,,,,,,,
1780,,,0.7293181419372559,0.281811135155814,0.7087006662827097,0.3004273697440384,3554.0,0.726069855443661,0.3024584640507191,3581.0,540.8428552150726,770.8904213905334,540.8428552150726,229.7743759155273,0.2068352699279785,0.0
1800,0.08525656,0.22580257,,,,,,,,,,,,,,
1900,0.32217485,0.26578015,,,,,,,,,,,,,,
2000,0.12891358,0.3158857,,,,,,,,,,,,,,
2100,0.09909165,0.31479773,,,,,,,,,,,,,,
2126,,,0.7316352299281529,0.2801052161625453,0.7109848992772229,0.2983261048290658,3554.0,0.7281923994476054,0.3005409954447082,3581.0,620.858880519867,854.958838224411,620.858880519867,233.78934025764465,0.2314205169677734,0.0
2200,0.19325964,0.255689,,,,,,,,,,,,,,
2300,0.18729596,0.30319488,,,,,,,,,,,,,,
2400,0.18783253,0.3545192,,,,,,,,,,,,,,
2472,,,0.7315528733389718,0.2781617471149989,0.7115053982968135,0.2964073958260059,3554.0,0.728925775795867,0.298226056901878,3581.0,700.9703667163849,939.1264429092408,700.9703667163849,237.80419731140137,0.2601573467254638,0.0
2500,0.09312675,0.34320778,,,,,,,,,,,,,,
2600,0.2777079,0.2676344,,,,,,,,,,,,,,
2700,0.14211814,0.290474,,,,,,,,,,,,,,
2800,0.12926447,0.32050318,,,,,,,,,,,,,,
2818,,,0.7343972751072475,0.2777328831808908,0.7140036149848762,0.2961274996592747,3554.0,0.7310723179846761,0.2979476575044505,3581.0,781.0930850505829,1023.3052742481232,781.0930850505829,241.8242528438568,0.2838597297668457,0.0
2900,0.11689664,0.2681022,,,,,,,,,,,,,,
3000,0.07472577,0.24922639,,,,,,,,,,,,,,
3100,0.06903067,0.2623994,,,,,,,,,,,,,,
3160,,,0.7358489717755999,0.2753365721021379,0.7151465558173888,0.2938927611274268,3554.0,0.7326224507382715,0.2956123341398178,3581.0,861.2812480926514,1107.5516669750214,861.2812480926514,245.845648765564,0.3082444667816162,0.0
3200,0.081868224,0.31608546,,,,,,,,,,,,,,
3300,0.09466705,0.3197759,,,,,,,,,,,,,,
3400,0.1068544,0.3172536,,,,,,,,,,,,,,
3500,0.12029544,0.3280451,,,,,,,,,,,,,,
3507,,,0.7357192720685687,0.275020956993103,0.7147040938687043,0.2936925850494161,3554.0,0.7319426612459857,0.2954470739122277,3581.0,941.3088510036469,1191.635083436966,941.3088510036469,249.86321663856504,0.3338890075683594,0.0
3600,0.15374452,0.2961662,,,,,,,,,,,,,,
3700,0.19378886,0.26535162,,,,,,,,,,,,,,
3800,0.055828903,0.29204747,,,,,,,,,,,,,,
3853,,,0.7366676330566406,0.2743736846106393,0.716243059097144,0.2926602768777258,3554.0,0.7336254657829517,0.2942194508560807,3581.0,1021.3728721141816,1275.7565231323242,1021.3728721141816,253.8840367794037,0.3580765724182129,0.0
3900,0.21369568,0.28038722,,,,,,,,,,,,,,
4000,0.14717638,0.2632842,,,,,,,,,,,,,,
4100,0.1562243,0.2830869,,,,,,,,,,,,,,
4197,,,0.7381271634783063,0.2733619213104248,0.7174648613358188,0.2919844937042768,3554.0,0.7348293974492112,0.2935697272715373,3581.0,1101.41445851326,1359.8559753894806,1101.41445851326,257.9048867225647,0.3827424049377441,0.0
4200,0.0881715,0.3472382,,,,,,,,,,,,,,
4300,0.12091344,0.40536737,,,,,,,,,,,,,,
4400,0.1429278,0.31929043,,,,,,,,,,,,,,
4500,0.1820864,0.29406735,,,,,,,,,,,,,,
4545,,,0.7375043460300991,0.2732510907309396,0.7166300158052546,0.2918081203067846,3554.0,0.7339427599657917,0.2934302037336812,3581.0,1181.5420169830322,1444.038888216019,1181.5420169830322,261.9221873283386,0.4084994792938232,0.0
4600,0.2867788,0.28546768,,,,,,,,,,,,,,
4700,0.101015106,0.2662886,,,,,,,,,,,,,,
4800,0.13617888,0.23394528,,,,,,,,,,,,,,
4894,,,0.7373683112008231,0.2729273693902151,0.7165361789752743,0.2914242892031865,3554.0,0.7339141939446034,0.2930185189629293,3581.0,1261.5614767074585,1528.1162679195404,1261.5614767074585,265.9421715736389,0.4336419105529785,0.0
4900,0.09441274,0.32572073,,,,,,,,,,,,,,
5000,0.06754933,0.40553868,,,,,,,,,,,,,,
5100,0.086969085,0.3028154,,,,,,,,,,,,,,
5200,0.20456183,0.26247898,,,,,,,,,,,,,,
5240,,,0.737870352608817,0.2732235193252563,0.7168902996623523,0.291853733524286,3554.0,0.7342541227790771,0.293343244401878,3581.0,1341.727093219757,1612.341677427292,1341.727093219757,269.9619069099426,0.4613254070281982,0.0
5300,0.09803953,0.25386047,,,,,,,,,,,,,,
5400,0.17138402,0.2918175,,,,,,,,,,,,,,
5500,0.14564353,0.26862177,,,,,,,,,,,,,,
5586,,,0.7374945368085589,0.2733037982668195,0.7163217144194921,0.2920686445949986,3554.0,0.7338110426556828,0.2935108567242914,3581.0,1421.8592278957367,1696.5323173999786,1421.8592278957367,273.98293590545654,0.4861948490142822,0.0
5600,0.27697995,0.23268318,,,,,,,,,,,,,,
5700,0.1485837,0.3389435,,,,,,,,,,,,,,
5800,0.1349986,0.36988363,,,,,,,,,,,,,,
5900,0.13253789,0.29978305,,,,,,,,,,,,,,
5932,,,0.7371822765895298,0.273000853402274,0.7163285838799592,0.2914233274787212,3554.0,0.7337931121936959,0.2929533761628211,3581.0,1501.9958527088163,1780.7305335998535,1501.9958527088163,278.0029239654541,0.515331506729126,0.0
6000,0.11850392,0.26244983,,,,,,,,,,,,,,
6100,0.09506903,0.36868125,,,,,,,,,,,,,,
6200,0.15211718,0.2343687,,,,,,,,,,,,,,
6275,,,0.7399697303771973,0.2723350354603359,0.7192631486968908,0.2909218912119267,3554.0,0.7367007786320162,0.2923560463426766,3581.0,1582.088775396347,1864.885989189148,1582.088775396347,282.02667140960693,0.5418491363525391,0.0
6300,0.106750816,0.24033226,,,,,,,,,,,,,,
6400,0.312608,0.32571343,,,,,,,,,,,,,,
6500,0.4684622,0.23705083,,,,,,,,,,,,,,
6600,0.12281043,0.29283687,,,,,,,,,,,,,,
6619,,,0.739830493927002,0.2718308993748256,0.7187258194991559,0.2905748804164322,3554.0,0.7359535624214605,0.2922507134005864,3581.0,1662.1036927700045,1948.9576613903048,1662.1036927700045,286.04462814331055,0.5682260990142822,0.0
6700,0.081842676,0.3112595,,,,,,,,,,,,,,
6800,0.25517476,0.37052298,,,,,,,,,,,,,,
6900,0.1319304,0.30128917,,,,,,,,,,,,,,
6966,,,0.7390236173357282,0.2724218538829258,0.7179971758274127,0.2909568567657041,3554.0,0.7355456614554244,0.2924139283283301,3581.0,1742.1310238838196,2033.037567853928,1742.1310238838196,290.0595772266388,0.5935065746307373,0.0
7000,0.11610356,0.25503388,,,,,,,,,,,,,,
7100,0.2873423,0.33468565,,,,,,,,,,,,,,
7200,0.11305723,0.26765722,,,,,,,,,,,,,,
7300,0.2507856,0.25722063,,,,,,,,,,,,,,
7313,,,0.7395984104701451,0.2722370794841221,0.7187620215558174,0.2907476816944815,3554.0,0.7361900672603672,0.2923143563141406,3581.0,1822.19376206398,2117.1573371887207,1822.19376206398,294.0781466960907,0.6195316314697266,0.0
7400,0.20812435,0.27798578,,,,,,,,,,,,,,
7500,0.09265614,0.24438404,,,,,,,,,,,,,,
7600,0.25791192,0.25455642,,,,,,,,,,,,,,
7657,,,0.7393144198826381,0.2716337442398071,0.7180036331202518,0.2903655336086979,3554.0,0.7354166712117775,0.2919342032493542,3581.0,1902.2815067768097,2201.2993824481964,1902.2815067768097,298.0950720310211,0.6443209648132324,0.0
7700,0.16148111,0.25093386,,,,,,,,,,,,,,
7800,0.18991835,0.2873776,,,,,,,,,,,,,,
7900,0.17770813,0.32078815,,,,,,,,,,,,,,
8000,0.19194788,0.25327837,,,,,,,,,,,,,,
8005,,,0.7381150381905692,0.2733582769121442,0.7172681199880416,0.2916343229569675,3554.0,0.7347457446854929,0.2932124474766999,3581.0,1982.30907702446,2285.382485151291,1982.30907702446,302.11229705810547,0.6701505184173584,0.0
8100,0.1449032,0.2863806,,,,,,,,,,,,,,
8200,0.22491314,0.28617457,,,,,,,,,,,,,,
8300,0.24917792,0.24313411,,,,,,,,,,,,,,
8352,,,0.7401776313781738,0.2715357031141008,0.7188853970658061,0.2903899545406584,3554.0,0.7362297460773876,0.2919809383508447,3581.0,2062.445177078247,2369.5721249580383,2062.445177078247,306.1261656284332,0.6970334053039551,0.0
8400,0.13125777,0.30558825,,,,,,,,,,,,,,
8500,0.17761253,0.31284356,,,,,,,,,,,,,,
8600,0.1466976,0.21522272,,,,,,,,,,,,,,
8697,,,0.7378221239362445,0.2720212595803397,0.7175231830551843,0.2903823637868423,3554.0,0.7348391467118124,0.291841823872958,3581.0,2142.631379365921,2453.8178374767303,2142.631379365921,310.14689898490906,0.7231645584106445,0.0
8700,0.20400196,0.25881612,,,,,,,,,,,,,,
8800,0.15495461,0.22658992,,,,,,,,,,,,,,
8900,0.28208584,0.35089052,,,,,,,,,,,,,,
9000,0.30063668,0.30751827,,,,,,,,,,,,,,
9045,,,0.7386443955557687,0.271509119442531,0.7174704942934018,0.2902577517739694,3554.0,0.7347786058363586,0.2918392672481499,3581.0,2222.6868205070496,2537.931209802628,2222.6868205070496,314.1658856868744,0.7494776248931885,0.0
9100,0.25046992,0.32182539,,,,,,,,,,,,,,
9200,0.24333753,0.26332346,,,,,,,,,,,,,,
9300,0.22078939,0.47816437,,,,,,,,,,,,,,
9393,,,0.7408833503723145,0.2711387021200998,0.7200700355233539,0.2899589302436515,3554.0,0.7373746367547472,0.2914786467968968,3581.0,2302.76978635788,2622.070874691009,2302.76978635788,318.18201422691345,0.7776050567626953,0.0
9400,0.13783044,0.26330703,,,,,,,,,,,,,,
9500,0.19070305,0.27793595,,,,,,,,,,,,,,
9600,0.18177289,0.3053102,,,,,,,,,,,,,,
9700,0.22865887,0.25203043,,,,,,,,,,,,,,
9740,,,0.7397230693272182,0.2719933305467878,0.7192755824203363,0.2904379033747186,3554.0,0.7367405938023597,0.2918545388203365,3581.0,2382.760950565338,2706.119136571884,2382.760950565338,322.2003288269043,0.803924560546875,0.0
9800,0.22707812,0.28491738,,,,,,,,,,,,,,
9900,0.19817269,0.2581857,,,,,,,,,,,,,,
10000,0.15789863,0.33335474,,,,,,,,,,,,,,
10085,,,0.7400069917951312,0.2717091866901943,0.7191883402724043,0.2902458676073614,3554.0,0.7365143836393465,0.2918030313525377,3581.0,2462.829306125641,2790.243139266968,2462.829306125641,326.2173199653625,0.8299200534820557,0.0
10100,0.2205343,0.20768212,,,,,,,,,,,,,,
10200,0.23368108,0.3416024,,,,,,,,,,,,,,
10300,0.16694744,0.3486659,,,,,,,,,,,,,,
10400,0.09879118,0.32380098,,,,,,,,,,,,,,
10432,,,0.7421431541442871,0.2712945086615426,0.7212157241400534,0.2897876745942072,3554.0,0.7384381244982198,0.2913969711563634,3581.0,2542.810630083084,2874.2864184379578,2542.810630083084,330.24030447006226,0.8564968109130859,0.0
10500,0.38611805,0.26307428,,,,,,,,,,,,,,
10600,0.27662873,0.26166403,,,,,,,,,,,,,,
10700,0.28978956,0.2099562,,,,,,,,,,,,,,
10776,,,0.740814072745187,0.2713275636945452,0.7195959053619162,0.2902099059818163,3554.0,0.7368104748804454,0.2917023685117634,3581.0,2622.8725578784943,2958.4073979854584,2622.8725578784943,334.2603597640991,0.88315749168396,0.0
10800,0.29416278,0.3129434,,,,,,,,,,,,,,
10900,0.19852404,0.2580718,,,,,,,,,,,,,,
11000,0.23574893,0.27617386,,,,,,,,,,,,,,
11100,0.18532568,0.27822003,,,,,,,,,,,,,,
11123,,,0.7392969131469727,0.2707322495324271,0.7181912380856078,0.2895389657779966,3554.0,0.7357256478419086,0.2909604019041469,3581.0,2702.9818003177643,3042.5768094062805,2702.9818003177643,338.2795708179474,0.9117934703826904,0.0
11200,0.19286822,0.2612095,,,,,,,,,,,,,,
11300,0.13115788,0.26258916,,,,,,,,,,,,,,
11400,0.21809764,0.3507136,,,,,,,,,,,,,,
11469,,,0.7376587731497628,0.2717041969299316,0.7171935863419738,0.2899385966406689,3554.0,0.7346420479832798,0.2914461947060004,3581.0,2782.951200723648,3126.6015625,2782.951200723648,342.2966663837433,0.9376938343048096,0.0
11500,0.17566812,0.25747108,,,,,,,,,,,,,,
11600,0.12481896,0.22399111,,,,,,,,,,,,,,
11700,0.18806246,0.34321672,,,,,,,,,,,,,,
11800,0.13790743,0.21573755,,,,,,,,,,,,,,
11813,,,0.7411847114562988,0.2708691699164254,0.7199922732308667,0.2897835185706246,3554.0,0.7373282084482338,0.2912638562246928,3581.0,2863.106961965561,3210.8145685195923,2863.106961965561,346.31564450263977,0.963714838027954,0.0
11900,0.23844898,0.3615085,,,,,,,,,,,,,,
12000,0.15310237,0.35205582,,,,,,,,,,,,,,
12100,0.32752708,0.27990776,,,,,,,,,,,,,,
12159,,,0.7405968393598285,0.2712897062301636,0.7190488902249226,0.2906352973212401,3554.0,0.7361883628438285,0.2922398392230697,3581.0,2943.2400312423706,3295.006042718888,2943.2400312423706,350.33363461494446,0.991647720336914,0.0
12200,0.30595243,0.24729294,,,,,,,,,,,,,,
12300,0.11327724,0.26085114,,,,,,,,,,,,,,
12400,0.31936958,0.25655854,,,,,,,,,,,,,,
