global_step,loss,lr,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,11.713961601257324,0.0001000100010001,,,,,,,,,,,,,,,,,
1,,,0.0006526966678117,11.946965533035613,0.0,0.0004835649898947,11.954464296784913,0.0,3000.0,0.0007088489919237,11.946313404218232,0.0,3003.0,79.11827397346497,913.813089609146,79.11827397346497,834.1846077442169,0.0,0.0
1,11.717196464538574,0.0002000200020002,,,,,,,,,,,,,,,,,
2,11.730226516723633,0.0003000300030003,,,,,,,,,,,,,,,,,
3,11.728838920593262,0.0004000400040004,,,,,,,,,,,,,,,,,
4,11.716708183288574,0.0005000500050005,,,,,,,,,,,,,,,,,
5,11.733779907226562,0.0006000600060006,,,,,,,,,,,,,,,,,
6,11.728143692016602,0.0007000700070007,,,,,,,,,,,,,,,,,
7,11.724664688110352,0.0008000800080008,,,,,,,,,,,,,,,,,
8,11.729032516479492,0.0009000900090009,,,,,,,,,,,,,,,,,
9,11.737188339233398,0.001000100010001,,,,,,,,,,,,,,,,,
10,11.72107982635498,0.0011001100110011,,,,,,,,,,,,,,,,,
11,11.725397109985352,0.0012001200120012,,,,,,,,,,,,,,,,,
12,11.725889205932615,0.0013001300130013,,,,,,,,,,,,,,,,,
13,11.730934143066406,0.0014001400140014,,,,,,,,,,,,,,,,,
14,11.717190742492676,0.0015001500150015,,,,,,,,,,,,,,,,,
15,11.720145225524902,0.0016001600160016,,,,,,,,,,,,,,,,,
16,11.728036880493164,0.0017001700170017,,,,,,,,,,,,,,,,,
17,11.720277786254885,0.0018001800180018,,,,,,,,,,,,,,,,,
18,11.730009078979492,0.0019001900190019,,,,,,,,,,,,,,,,,
19,11.727267265319824,0.002000200020002,,,,,,,,,,,,,,,,,
20,11.735036849975586,0.0021002100210021,,,,,,,,,,,,,,,,,
21,11.707464218139648,0.0022002200220022,,,,,,,,,,,,,,,,,
22,11.715147972106934,0.0023002300230023,,,,,,,,,,,,,,,,,
23,11.734950065612791,0.0024002400240024,,,,,,,,,,,,,,,,,
24,11.716804504394531,0.0025002500250025,,,,,,,,,,,,,,,,,
25,11.72653865814209,0.0026002600260026,,,,,,,,,,,,,,,,,
26,11.726068496704102,0.0027002700270027,,,,,,,,,,,,,,,,,
27,11.71092700958252,0.0028002800280028,,,,,,,,,,,,,,,,,
28,11.729255676269531,0.0029002900290029,,,,,,,,,,,,,,,,,
29,11.72507095336914,0.003000300030003,,,,,,,,,,,,,,,,,
30,11.71499252319336,0.0031003100310031,,,,,,,,,,,,,,,,,
31,11.724738121032717,0.0032003200320032,,,,,,,,,,,,,,,,,
32,11.723912239074709,0.0033003300330033,,,,,,,,,,,,,,,,,
33,11.71708869934082,0.0034003400340034,,,,,,,,,,,,,,,,,
34,11.72107219696045,0.0035003500350035,,,,,,,,,,,,,,,,,
35,11.718388557434082,0.0036003600360036,,,,,,,,,,,,,,,,,
36,11.723943710327148,0.0037003700370037,,,,,,,,,,,,,,,,,
37,11.724769592285156,0.0038003800380038,,,,,,,,,,,,,,,,,
38,11.719086647033691,0.0039003900390039,,,,,,,,,,,,,,,,,
39,11.72495174407959,0.004000400040004,,,,,,,,,,,,,,,,,
40,11.72011947631836,0.0041004100410041,,,,,,,,,,,,,,,,,
41,11.73266315460205,0.0042004200420042,,,,,,,,,,,,,,,,,
42,11.712861061096191,0.0043004300430043,,,,,,,,,,,,,,,,,
43,11.719663619995115,0.0044004400440044,,,,,,,,,,,,,,,,,
44,11.726458549499512,0.0045004500450045,,,,,,,,,,,,,,,,,
45,11.723523139953612,0.0046004600460046,,,,,,,,,,,,,,,,,
46,11.69278335571289,0.0047004700470047,,,,,,,,,,,,,,,,,
47,11.71918773651123,0.0048004800480048,,,,,,,,,,,,,,,,,
48,11.72145938873291,0.0049004900490049,,,,,,,,,,,,,,,,,
49,11.727160453796388,0.005000500050005,,,,,,,,,,,,,,,,,
50,11.724811553955078,0.0051005100510051,,,,,,,,,,,,,,,,,
51,11.710437774658203,0.0052005200520052,,,,,,,,,,,,,,,,,
52,11.718050003051758,0.0053005300530053,,,,,,,,,,,,,,,,,
53,11.719904899597168,0.0054005400540054,,,,,,,,,,,,,,,,,
54,11.711874961853027,0.0055005500550055,,,,,,,,,,,,,,,,,
55,11.721546173095703,0.0056005600560056,,,,,,,,,,,,,,,,,
56,11.724699020385742,0.0057005700570057,,,,,,,,,,,,,,,,,
57,11.721850395202637,0.0058005800580058,,,,,,,,,,,,,,,,,
58,11.707785606384276,0.0059005900590059,,,,,,,,,,,,,,,,,
59,11.723613739013672,0.006000600060006,,,,,,,,,,,,,,,,,
60,11.726624488830566,0.0061006100610061,,,,,,,,,,,,,,,,,
61,11.71840476989746,0.0062006200620062,,,,,,,,,,,,,,,,,
62,11.714049339294434,0.0063006300630063,,,,,,,,,,,,,,,,,
63,11.719151496887209,0.0064006400640064,,,,,,,,,,,,,,,,,
64,11.720502853393556,0.0065006500650065,,,,,,,,,,,,,,,,,
65,11.71794319152832,0.0066006600660066,,,,,,,,,,,,,,,,,
66,11.71872329711914,0.0067006700670067,,,,,,,,,,,,,,,,,
67,11.720531463623049,0.0068006800680068,,,,,,,,,,,,,,,,,
68,11.721380233764648,0.0069006900690069,,,,,,,,,,,,,,,,,
69,11.718975067138672,0.007000700070007,,,,,,,,,,,,,,,,,
70,11.722701072692873,0.0071007100710071,,,,,,,,,,,,,,,,,
71,11.70373821258545,0.0072007200720072,,,,,,,,,,,,,,,,,
72,11.709589004516602,0.0073007300730073,,,,,,,,,,,,,,,,,
73,11.701668739318848,0.0074007400740074,,,,,,,,,,,,,,,,,
74,11.708891868591309,0.0075007500750075,,,,,,,,,,,,,,,,,
75,11.711535453796388,0.0076007600760076,,,,,,,,,,,,,,,,,
76,11.714401245117188,0.0077007700770077,,,,,,,,,,,,,,,,,
77,11.718347549438477,0.0078007800780078,,,,,,,,,,,,,,,,,
78,11.71439266204834,0.0079007900790079,,,,,,,,,,,,,,,,,
79,11.706939697265623,0.008000800080008,,,,,,,,,,,,,,,,,
80,11.71640682220459,0.0081008100810081,,,,,,,,,,,,,,,,,
81,11.707342147827148,0.0082008200820082,,,,,,,,,,,,,,,,,
82,11.704864501953123,0.0083008300830083,,,,,,,,,,,,,,,,,
83,11.712949752807615,0.0084008400840084,,,,,,,,,,,,,,,,,
84,11.708805084228516,0.0085008500850085,,,,,,,,,,,,,,,,,
85,11.712225914001465,0.0086008600860086,,,,,,,,,,,,,,,,,
86,11.704497337341309,0.0087008700870087,,,,,,,,,,,,,,,,,
87,11.709053993225098,0.0088008800880088,,,,,,,,,,,,,,,,,
88,11.706839561462402,0.0089008900890089,,,,,,,,,,,,,,,,,
89,11.706913948059082,0.009000900090009,,,,,,,,,,,,,,,,,
90,11.71526050567627,0.0091009100910091,,,,,,,,,,,,,,,,,
91,11.702914237976074,0.0092009200920092,,,,,,,,,,,,,,,,,
92,11.71421241760254,0.0093009300930093,,,,,,,,,,,,,,,,,
93,11.704848289489746,0.0094009400940094,,,,,,,,,,,,,,,,,
94,11.714847564697266,0.0095009500950095,,,,,,,,,,,,,,,,,
95,11.698784828186035,0.0096009600960096,,,,,,,,,,,,,,,,,
96,11.701457023620604,0.0097009700970097,,,,,,,,,,,,,,,,,
97,11.712958335876465,0.0098009800980098,,,,,,,,,,,,,,,,,
98,11.712323188781738,0.0099009900990099,,,,,,,,,,,,,,,,,
99,11.716270446777344,0.01000100010001,,,,,,,,,,,,,,,,,
100,11.69271469116211,0.0101010101010101,,,,,,,,,,,,,,,,,
500,8.157145500183105,0.0501050105010501,,,,,,,,,,,,,,,,,
1000,6.803545951843262,0.1001100110011001,,,,,,,,,,,,,,,,,
1144,,,0.290750352866184,5.174530744889132,5.447807395147957,0.2728546453236786,5.384365971903634,3.138113692723444,3000.0,0.2518389402126547,5.672251394457033,2.17258111441454,3003.0,918.5271627902983,2520.1222546100616,918.5271627902983,1599.520883560181,0.0334539413452148,0.0
1500,6.056435585021973,0.1501150115011501,,,,,,,,,,,,,,,,,
2000,5.608467102050781,0.2001200120012001,,,,,,,,,,,,,,,,,
2287,,,0.4570349493958307,3.5234639751942582,17.070397827726403,0.4508189607072448,3.61517409889524,13.176267801290155,3000.0,0.4433792342106792,3.7477779472430415,11.511908627881692,3003.0,1757.7669615745544,3844.393605947496,1757.7669615745544,2083.097808122635,0.061234712600708,0.0
2500,5.322274208068848,0.2501250125012501,,,,,,,,,,,,,,,,,
3000,5.027568340301514,0.3001300130013001,,,,,,,,,,,,,,,,,
3431,,,0.529508084092887,2.882348215717034,23.444226512950365,0.527941377044302,2.898282801825148,18.97508465030992,3000.0,0.5262216024635408,2.9438613023647666,17.457469675431938,3003.0,2596.873062610626,5108.678481578827,2596.873062610626,2506.82881307602,0.0885629653930664,0.0
3500,4.823694229125977,0.3501350135013501,,,,,,,,,,,,,,,,,
4000,4.7562575340271,0.4001400140014001,,,,,,,,,,,,,,,,,
4500,4.602952480316162,0.4501450145014501,,,,,,,,,,,,,,,,,
4576,,,0.5629712947765905,2.573818965418297,26.065276155571706,0.5690196029807442,2.51457514475952,21.94339683085345,3000.0,0.5713787693916681,2.5177931264888733,20.78248125890744,3003.0,3436.064945936203,6354.82758140564,3436.064945936203,2912.237376689911,0.1150655746459961,0.0
5000,4.566897392272949,0.5001500150015001,,,,,,,,,,,,,,,,,
5500,4.490031719207764,0.5501550155015501,,,,,,,,,,,,,,,,,
5720,,,0.5851983286589205,2.376679390132219,27.224058554369552,0.5964960136886089,2.2804310780399497,24.03649208430724,3000.0,0.600476439486375,2.2587284294927663,22.688719299483783,3003.0,4275.587794065476,7593.863594770431,4275.587794065476,3310.215327501297,0.144733190536499,0.0
6000,4.391158103942871,0.6001600160016002,,,,,,,,,,,,,,,,,
6500,4.398502349853516,0.6501650165016502,,,,,,,,,,,,,,,,,
6865,,,0.6105588208283589,2.1742349288846543,29.36484431744627,0.6150078734299637,2.131119538195435,25.29318148854639,3000.0,0.619568880367207,2.091690270757074,23.873046147952348,3003.0,5115.214779138565,8838.781274557114,5115.214779138565,3713.9902567863455,0.171095609664917,0.0
7000,4.383689403533936,0.7001700170017001,,,,,,,,,,,,,,,,,
7500,4.214171409606934,0.7501750175017502,,,,,,,,,,,,,,,,,
8000,4.310904026031494,0.8001800180018002,,,,,,,,,,,,,,,,,
8010,,,0.6118728271968975,2.137367767362346,29.79402074561741,0.6286344868631512,2.024225133600327,26.082903725022728,3000.0,0.6332694207193075,1.9774225059554933,24.90588800626081,3003.0,5954.607559680939,10090.09228849411,5954.607559680939,4124.466922521591,0.1974353790283203,0.0
8500,4.240971565246582,0.8501850185018501,,,,,,,,,,,,,,,,,
9000,4.327933311462402,0.9001900190019002,,,,,,,,,,,,,,,,,
