global_step,grad_norm,loss,lr,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,6.105731,0.7602557,0.0,,,,,,,,,,,
1,,,,0.7609416901502969,0.7592779659441056,83274637.0,0.7615204144736842,95000000.0,21.66474223136902,838.5186376571655,21.66474223136902,816.8538582324982,0.0,0.0
1,6.1071024,0.7603699,0.0018280745,,,,,,,,,,,
2,4.618869,0.59046805,0.0036562681,,,,,,,,,,,
3,2.6916895,0.36181238,0.0054843426,,,,,,,,,,,
4,1.4649296,0.21641828,0.0073125362,,,,,,,,,,,
5,0.15810508,0.16294996,0.009140611,,,,,,,,,,,
6,0.7699449,0.18283972,0.010968804,,,,,,,,,,,
7,1.354526,0.23741962,0.012796879,,,,,,,,,,,
8,1.6717786,0.276489,0.0146250725,,,,,,,,,,,
9,1.746295,0.28293392,0.016453147,,,,,,,,,,,
10,1.4618492,0.23666976,0.01828134,,,,,,,,,,,
11,0.83332735,0.17159995,0.020109534,,,,,,,,,,,
12,0.07551489,0.14627345,0.021937728,,,,,,,,,,,
13,0.42707184,0.15070322,0.023765802,,,,,,,,,,,
14,0.29137498,0.14860845,0.025593996,,,,,,,,,,,
15,0.13977407,0.14415245,0.02742207,,,,,,,,,,,
16,0.42111865,0.14898124,0.029250264,,,,,,,,,,,
17,0.48220614,0.14955269,0.031078339,,,,,,,,,,,
18,0.3439022,0.14273864,0.032906532,,,,,,,,,,,
19,0.14872797,0.13801867,0.034734607,,,,,,,,,,,
20,0.06913703,0.13938455,0.0365628,,,,,,,,,,,
21,0.06761947,0.14134325,0.038390875,,,,,,,,,,,
22,0.0649626,0.13826336,0.04021895,,,,,,,,,,,
23,0.09454393,0.14079978,0.042047143,,,,,,,,,,,
24,0.11662869,0.14003505,0.043875217,,,,,,,,,,,
25,0.09403954,0.13741302,0.04570341,,,,,,,,,,,
26,0.09617799,0.14054887,0.047531486,,,,,,,,,,,
27,0.06569281,0.14000301,0.04935968,,,,,,,,,,,
28,0.0610971,0.13990451,0.051187754,,,,,,,,,,,
29,0.06063357,0.14033341,0.053015947,,,,,,,,,,,
30,0.055219326,0.13823006,0.05484402,,,,,,,,,,,
31,0.054323174,0.13874751,0.056672335,,,,,,,,,,,
32,0.04571548,0.13856584,0.05850041,,,,,,,,,,,
33,0.03984417,0.13796264,0.060328603,,,,,,,,,,,
34,0.040906467,0.13785449,0.062156677,,,,,,,,,,,
35,0.028907811,0.13864008,0.06398487,,,,,,,,,,,
36,0.038796373,0.13921902,0.065812945,,,,,,,,,,,
37,0.08367901,0.13770354,0.06764114,,,,,,,,,,,
38,0.13688138,0.15608989,0.06946921,,,,,,,,,,,
39,0.1998693,0.16005033,0.07129741,,,,,,,,,,,
40,0.18323721,0.15920794,0.07312548,,,,,,,,,,,
41,0.18420501,0.15797113,0.074953675,,,,,,,,,,,
42,0.08376796,0.15421301,0.07678175,,,,,,,,,,,
43,0.042321417,0.15691864,0.078609824,,,,,,,,,,,
44,0.051917315,0.158142,0.08043802,,,,,,,,,,,
45,0.04485077,0.15786932,0.08226609,,,,,,,,,,,
46,0.04126971,0.15974991,0.084094286,,,,,,,,,,,
47,0.030285861,0.15778151,0.08592236,,,,,,,,,,,
48,0.027401501,0.1561894,0.087750554,,,,,,,,,,,
49,0.029042792,0.15595765,0.08957863,,,,,,,,,,,
50,0.033218592,0.1573987,0.09140682,,,,,,,,,,,
51,0.11744096,0.15706539,0.093235016,,,,,,,,,,,
52,0.2570106,0.15916501,0.09506321,,,,,,,,,,,
