global_step,grad_norm,loss,lr,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,4.720554,11.476937,0.0,,,,,,,,,,,,,,,,,
1,,,,0.0006470801890827,11.507360458374023,5.33354181887356e-10,0.0004835649742744,11.498144149780272,0.0,3000.0,0.0007088489946909,11.503905296325684,0.0,3003.0,47.086124420166016,944.8418962955476,47.086124420166016,897.7557301521301,0.0,0.0
100,0.16196713,8.111341,0.00010706647,,,,,,,,,,,,,,,,,
200,0.31508052,7.3191123,0.00021413295,,,,,,,,,,,,,,,,,
300,0.3001459,6.5060205,0.00032119942,,,,,,,,,,,,,,,,,
400,0.40850586,5.9623647,0.0004282659,,,,,,,,,,,,,,,,,
500,0.4715324,5.494501,0.00053533236,,,,,,,,,,,,,,,,,
600,0.42598507,5.0868187,0.0006423987,,,,,,,,,,,,,,,,,
700,0.35076603,4.77372,0.0007494652,,,,,,,,,,,,,,,,,
735,,,,0.3417418003082275,4.581451416015625,8.73630217397038,0.316586285829544,4.800119876861572,4.649241377663728,3000.0,0.2985416352748871,5.0847883224487305,3.514399283023894,3003.0,887.3231210708618,2651.3217601776123,887.3231210708618,1763.9348878860474,0.0386841297149658,0.0
800,0.3894243,4.4766073,0.00085653167,,,,,,,,,,,,,,,,,
900,0.55316675,4.3071446,0.00096359814,,,,,,,,,,,,,,,,,
1000,0.49595505,4.006485,0.0010706646,,,,,,,,,,,,,,,,,
1100,0.6473207,3.7917433,0.001177731,,,,,,,,,,,,,,,,,
1200,0.48846182,3.6387372,0.0012847974,,,,,,,,,,,,,,,,,
1300,0.4710762,3.5376863,0.0013918639,,,,,,,,,,,,,,,,,
1400,0.41888666,3.500326,0.0014271949,,,,,,,,,,,,,,,,,
1470,,,,0.4728947877883911,3.215090274810791,18.78618256049514,0.4681157171726227,3.2678825855255127,14.256740476613288,3000.0,0.4625297784805298,3.388925075531006,12.53211510913814,3003.0,1728.26815700531,4088.105934858322,1728.26815700531,2359.722465276718,0.0659787654876709,0.0
1500,0.4222155,3.2682612,0.0014271903,,,,,,,,,,,,,,,,,
1600,0.35965383,3.2118654,0.0014271814,,,,,,,,,,,,,,,,,
1700,0.3815819,3.1489756,0.0014271686,,,,,,,,,,,,,,,,,
1800,0.34113082,3.0629125,0.0014271517,,,,,,,,,,,,,,,,,
1900,0.30689156,2.9721625,0.0014271308,,,,,,,,,,,,,,,,,
2000,0.29840752,2.9422815,0.001427106,,,,,,,,,,,,,,,,,
2100,0.32317886,2.7980552,0.0014270769,,,,,,,,,,,,,,,,,
2200,0.27535757,2.8031514,0.0014270439,,,,,,,,,,,,,,,,,
2204,,,,0.5300553441047668,2.703245162963867,23.481237944030138,0.5326034426689148,2.692690134048462,19.415955826349474,3000.0,0.5284876227378845,2.7364659309387207,17.506209447526548,3003.0,2568.3735756874084,5415.904970407486,2568.3735756874084,2847.3643391132355,0.0932612419128418,0.0
2300,0.27781585,2.843006,0.0014270068,,,,,,,,,,,,,,,,,
2400,0.265974,2.6764686,0.0014269658,,,,,,,,,,,,,,,,,
2500,0.24450475,2.7506547,0.0014269205,,,,,,,,,,,,,,,,,
2600,0.22689271,2.6017497,0.0014268714,,,,,,,,,,,,,,,,,
2700,0.22907025,2.577869,0.0014268181,,,,,,,,,,,,,,,,,
2800,0.21106388,2.5731444,0.0014267609,,,,,,,,,,,,,,,,,
2900,0.22576931,2.6625333,0.0014266997,,,,,,,,,,,,,,,,,
2938,,,,0.556225597858429,2.458285331726074,25.36748307242356,0.5651015043258667,2.4050886631011963,21.45057597711396,3000.0,0.5643948912620544,2.413794994354248,19.877466705774044,3003.0,3408.9580302238464,6727.170361280441,3408.9580302238464,3317.992339372635,0.1216795444488525,0.0
3000,0.22013322,2.5718637,0.0014266343,,,,,,,,,,,,,,,,,
3100,0.22090724,2.5487232,0.0014265649,,,,,,,,,,,,,,,,,
3200,0.19092144,2.4486504,0.0014264915,,,,,,,,,,,,,,,,,
3300,0.19719917,2.4806948,0.0014264141,,,,,,,,,,,,,,,,,
3400,0.19467415,2.52053,0.0014263326,,,,,,,,,,,,,,,,,
3500,0.17999512,2.3651838,0.0014262471,,,,,,,,,,,,,,,,,
3600,0.17809612,2.3703887,0.0014261574,,,,,,,,,,,,,,,,,
3672,,,,0.5727459788322449,2.316403150558472,26.97082310402688,0.5827081799507141,2.2430315017700195,22.90960987558316,3000.0,0.5837778449058533,2.223251819610596,21.40773439136048,3003.0,4249.367277622223,8020.602935314178,4249.367277622223,3770.965184688568,0.1477847099304199,0.0
3700,0.17367548,2.4391785,0.0014260638,,,,,,,,,,,,,,,,,
3800,0.19168057,2.425348,0.0014259662,,,,,,,,,,,,,,,,,
3900,0.1720838,2.4112213,0.0014258645,,,,,,,,,,,,,,,,,
4000,0.17892328,2.4105532,0.0014257588,,,,,,,,,,,,,,,,,
4100,0.17426462,2.4037602,0.0014256489,,,,,,,,,,,,,,,,,
4200,0.16802268,2.3620985,0.0014255353,,,,,,,,,,,,,,,,,
4300,0.16497666,2.3002288,0.0014254174,,,,,,,,,,,,,,,,,
4400,0.16270232,2.3734856,0.0014252956,,,,,,,,,,,,,,,,,
4406,,,,0.5810043811798096,2.23395037651062,27.836960094831056,0.5951569080352783,2.122370481491089,23.742684793068907,3000.0,0.5965603590011597,2.097628116607666,22.098093095701145,3003.0,5089.619691133499,9462.570048570631,5089.619691133499,4372.628116846085,0.17523193359375,0.0
4500,0.1584689,2.1708481,0.0014251698,,,,,,,,,,,,,,,,,
4600,0.15981255,2.3206146,0.0014250398,,,,,,,,,,,,,,,,,
4700,0.15189813,2.206831,0.0014249058,,,,,,,,,,,,,,,,,
