global_step,grad_norm,loss,lr,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,3.9889185,11.083577,0.0,,,,,,,,,,,,,,,,,
1,,,,0.000725463789422,11.083304405212402,8.501321368559814e-11,0.0004835649742744,11.082496643066406,0.0,3000.0,0.0007088489946909,11.086753845214844,0.0,3003.0,42.01562690734863,928.0648627281188,42.01562690734863,886.0491886138916,0.0,0.0
1,3.951612,11.0998,2.7776696e-07,,,,,,,,,,,,,,,,,
2,3.9527013,11.081317,5.5576675e-07,,,,,,,,,,,,,,,,,
3,3.888047,11.058098,8.3376653e-07,,,,,,,,,,,,,,,,,
4,3.8468382,11.035977,1.1115335e-06,,,,,,,,,,,,,,,,,
5,3.7917879,10.996258,1.3895333e-06,,,,,,,,,,,,,,,,,
6,3.819327,10.953741,1.6673002e-06,,,,,,,,,,,,,,,,,
7,3.6681342,10.906708,1.9453e-06,,,,,,,,,,,,,,,,,
8,3.6051571,10.863994,2.2232998e-06,,,,,,,,,,,,,,,,,
9,3.504963,10.809002,2.5010668e-06,,,,,,,,,,,,,,,,,
10,3.2883077,10.749415,2.7788337e-06,,,,,,,,,,,,,,,,,
11,3.2140546,10.679997,3.0570664e-06,,,,,,,,,,,,,,,,,
12,2.9981894,10.618325,3.3348333e-06,,,,,,,,,,,,,,,,,
13,2.9061341,10.54927,3.6126003e-06,,,,,,,,,,,,,,,,,
14,2.7066824,10.49349,3.8906e-06,,,,,,,,,,,,,,,,,
15,2.56082,10.417177,4.1686e-06,,,,,,,,,,,,,,,,,
16,2.375608,10.358224,4.446367e-06,,,,,,,,,,,,,,,,,
17,2.2143056,10.2960825,4.7241338e-06,,,,,,,,,,,,,,,,,
18,2.0862572,10.227366,5.0021335e-06,,,,,,,,,,,,,,,,,
19,1.9287808,10.1859255,5.2799005e-06,,,,,,,,,,,,,,,,,
20,1.8150488,10.129584,5.5579003e-06,,,,,,,,,,,,,,,,,
21,1.7293209,10.051455,5.8359e-06,,,,,,,,,,,,,,,,,
22,1.6014627,10.011737,6.113667e-06,,,,,,,,,,,,,,,,,
23,1.5076084,9.962389,6.391434e-06,,,,,,,,,,,,,,,,,
24,1.4335808,9.903341,6.6696666e-06,,,,,,,,,,,,,,,,,
25,1.345443,9.870211,6.9474336e-06,,,,,,,,,,,,,,,,,
26,1.2867278,9.822652,7.2252005e-06,,,,,,,,,,,,,,,,,
27,1.1948737,9.784026,7.5032003e-06,,,,,,,,,,,,,,,,,
28,1.1578505,9.77078,7.7812e-06,,,,,,,,,,,,,,,,,
29,1.1186928,9.713643,8.058967e-06,,,,,,,,,,,,,,,,,
30,1.0670433,9.660653,8.336967e-06,,,,,,,,,,,,,,,,,
31,0.9921,9.635541,8.614734e-06,,,,,,,,,,,,,,,,,
32,0.9709698,9.606055,8.892734e-06,,,,,,,,,,,,,,,,,
33,0.91251415,9.579528,9.170733e-06,,,,,,,,,,,,,,,,,
34,0.87491125,9.550567,9.4485e-06,,,,,,,,,,,,,,,,,
35,0.8208534,9.517175,9.726267e-06,,,,,,,,,,,,,,,,,
36,0.75322056,9.507685,1.0004267e-05,,,,,,,,,,,,,,,,,
37,0.73460597,9.50712,1.0282267e-05,,,,,,,,,,,,,,,,,
38,0.6965487,9.454293,1.0560034e-05,,,,,,,,,,,,,,,,,
39,0.64706755,9.425244,1.0838034e-05,,,,,,,,,,,,,,,,,
40,0.63053536,9.424921,1.1115801e-05,,,,,,,,,,,,,,,,,
41,0.5989823,9.404258,1.13938e-05,,,,,,,,,,,,,,,,,
42,0.5646898,9.375581,1.16718e-05,,,,,,,,,,,,,,,,,
43,0.5510345,9.325909,1.1949567e-05,,,,,,,,,,,,,,,,,
44,0.5371224,9.342886,1.2227334e-05,,,,,,,,,,,,,,,,,
45,0.5059146,9.302687,1.2505567e-05,,,,,,,,,,,,,,,,,
46,0.502254,9.301483,1.2783334e-05,,,,,,,,,,,,,,,,,
47,0.4738732,9.300251,1.3061101e-05,,,,,,,,,,,,,,,,,
48,0.46223772,9.2785015,1.3338868e-05,,,,,,,,,,,,,,,,,
49,0.4504292,9.250195,1.36171e-05,,,,,,,,,,,,,,,,,
50,0.43847302,9.224646,1.3894867e-05,,,,,,,,,,,,,,,,,
51,0.42618605,9.222864,1.4172634e-05,,,,,,,,,,,,,,,,,
52,0.4019766,9.187434,1.4450634e-05,,,,,,,,,,,,,,,,,
53,0.3869521,9.217251,1.4728634e-05,,,,,,,,,,,,,,,,,
54,0.38048717,9.208733,1.5006401e-05,,,,,,,,,,,,,,,,,
55,0.37028757,9.199933,1.52844e-05,,,,,,,,,,,,,,,,,
56,0.3705839,9.181068,1.5562167e-05,,,,,,,,,,,,,,,,,
57,0.3408855,9.19503,1.5839934e-05,,,,,,,,,,,,,,,,,
58,0.33189377,9.150608,1.6118167e-05,,,,,,,,,,,,,,,,,
59,0.32662702,9.14083,1.6395934e-05,,,,,,,,,,,,,,,,,
60,0.29694206,9.135467,1.66737e-05,,,,,,,,,,,,,,,,,
61,0.27994764,9.148692,1.69517e-05,,,,,,,,,,,,,,,,,
62,0.2702663,9.135886,1.72297e-05,,,,,,,,,,,,,,,,,
63,0.26226005,9.108037,1.7507467e-05,,,,,,,,,,,,,,,,,
64,0.25810623,9.1229725,1.7785467e-05,,,,,,,,,,,,,,,,,
65,0.23820001,9.103068,1.8063234e-05,,,,,,,,,,,,,,,,,
66,0.2321997,9.113231,1.8341234e-05,,,,,,,,,,,,,,,,,
67,0.23052065,9.079269,1.8619234e-05,,,,,,,,,,,,,,,,,
68,0.21724941,9.033243,1.8897e-05,,,,,,,,,,,,,,,,,
69,0.20035353,9.067659,1.9174768e-05,,,,,,,,,,,,,,,,,
70,0.20275865,9.052051,1.9453e-05,,,,,,,,,,,,,,,,,
71,0.19828315,9.065763,1.9730767e-05,,,,,,,,,,,,,,,,,
72,0.19844103,9.050838,2.0008534e-05,,,,,,,,,,,,,,,,,
73,0.18928216,9.051024,2.0286534e-05,,,,,,,,,,,,,,,,,
74,0.19302137,9.030479,2.0564301e-05,,,,,,,,,,,,,,,,,
75,0.17790198,9.0462055,2.08423e-05,,,,,,,,,,,,,,,,,
76,0.17954901,9.015325,2.11203e-05,,,,,,,,,,,,,,,,,
77,0.17824133,8.993012,2.1398067e-05,,,,,,,,,,,,,,,,,
78,0.1708282,9.021088,2.1675834e-05,,,,,,,,,,,,,,,,,
79,0.16255642,9.019442,2.1953834e-05,,,,,,,,,,,,,,,,,
80,0.15879104,9.04134,2.2231834e-05,,,,,,,,,,,,,,,,,
81,0.16649002,8.963928,2.2509601e-05,,,,,,,,,,,,,,,,,
82,0.17038341,9.005474,2.2787368e-05,,,,,,,,,,,,,,,,,
83,0.15869915,8.998655,2.30656e-05,,,,,,,,,,,,,,,,,
84,0.1511534,8.994189,2.3343368e-05,,,,,,,,,,,,,,,,,
85,0.15570208,8.977983,2.3621134e-05,,,,,,,,,,,,,,,,,
86,0.14983204,9.000633,2.3899134e-05,,,,,,,,,,,,,,,,,
87,0.15138523,8.943567,2.4177134e-05,,,,,,,,,,,,,,,,,
88,0.14228354,8.948458,2.4454901e-05,,,,,,,,,,,,,,,,,
89,0.13035068,8.994705,2.47329e-05,,,,,,,,,,,,,,,,,
90,0.13859197,8.948825,2.5010668e-05,,,,,,,,,,,,,,,,,
91,0.1308728,8.957483,2.5288668e-05,,,,,,,,,,,,,,,,,
92,0.1256823,8.961127,2.5566667e-05,,,,,,,,,,,,,,,,,
93,0.12788013,8.953746,2.5844434e-05,,,,,,,,,,,,,,,,,
94,0.11785748,8.972933,2.6122201e-05,,,,,,,,,,,,,,,,,
95,0.11461291,8.951523,2.6400201e-05,,,,,,,,,,,,,,,,,
96,0.115311414,8.936655,2.66782e-05,,,,,,,,,,,,,,,,,
97,0.106804386,8.937236,2.6955968e-05,,,,,,,,,,,,,,,,,
98,0.10964799,8.950473,2.7233968e-05,,,,,,,,,,,,,,,,,
99,0.10796005,8.980846,2.7511735e-05,,,,,,,,,,,,,,,,,
2347,,,,0.4956738650798797,3.196162939071656,19.793790410279144,0.4906572699546814,3.2485785484313965,16.42262449182247,3000.0,0.484120637178421,3.336254119873047,14.573948187964769,3003.0,882.1129679679871,2276.470311164856,882.1129679679871,1394.2499010562897,0.0398459434509277,0.0
4698,,,,0.5657017827033997,2.531001329421997,26.06374619538297,0.5722433924674988,2.473972797393799,21.98240083715513,3000.0,0.5744001269340515,2.4748477935791016,20.68652788662263,3003.0,1722.1117043495178,3553.7678933143616,1722.1117043495178,1831.456269979477,0.0667488574981689,0.0
7052,,,,0.5947403907775879,2.2749478816986084,28.29666831175345,0.6037867069244385,2.205054759979248,24.45882074393718,3000.0,0.6079367995262146,2.1793932914733887,23.40563846160437,3003.0,2562.311882019043,4840.899169921875,2562.311882019043,2278.2958228588104,0.0931951999664306,0.0
9405,,,,0.601093053817749,2.2079036235809326,28.68659988084801,0.6200047135353088,2.0600180625915527,25.629133215078777,3000.0,0.6256812810897827,2.011790990829468,24.33159759403772,3003.0,3402.5487077236176,6126.841725826263,3402.5487077236176,2723.907709121704,0.1207973957061767,0.0
11758,,,,0.6145140528678894,2.108526468276977,29.392226354526567,0.6326642036437988,1.9642627239227293,26.34722626698984,3000.0,0.6404741406440735,1.9064009189605715,25.4021995816099,3003.0,4242.7468638420105,7431.105528593063,4242.7468638420105,3187.882155895233,0.146773099899292,0.0
14111,,,,0.6256639957427979,2.016268014907837,30.352615706126908,0.6408103704452515,1.8971869945526123,26.97488194773461,3000.0,0.6488873362541199,1.8332990407943728,25.89091344473705,3003.0,5082.897255182266,8706.261663198471,5082.897255182266,3622.79612326622,0.1740422248840332,0.0
16464,,,,0.6277452111244202,1.9981534481048584,30.412689362443555,0.646848738193512,1.8461666107177728,27.486518882474392,3000.0,0.6579164862632751,1.7776066064834597,26.757991772742955,3003.0,5922.990255355835,9981.099684238434,5922.990255355835,4057.4488909244537,0.2016448974609375,0.0
18817,,,,0.6612858772277832,1.7647007703781128,32.73220275702697,0.6518579721450806,1.8143903017044067,27.526943901210544,3000.0,0.6616466641426086,1.739828109741211,26.974640101625827,3003.0,6762.973672866821,11273.944627285004,6762.973672866821,4510.220389842987,0.2288856506347656,0.0
21170,,,,0.6371337175369263,1.9369447231292725,31.10452815935952,0.6552925705909729,1.7914928197860718,27.69097926386697,3000.0,0.6672360897064209,1.7188235521316528,27.185527555642693,3003.0,7602.930931568146,12609.555406093596,7602.930931568146,5005.785178422928,0.2558002471923828,0.0
23522,,,,0.6362258791923523,1.936793684959412,30.997716948576446,0.6587023138999939,1.7752833366394043,28.01824322339864,3000.0,0.6676892638206482,1.6988435983657837,27.600034555970595,3003.0,8443.01194357872,13957.134464263916,8443.01194357872,5513.095796823502,0.3784613609313965,0.0
25874,,,,0.6472185254096985,1.847059965133667,31.838615979595712,0.6606489419937134,1.7549269199371338,28.213722607142103,3000.0,0.6716286540031433,1.6754817962646484,27.67611654632956,3003.0,9282.974813699722,15265.171300172806,9282.974813699722,5981.0757603645325,0.4084711074829101,0.0
28227,,,,0.6410157680511475,1.8986124992370603,30.90860948975748,0.6612688899040222,1.7478400468826294,28.16452459359281,3000.0,0.6723955869674683,1.6690300703048706,27.78078990031988,3003.0,10123.17378282547,16562.350764989853,10123.17378282547,6437.965779542923,0.4349615573883056,0.0
30579,,,,0.643190324306488,1.8872864246368408,31.03408832038132,0.6648150682449341,1.7292649745941162,28.42109809299094,3000.0,0.6754866242408752,1.6556001901626587,28.006428226585385,3003.0,10963.221692085266,17920.728999614716,10963.221692085266,6956.202973604202,0.4643299579620361,0.0
32931,,,,0.6467065811157227,1.860093116760254,31.78680126631591,0.6661913394927979,1.7238361835479736,28.653431050462423,3000.0,0.6765440702438354,1.647248148918152,27.95793153844916,3003.0,11803.229257822037,19257.93126630783,11803.229257822037,7453.305144071579,0.4934463500976562,0.0
35283,,,,0.6471262574195862,1.856606721878052,31.362662860003702,0.6653730273246765,1.7187848091125488,28.636626871364623,3000.0,0.6788333058357239,1.6358877420425415,28.167315328664053,3003.0,12643.24746465683,20560.61408424377,12643.24746465683,7915.879837989807,0.5194516181945801,0.0
37634,,,,0.6754831671714783,1.6646173000335691,33.919657640282175,0.6681628227233887,1.707391619682312,28.568047315672324,3000.0,0.6795538067817688,1.626884698867798,28.23362902393675,3003.0,13483.24908208847,21870.79803419113,13483.24908208847,8385.970170736313,0.546238899230957,0.0
39988,,,,0.6506996154785156,1.834954738616944,32.12908963303837,0.6712626218795776,1.6936442852020264,28.87940857663121,3000.0,0.6815990209579468,1.6100252866744995,28.30046634250847,3003.0,14323.51431298256,23179.1166870594,14323.51431298256,8853.934418916702,0.5740118026733398,0.0
42341,,,,0.6475173830986023,1.8473283052444456,32.035263443944494,0.6711509823799133,1.68730628490448,29.092830082092675,3000.0,0.6840857863426208,1.601983666419983,28.45538746238733,3003.0,15163.609246015549,24488.62505197525,15163.609246015549,9323.257759094238,0.6006391048431396,0.0
44693,,,,0.6589924097061157,1.7698129415512085,32.33495099981656,0.6735936403274536,1.6770309209823608,29.056423584574947,3000.0,0.6847597360610962,1.5913070440292358,28.646023524367347,3003.0,16003.860731124878,25794.641113996506,16003.860731124878,9788.92763376236,0.6294739246368408,0.0
47045,,,,0.6562446355819702,1.79965078830719,32.35063091842328,0.6746103763580322,1.669701099395752,28.93400574334848,3000.0,0.687850832939148,1.5816024541854858,29.04317109367868,3003.0,16844.035579681396,27162.909832954407,16844.035579681396,10316.929811954498,0.6571612358093262,0.0
49398,,,,0.6530421376228333,1.816499948501587,32.51851362884808,0.675986647605896,1.6633585691452026,29.023404246608127,3000.0,0.6894893050193787,1.5757484436035156,28.915979924558584,3003.0,17684.081352472305,28572.09848833084,17684.081352472305,10885.980944156649,0.6848745346069336,0.0
51751,,,,0.6598048806190491,1.7691770792007446,32.45658303951948,0.6770033836364746,1.6507459878921509,29.24362360774996,3000.0,0.6882458925247192,1.5653921365737915,28.90288715838737,3003.0,18524.314654111862,29906.725437402725,18524.314654111862,11380.282769441605,0.7117915153503418,0.0
54104,,,,0.6617174744606018,1.760590672492981,32.217698272177635,0.6777597069740295,1.6466983556747437,29.38199842418086,3000.0,0.6917320489883423,1.5517630577087402,29.175307538589426,3003.0,19364.3219602108,31202.126512289047,19364.3219602108,11835.581384897232,0.7447488307952881,0.0
56456,,,,0.683756947517395,1.6191707849502563,34.09780737658951,0.6782184839248657,1.6364318132400513,29.371479243831537,3000.0,0.6927313804626465,1.542405366897583,29.26594148665265,3003.0,20204.280987739563,32478.46260976792,20204.280987739563,12271.866542577744,0.772308349609375,0.0
58809,,,,0.6652004718780518,1.7336171865463257,33.020287476907725,0.6806114912033081,1.625224471092224,29.54225274180064,3000.0,0.6945441961288452,1.527384638786316,29.680222787145283,3003.0,21044.236112594604,33836.85422062874,21044.236112594604,12790.207654237747,0.8047354221343994,0.0
61163,,,,0.6652975678443909,1.7435760498046875,33.12929355856815,0.6827565431594849,1.6176046133041382,29.89255856248129,3000.0,0.6962988972663879,1.5243515968322754,29.45074228980014,3003.0,21884.497807502747,35201.107726335526,21884.497807502747,13314.108394145966,0.8320860862731934,0.0
63516,,,,0.6771969795227051,1.655434012413025,33.54484003709406,0.6846288442611694,1.6063886880874634,29.609546026938023,3000.0,0.6989948749542236,1.511004090309143,29.954574764023096,3003.0,22724.6959104538,36512.08802485466,22724.6959104538,13784.79711651802,0.8617048263549805,0.0
65868,,,,0.6689723134040833,1.713858127593994,33.18738224024916,0.6844924092292786,1.598367691040039,29.84334766333688,3000.0,0.7007960081100464,1.499418020248413,29.94597340397853,3003.0,23564.64739537239,37814.27501821518,23564.64739537239,14246.938971996307,0.8905432224273682,0.0
68221,,,,0.6703549027442932,1.701526165008545,33.35100081372539,0.6863027215003967,1.5891531705856323,30.04105653516374,3000.0,0.7015630006790161,1.4946887493133545,29.867222923480217,3003.0,24404.60458612442,39180.735548496246,24404.60458612442,14773.34663248062,0.9219682216644288,0.0
70575,,,,0.6761689186096191,1.6648470163345337,33.93015616969996,0.6876294016838074,1.5822242498397827,30.066886970888927,3000.0,0.7034106254577637,1.4829546213150024,30.11707942176816,3003.0,25244.611476182938,40471.83636856079,25244.611476182938,15224.349089860916,0.9510924816131592,0.0
72929,,,,0.672415554523468,1.6840918064117432,33.83986475997978,0.6884477734565735,1.574479103088379,30.20164422386877,3000.0,0.7035501003265381,1.4757366180419922,30.2316487336821,3003.0,26084.677806854248,41782.591207265854,26084.677806854248,15694.945509672163,0.9792792797088624,0.0
75282,,,,0.6911562085151672,1.5760536193847656,35.07000216142557,0.6895636916160583,1.5667814016342163,30.268362371847694,3000.0,0.7044215798377991,1.4653472900390625,30.2924841161796,3003.0,26924.733322381973,43085.90938997269,26924.733322381973,16158.11239171028,1.010289430618286,0.0
77636,,,,0.6797002553939819,1.6452529430389404,34.10992741129952,0.6918575167655945,1.557682991027832,30.286152450157488,3000.0,0.7060484886169434,1.456707239151001,30.515908668472687,3003.0,27764.862472057343,44450.42546367645,27764.862472057343,16682.40464782715,1.0413730144500732,0.0
79990,,,,0.6809139847755432,1.6357523202896118,34.14490889869634,0.6923162937164307,1.5520442724227903,30.772784756651905,3000.0,0.7090465426445007,1.4479936361312866,30.671868181077016,3003.0,28605.015514850616,45808.96203684807,28605.015514850616,17200.695795059204,1.0692484378814695,0.0
82344,,,,0.6923236846923828,1.5717953443527222,34.8129740526004,0.6936429738998413,1.5461525917053225,30.60453829059529,3000.0,0.7090000510215759,1.4440759420394895,30.67941976006025,3003.0,29445.260023117065,47105.47124505043,29445.260023117065,17656.864860773087,1.1000800132751465,0.0
84698,,,,0.6867305040359497,1.598714828491211,34.4391421256402,0.693990170955658,1.5403622388839722,30.68128382061011,3000.0,0.7113474011421204,1.4339784383773804,30.931339872287904,3003.0,30285.26723098755,48484.79613018036,30285.26723098755,18196.091591596603,1.1280951499938965,0.0
87052,,,,0.6895737648010254,1.5895466804504397,34.28252619610287,0.6946101188659668,1.5373016595840454,31.02985198478719,3000.0,0.7119284272193909,1.4307478666305542,31.07759143219543,3003.0,31125.22877383232,49818.749158144,31125.22877383232,18689.990656614304,1.159001111984253,0.0
87052,,,,,,,,,,,,,,,31125.22877383232,,,,,0.0
