global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,182.55273,10.918765,0.0,,,,,,,,,,,,,,
1,,,,0.0010363520123064,352.00103759765625,0.0010199999669566,357.3153991699219,50000.0,0.0014000000664964,352.9113464355469,10000.0,60.741074323654175,98.36992406845091,60.741074323654175,37.62874341011048,0.0,0.0
100,35.056152,7.107154,7.648417e-05,,,,,,,,,,,,,,
200,17.09563,7.029883,0.00015296845,,,,,,,,,,,,,,
300,10.220298,6.9677563,0.00022945274,,,,,,,,,,,,,,
400,7.068625,6.7748246,0.0003059369,,,,,,,,,,,,,,
500,5.7941566,6.482136,0.00038242107,,,,,,,,,,,,,,
600,4.6452317,6.234522,0.00045890542,,,,,,,,,,,,,,
700,5.1100163,6.0137672,0.0005353897,,,,,,,,,,,,,,
800,4.9114485,5.8281355,0.00061187387,,,,,,,,,,,,,,
898,,,,0.035833865404129,5.789299011230469,0.0364199988543987,5.803476810455322,50000.0,0.0291000008583068,6.040787696838379,10000.0,570.784574508667,627.0771911144257,570.784574508667,56.23100471496582,0.029794692993164,0.0
900,4.079328,5.6673174,0.00068835804,,,,,,,,,,,,,,
1000,5.8171835,5.6036425,0.0007648423,,,,,,,,,,,,,,
1100,4.450028,5.487588,0.00084132655,,,,,,,,,,,,,,
1200,7.127539,5.353602,0.0009178108,,,,,,,,,,,,,,
1300,5.9940753,5.3556576,0.000994295,,,,,,,,,,,,,,
1400,5.811353,5.228977,0.0010707793,,,,,,,,,,,,,,
1500,4.670588,4.8418283,0.0011472635,,,,,,,,,,,,,,
1600,3.1763213,4.697727,0.0012237477,,,,,,,,,,,,,,
1700,5.8610234,4.732614,0.0013002319,,,,,,,,,,,,,,
1788,,,,0.1303412020206451,5.188400745391846,0.1191199943423271,5.382431507110596,50000.0,0.0922000035643577,5.697839736938477,10000.0,1080.7436294555664,1155.38894033432,1080.7436294555664,74.52480602264404,0.0580890178680419,0.0
1800,3.583745,4.659974,0.0013767162,,,,,,,,,,,,,,
1900,7.798629,4.5486197,0.0014271957,,,,,,,,,,,,,,
2000,5.723725,4.2737403,0.001427194,,,,,,,,,,,,,,
2100,8.22955,4.284564,0.0014271903,,,,,,,,,,,,,,
2200,3.1206625,4.236241,0.0014271843,,,,,,,,,,,,,,
2300,4.7057276,3.8922834,0.0014271764,,,,,,,,,,,,,,
2400,4.9549985,3.9038715,0.0014271664,,,,,,,,,,,,,,
2500,3.260301,3.7663817,0.0014271544,,,,,,,,,,,,,,
2600,4.006356,3.8159387,0.0014271402,,,,,,,,,,,,,,
2679,,,,0.3179209232330322,3.5943679809570312,0.2786000072956085,3.82778000831604,50000.0,0.20940001308918,4.315129280090332,10000.0,1590.7037122249603,1684.02104306221,1590.7037122249603,93.13752746582033,0.0873889923095703,0.0
2700,3.173975,3.7148852,0.001427124,,,,,,,,,,,,,,
2800,3.8798687,3.7453237,0.0014271059,,,,,,,,,,,,,,
2900,8.535729,3.6369128,0.0014270856,,,,,,,,,,,,,,
3000,2.9439244,3.4265378,0.0014270634,,,,,,,,,,,,,,
3100,4.5178,3.4666135,0.0014270388,,,,,,,,,,,,,,
3200,2.646961,3.4800568,0.0014270123,,,,,,,,,,,,,,
3300,11.231901,3.732842,0.0014269839,,,,,,,,,,,,,,
3400,3.2399848,3.5275683,0.0014269532,,,,,,,,,,,,,,
3500,8.8230095,3.5724084,0.0014269205,,,,,,,,,,,,,,
3562,,,,0.2502192258834839,31.974584579467773,0.2327999919652938,28.60252952575684,50000.0,0.1700000017881393,35.59867858886719,10000.0,2100.726235151291,2212.53071141243,2100.726235151291,111.56565237045288,0.1166434288024902,0.0
3600,8.29896,3.4402626,0.0014268858,,,,,,,,,,,,,,
3700,1.5564817,3.3917105,0.001426849,,,,,,,,,,,,,,
3800,4.857954,3.1595235,0.00142681,,,,,,,,,,,,,,
3900,1.4131658,3.3091388,0.0014267693,,,,,,,,,,,,,,
4000,2.8541617,3.1661282,0.0014267262,,,,,,,,,,,,,,
4100,4.1358404,2.9484115,0.0014266812,,,,,,,,,,,,,,
4200,1.581644,3.1200774,0.0014266343,,,,,,,,,,,,,,
4300,2.0557146,3.024735,0.001426585,,,,,,,,,,,,,,
4400,2.4131687,3.0585418,0.0014265339,,,,,,,,,,,,,,
4440,,,,0.4413863122463226,2.4977195262908936,0.4118599891662597,2.6753487586975098,50000.0,0.3078000247478485,3.395394325256348,10000.0,2610.8171038627625,2741.042133808136,2610.8171038627625,129.9271478652954,0.1457607746124267,0.0
4500,6.361418,2.9754784,0.0014264806,,,,,,,,,,,,,,
4600,2.6371887,3.0723991,0.0014264252,,,,,,,,,,,,,,
4700,2.7188432,3.37836,0.0014263678,,,,,,,,,,,,,,
4800,2.4790273,3.0847635,0.0014263084,,,,,,,,,,,,,,
4900,1.5662652,2.9320586,0.0014262467,,,,,,,,,,,,,,
5000,2.547129,2.8814878,0.0014261833,,,,,,,,,,,,,,
5100,2.587247,2.7524328,0.0014261177,,,,,,,,,,,,,,
5200,1.5510839,2.899972,0.00142605,,,,,,,,,,,,,,
5300,3.7699203,2.9047608,0.0014259802,,,,,,,,,,,,,,
5318,,,,0.5012954473495483,2.3104782104492188,0.4544399976730346,2.5898597240448,50000.0,0.3508000075817108,3.1680591106414795,10000.0,3120.8755650520325,3269.8717970848083,3120.8755650520325,148.63286447525024,0.1816189289093017,0.0
5400,7.814038,2.7477002,0.0014259084,,,,,,,,,,,,,,
5500,1.3340318,2.8361597,0.0014258346,,,,,,,,,,,,,,
5600,2.2514734,2.9274783,0.0014257586,,,,,,,,,,,,,,
5700,1.6460134,2.7002766,0.0014256806,,,,,,,,,,,,,,
5800,1.4722167,2.553022,0.0014256006,,,,,,,,,,,,,,
5900,1.4040755,2.67769,0.0014255185,,,,,,,,,,,,,,
6000,1.4686259,2.6020613,0.0014254343,,,,,,,,,,,,,,
6100,2.2122297,2.5604541,0.0014253482,,,,,,,,,,,,,,
6188,,,,0.5135124325752258,2.1125879287719727,0.4757599830627441,2.319749116897583,50000.0,0.3597000241279602,3.087937355041504,10000.0,3631.213378190994,3799.303149461746,3631.213378190994,167.6658706665039,0.2128281593322754,0.0
6200,2.6544406,2.619725,0.0014252599,,,,,,,,,,,,,,
6300,4.324264,2.540985,0.0014251695,,,,,,,,,,,,,,
6400,2.4692535,2.470533,0.0014250772,,,,,,,,,,,,,,
6500,1.9386601,2.5290203,0.0014249827,,,,,,,,,,,,,,
6600,2.2621372,2.4937577,0.0014248863,,,,,,,,,,,,,,
6700,4.516081,2.5963275,0.0014247877,,,,,,,,,,,,,,
6800,2.5484796,2.6375282,0.001424687,,,,,,,,,,,,,,
6900,5.313187,2.4409995,0.0014245843,,,,,,,,,,,,,,
7000,12.497201,2.5331602,0.0014244796,,,,,,,,,,,,,,
7056,,,,0.5419324040412903,2.0430281162261963,0.4973599910736084,2.2781822681427,50000.0,0.3788000047206878,3.0337014198303223,10000.0,4141.775482654572,4332.733926534653,4141.775482654572,190.4703478813172,0.2477562427520752,0.0
7100,2.187517,2.4642773,0.001424373,,,,,,,,,,,,,,
7200,5.576264,2.73423,0.001424264,,,,,,,,,,,,,,
7300,2.2287393,2.5669239,0.0014241531,,,,,,,,,,,,,,
7400,6.7220855,2.4149952,0.0014240402,,,,,,,,,,,,,,
7500,2.154249,2.5286303,0.0014239254,,,,,,,,,,,,,,
7600,1.2732277,2.3818126,0.0014238083,,,,,,,,,,,,,,
7700,1.6692379,2.5552123,0.0014236892,,,,,,,,,,,,,,
7800,2.2439373,2.509054,0.0014235681,,,,,,,,,,,,,,
7900,2.5654309,2.3449433,0.0014234448,,,,,,,,,,,,,,
7927,,,,0.5672831535339355,1.992520213127136,0.5249800086021423,2.161919593811035,50000.0,0.4021000266075134,2.9055213928222656,10000.0,4652.263226747513,4868.302583932877,4652.263226747513,215.4958753585816,0.2735977172851562,0.0
8000,1.5841974,2.3724082,0.0014233196,,,,,,,,,,,,,,
8100,1.9229983,2.491301,0.0014231921,,,,,,,,,,,,,,
8200,2.6017778,2.3900337,0.0014230629,,,,,,,,,,,,,,
8300,2.490079,2.309235,0.0014229316,,,,,,,,,,,,,,
8400,2.7395828,2.2470737,0.001422798,,,,,,,,,,,,,,
8500,2.4619877,2.3191957,0.0014226626,,,,,,,,,,,,,,
8600,2.0397418,2.4403777,0.001422525,,,,,,,,,,,,,,
8700,1.793599,2.3372917,0.0014223855,,,,,,,,,,,,,,
8800,3.7719123,2.3887763,0.0014222438,,,,,,,,,,,,,,
8802,,,,0.5805165767669678,1.762272834777832,0.5379199981689453,2.0069987773895264,50000.0,0.4195000231266022,2.730405569076538,10000.0,5162.20435500145,5405.738863945007,5162.20435500145,242.93037796020508,0.3049705028533935,0.0
8900,2.218459,2.3736446,0.0014221001,,,,,,,,,,,,,,
9000,1.5364324,2.2577364,0.0014219544,,,,,,,,,,,,,,
9100,1.62332,2.303646,0.0014218065,,,,,,,,,,,,,,
