global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,3.3704798,0.7386342,,,,,,,,,,,,,,
1,,,0.2561492238725935,0.7543178285871234,0.2475283166029913,0.7671224736872186,3554.0,0.2707233871038118,0.7662262499781834,3581.0,77.07071876525879,280.64407181739807,77.07071876525879,203.57301664352417,0.0,0.0
100,0.6345167,0.34451348,,,,,,,,,,,,,,
200,0.14431272,0.29733026,,,,,,,,,,,,,,
300,0.16491921,0.4225728,,,,,,,,,,,,,,
327,,,0.6976540429251534,0.3126823561532156,0.6751713792997327,0.3324324264912774,3554.0,0.6935291348872522,0.3341870983031101,3581.0,157.26994490623474,365.104083776474,157.26994490623474,207.7908205986023,0.0309975147247314,0.0
400,0.08808702,0.3313989,,,,,,,,,,,,,,
500,0.117299125,0.20845695,,,,,,,,,,,,,,
563,,,0.7182722772870745,0.2935358456202915,0.6958527830657358,0.3126954361502884,3554.0,0.7133895418092013,0.3148809335512078,3581.0,237.53804183006287,449.3733716011048,237.53804183006287,211.7531831264496,0.0615348815917968,0.0
600,0.10090523,0.33186147,,,,,,,,,,,,,,
700,0.081746764,0.23775631,,,,,,,,,,,,,,
797,,,0.7278854506356376,0.284972037587847,0.7057410279350732,0.3038472619429692,3554.0,0.7228882551792446,0.3062104643539688,3581.0,317.7862246036529,533.6230926513672,317.7862246036529,215.71152114868164,0.0968265533447265,0.0
800,0.1104946,0.24549563,,,,,,,,,,,,,,
900,0.07740031,0.24125552,,,,,,,,,,,,,,
1000,0.091784894,0.36386582,,,,,,,,,,,,,,
1060,,,0.7340856279645648,0.2799925463540213,0.7120752200425576,0.2988400778612127,3554.0,0.7289583642400865,0.3011388025014835,3581.0,397.8580901622772,617.6932640075684,397.8580901622772,219.66872382164,0.1283111572265625,0.0
1100,0.08541522,0.30886105,,,,,,,,,,,,,,
1200,0.09249619,0.22678602,,,,,,,,,,,,,,
1300,0.10234935,0.34061792,,,,,,,,,,,,,,
1389,,,0.7374194008963448,0.2760624715260097,0.7143628190726998,0.2955697681639526,3554.0,0.7315803022898631,0.2974977256265708,3581.0,478.0422410964966,701.8733339309692,478.0422410964966,223.6272449493408,0.1522254943847656,0.0
1400,0.15264845,0.2868546,,,,,,,,,,,,,,
1500,0.060303446,0.34080115,,,,,,,,,,,,,,
