global_step,grad_norm,loss,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,5.060969,11.501739,,,,,,,,,,,,,,,,,
1,,,0.000643138482701,11.525972366333008,0.0,0.0004835649742744,11.52700424194336,0.0,3000.0,0.0007088489946909,11.53193187713623,1.2085799873005427e-09,3003.0,35.217092752456665,904.9307963848114,35.217092752456665,869.7136549949646,0.0,0.0
100,0.19292822,8.217668,,,,,,,,,,,,,,,,,
200,0.67509216,7.381147,,,,,,,,,,,,,,,,,
300,0.55390006,6.784603,,,,,,,,,,,,,,,,,
400,0.500945,6.1253624,,,,,,,,,,,,,,,,,
500,0.5485947,5.741835,,,,,,,,,,,,,,,,,
600,0.35367268,5.409174,,,,,,,,,,,,,,,,,
700,0.3729599,5.033931,,,,,,,,,,,,,,,,,
800,0.52531487,4.8207603,,,,,,,,,,,,,,,,,
900,0.4242409,4.582653,,,,,,,,,,,,,,,,,
1000,0.48973548,4.244487,,,,,,,,,,,,,,,,,
1100,0.46396697,4.0563054,,,,,,,,,,,,,,,,,
1200,0.45896605,3.8677049,,,,,,,,,,,,,,,,,
1300,0.48387438,3.71137,,,,,,,,,,,,,,,,,
1400,0.4561519,3.603625,,,,,,,,,,,,,,,,,
1500,0.48737407,3.389863,,,,,,,,,,,,,,,,,
1600,0.4500206,3.361011,,,,,,,,,,,,,,,,,
1700,0.47264087,3.284281,,,,,,,,,,,,,,,,,
1800,0.43112737,3.1884058,,,,,,,,,,,,,,,,,
1900,0.46557516,3.1518307,,,,,,,,,,,,,,,,,
2000,0.47353157,3.124905,,,,,,,,,,,,,,,,,
2100,0.39126372,2.9696162,,,,,,,,,,,,,,,,,
2187,,,0.5126647353172302,2.8558623790740967,21.890721973389265,0.5130376219749451,2.8569869995117188,18.13305813382987,3000.0,0.5089884400367737,2.924092531204224,16.210413168053865,3003.0,875.301394701004,2235.759518146515,875.301394701004,1360.3637804985046,0.0218849182128906,0.0
2200,0.41611102,2.9782612,,,,,,,,,,,,,,,,,
2300,0.35736832,3.0625098,,,,,,,,,,,,,,,,,
2400,0.36231756,2.975889,,,,,,,,,,,,,,,,,
2500,0.3680745,2.943217,,,,,,,,,,,,,,,,,
2600,0.29304382,2.8208,,,,,,,,,,,,,,,,,
2700,0.30400476,2.7636561,,,,,,,,,,,,,,,,,
2800,0.2683313,2.716964,,,,,,,,,,,,,,,,,
2900,0.26130158,2.7804747,,,,,,,,,,,,,,,,,
3000,0.24376394,2.753717,,,,,,,,,,,,,,,,,
3100,0.23548345,2.59301,,,,,,,,,,,,,,,,,
3200,0.24812004,2.605133,,,,,,,,,,,,,,,,,
3300,0.22787984,2.5408075,,,,,,,,,,,,,,,,,
3400,0.20172144,2.5345123,,,,,,,,,,,,,,,,,
3500,0.19125797,2.5495343,,,,,,,,,,,,,,,,,
3600,0.20929362,2.453098,,,,,,,,,,,,,,,,,
3700,0.1782679,2.4554198,,,,,,,,,,,,,,,,,
3800,0.19214603,2.4427276,,,,,,,,,,,,,,,,,
3900,0.17264067,2.407183,,,,,,,,,,,,,,,,,
4000,0.17101839,2.4589596,,,,,,,,,,,,,,,,,
4100,0.16659269,2.351467,,,,,,,,,,,,,,,,,
4200,0.1650067,2.4228923,,,,,,,,,,,,,,,,,
4300,0.15626155,2.323812,,,,,,,,,,,,,,,,,
4372,,,0.5741452574729919,2.2753701210021973,26.54337246273316,0.5891805291175842,2.1666879653930664,23.55913109785917,3000.0,0.5922840237617493,2.1526832580566406,21.98946925951736,3003.0,1715.5059297084808,3532.9968259334564,1715.5059297084808,1817.2987930774689,0.0474505424499511,0.0
4400,0.17242041,2.3190963,,,,,,,,,,,,,,,,,
4500,0.17464681,2.3484714,,,,,,,,,,,,,,,,,
4600,0.16381419,2.299617,,,,,,,,,,,,,,,,,
4700,0.14939882,2.2677617,,,,,,,,,,,,,,,,,
4800,0.15512437,2.3264124,,,,,,,,,,,,,,,,,
4900,0.15396914,2.2420268,,,,,,,,,,,,,,,,,
5000,0.14009944,2.188302,,,,,,,,,,,,,,,,,
5100,0.15682021,2.2694695,,,,,,,,,,,,,,,,,
5200,0.17365722,2.2674112,,,,,,,,,,,,,,,,,
5300,0.14483961,2.206665,,,,,,,,,,,,,,,,,
5400,0.1529432,2.345708,,,,,,,,,,,,,,,,,
5500,0.14490019,2.282008,,,,,,,,,,,,,,,,,
5600,0.15274051,2.191722,,,,,,,,,,,,,,,,,
5700,0.15031591,2.2571495,,,,,,,,,,,,,,,,,
5800,0.15261626,2.1610122,,,,,,,,,,,,,,,,,
5900,0.14858823,2.2125263,,,,,,,,,,,,,,,,,
6000,0.15856099,2.191282,,,,,,,,,,,,,,,,,
6100,0.15100214,2.2115505,,,,,,,,,,,,,,,,,
6200,0.14207931,2.1699288,,,,,,,,,,,,,,,,,
6300,0.16032372,2.2001479,,,,,,,,,,,,,,,,,
6400,0.15273923,2.2612348,,,,,,,,,,,,,,,,,
6500,0.19026941,2.1048448,,,,,,,,,,,,,,,,,
6556,,,0.613275408744812,1.9499632120132449,29.517846883477848,0.6144251227378845,1.9441617727279663,25.170127154833807,3000.0,0.6200685501098633,1.894197940826416,23.66753988252873,3003.0,2555.42901301384,4848.706694841385,2555.42901301384,2292.984670639038,0.0759942531585693,0.0
6600,0.13673331,2.140752,,,,,,,,,,,,,,,,,
6700,0.21026516,2.0619571,,,,,,,,,,,,,,,,,
6800,0.1778828,2.1454597,,,,,,,,,,,,,,,,,
6900,0.17938615,2.1355937,,,,,,,,,,,,,,,,,
7000,0.13759558,2.1749463,,,,,,,,,,,,,,,,,
7100,0.15396135,2.1358593,,,,,,,,,,,,,,,,,
7200,0.14307618,2.141899,,,,,,,,,,,,,,,,,
7300,0.14120807,2.0041516,,,,,,,,,,,,,,,,,
