global_step,grad_norm,loss,lr,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,1.9403241,0.72303164,0.0,,,,,,,,,,,,,,,,,
1,,,,0.5391697883605957,0.7151519060134888,0.0227197621334998,0.5380234122276306,0.7144598364830017,0.0278841581668853,43793.0,0.5361180305480957,0.7157305479049683,0.0298611326502991,43793.0,20.34773874282837,327.64692664146423,20.34773874282837,307.29914450645447,0.0,0.0
1,1.9607302,0.72550166,1.7840648e-06,,,,,,,,,,,,,,,,,
2,1.9507385,0.72071695,3.5680132e-06,,,,,,,,,,,,,,,,,
3,1.9125432,0.7154346,5.352078e-06,,,,,,,,,,,,,,,,,
4,1.8711597,0.70849735,7.1360264e-06,,,,,,,,,,,,,,,,,
5,1.8015257,0.7002198,8.919975e-06,,,,,,,,,,,,,,,,,
6,1.7267168,0.6857599,1.0703923e-05,,,,,,,,,,,,,,,,,
7,1.6237072,0.6741693,1.2487988e-05,,,,,,,,,,,,,,,,,
8,1.515755,0.66123456,1.4271936e-05,,,,,,,,,,,,,,,,,
9,1.4384823,0.64979726,1.6056001e-05,,,,,,,,,,,,,,,,,
10,1.3572644,0.636597,1.783995e-05,,,,,,,,,,,,,,,,,
11,1.2966098,0.6237503,1.9624014e-05,,,,,,,,,,,,,,,,,
12,1.2470344,0.61481684,2.1407963e-05,,,,,,,,,,,,,,,,,
13,1.1787034,0.59943736,2.3191911e-05,,,,,,,,,,,,,,,,,
14,1.1179516,0.5875923,2.497586e-05,,,,,,,,,,,,,,,,,
15,1.0605938,0.5776824,2.6759924e-05,,,,,,,,,,,,,,,,,
16,1.0058479,0.5683666,2.8543873e-05,,,,,,,,,,,,,,,,,
17,0.98000646,0.5586595,3.0327938e-05,,,,,,,,,,,,,,,,,
18,0.9370418,0.5486935,3.2111886e-05,,,,,,,,,,,,,,,,,
19,0.9068167,0.5401881,3.389595e-05,,,,,,,,,,,,,,,,,
20,0.86301047,0.53123546,3.56799e-05,,,,,,,,,,,,,,,,,
21,0.83285993,0.52217424,3.7463848e-05,,,,,,,,,,,,,,,,,
22,0.79112047,0.51703256,3.9247796e-05,,,,,,,,,,,,,,,,,
23,0.7632835,0.5048479,4.103186e-05,,,,,,,,,,,,,,,,,
24,0.7268813,0.5000298,4.281581e-05,,,,,,,,,,,,,,,,,
25,0.6981239,0.4909016,4.4599874e-05,,,,,,,,,,,,,,,,,
26,0.67724895,0.48589006,4.638394e-05,,,,,,,,,,,,,,,,,
27,0.6489731,0.4806251,4.8167887e-05,,,,,,,,,,,,,,,,,
28,0.6358979,0.47090966,4.9951836e-05,,,,,,,,,,,,,,,,,
29,0.61971015,0.4664021,5.17359e-05,,,,,,,,,,,,,,,,,
30,0.6000481,0.45975956,5.351985e-05,,,,,,,,,,,,,,,,,
31,0.5900511,0.4537346,5.5303797e-05,,,,,,,,,,,,,,,,,
32,0.5793539,0.44895998,5.7087862e-05,,,,,,,,,,,,,,,,,
33,0.5623544,0.44319385,5.887181e-05,,,,,,,,,,,,,,,,,
34,0.5545483,0.43549874,6.0655875e-05,,,,,,,,,,,,,,,,,
35,0.54088295,0.4291312,6.243982e-05,,,,,,,,,,,,,,,,,
36,0.5299981,0.42389318,6.422389e-05,,,,,,,,,,,,,,,,,
37,0.51783127,0.41942272,6.600784e-05,,,,,,,,,,,,,,,,,
38,0.50367033,0.4148704,6.7791785e-05,,,,,,,,,,,,,,,,,
39,0.4863684,0.407699,6.957573e-05,,,,,,,,,,,,,,,,,
40,0.4775207,0.4034972,7.13598e-05,,,,,,,,,,,,,,,,,
41,0.46326408,0.40026554,7.314375e-05,,,,,,,,,,,,,,,,,
42,0.45369503,0.39435315,7.492781e-05,,,,,,,,,,,,,,,,,
43,0.44777504,0.38817507,7.671176e-05,,,,,,,,,,,,,,,,,
44,0.44016838,0.38311628,7.8495825e-05,,,,,,,,,,,,,,,,,
45,0.43106526,0.38235974,8.027977e-05,,,,,,,,,,,,,,,,,
46,0.42059216,0.37478295,8.206372e-05,,,,,,,,,,,,,,,,,
47,0.4142951,0.3705421,8.384767e-05,,,,,,,,,,,,,,,,,
48,0.4088226,0.36547393,8.5631735e-05,,,,,,,,,,,,,,,,,
49,0.3993,0.36461288,8.741568e-05,,,,,,,,,,,,,,,,,
50,0.39282268,0.35935318,8.919975e-05,,,,,,,,,,,,,,,,,
51,0.38827732,0.3543183,9.098381e-05,,,,,,,,,,,,,,,,,
52,0.38820583,0.34985352,9.276776e-05,,,,,,,,,,,,,,,,,
53,0.3797185,0.34669843,9.455171e-05,,,,,,,,,,,,,,,,,
54,0.37553763,0.3431044,9.633566e-05,,,,,,,,,,,,,,,,,
55,0.37029716,0.34171396,9.811972e-05,,,,,,,,,,,,,,,,,
56,0.366307,0.33780771,9.990367e-05,,,,,,,,,,,,,,,,,
57,0.36218214,0.3342537,0.000101687736,,,,,,,,,,,,,,,,,
58,0.35930267,0.33010924,0.000103471684,,,,,,,,,,,,,,,,,
59,0.35759416,0.3265313,0.00010525575,,,,,,,,,,,,,,,,,
60,0.35068384,0.32595885,0.0001070397,,,,,,,,,,,,,,,,,
61,0.35000244,0.32277617,0.00010882376,,,,,,,,,,,,,,,,,
62,0.3482949,0.3184335,0.00011060771,,,,,,,,,,,,,,,,,
63,0.34183767,0.3158219,0.00011239166,,,,,,,,,,,,,,,,,
64,0.3411709,0.3099454,0.00011417561,,,,,,,,,,,,,,,,,
65,0.33911636,0.30723292,0.00011595967,,,,,,,,,,,,,,,,,
66,0.33176196,0.30809242,0.00011774362,,,,,,,,,,,,,,,,,
67,0.33156347,0.30056348,0.000119527685,,,,,,,,,,,,,,,,,
68,0.32858866,0.29904085,0.000121311634,,,,,,,,,,,,,,,,,
69,0.32548687,0.29476938,0.0001230957,,,,,,,,,,,,,,,,,
70,0.320502,0.29178998,0.00012487965,,,,,,,,,,,,,,,,,
71,0.31845206,0.2897297,0.0001266636,,,,,,,,,,,,,,,,,
72,0.31353298,0.28538635,0.00012844754,,,,,,,,,,,,,,,,,
73,0.3102819,0.28280333,0.00013023161,,,,,,,,,,,,,,,,,
74,0.30934823,0.27888334,0.00013201556,,,,,,,,,,,,,,,,,
75,0.30584773,0.27613226,0.00013379962,,,,,,,,,,,,,,,,,
76,0.29983637,0.27360955,0.00013558369,,,,,,,,,,,,,,,,,
77,0.29572946,0.27117205,0.00013736764,,,,,,,,,,,,,,,,,
78,0.2923414,0.26876396,0.00013915158,,,,,,,,,,,,,,,,,
79,0.29158103,0.26332438,0.00014093553,,,,,,,,,,,,,,,,,
80,0.289126,0.25961387,0.0001427196,,,,,,,,,,,,,,,,,
81,0.28303573,0.256761,0.00014450355,,,,,,,,,,,,,,,,,
82,0.27899033,0.25602028,0.00014628761,,,,,,,,,,,,,,,,,
83,0.2750068,0.25209206,0.00014807156,,,,,,,,,,,,,,,,,
84,0.2732238,0.24761717,0.00014985562,,,,,,,,,,,,,,,,,
85,0.26995656,0.24406965,0.00015163957,,,,,,,,,,,,,,,,,
86,0.26416343,0.24399962,0.00015342352,,,,,,,,,,,,,,,,,
87,0.2622641,0.23682424,0.00015520758,,,,,,,,,,,,,,,,,
88,0.25995523,0.23439352,0.00015699153,,,,,,,,,,,,,,,,,
89,0.25355107,0.23461151,0.00015877548,,,,,,,,,,,,,,,,,
90,0.24824975,0.23419084,0.00016055955,,,,,,,,,,,,,,,,,
91,0.24650459,0.22854492,0.0001623435,,,,,,,,,,,,,,,,,
92,0.2436033,0.22499819,0.00016412756,,,,,,,,,,,,,,,,,
93,0.24221037,0.22149067,0.00016591151,,,,,,,,,,,,,,,,,
94,0.23519012,0.21896201,0.00016769557,,,,,,,,,,,,,,,,,
95,0.23252803,0.21721207,0.00016947952,,,,,,,,,,,,,,,,,
96,0.23274091,0.21148153,0.00017126347,,,,,,,,,,,,,,,,,
97,0.22852032,0.20945957,0.00017304742,,,,,,,,,,,,,,,,,
98,0.22540914,0.20482917,0.00017483148,,,,,,,,,,,,,,,,,
99,0.22233485,0.20231819,0.00017661543,,,,,,,,,,,,,,,,,
756,,,,0.9867525100708008,0.0517575666308403,0.0545286955412659,0.9842044115066528,0.0609260946512222,0.052250016273593,43793.0,0.9831963777542114,0.0639873445034027,0.0539388894431595,43793.0,260.43704319000244,683.6793537139893,260.43704319000244,423.1839368343353,0.0331075191497802,0.0
1523,,,,0.987194001674652,0.0468717589974403,0.1020945979913127,0.984493851661682,0.0562485307455062,0.1002945405839911,43793.0,0.9835257530212402,0.059369258582592,0.1017039609934317,43793.0,500.4409372806549,1041.6295580863953,500.4409372806549,541.0793073177338,0.0608508586883544,0.0
2313,,,,0.9878504276275636,0.043621689081192,0.1384990774610912,0.9850654006004332,0.0527055524289608,0.1323014727718743,43793.0,0.9841196537017822,0.0555627830326557,0.1316888832504354,43793.0,740.4430656433105,1397.9630436897278,740.4430656433105,657.3611252307892,0.0871033668518066,0.0
3104,,,,0.9881308674812316,0.0418172031641006,0.1625510087442681,0.985274076461792,0.0508283823728561,0.1501232753677472,43793.0,0.9843681454658508,0.0534902885556221,0.1525044635338137,43793.0,980.502951860428,1755.060826063156,980.502951860428,774.3495700359344,0.1141846179962158,0.0
3905,,,,0.9883506298065186,0.0402695275843143,0.1942493964979178,0.9855959415435792,0.0492702797055244,0.1790089691272433,43793.0,0.9846609234809875,0.0519306920468807,0.1724329948084566,43793.0,1220.7037105560305,2113.9463396072388,1220.7037105560305,892.9857671260834,0.1406910419464111,0.0
4694,,,,0.9883877038955688,0.0397312119603157,0.2129443349782084,0.9856552481651306,0.0486404113471508,0.18859894000908,43793.0,0.9847249388694764,0.0513458624482154,0.1882881841150525,43793.0,1460.679097175598,2475.652274608612,1460.679097175598,1014.6678490638732,0.1668281555175781,0.0
5484,,,,0.9888049364089966,0.0384584888815879,0.2369633208595528,0.9859917759895324,0.0473654046654701,0.2057476798539699,43793.0,0.985066533088684,0.0501076355576515,0.2058781337010654,43793.0,1700.8893654346466,2837.223599433899,1700.8893654346466,1135.9785120487213,0.1947243213653564,0.0
6279,,,,0.9891136884689332,0.0372334904968738,0.2532567668956387,0.9860684871673584,0.0470090173184871,0.2041125257783418,43793.0,0.98518568277359,0.0495513193309307,0.2175027554999189,43793.0,1941.064957857132,3199.3286983966827,1941.064957857132,1257.857203245163,0.2225894927978515,0.0
7062,,,,0.9893422722816468,0.0363047868013381,0.2640702469754019,0.9861971735954284,0.0463122129440307,0.2136119108672545,43793.0,0.9853048920631408,0.0489493086934089,0.2183948960055181,43793.0,2181.0284736156464,3560.961972951889,2181.0284736156464,1379.474249124527,0.2528219223022461,0.0
7851,,,,0.9893648624420166,0.0359118096530437,0.2893961259597606,0.9863229990005492,0.0459643676877021,0.2309576903445216,43793.0,0.9854190349578856,0.0486715920269489,0.2349500414898528,43793.0,2421.1656363010406,3925.8510925769806,2421.1656363010406,1504.1687967777252,0.2866551876068115,0.0
8633,,,,0.9895530343055724,0.0348547734320163,0.3005655565770702,0.986436665058136,0.0453779436647892,0.2376105932316964,43793.0,0.9854826331138612,0.0481288321316242,0.2381410572939181,43793.0,2661.361076593399,4289.884957790375,2661.361076593399,1627.950394153595,0.3183765411376953,0.0
9423,,,,0.9898496866226196,0.0342253446578979,0.3230760556337163,0.986614465713501,0.0449229329824447,0.2435330600324702,43793.0,0.9856195449829102,0.0475794672966003,0.2388595527089839,43793.0,2901.55184340477,4651.9206573963165,2901.55184340477,1749.745602607727,0.3454301357269287,0.0
10203,,,,0.9899242520332336,0.0336948744952678,0.3366705780501913,0.9865965843200684,0.0449823141098022,0.2462730977538987,43793.0,0.9856292009353638,0.0475428141653537,0.2376556634388013,43793.0,3141.5014386177063,5012.39256978035,3141.5014386177063,1870.217461824417,0.3733928203582763,0.0
10984,,,,0.9900413155555724,0.0330807194113731,0.3462697402411369,0.986629068851471,0.0449008680880069,0.2461519349751048,43793.0,0.98576021194458,0.0475177764892578,0.2434311279833218,43793.0,3381.498831510544,5375.6311848163605,3381.498831510544,1993.409351348877,0.4003472328186035,0.0
11768,,,,0.9904103875160216,0.031956061720848,0.3805705569315219,0.986708641052246,0.0446193367242813,0.2548475450321159,43793.0,0.9857636094093324,0.047124832868576,0.2528288072075593,43793.0,3621.5102722644806,5740.375209093094,3621.5102722644806,2118.091056585312,0.4289107322692871,0.0
12548,,,,0.990459144115448,0.0317841134965419,0.3876766223967877,0.986796736717224,0.0443290472030639,0.2560968483892596,43793.0,0.9858861565589904,0.04690632969141,0.2564371375222481,43793.0,3861.704344987869,6101.673631668091,3861.704344987869,2239.142952442169,0.4582023620605469,0.0
13330,,,,0.990293025970459,0.0321493074297905,0.3636018416862192,0.9867678880691528,0.044402290135622,0.2555574305196147,43793.0,0.9859375357627868,0.0471463911235332,0.2538777578328916,43793.0,4101.906565189362,6462.388911485672,4101.906565189362,2359.605994701385,0.486363410949707,0.0
14115,,,,0.9904000759124756,0.0317120738327503,0.3725839728515007,0.9868487119674684,0.0441981256008148,0.2629561233928201,43793.0,0.9858739376068116,0.0471878387033939,0.259554949115668,43793.0,4342.089996099472,6824.991181135178,4342.089996099472,2481.9719154834747,0.5151410102844238,0.0
