global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.6697755,6.930951,0.0,,,,,,,,,,,,,,
1,,,,0.0007772640092298,6.910879135131836,0.0007999999797903,6.910429000854492,50000.0,0.0004000000189989,6.910723209381104,10000.0,57.25726342201233,92.69038105010986,57.25726342201233,35.43302583694458,0.0,0.0
100,0.72104865,6.7603173,7.648417e-05,,,,,,,,,,,,,,
200,0.8159488,6.4576836,0.00015296845,,,,,,,,,,,,,,
300,1.2855557,6.132253,0.00022945274,,,,,,,,,,,,,,
400,3.443779,5.890743,0.0003059369,,,,,,,,,,,,,,
500,3.68108,5.666574,0.00038242107,,,,,,,,,,,,,,
600,4.600475,5.4422483,0.00045890542,,,,,,,,,,,,,,
700,4.939689,5.2591367,0.0005353897,,,,,,,,,,,,,,
800,4.01871,5.149129,0.00061187387,,,,,,,,,,,,,,
900,5.654397,4.9366565,0.00068835804,,,,,,,,,,,,,,
951,,,,0.1252590864896774,4.634918689727783,0.1149799972772598,4.717950820922852,50000.0,0.0830000042915344,5.111955165863037,10000.0,567.7068057060242,621.2015383243561,567.7068057060242,53.43673825263977,0.0279664993286132,0.0
1000,5.0200768,4.8439198,0.0007648423,,,,,,,,,,,,,,
1100,8.378843,4.7344313,0.00084132655,,,,,,,,,,,,,,
1200,8.184057,4.624451,0.0009178108,,,,,,,,,,,,,,
1300,7.5913053,4.4850903,0.000994295,,,,,,,,,,,,,,
1400,4.9194326,4.3694263,0.0010707793,,,,,,,,,,,,,,
1500,7.160621,4.33477,0.0011472635,,,,,,,,,,,,,,
1600,7.135733,4.2895064,0.0012237477,,,,,,,,,,,,,,
1700,5.0551405,4.161157,0.0013002319,,,,,,,,,,,,,,
1800,4.1231093,3.890859,0.0013767162,,,,,,,,,,,,,,
1900,,,,0.2573541104793548,3.587119102478028,0.2366800010204315,3.744484901428223,50000.0,0.1737000048160553,4.375853538513184,10000.0,1077.9424436092377,1149.55530834198,1077.9424436092377,71.49803566932678,0.0550241470336914,0.0
1900,5.6201987,3.9714556,0.0014271957,,,,,,,,,,,,,,
2000,7.824798,3.8655653,0.001427194,,,,,,,,,,,,,,
2100,8.36064,3.6112626,0.0014271903,,,,,,,,,,,,,,
2200,5.050305,3.606685,0.0014271843,,,,,,,,,,,,,,
2300,3.3086538,3.642692,0.0014271764,,,,,,,,,,,,,,
2400,5.5723467,3.4814498,0.0014271664,,,,,,,,,,,,,,
2500,4.6736937,3.4054182,0.0014271544,,,,,,,,,,,,,,
2600,4.5288706,3.4476013,0.0014271402,,,,,,,,,,,,,,
2700,4.752281,3.3422813,0.001427124,,,,,,,,,,,,,,
2800,3.590832,3.075989,0.0014271059,,,,,,,,,,,,,,
2852,,,,0.4033003747463226,2.660864353179932,0.3629799783229828,2.91275691986084,50000.0,0.2762000262737274,3.5981557369232178,10000.0,1588.2094774246216,1677.8557205200195,1588.2094774246216,89.47588324546814,0.0803921222686767,0.0
2900,3.435196,3.0819983,0.0014270856,,,,,,,,,,,,,,
3000,4.9733796,3.2059605,0.0014270634,,,,,,,,,,,,,,
3100,3.765631,3.082799,0.0014270388,,,,,,,,,,,,,,
3200,5.337854,3.022138,0.0014270123,,,,,,,,,,,,,,
3300,2.8045244,2.9629517,0.0014269839,,,,,,,,,,,,,,
3400,4.611752,3.0394664,0.0014269532,,,,,,,,,,,,,,
3500,5.225305,2.9073274,0.0014269205,,,,,,,,,,,,,,
3600,3.4586446,2.8973866,0.0014268858,,,,,,,,,,,,,,
3700,5.0038924,2.9839492,0.001426849,,,,,,,,,,,,,,
3800,3.301147,2.9043968,0.00142681,,,,,,,,,,,,,,
3804,,,,0.4631496965885162,2.344799518585205,0.4339999854564667,2.511260271072388,50000.0,0.3311000168323517,3.2380824089050293,10000.0,2098.1734166145325,2205.88165807724,2098.1734166145325,107.48285388946532,0.1061339378356933,0.0
3900,5.520146,2.8256295,0.0014267693,,,,,,,,,,,,,,
4000,3.395528,2.8131626,0.0014267262,,,,,,,,,,,,,,
4100,4.0601063,2.7687871,0.0014266812,,,,,,,,,,,,,,
4200,3.4371026,2.73064,0.0014266343,,,,,,,,,,,,,,
4300,2.7363367,2.699209,0.001426585,,,,,,,,,,,,,,
4400,2.7726312,2.8472254,0.0014265339,,,,,,,,,,,,,,
4500,3.044297,2.5609937,0.0014264806,,,,,,,,,,,,,,
4600,2.7745264,2.6560574,0.0014264252,,,,,,,,,,,,,,
4700,6.0845094,2.5151696,0.0014263678,,,,,,,,,,,,,,
4760,,,,0.5135323405265808,2.107100486755371,0.478659987449646,2.300191164016724,50000.0,0.3650000095367431,3.043156385421753,10000.0,2608.415678739548,2734.088106393814,2608.415678739548,125.3913586139679,0.1318471431732177,0.0
4800,2.7215338,2.607552,0.0014263084,,,,,,,,,,,,,,
4900,3.6848729,2.4488356,0.0014262467,,,,,,,,,,,,,,
5000,3.3188655,2.5058818,0.0014261833,,,,,,,,,,,,,,
5100,4.643043,2.5096884,0.0014261177,,,,,,,,,,,,,,
