global_step,loss,lr,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.6420613527297974,0.0003684598378776,,,,,,,,,,,,,,
1,,,0.305321250643049,0.6667981828962054,0.2992414947836065,0.6846677214494232,3554.0,0.3204945657746614,0.6849636918371265,3581.0,130.26872754096985,361.9598207473755,130.26872754096985,231.19922590255737,0.0,0.0
1,0.6543538570404053,0.0007369196757553,,,,,,,,,,,,,,
2,0.6547132134437561,0.001105379513633,,,,,,,,,,,,,,
3,0.6777374744415283,0.0014738393515106,,,,,,,,,,,,,,
4,0.6155856251716614,0.0018422991893883,,,,,,,,,,,,,,
5,0.665322482585907,0.002210759027266,,,,,,,,,,,,,,
6,0.6927191019058228,0.0025792188651436,,,,,,,,,,,,,,
7,0.6637049913406372,0.0029476787030213,,,,,,,,,,,,,,
8,0.6869255304336548,0.003316138540899,,,,,,,,,,,,,,
9,0.7333688735961914,0.0036845983787767,,,,,,,,,,,,,,
10,0.707298994064331,0.0040530582166543,,,,,,,,,,,,,,
11,0.7191867828369141,0.004421518054532,,,,,,,,,,,,,,
12,0.6330267190933228,0.0047899778924097,,,,,,,,,,,,,,
13,0.6745676398277283,0.0051584377302873,,,,,,,,,,,,,,
14,0.6770682334899902,0.005526897568165,,,,,,,,,,,,,,
15,0.7008949518203735,0.0058953574060427,,,,,,,,,,,,,,
16,0.6666983962059021,0.0062638172439204,,,,,,,,,,,,,,
17,0.6354830861091614,0.006632277081798,,,,,,,,,,,,,,
18,0.7260252833366394,0.0070007369196757,,,,,,,,,,,,,,
19,0.6811385154724121,0.0073691967575534,,,,,,,,,,,,,,
20,0.6831040978431702,0.007737656595431,,,,,,,,,,,,,,
21,0.6275848746299744,0.0081061164333087,,,,,,,,,,,,,,
22,0.6670958995819092,0.0084745762711864,,,,,,,,,,,,,,
23,0.6636296510696411,0.0088430361090641,,,,,,,,,,,,,,
24,0.7116512060165405,0.0092114959469417,,,,,,,,,,,,,,
25,0.6473889350891113,0.0095799557848194,,,,,,,,,,,,,,
26,0.691318929195404,0.0099484156226971,,,,,,,,,,,,,,
27,0.6654459834098816,0.0103168754605747,,,,,,,,,,,,,,
28,0.6030266284942627,0.0106853352984524,,,,,,,,,,,,,,
29,0.6645495891571045,0.0110537951363301,,,,,,,,,,,,,,
30,0.6962475776672363,0.0114222549742078,,,,,,,,,,,,,,
31,0.6423319578170776,0.0117907148120854,,,,,,,,,,,,,,
32,0.6721839904785156,0.0121591746499631,,,,,,,,,,,,,,
33,0.6507205367088318,0.0125276344878408,,,,,,,,,,,,,,
34,0.646833598613739,0.0128960943257184,,,,,,,,,,,,,,
35,0.6258113980293274,0.0132645541635961,,,,,,,,,,,,,,
36,0.6625153422355652,0.0136330140014738,,,,,,,,,,,,,,
37,0.6554086208343506,0.0140014738393515,,,,,,,,,,,,,,
38,0.659309983253479,0.0143699336772291,,,,,,,,,,,,,,
39,0.6659594774246216,0.0147383935151068,,,,,,,,,,,,,,
40,0.6427944302558899,0.0151068533529845,,,,,,,,,,,,,,
41,0.7177017331123352,0.0154753131908621,,,,,,,,,,,,,,
42,0.7106976509094238,0.0158437730287398,,,,,,,,,,,,,,
43,0.6341548562049866,0.0162122328666175,,,,,,,,,,,,,,
44,0.6595461368560791,0.0165806927044952,,,,,,,,,,,,,,
45,0.6696937084197998,0.0169491525423728,,,,,,,,,,,,,,
46,0.653461754322052,0.0173176123802505,,,,,,,,,,,,,,
47,0.677634060382843,0.0176860722181282,,,,,,,,,,,,,,
48,0.737895131111145,0.0180545320560058,,,,,,,,,,,,,,
49,0.7145075798034668,0.0184229918938835,,,,,,,,,,,,,,
50,0.7129781246185303,0.0187914517317612,,,,,,,,,,,,,,
51,0.6914873719215393,0.0191599115696389,,,,,,,,,,,,,,
52,0.7341288328170776,0.0195283714075165,,,,,,,,,,,,,,
53,0.6722261905670166,0.0198968312453942,,,,,,,,,,,,,,
54,0.687799334526062,0.0202652910832719,,,,,,,,,,,,,,
55,0.6657974720001221,0.0206337509211495,,,,,,,,,,,,,,
56,0.7327475547790527,0.0210022107590272,,,,,,,,,,,,,,
57,0.654346764087677,0.0213706705969049,,,,,,,,,,,,,,
58,0.6396993398666382,0.0217391304347826,,,,,,,,,,,,,,
59,0.6720923781394958,0.0221075902726602,,,,,,,,,,,,,,
60,0.6923010349273682,0.0224760501105379,,,,,,,,,,,,,,
61,0.6943871974945068,0.0228445099484156,,,,,,,,,,,,,,
62,0.7235479354858398,0.0232129697862932,,,,,,,,,,,,,,
63,0.6868268251419067,0.0235814296241709,,,,,,,,,,,,,,
64,0.6400788426399231,0.0239498894620486,,,,,,,,,,,,,,
65,0.6688026189804077,0.0243183492999263,,,,,,,,,,,,,,
66,0.7199966311454773,0.0246868091378039,,,,,,,,,,,,,,
67,0.5984616875648499,0.0250552689756816,,,,,,,,,,,,,,
68,0.6467707753181458,0.0254237288135593,,,,,,,,,,,,,,
69,0.6439025402069092,0.0257921886514369,,,,,,,,,,,,,,
70,0.7505028247833252,0.0261606484893146,,,,,,,,,,,,,,
71,0.604427695274353,0.0265291083271923,,,,,,,,,,,,,,
72,0.6564059257507324,0.02689756816507,,,,,,,,,,,,,,
73,0.6337535381317139,0.0272660280029476,,,,,,,,,,,,,,
74,0.6797037124633789,0.0276344878408253,,,,,,,,,,,,,,
75,0.6590917110443115,0.028002947678703,,,,,,,,,,,,,,
76,0.6149755120277405,0.0283714075165806,,,,,,,,,,,,,,
77,0.627748966217041,0.0287398673544583,,,,,,,,,,,,,,
78,0.7828329801559448,0.029108327192336,,,,,,,,,,,,,,
79,0.6147801280021667,0.0294767870302137,,,,,,,,,,,,,,
80,0.6481044292449951,0.0298452468680913,,,,,,,,,,,,,,
81,0.5964686274528503,0.030213706705969,,,,,,,,,,,,,,
82,0.6078822612762451,0.0305821665438467,,,,,,,,,,,,,,
83,0.6320986747741699,0.0309506263817243,,,,,,,,,,,,,,
84,0.6313315629959106,0.031319086219602,,,,,,,,,,,,,,
85,0.6511783003807068,0.0316875460574797,,,,,,,,,,,,,,
86,0.6013304591178894,0.0320560058953574,,,,,,,,,,,,,,
87,0.6158695816993713,0.032424465733235,,,,,,,,,,,,,,
88,0.6360713839530945,0.0327929255711127,,,,,,,,,,,,,,
89,0.6147457361221313,0.0331613854089904,,,,,,,,,,,,,,
90,0.69307541847229,0.033529845246868,,,,,,,,,,,,,,
91,0.685798168182373,0.0338983050847457,,,,,,,,,,,,,,
92,0.626335084438324,0.0342667649226234,,,,,,,,,,,,,,
93,0.712038516998291,0.0346352247605011,,,,,,,,,,,,,,
94,0.6350610256195068,0.0350036845983787,,,,,,,,,,,,,,
95,0.6204578280448914,0.0353721444362564,,,,,,,,,,,,,,
96,0.6460859179496765,0.0357406042741341,,,,,,,,,,,,,,
97,0.7782106399536133,0.0361090641120117,,,,,,,,,,,,,,
