global_step,grad_norm,loss,lr,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,4.219349,0.76879203,0.0,,,,,,,,,,,,,,
1,,,,0.25635598387037,0.8504442487444196,0.2470121281698438,0.8644307168199564,3554.0,0.2699274075360845,0.8636597668249092,3581.0,63.976975202560425,289.1289093494415,63.976975202560425,225.1514892578125,0.0,0.0
1,3.4963496,0.89088386,6.590737e-06,,,,,,,,,,,,,,
2,3.4799356,0.85537034,1.3181474e-05,,,,,,,,,,,,,,
3,3.9218078,0.751314,1.9772211e-05,,,,,,,,,,,,,,
4,3.2016637,0.8088294,2.6362948e-05,,,,,,,,,,,,,,
5,3.0910363,0.7204889,3.2953685e-05,,,,,,,,,,,,,,
6,2.4137437,0.77366364,3.9544422e-05,,,,,,,,,,,,,,
7,1.9559398,0.7934086,4.613516e-05,,,,,,,,,,,,,,
8,1.9103262,0.63270795,5.2725896e-05,,,,,,,,,,,,,,
9,1.6268126,0.6063729,5.9316633e-05,,,,,,,,,,,,,,
10,1.4087467,0.59919673,6.590737e-05,,,,,,,,,,,,,,
11,1.2477518,0.5589239,7.249811e-05,,,,,,,,,,,,,,
12,1.236487,0.5547702,7.9088844e-05,,,,,,,,,,,,,,
13,1.283647,0.55784565,8.567958e-05,,,,,,,,,,,,,,
14,1.4301224,0.57230324,9.227032e-05,,,,,,,,,,,,,,
15,1.4042661,0.5927781,9.8861055e-05,,,,,,,,,,,,,,
16,1.393984,0.60028666,0.00010545179,,,,,,,,,,,,,,
17,1.3613961,0.48834527,0.00011204253,,,,,,,,,,,,,,
18,1.3893356,0.55032754,0.00011863327,,,,,,,,,,,,,,
19,1.3427769,0.5769786,0.000125224,,,,,,,,,,,,,,
20,1.2759076,0.5075972,0.00013181474,,,,,,,,,,,,,,
21,1.2260586,0.4968887,0.00013840548,,,,,,,,,,,,,,
22,1.1578565,0.39829785,0.00014499621,,,,,,,,,,,,,,
23,1.1551337,0.5386546,0.00015158695,,,,,,,,,,,,,,
24,1.1126431,0.4140182,0.00015817769,,,,,,,,,,,,,,
25,1.0838234,0.38445315,0.00016476843,,,,,,,,,,,,,,
26,0.9588987,0.39404088,0.00017135916,,,,,,,,,,,,,,
27,0.9382812,0.39891484,0.0001779499,,,,,,,,,,,,,,
28,0.8901802,0.50890243,0.00018454064,,,,,,,,,,,,,,
29,0.85009384,0.40441158,0.00019113137,,,,,,,,,,,,,,
