global_step,grad_norm,loss,lr,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,1.7596366,0.75050724,0.0,,,,,,,,,,,,,,,,,
1,,,,0.504626989364624,0.7465474605560303,0.0204010790572912,0.5046853423118591,0.7491396069526672,0.0254070771019366,43793.0,0.5038442015647888,0.7503274083137512,0.027091375351872,43793.0,22.56018829345703,329.62921714782715,22.56018829345703,307.0689582824707,0.0,0.0
100,0.24430841,0.23051037,0.0001783995,,,,,,,,,,,,,,,,,
200,0.036407582,0.08068419,0.000356799,,,,,,,,,,,,,,,,,
300,0.0143207805,0.052586626,0.00053519843,,,,,,,,,,,,,,,,,
400,0.010273523,0.051167846,0.0007135979,,,,,,,,,,,,,,,,,
500,0.009835458,0.048921388,0.0008919974,,,,,,,,,,,,,,,,,
589,,,,0.9866832494735718,0.0532695539295673,0.0423813251938259,0.9841325283050536,0.0623635947704315,0.044916258218007,43793.0,0.983139991760254,0.0655097737908363,0.0458570462908734,43793.0,262.9052472114563,685.3393955230713,262.9052472114563,422.38494634628296,0.0309181213378906,0.0
600,0.018223632,0.05503592,0.0010703969,,,,,,,,,,,,,,,,,
700,0.011368933,0.051058497,0.0012487964,,,,,,,,,,,,,,,,,
800,0.019243628,0.058134124,0.0014271958,,,,,,,,,,,,,,,,,
900,0.017791376,0.052479222,0.0014271903,,,,,,,,,,,,,,,,,
1000,0.023734342,0.048779674,0.0014271734,,,,,,,,,,,,,,,,,
1100,0.028530167,0.056124534,0.0014271453,,,,,,,,,,,,,,,,,
1181,,,,0.9872479438781738,0.0477266460657119,0.0902535655392451,0.984469473361969,0.056994292885065,0.0932543044123376,43793.0,0.9834979772567748,0.0601482577621936,0.0929957627365559,43793.0,503.2313485145569,1044.1323454380035,503.2313485145569,540.8069427013397,0.0576274394989013,0.0
1200,0.027164383,0.047959596,0.001427106,,,,,,,,,,,,,,,,,
1300,0.026541814,0.045954745,0.0014270555,,,,,,,,,,,,,,,,,
1400,0.022771047,0.04710343,0.0014269936,,,,,,,,,,,,,,,,,
1500,0.017948018,0.049401253,0.0014269206,,,,,,,,,,,,,,,,,
1600,0.021672118,0.048218057,0.0014268365,,,,,,,,,,,,,,,,,
1700,0.019819222,0.047374032,0.0014267411,,,,,,,,,,,,,,,,,
1772,,,,0.9876313209533693,0.0454523079097271,0.1183134505449049,0.984802782535553,0.0547135211527347,0.1161251149815008,43793.0,0.9838290214538574,0.0576926209032535,0.1150946210860969,43793.0,743.2711334228516,1405.474541425705,743.2711334228516,662.0649888515472,0.0832905769348144,0.0
1800,0.036363695,0.051230494,0.0014266346,,,,,,,,,,,,,,,,,
1900,0.016278708,0.049474753,0.0014265167,,,,,,,,,,,,,,,,,
2000,0.017195465,0.038165282,0.0014263875,,,,,,,,,,,,,,,,,
2100,0.023976183,0.04667455,0.0014262473,,,,,,,,,,,,,,,,,
2200,0.012699757,0.041030396,0.0014260957,,,,,,,,,,,,,,,,,
2300,0.029921494,0.042600952,0.0014259331,,,,,,,,,,,,,,,,,
2365,,,,0.9879301190376282,0.0432898476719856,0.1397078469402071,0.9849976301193236,0.0525623150169849,0.1340532257693001,43793.0,0.9840291142463684,0.0553706064820289,0.1360710065431127,43793.0,983.4761292934418,1768.370565891266,983.4761292934418,784.7105016708374,0.1104500293731689,0.0
2400,0.028823221,0.04341524,0.0014257593,,,,,,,,,,,,,,,,,
2500,0.011218913,0.041378766,0.0014255741,,,,,,,,,,,,,,,,,
2600,0.017173624,0.046138108,0.0014253776,,,,,,,,,,,,,,,,,
2700,0.021568436,0.040495835,0.0014251701,,,,,,,,,,,,,,,,,
2800,0.012659286,0.043162663,0.0014249514,,,,,,,,,,,,,,,,,
2900,0.011937515,0.040279526,0.0014247214,,,,,,,,,,,,,,,,,
2956,,,,0.9880624413490297,0.0421971827745437,0.1690719343221862,0.9852533340454102,0.0509468838572502,0.1558781287608721,43793.0,0.9843475222587584,0.053649116307497,0.1549737571844262,43793.0,1223.563835144043,2133.307388782501,1223.563835144043,909.513613462448,0.1378226280212402,0.0
3000,0.01167916,0.041379727,0.0014244803,,,,,,,,,,,,,,,,,
3100,0.02188633,0.041509867,0.0014242281,,,,,,,,,,,,,,,,,
3200,0.016123764,0.04009135,0.0014239646,,,,,,,,,,,,,,,,,
3300,0.013755004,0.042373754,0.00142369,,,,,,,,,,,,,,,,,
3400,0.026099637,0.042373274,0.0014234041,,,,,,,,,,,,,,,,,
3500,0.01442008,0.039791048,0.0014231071,,,,,,,,,,,,,,,,,
3542,,,,0.9883423447608948,0.0403764694929122,0.1773284812181813,0.9853678345680236,0.0498904325067997,0.1636843686408912,43793.0,0.98445326089859,0.0527435466647148,0.167956035679316,43793.0,1463.7220883369446,2499.585029363632,1463.7220883369446,1035.5870649814606,0.1651606559753418,0.0
3600,0.013641924,0.03953683,0.001422799,,,,,,,,,,,,,,,,,
3700,0.031549107,0.044097137,0.0014224797,,,,,,,,,,,,,,,,,
3800,0.03144574,0.046036642,0.0014221492,,,,,,,,,,,,,,,,,
3900,0.016288195,0.040027004,0.0014218076,,,,,,,,,,,,,,,,,
4000,0.017630154,0.044823132,0.0014214548,,,,,,,,,,,,,,,,,
4100,0.012876929,0.037889805,0.0014210908,,,,,,,,,,,,,,,,,
4138,,,,0.9884821176528932,0.0400772467255592,0.1991072553384786,0.9855777025222778,0.0491332933306694,0.1753709091866443,43793.0,0.984641969203949,0.051733624190092,0.1776815361019048,43793.0,1703.6837043762207,2863.919122934341,1703.6837043762207,1159.91339802742,0.1926953792572021,0.0
4200,0.019013524,0.039570965,0.0014207158,,,,,,,,,,,,,,,,,
4300,0.016885083,0.0399481,0.0014203297,,,,,,,,,,,,,,,,,
4400,0.012485162,0.038769938,0.0014199325,,,,,,,,,,,,,,,,,
4500,0.014500546,0.036564685,0.0014195241,,,,,,,,,,,,,,,,,
4600,0.011915811,0.039681073,0.0014191045,,,,,,,,,,,,,,,,,
4700,0.01647997,0.04119442,0.001418674,,,,,,,,,,,,,,,,,
4731,,,,0.9886703491210938,0.0390652976930141,0.2312393650457401,0.9856645464897156,0.0483281128108501,0.1913301533951275,43793.0,0.9848024249076844,0.0507828295230865,0.1967328469862304,43793.0,1943.6949670314789,3230.52041387558,1943.6949670314789,1286.457262992859,0.2204265594482422,0.0
4800,0.020585412,0.043821592,0.0014182322,,,,,,,,,,,,,,,,,
4900,0.015840538,0.03480372,0.0014177795,,,,,,,,,,,,,,,,,
5000,0.014101451,0.036493097,0.0014173156,,,,,,,,,,,,,,,,,
5100,0.015784327,0.039027408,0.0014168407,,,,,,,,,,,,,,,,,
5200,0.014872824,0.042236194,0.0014163547,,,,,,,,,,,,,,,,,
5300,0.014485588,0.035441242,0.0014158576,,,,,,,,,,,,,,,,,
5325,,,,0.9889611601829528,0.0378616675734519,0.2235236372836596,0.9859479069709778,0.0477733686566352,0.1976991414136088,43793.0,0.9849759340286256,0.0505451671779155,0.1998631947801581,43793.0,2183.6783242225647,3594.268557071686,2183.6783242225647,1410.1766340732574,0.2471749782562255,0.0
5400,0.02034571,0.039730933,0.0014153495,,,,,,,,,,,,,,,,,
5500,0.018150419,0.043940283,0.0014148304,,,,,,,,,,,,,,,,,
5600,0.02298641,0.040809713,0.0014143002,,,,,,,,,,,,,,,,,
5700,0.014133703,0.034332793,0.001413759,,,,,,,,,,,,,,,,,
5800,0.012302224,0.03433144,0.0014132068,,,,,,,,,,,,,,,,,
5900,0.01622563,0.035140097,0.0014126435,,,,,,,,,,,,,,,,,
5902,,,,0.9889265894889832,0.0376773327589035,0.2482451159247077,0.9860055446624756,0.0471974052488803,0.2089103823547401,43793.0,0.9850770235061646,0.0500191524624824,0.2123383549525308,43793.0,2424.049248933792,3962.158639907837,2424.049248933792,1537.6480283737185,0.2739450931549072,0.0
6000,0.02206681,0.043485507,0.0014120692,,,,,,,,,,,,,,,,,
6100,0.020435091,0.04225455,0.001411484,,,,,,,,,,,,,,,,,
6200,0.017619623,0.04140579,0.0014108879,,,,,,,,,,,,,,,,,
6300,0.015354467,0.037249174,0.0014102807,,,,,,,,,,,,,,,,,
6400,0.020000417,0.040239617,0.0014096625,,,,,,,,,,,,,,,,,
6487,,,,0.9892352819442748,0.0362886115908622,0.2673647955741621,0.9861334562301636,0.0466710664331913,0.2195126316165,43793.0,0.985268235206604,0.0493390150368213,0.2202053315442231,43793.0,2664.034115076065,4330.27085518837,2664.034115076065,1665.729924917221,0.3008253574371338,0.0
6500,0.018239135,0.04012567,0.0014090335,,,,,,,,,,,,,,,,,
6600,0.014643203,0.040694684,0.0014083934,,,,,,,,,,,,,,,,,
6700,0.018228179,0.035993554,0.0014077425,,,,,,,,,,,,,,,,,
6800,0.024731817,0.037416212,0.0014070806,,,,,,,,,,,,,,,,,
6900,0.013438776,0.033462428,0.0014064078,,,,,,,,,,,,,,,,,
7000,0.023430612,0.034465954,0.0014057241,,,,,,,,,,,,,,,,,
7051,,,,0.9892293214797974,0.0364507250487804,0.2575390389764651,0.9862203001976012,0.0461759120225906,0.2157215274404295,43793.0,0.9853676557540894,0.0487811490893363,0.2239191153948861,43793.0,2904.188163280487,4701.618300199509,2904.188163280487,1796.8710112571716,0.3304634094238281,0.0
7100,0.016254406,0.04007527,0.0014050296,,,,,,,,,,,,,,,,,
7200,0.016583854,0.03583126,0.0014043241,,,,,,,,,,,,,,,,,
7300,0.017841058,0.03851638,0.0014036078,,,,,,,,,,,,,,,,,
7400,0.020717962,0.03555563,0.0014028805,,,,,,,,,,,,,,,,,
7500,0.013272878,0.033550877,0.0014021426,,,,,,,,,,,,,,,,,
