global_step,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,6.907753944396973,7.143367383384528e-05,,,,,,,,,,,,,,
1,,,0.00287109375,6.90775634765625,0.0023,6.907755625,50000.0,0.0018,6.90775625,10000.0,5.625210285186768,140.16371321678162,5.625210285186768,133.99066042900083,0.0,0.0
1,6.907753944396973,0.0001428673476676,,,,,,,,,,,,,,
2,6.907753944396973,0.0002143010215015,,,,,,,,,,,,,,
3,6.907753944396973,0.0002857346953353,,,,,,,,,,,,,,
4,6.907753944396973,0.0003571683691692,,,,,,,,,,,,,,
5,6.907753944396973,0.000428602043003,,,,,,,,,,,,,,
6,6.907753944396973,0.0005000357168369,,,,,,,,,,,,,,
7,6.907753944396973,0.0005714693906707,,,,,,,,,,,,,,
8,6.907753944396973,0.0006429030645046,,,,,,,,,,,,,,
9,6.9077558517456055,0.0007143367383384,,,,,,,,,,,,,,
10,6.907753944396973,0.0007857704121722,,,,,,,,,,,,,,
11,6.907753944396973,0.0008572040860061,,,,,,,,,,,,,,
12,6.907753944396973,0.0009286377598399,,,,,,,,,,,,,,
13,6.907753944396973,0.0010000714336738,,,,,,,,,,,,,,
14,6.907753944396973,0.0010715051075076,,,,,,,,,,,,,,
15,6.907753944396973,0.0011429387813415,,,,,,,,,,,,,,
16,6.907753944396973,0.0012143724551753,,,,,,,,,,,,,,
17,6.907753944396973,0.0012858061290092,,,,,,,,,,,,,,
18,6.907753944396973,0.001357239802843,,,,,,,,,,,,,,
19,6.907753944396973,0.0014286734766769,,,,,,,,,,,,,,
20,6.907753944396973,0.0015001071505107,,,,,,,,,,,,,,
21,6.907753944396973,0.0015715408243445,,,,,,,,,,,,,,
22,6.907753944396973,0.0016429744981784,,,,,,,,,,,,,,
23,6.907756328582764,0.0017144081720122,,,,,,,,,,,,,,
24,6.907756328582764,0.0017858418458461,,,,,,,,,,,,,,
25,6.907753944396973,0.0018572755196799,,,,,,,,,,,,,,
26,6.907756328582764,0.0019287091935138,,,,,,,,,,,,,,
27,6.907753944396973,0.0020001428673476,,,,,,,,,,,,,,
28,6.907753944396973,0.0020715765411815,,,,,,,,,,,,,,
29,6.907753944396973,0.0021430102150153,,,,,,,,,,,,,,
30,6.907753944396973,0.0022144438888492,,,,,,,,,,,,,,
31,6.907756328582764,0.002285877562683,,,,,,,,,,,,,,
32,6.907753944396973,0.0023573112365168,,,,,,,,,,,,,,
33,6.907753944396973,0.0024287449103507,,,,,,,,,,,,,,
34,6.907753944396973,0.0025001785841845,,,,,,,,,,,,,,
35,6.907753944396973,0.0025716122580184,,,,,,,,,,,,,,
36,6.907753944396973,0.0026430459318522,,,,,,,,,,,,,,
37,6.907753944396973,0.0027144796056861,,,,,,,,,,,,,,
38,6.907753944396973,0.0027859132795199,,,,,,,,,,,,,,
39,6.907753944396973,0.0028573469533538,,,,,,,,,,,,,,
40,6.907753944396973,0.0029287806271876,,,,,,,,,,,,,,
41,6.907753944396973,0.0030002143010215,,,,,,,,,,,,,,
42,6.907753944396973,0.0030716479748553,,,,,,,,,,,,,,
43,6.907753944396973,0.0031430816486891,,,,,,,,,,,,,,
44,6.907756328582764,0.003214515322523,,,,,,,,,,,,,,
45,6.907753944396973,0.0032859489963568,,,,,,,,,,,,,,
46,6.907753944396973,0.0033573826701907,,,,,,,,,,,,,,
47,6.907753944396973,0.0034288163440245,,,,,,,,,,,,,,
48,6.907754898071289,0.0035002500178584,,,,,,,,,,,,,,
49,6.907753944396973,0.0035716836916922,,,,,,,,,,,,,,
50,6.9077558517456055,0.0036431173655261,,,,,,,,,,,,,,
51,6.907753944396973,0.0037145510393599,,,,,,,,,,,,,,
52,6.907753944396973,0.0037859847131937,,,,,,,,,,,,,,
53,6.907754421234131,0.0038574183870276,,,,,,,,,,,,,,
54,6.907753944396973,0.0039288520608614,,,,,,,,,,,,,,
55,6.907753944396973,0.0040002857346953,,,,,,,,,,,,,,
56,6.907753944396973,0.0040717194085291,,,,,,,,,,,,,,
57,6.907753944396973,0.004143153082363,,,,,,,,,,,,,,
58,6.907753944396973,0.0042145867561968,,,,,,,,,,,,,,
59,6.907753944396973,0.0042860204300307,,,,,,,,,,,,,,
60,6.907753944396973,0.0043574541038645,,,,,,,,,,,,,,
61,6.9077558517456055,0.0044288877776984,,,,,,,,,,,,,,
62,6.907753467559815,0.0045003214515322,,,,,,,,,,,,,,
63,6.907753944396973,0.004571755125366,,,,,,,,,,,,,,
64,6.907753944396973,0.0046431887991999,,,,,,,,,,,,,,
65,6.907753944396973,0.0047146224730337,,,,,,,,,,,,,,
66,6.907753467559815,0.0047860561468676,,,,,,,,,,,,,,
