global_step,grad_norm,loss,lr,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,4.886601,11.382668,0.0,,,,,,,,,,,,,,,,,
1,,,,0.0006157495081424,11.380064964294434,0.0,0.0004835649742744,11.40606689453125,0.0,3000.0,0.0007088489946909,11.408041000366213,0.0,3003.0,46.616705894470215,939.1853663921356,46.616705894470215,892.5686099529266,0.0,0.0
100,0.16283047,8.185901,0.00010706647,,,,,,,,,,,,,,,,,
200,0.2231647,7.320698,0.00021413295,,,,,,,,,,,,,,,,,
300,0.7631873,6.5228896,0.00032119942,,,,,,,,,,,,,,,,,
400,0.3786266,5.932451,0.0004282659,,,,,,,,,,,,,,,,,
500,0.47136834,5.4531875,0.00053533236,,,,,,,,,,,,,,,,,
600,0.4342168,5.151622,0.0006423987,,,,,,,,,,,,,,,,,
700,0.4172201,4.7504478,0.0007494652,,,,,,,,,,,,,,,,,
733,,,,0.340719074010849,4.585746765136719,8.229878717248887,0.3183841407299042,4.801291465759277,4.652485836564424,3000.0,0.2986810803413391,5.089594841003418,3.652324961786479,3003.0,886.852457523346,2648.976415872574,886.852457523346,1762.0542097091677,0.0418601036071777,0.0
800,0.39328998,4.4653087,0.00085653167,,,,,,,,,,,,,,,,,
900,0.44989908,4.2255936,0.00096359814,,,,,,,,,,,,,,,,,
1000,0.44041458,4.035184,0.0010706646,,,,,,,,,,,,,,,,,
1100,0.46532583,3.7541919,0.001177731,,,,,,,,,,,,,,,,,
1200,0.429184,3.6661594,0.0012847974,,,,,,,,,,,,,,,,,
1300,0.44950148,3.60056,0.0013918639,,,,,,,,,,,,,,,,,
1400,0.47804925,3.4907012,0.0014271949,,,,,,,,,,,,,,,,,
1465,,,,0.4685988128185272,3.246110916137696,18.39231631286399,0.4644083678722381,3.2912745475769043,14.159788247484716,3000.0,0.456243097782135,3.4120984077453613,12.383197070362971,3003.0,1727.286848306656,4095.310251712799,1727.286848306656,2367.895052909851,0.0726275444030761,0.0
1500,0.42265114,3.3650174,0.0014271903,,,,,,,,,,,,,,,,,
1600,0.38984033,3.3771296,0.0014271814,,,,,,,,,,,,,,,,,
1700,0.35740435,3.141592,0.0014271686,,,,,,,,,,,,,,,,,
1800,0.3337046,3.0550137,0.0014271517,,,,,,,,,,,,,,,,,
1900,0.3097985,2.9873195,0.0014271308,,,,,,,,,,,,,,,,,
2000,0.29946372,3.0387242,0.001427106,,,,,,,,,,,,,,,,,
2100,0.2859013,2.7862253,0.0014270769,,,,,,,,,,,,,,,,,
2197,,,,0.5310022234916687,2.690292835235596,23.261290586178365,0.5307311415672302,2.692349910736084,19.28188776054773,3000.0,0.52801114320755,2.746584415435791,17.574626758932105,3003.0,2567.357448101044,5408.248834848404,2567.357448101044,2840.706729412079,0.1013033390045166,0.0
2200,0.26919,2.8662877,0.0014270439,,,,,,,,,,,,,,,,,
2300,0.25926745,2.8265896,0.0014270068,,,,,,,,,,,,,,,,,
2400,0.26393312,2.6195173,0.0014269658,,,,,,,,,,,,,,,,,
2500,0.2402387,2.726854,0.0014269205,,,,,,,,,,,,,,,,,
2600,0.25422707,2.6482637,0.0014268714,,,,,,,,,,,,,,,,,
2700,0.22435372,2.5632887,0.0014268181,,,,,,,,,,,,,,,,,
2800,0.21274547,2.5252788,0.0014267609,,,,,,,,,,,,,,,,,
2900,0.21002337,2.579226,0.0014266997,,,,,,,,,,,,,,,,,
2929,,,,0.5607845187187195,2.429351806640625,25.35339388666329,0.5635640025138855,2.404671669006348,21.39022298072612,3000.0,0.5624542832374573,2.413743495941162,19.76161557989498,3003.0,3407.591409921646,6702.687885522842,3407.591409921646,3294.856057167053,0.1294105052947998,0.0
3000,0.20076643,2.5689743,0.0014266343,,,,,,,,,,,,,,,,,
3100,0.19508636,2.5669816,0.0014265649,,,,,,,,,,,,,,,,,
3200,0.18768531,2.509874,0.0014264915,,,,,,,,,,,,,,,,,
3300,0.18802927,2.4487972,0.0014264141,,,,,,,,,,,,,,,,,
3400,0.19863765,2.4469619,0.0014263326,,,,,,,,,,,,,,,,,
3500,0.18189107,2.3928726,0.0014262471,,,,,,,,,,,,,,,,,
3600,0.19264802,2.426904,0.0014261574,,,,,,,,,,,,,,,,,
3661,,,,0.5729710459709167,2.313865423202514,26.505627590034763,0.58324134349823,2.23333477973938,22.90034360192211,3000.0,0.5838591456413269,2.230188131332397,21.120669695753488,3003.0,4247.843180179596,8052.114223718643,4247.843180179596,3803.976091861725,0.1562891006469726,0.0
3700,0.17056014,2.3342986,0.0014260638,,,,,,,,,,,,,,,,,
3800,0.17359821,2.365355,0.0014259662,,,,,,,,,,,,,,,,,
3900,0.16529253,2.4046845,0.0014258645,,,,,,,,,,,,,,,,,
4000,0.15888055,2.3884807,0.0014257588,,,,,,,,,,,,,,,,,
4100,0.17084034,2.3512962,0.0014256489,,,,,,,,,,,,,,,,,
4200,0.17899002,2.345095,0.0014255353,,,,,,,,,,,,,,,,,
4300,0.15886639,2.3021536,0.0014254174,,,,,,,,,,,,,,,,,
4393,,,,0.5815629363059998,2.2374277114868164,27.6882192213743,0.597388744354248,2.113554000854492,23.94749273193523,3000.0,0.5978153944015503,2.0985448360443115,22.18859767093814,3003.0,5087.826062917709,9400.215945005417,5087.826062917709,4312.040868759155,0.1837146282196045,0.0
4400,0.1786251,2.2990386,0.0014252956,,,,,,,,,,,,,,,,,
4500,0.15773769,2.2329733,0.0014251698,,,,,,,,,,,,,,,,,
4600,0.14676762,2.2464359,0.0014250398,,,,,,,,,,,,,,,,,
4700,0.16132857,2.2000153,0.0014249058,,,,,,,,,,,,,,,,,
4800,0.15193188,2.1965818,0.0014247679,,,,,,,,,,,,,,,,,
4900,0.16314197,2.2484455,0.001424626,,,,,,,,,,,,,,,,,
5000,0.14657828,2.1609774,0.0014244799,,,,,,,,,,,,,,,,,
5100,0.15585753,2.1555805,0.0014243298,,,,,,,,,,,,,,,,,
5125,,,,0.5905652046203613,2.14770770072937,28.03287163830218,0.6059193015098572,2.033320665359497,24.51010836984063,3000.0,0.6094939708709717,2.007028818130493,23.253986693132703,3003.0,5927.875000953674,10672.473815917969,5927.875000953674,4744.19753241539,0.2099287509918213,0.0
5200,0.14462365,2.2132506,0.0014241758,,,,,,,,,,,,,,,,,
5300,0.13743338,2.1729105,0.0014240177,,,,,,,,,,,,,,,,,
5400,0.1415689,2.1580725,0.0014238555,,,,,,,,,,,,,,,,,
5500,0.15281588,2.2120051,0.0014236894,,,,,,,,,,,,,,,,,
5600,0.19766925,2.1476698,0.0014235192,,,,,,,,,,,,,,,,,
5700,0.16609818,2.275308,0.001423345,,,,,,,,,,,,,,,,,
5800,0.13591766,2.089906,0.0014231668,,,,,,,,,,,,,,,,,
5857,,,,0.5973269939422607,2.094157218933105,28.21778872935858,0.6116105318069458,1.9787492752075195,24.466963464705994,3000.0,0.61768639087677,1.938026785850525,23.68078898756429,3003.0,6767.872469425201,11972.419320583344,6767.872469425201,5204.091292381287,0.2380580902099609,0.0
5900,0.14096197,2.1614141,0.0014229846,,,,,,,,,,,,,,,,,
6000,0.14373197,2.1525624,0.0014227984,,,,,,,,,,,,,,,,,
6100,0.15139888,2.209511,0.0014226082,,,,,,,,,,,,,,,,,
6200,0.1431237,2.1910822,0.0014224139,,,,,,,,,,,,,,,,,
6300,0.18380359,2.1110003,0.0014222155,,,,,,,,,,,,,,,,,
6400,0.15275066,2.21477,0.0014220132,,,,,,,,,,,,,,,,,
6500,0.14905506,2.1227202,0.0014218069,,,,,,,,,,,,,,,,,
6590,,,,0.613735020160675,1.9460159540176392,29.637652278185705,0.6209966540336609,1.9219212532043457,25.63392593906348,3000.0,0.6257277727127075,1.877971768379212,24.273742809455463,3003.0,7608.926362276077,13271.112010717392,7608.926362276077,5661.674691438675,0.2674431800842285,0.0
6600,0.1513067,2.039423,0.0014215965,,,,,,,,,,,,,,,,,
6700,0.13746326,2.0964046,0.0014213821,,,,,,,,,,,,,,,,,
6800,0.1293882,2.1584704,0.0014211639,,,,,,,,,,,,,,,,,
6900,0.16433729,2.157089,0.0014209416,,,,,,,,,,,,,,,,,
7000,0.1417584,2.177255,0.001420715,,,,,,,,,,,,,,,,,
7100,0.13525364,2.1166353,0.0014204847,,,,,,,,,,,,,,,,,
7200,0.13175625,2.1260028,0.0014202504,,,,,,,,,,,,,,,,,
7300,0.14801008,2.0099676,0.001420012,,,,,,,,,,,,,,,,,
7322,,,,0.6133319735527039,1.9533084630966189,29.466563600394032,0.6233028769493103,1.8827513456344604,25.54285577642917,3000.0,0.6299343705177307,1.837413430213928,24.28673974571721,3003.0,8448.988822937012,14582.638846874235,8448.988822937012,6133.08575797081,0.2945895195007324,0.0
7400,0.13150653,2.0286756,0.0014197696,,,,,,,,,,,,,,,,,
7500,0.14075862,2.0236588,0.0014195233,,,,,,,,,,,,,,,,,
7600,0.19631219,2.0875468,0.0014192727,,,,,,,,,,,,,,,,,
7700,0.14424808,2.0849543,0.0014190184,,,,,,,,,,,,,,,,,
7800,0.13976899,2.0509112,0.0014187599,,,,,,,,,,,,,,,,,
7900,0.15777823,2.0822294,0.0014184976,,,,,,,,,,,,,,,,,
8000,0.13899496,2.0975652,0.0014182314,,,,,,,,,,,,,,,,,
8054,,,,0.6109230518341064,1.9732800722122192,29.28004616368506,0.629217267036438,1.8411740064620967,25.939620728722964,3000.0,0.6345128417015076,1.801483511924744,25.054269576191068,3003.0,9289.358642101288,15862.746808290482,9289.358642101288,6572.770043134689,0.3221919536590576,0.0
8100,0.12861644,2.0076878,0.001417961,,,,,,,,,,,,,,,,,
8200,0.13211545,1.9970173,0.0014176867,,,,,,,,,,,,,,,,,
8300,0.14169636,2.060954,0.0014174082,,,,,,,,,,,,,,,,,
8400,0.13831002,2.017186,0.001417126,,,,,,,,,,,,,,,,,
8500,0.1313322,1.9935013,0.0014168397,,,,,,,,,,,,,,,,,
8600,0.1809257,2.040062,0.0014165494,,,,,,,,,,,,,,,,,
8700,0.1332998,1.986207,0.001416255,,,,,,,,,,,,,,,,,
8786,,,,0.6158260703086853,1.9381873607635496,29.710360157180386,0.6328253746032715,1.8155171871185305,26.195882035031552,3000.0,0.6402533650398254,1.7625226974487305,25.12301700632717,3003.0,10129.733977079391,17144.436975717545,10129.733977079391,7014.032299757004,0.3488547801971435,0.0
8800,0.13606317,1.9782405,0.0014159568,,,,,,,,,,,,,,,,,
8900,0.14248548,2.019725,0.0014156547,,,,,,,,,,,,,,,,,
9000,0.14237547,2.1272209,0.0014153484,,,,,,,,,,,,,,,,,
9100,0.17168784,2.098837,0.0014150384,,,,,,,,,,,,,,,,,
9200,0.16120906,2.1542819,0.0014147242,,,,,,,,,,,,,,,,,
9300,0.15462214,2.0025284,0.001414406,,,,,,,,,,,,,,,,,
9400,0.15282102,2.0069215,0.001414084,,,,,,,,,,,,,,,,,
9500,0.13511641,2.07831,0.0014137579,,,,,,,,,,,,,,,,,
9518,,,,0.6141351461410522,1.9481844902038568,30.21971649896956,0.6374006271362305,1.7870893478393557,26.366207878555127,3000.0,0.6417291164398193,1.7401703596115112,25.28978374361281,3003.0,10970.031529426577,18458.038254499435,10970.031529426577,7487.281722068787,0.3769814968109131,0.0
9600,0.14288136,1.9466782,0.0014134279,,,,,,,,,,,,,,,,,
9700,0.15261179,1.9926947,0.0014130939,,,,,,,,,,,,,,,,,
9800,0.1304177,2.0174594,0.0014127559,,,,,,,,,,,,,,,,,
9900,0.14872018,1.9255503,0.001412414,,,,,,,,,,,,,,,,,
10000,0.16594513,1.9653604,0.0014120681,,,,,,,,,,,,,,,,,
10100,0.14716356,2.0099845,0.0014117183,,,,,,,,,,,,,,,,,
10200,0.14835279,1.9549087,0.0014113645,,,,,,,,,,,,,,,,,
10250,,,,0.6198095083236694,1.9073678255081177,29.84650200265508,0.6383181810379028,1.7741466760635376,26.167293860210187,3000.0,0.644204318523407,1.7197800874710083,25.44525194051632,3003.0,11810.34782242775,19801.748492002487,11810.34782242775,7990.622566699982,0.4036793708801269,0.0
10300,0.14349906,1.9732744,0.0014110068,,,,,,,,,,,,,,,,,
10400,0.13860705,1.9519663,0.0014106451,,,,,,,,,,,,,,,,,
10500,0.14397071,2.0295203,0.0014102795,,,,,,,,,,,,,,,,,
10600,0.13874617,1.9212049,0.0014099099,,,,,,,,,,,,,,,,,
10700,0.146375,2.0364122,0.0014095363,,,,,,,,,,,,,,,,,
10800,0.16184556,1.9990497,0.0014091589,,,,,,,,,,,,,,,,,
10900,0.14167984,1.936202,0.0014087775,,,,,,,,,,,,,,,,,
