global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,2.1212602,0.77756757,,,,,,,,,,,,,,,,,
1,,,0.7463998794555664,0.5799194574356079,0.0241482284126239,0.7465874552726746,0.5812031030654907,0.0269827662433713,43793.0,0.7464095950126648,0.5808888673782349,0.0295825250384991,43793.0,32.77020978927612,334.908225774765,32.77020978927612,302.13797783851624,0.0,0.0
100,0.007913689,0.05905095,,,,,,,,,,,,,,,,,
200,0.009575174,0.055101167,,,,,,,,,,,,,,,,,
300,0.009489712,0.05343056,,,,,,,,,,,,,,,,,
400,0.007900502,0.058566626,,,,,,,,,,,,,,,,,
500,0.010399081,0.048669904,,,,,,,,,,,,,,,,,
600,0.008877331,0.05205538,,,,,,,,,,,,,,,,,
700,0.007797242,0.0574536,,,,,,,,,,,,,,,,,
747,,,0.9867269992828368,0.0552145019173622,0.0317744448381849,0.9841179251670836,0.0652249231934547,0.0309095409772152,43793.0,0.983142077922821,0.0686232224106788,0.032247669627809,43793.0,272.7652580738068,691.429117679596,272.7652580738068,418.612489938736,0.0305840969085693,0.0
800,0.010503757,0.059728514,,,,,,,,,,,,,,,,,
900,0.010111831,0.054251146,,,,,,,,,,,,,,,,,
1000,0.009580822,0.056698993,,,,,,,,,,,,,,,,,
1100,0.0073284456,0.05169924,,,,,,,,,,,,,,,,,
1200,0.009205995,0.05132091,,,,,,,,,,,,,,,,,
1300,0.008138584,0.058892146,,,,,,,,,,,,,,,,,
1400,0.009132607,0.05351144,,,,,,,,,,,,,,,,,
1500,0.008763235,0.053323284,,,,,,,,,,,,,,,,,
1501,,,0.9867234826087952,0.0554692447185516,0.0321395847665153,0.9841179251670836,0.0652010813355445,0.0308481795320672,43793.0,0.983142077922821,0.0685971155762672,0.0322320759233048,43793.0,512.9005873203278,1049.8891468048096,512.9005873203278,536.888356924057,0.0571856498718261,0.0
1600,0.0072686155,0.057648256,,,,,,,,,,,,,,,,,
1700,0.009001894,0.05171279,,,,,,,,,,,,,,,,,
1800,0.009044426,0.05462074,,,,,,,,,,,,,,,,,
1900,0.007890014,0.055845033,,,,,,,,,,,,,,,,,
2000,0.013100753,0.05908168,,,,,,,,,,,,,,,,,
2100,0.009471091,0.051440902,,,,,,,,,,,,,,,,,
2200,0.04921129,0.05275199,,,,,,,,,,,,,,,,,
2251,,,0.9868787527084352,0.0543390661478042,0.034262583432779,0.9841163158416748,0.0645770877599716,0.0324951535870955,43793.0,0.9831365942955016,0.0679192766547203,0.0337455634111945,43793.0,753.034698009491,1408.6837496757507,753.034698009491,655.5016360282898,0.0824177265167236,0.0
2300,0.0069337413,0.051302172,,,,,,,,,,,,,,,,,
2400,0.036255427,0.051846478,,,,,,,,,,,,,,,,,
2500,0.027654488,0.054686576,,,,,,,,,,,,,,,,,
2600,0.014676289,0.054219235,,,,,,,,,,,,,,,,,
2700,0.008443809,0.057100654,,,,,,,,,,,,,,,,,
2800,0.0066788523,0.05512219,,,,,,,,,,,,,,,,,
2900,0.045657985,0.057436965,,,,,,,,,,,,,,,,,
3000,0.014086684,0.048487533,,,,,,,,,,,,,,,,,
3010,,,0.986643373966217,0.0547955259680748,0.0340415666257679,0.9840952157974244,0.0643237456679344,0.0341780367486901,43793.0,0.9830957651138306,0.0676059052348136,0.0357126340457024,43793.0,993.058653831482,1767.8120322227478,993.058653831482,774.5571677684784,0.1090855598449707,0.0
3100,0.020390777,0.05461526,,,,,,,,,,,,,,,,,
3200,0.014605556,0.055360466,,,,,,,,,,,,,,,,,
3300,0.021072498,0.051045347,,,,,,,,,,,,,,,,,
3400,0.04336217,0.060226373,,,,,,,,,,,,,,,,,
3500,0.010656928,0.04795924,,,,,,,,,,,,,,,,,
3600,0.016516654,0.054750483,,,,,,,,,,,,,,,,,
3700,0.025377609,0.052397285,,,,,,,,,,,,,,,,,
3773,,,0.9868563413619996,0.0535780452191829,0.0361797342673976,0.9841029047966005,0.0638787299394607,0.035699236678958,43793.0,0.9831079244613647,0.0670183673501014,0.0372204089246452,43793.0,1233.3230917453766,2128.2004697322845,1233.3230917453766,894.63254570961,0.1358721256256103,0.0
3800,0.012712366,0.047255784,,,,,,,,,,,,,,,,,
3900,0.028397663,0.050748553,,,,,,,,,,,,,,,,,
4000,0.021305505,0.06003164,,,,,,,,,,,,,,,,,
4100,0.011300273,0.059696354,,,,,,,,,,,,,,,,,
4200,0.010723412,0.056850296,,,,,,,,,,,,,,,,,
4300,0.037119746,0.055001788,,,,,,,,,,,,,,,,,
4400,0.03202245,0.05318178,,,,,,,,,,,,,,,,,
