global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,1.6726143,0.7799007,,,,,,,,,,,,,,,,,
1,,,0.4998377859592438,0.7853177785873413,0.0223901625955087,0.5056518912315369,0.7835215330123901,0.0280322298705395,43793.0,0.5081475973129272,0.7826241254806519,0.0297799223177547,43793.0,27.694668292999268,328.9964339733124,27.694668292999268,301.30172514915466,0.0,0.0
1,1.6477332,0.7775576,,,,,,,,,,,,,,,,,
2,1.6627866,0.78020537,,,,,,,,,,,,,,,,,
3,1.6784647,0.7801244,,,,,,,,,,,,,,,,,
4,1.6595696,0.7780159,,,,,,,,,,,,,,,,,
5,1.6608065,0.77778304,,,,,,,,,,,,,,,,,
6,1.6541133,0.77530223,,,,,,,,,,,,,,,,,
7,1.6699922,0.7749637,,,,,,,,,,,,,,,,,
8,1.6440157,0.7726296,,,,,,,,,,,,,,,,,
9,1.6271931,0.7721066,,,,,,,,,,,,,,,,,
10,1.6432859,0.7701981,,,,,,,,,,,,,,,,,
11,1.6072587,0.76808476,,,,,,,,,,,,,,,,,
12,1.6016382,0.7640279,,,,,,,,,,,,,,,,,
13,1.5779104,0.7592242,,,,,,,,,,,,,,,,,
14,1.575652,0.7581835,,,,,,,,,,,,,,,,,
15,1.5339721,0.74973947,,,,,,,,,,,,,,,,,
16,1.5025547,0.7450024,,,,,,,,,,,,,,,,,
17,1.4699783,0.74109715,,,,,,,,,,,,,,,,,
18,1.4078181,0.7333372,,,,,,,,,,,,,,,,,
19,1.4072504,0.72975737,,,,,,,,,,,,,,,,,
20,1.339819,0.7205969,,,,,,,,,,,,,,,,,
21,1.3008739,0.71416897,,,,,,,,,,,,,,,,,
22,1.2550983,0.7099964,,,,,,,,,,,,,,,,,
23,1.215224,0.7040699,,,,,,,,,,,,,,,,,
24,1.1826406,0.69694954,,,,,,,,,,,,,,,,,
25,1.145775,0.6890273,,,,,,,,,,,,,,,,,
26,1.0975907,0.6826222,,,,,,,,,,,,,,,,,
27,1.0725896,0.6763128,,,,,,,,,,,,,,,,,
28,1.0470101,0.6699051,,,,,,,,,,,,,,,,,
29,1.015343,0.66438705,,,,,,,,,,,,,,,,,
30,0.9796409,0.6562227,,,,,,,,,,,,,,,,,
31,0.9583141,0.6489425,,,,,,,,,,,,,,,,,
32,0.92149276,0.64355034,,,,,,,,,,,,,,,,,
33,0.8877594,0.63854,,,,,,,,,,,,,,,,,
34,0.86079925,0.62906206,,,,,,,,,,,,,,,,,
35,0.8404904,0.62466055,,,,,,,,,,,,,,,,,
36,0.8094039,0.6189114,,,,,,,,,,,,,,,,,
37,0.78801686,0.6115249,,,,,,,,,,,,,,,,,
38,0.7611277,0.6099995,,,,,,,,,,,,,,,,,
39,0.74574,0.6026226,,,,,,,,,,,,,,,,,
40,0.7334931,0.59494835,,,,,,,,,,,,,,,,,
41,0.7232897,0.5927621,,,,,,,,,,,,,,,,,
42,0.7051278,0.58673507,,,,,,,,,,,,,,,,,
43,0.69635266,0.58286595,,,,,,,,,,,,,,,,,
44,0.6803876,0.57664526,,,,,,,,,,,,,,,,,
45,0.67569685,0.5720807,,,,,,,,,,,,,,,,,
46,0.66312504,0.5657165,,,,,,,,,,,,,,,,,
47,0.6470203,0.56244797,,,,,,,,,,,,,,,,,
48,0.6407331,0.55674475,,,,,,,,,,,,,,,,,
49,0.629478,0.55236965,,,,,,,,,,,,,,,,,
50,0.62321246,0.545864,,,,,,,,,,,,,,,,,
51,0.61431473,0.54176295,,,,,,,,,,,,,,,,,
52,0.60979354,0.5352473,,,,,,,,,,,,,,,,,
53,0.5987054,0.53075737,,,,,,,,,,,,,,,,,
54,0.59249324,0.52613,,,,,,,,,,,,,,,,,
55,0.5831752,0.51917666,,,,,,,,,,,,,,,,,
56,0.574296,0.5152372,,,,,,,,,,,,,,,,,
57,0.56476396,0.5094633,,,,,,,,,,,,,,,,,
58,0.5621039,0.5045805,,,,,,,,,,,,,,,,,
59,0.55377406,0.49922353,,,,,,,,,,,,,,,,,
60,0.54545563,0.4944893,,,,,,,,,,,,,,,,,
61,0.5415474,0.4874852,,,,,,,,,,,,,,,,,
62,0.53320736,0.4832563,,,,,,,,,,,,,,,,,
63,0.5266339,0.47917333,,,,,,,,,,,,,,,,,
64,0.5219009,0.4729645,,,,,,,,,,,,,,,,,
65,0.5206115,0.4674985,,,,,,,,,,,,,,,,,
66,0.511935,0.46316177,,,,,,,,,,,,,,,,,
67,0.504179,0.45778626,,,,,,,,,,,,,,,,,
68,0.50392044,0.45091152,,,,,,,,,,,,,,,,,
69,0.49705824,0.44856572,,,,,,,,,,,,,,,,,
70,0.4931434,0.44471774,,,,,,,,,,,,,,,,,
71,0.48391524,0.44127065,,,,,,,,,,,,,,,,,
72,0.4809502,0.4351468,,,,,,,,,,,,,,,,,
73,0.47544113,0.43008396,,,,,,,,,,,,,,,,,
74,0.46958557,0.4234238,,,,,,,,,,,,,,,,,
75,0.4648553,0.42011157,,,,,,,,,,,,,,,,,
76,0.45864922,0.412782,,,,,,,,,,,,,,,,,
77,0.45071998,0.41142908,,,,,,,,,,,,,,,,,
78,0.4452558,0.4041459,,,,,,,,,,,,,,,,,
79,0.44038054,0.40099433,,,,,,,,,,,,,,,,,
80,0.4367753,0.39723426,,,,,,,,,,,,,,,,,
81,0.4336455,0.39071068,,,,,,,,,,,,,,,,,
82,0.42780632,0.38607505,,,,,,,,,,,,,,,,,
83,0.42169634,0.3841577,,,,,,,,,,,,,,,,,
84,0.41861358,0.37683585,,,,,,,,,,,,,,,,,
85,0.41697636,0.3722687,,,,,,,,,,,,,,,,,
86,0.4082959,0.36862144,,,,,,,,,,,,,,,,,
87,0.40347522,0.36453313,,,,,,,,,,,,,,,,,
88,0.4026078,0.358587,,,,,,,,,,,,,,,,,
89,0.40123278,0.35093054,,,,,,,,,,,,,,,,,
90,0.39219815,0.34840083,,,,,,,,,,,,,,,,,
91,0.38858664,0.34362403,,,,,,,,,,,,,,,,,
92,0.3831616,0.34297615,,,,,,,,,,,,,,,,,
93,0.3820069,0.33403385,,,,,,,,,,,,,,,,,
94,0.37446246,0.33339494,,,,,,,,,,,,,,,,,
95,0.3733068,0.32711285,,,,,,,,,,,,,,,,,
96,0.36740762,0.3225583,,,,,,,,,,,,,,,,,
97,0.3649702,0.31465772,,,,,,,,,,,,,,,,,
98,0.35905805,0.312513,,,,,,,,,,,,,,,,,
99,0.35676464,0.30780527,,,,,,,,,,,,,,,,,
753,,,0.9866957664489746,0.0535896532237529,0.0372480610876758,0.9841179251670836,0.0634512454271316,0.0402755692395738,43793.0,0.983142077922821,0.0667900219559669,0.0436903496285171,43793.0,267.9292902946472,684.7620463371277,267.9292902946472,416.78364157676697,0.0298459529876709,0.0
1508,,,0.987157702445984,0.0480605661869049,0.0826259432408523,0.9844406843185424,0.0578029230237007,0.0864661420607058,43793.0,0.9834360480308532,0.0612019822001457,0.0864464886451901,43793.0,508.0714819431305,1045.1234772205353,508.0714819431305,536.955717086792,0.0578513145446777,0.0
2259,,,0.9875595569610596,0.0456245094537735,0.1104316229465445,0.9846777319908142,0.0550831295549869,0.1094685146621367,43793.0,0.9837448000907898,0.0582068115472793,0.1077554135760084,43793.0,748.2302486896515,1403.0627717971802,748.2302486896515,654.6903700828552,0.0842714309692382,0.0
3017,,,0.9875638484954834,0.0446500666439533,0.1315491154146876,0.9847337603569032,0.0542186051607131,0.122671885105127,43793.0,0.9837713241577148,0.0573399402201175,0.1258573744432828,43793.0,988.2698974609376,1762.6296763420105,988.2698974609376,774.1697297096252,0.1123495101928711,0.0
3772,,,0.9876425266265868,0.0439656972885131,0.140900923775198,0.984859585762024,0.0539601221680641,0.1389292026745,43793.0,0.9838854670524596,0.0571241788566112,0.1354366702893988,43793.0,1228.5364685058594,2126.7574503421783,1228.5364685058594,897.9844689369202,0.1395406723022461,0.0
4528,,,0.987930417060852,0.0423248037695884,0.1623983521537226,0.9850106239318848,0.0519474409520626,0.1490466161370562,43793.0,0.9839764833450316,0.0547741837799549,0.1506188346820144,43793.0,1468.4965064525604,2490.7839341163635,1468.4965064525604,1022.004185438156,0.1661334037780761,0.0
5282,,,0.9879450798034668,0.0421743281185627,0.1834207724538815,0.9852854013442992,0.0519631840288639,0.1569066885888215,43793.0,0.9842535853385924,0.0551093555986881,0.1517490334931686,43793.0,1708.660634279251,2857.0594148635864,1708.660634279251,1148.0682413578031,0.1926386356353759,0.0
6037,,,0.9885455965995787,0.0399055108428001,0.2047141411938323,0.9852866530418396,0.0507917366921901,0.1653949201812157,43793.0,0.9843605756759644,0.0536552332341671,0.1662295889520383,43793.0,1948.8873128890991,3221.803931713104,1948.8873128890991,1272.53746008873,0.220682144165039,0.0
6795,,,0.9885632991790771,0.0396099537611007,0.2102032289320106,0.985443353652954,0.0499959252774715,0.1715820935800462,43793.0,0.9844940900802612,0.0528951287269592,0.1743661445409901,43793.0,2189.109648227692,3589.909730911255,2189.109648227692,1400.3737161159515,0.247464895248413,0.0
7551,,,0.9884184002876282,0.0395771488547325,0.2203755588090053,0.9853820204734802,0.049702163785696,0.1731920018821941,43793.0,0.9844200015068054,0.0527137145400047,0.1764587639000703,43793.0,2429.332834720612,3954.681781768799,2429.332834720612,1524.8748171329498,0.2746551036834717,0.0
8304,,,0.988417625427246,0.0399211645126342,0.2114446855189883,0.985461175441742,0.0496684350073337,0.177246296782651,43793.0,0.9845505356788636,0.0524010807275772,0.1791922332104562,43793.0,2669.375829696656,4319.012319564819,2669.375829696656,1649.1121635437012,0.304030179977417,0.0
9062,,,0.9883463978767396,0.0399778336286544,0.2115947320294416,0.9852034449577332,0.0498578734695911,0.1753667443804943,43793.0,0.9842835068702698,0.052515659481287,0.1780576310658161,43793.0,2909.6209280490875,4684.72779917717,2909.6209280490875,1774.5351123809814,0.3311362266540527,0.0
