global_step,loss,lr,score,preemption_count
0,0.6919611692428589,0.0012515644555694,,
1,0.6921724081039429,0.0025031289111389,,
2,0.6918523907661438,0.0037546933667083,,
3,0.6915656328201294,0.0050062578222778,,
4,0.6912719011306763,0.0062578222778473,,
5,0.6909804344177246,0.0075093867334167,,
6,0.6909642219543457,0.0087609511889862,,
7,0.6908966302871704,0.0100125156445556,,
8,0.6907485723495483,0.0112640801001251,,
9,0.6904863119125366,0.0125156445556946,,
10,0.6901772618293762,0.013767209011264,,
11,0.6901848316192627,0.0150187734668335,,
12,0.6900619268417358,0.016270337922403,,
13,0.6899477243423462,0.0175219023779724,,
14,0.6900392770767212,0.0187734668335419,,
15,0.6900284290313721,0.0200250312891113,,
16,0.6899428963661194,0.0212765957446808,,
17,0.68958580493927,0.0225281602002503,,
18,0.6897047162055969,0.0237797246558197,,
19,0.6950200796127319,0.0250312891113892,,
20,0.6953521370887756,0.0262828535669586,,
21,0.6952693462371826,0.0275344180225281,,
22,0.6952211856842041,0.0287859824780976,,
23,0.6950598955154419,0.030037546933667,,
24,0.6950134634971619,0.0312891113892365,,
25,0.6947202086448669,0.032540675844806,,
26,0.6946790218353271,0.0337922403003754,,
27,0.6945565342903137,0.0350438047559449,,
28,0.6944542527198792,0.0362953692115143,,
29,0.6943535804748535,0.0375469336670838,,
30,0.6940295696258545,0.0387984981226533,,
31,0.6940411925315857,0.0400500625782227,,
32,0.6938723921775818,0.0413016270337922,,
33,0.6936895847320557,0.0425531914893617,,
34,0.6933621764183044,0.0438047559449311,,
35,0.6931902170181274,0.0450563204005006,,
36,0.693016529083252,0.04630788485607,,
37,0.6927232146263123,0.0475594493116395,,
38,0.6899732351303101,0.048811013767209,,
39,0.6895018815994263,0.0500625782227784,,
40,0.6892505884170532,0.0513141426783479,,
41,0.6889185905456543,0.0525657071339173,,
42,0.6884665489196777,0.0538172715894868,,
43,0.688284158706665,0.0550688360450563,,
44,0.6879135370254517,0.0563204005006257,,
45,0.6872178316116333,0.0575719649561952,,
46,0.6863917708396912,0.0588235294117647,,
47,0.6854550242424011,0.0600750938673341,,
48,0.6841332316398621,0.0613266583229036,,
49,0.6822267770767212,0.0625782227784731,,
50,0.679691731929779,0.0638297872340425,,
51,0.6761351227760315,0.065081351689612,,
52,0.6708093881607056,0.0663329161451814,,
53,0.6619765162467957,0.0675844806007509,,
54,0.6483967304229736,0.0688360450563204,,
55,0.6266676783561707,0.0700876095118898,,
56,0.5917253494262695,0.0713391739674593,,
57,0.5336799621582031,0.0725907384230287,,
58,0.4462363421916961,0.0738423028785982,,
59,0.3343716859817505,0.0750938673341677,,
60,0.2305311262607574,0.0763454317897371,,
61,0.1746445000171661,0.0775969962453066,,
62,0.1675536185503006,0.078848560700876,,
63,0.1674403995275497,0.0801001251564455,,
64,0.1658125668764114,0.081351689612015,,
65,0.1605999171733856,0.0826032540675844,,
66,0.1587558090686798,0.0838548185231539,,
67,0.1535809338092804,0.0851063829787234,,
68,0.1502915471792221,0.0863579474342928,,
69,0.1494036614894867,0.0876095118898623,,
70,0.1490477472543716,0.0888610763454317,,
71,0.1459456384181976,0.0901126408010012,,
72,0.1470954418182373,0.0913642052565707,,
73,0.1471487134695053,0.0926157697121401,,
74,0.147923856973648,0.0938673341677096,,
75,0.142980009317398,0.0951188986232791,,
76,0.1438510417938232,0.0963704630788485,,
77,0.1430893093347549,0.097622027534418,,
78,0.145692229270935,0.0988735919899874,,
79,0.1461521685123443,0.1001251564455569,,
80,0.1467452943325042,0.1013767209011264,,
81,0.1486405283212661,0.1026282853566958,,
82,0.1479129195213318,0.1038798498122653,,
83,0.1439035832881927,0.1051314142678347,,
84,0.1448785215616226,0.1063829787234042,,
85,0.1406387388706207,0.1076345431789737,,
86,0.1442615389823913,0.1088861076345431,,
87,0.1401994228363037,0.1101376720901126,,
88,0.1399864107370376,0.1113892365456821,,
89,0.138533741235733,0.1126408010012515,,
90,0.1404889225959777,0.113892365456821,,
91,0.1415118277072906,0.1151439299123904,,
92,0.142312467098236,0.1163954943679599,,
93,0.141617551445961,0.1176470588235294,,
94,0.1437907963991165,0.1188986232790988,,
95,0.1344106346368789,0.1201501877346683,,
96,0.1291969567537307,0.1214017521902378,,
97,0.1261237859725952,0.1226533166458072,,
98,0.1276154667139053,0.1239048811013767,,
99,0.1270114183425903,0.1251564455569462,,
100,0.1270225346088409,0.1264080100125156,,
500,0.1289338767528534,0.6270337922403004,,
1000,0.1220539957284927,1.0,,
1500,0.1323843002319336,1.0,,
2000,0.1209079399704933,1.0,,
2500,0.1155682653188705,1.0,,
3000,0.1231596320867538,1.0,,
3500,0.1196472719311714,1.0,,
4000,0.125431478023529,1.0,,
4500,0.1275900602340698,1.0,,
5000,0.1140916869044303,1.0,,
5500,0.1260591000318527,1.0,,
6000,0.1218865811824798,1.0,,
6500,0.1183130741119384,1.0,,
7000,0.1151669323444366,1.0,,
7500,0.1248517483472824,1.0,,
8000,0.124952346086502,1.0,,
8500,0.116367295384407,1.0,,
9000,0.1208653301000595,1.0,,
9500,0.1250646859407425,1.0,,
10000,0.1335494220256805,1.0,,
10500,0.1327841281890869,1.0,,
10666,,,4156.081426143646,0.0
