global_step,grad_norm,loss,lr,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,214.69034,0.6371814,0.0,,,,,,,,,,,
1,,,,0.667279377298535,0.7180996055548327,83274637.0,0.6626401375,95000000.0,22.300227403640747,839.0294139385223,22.300227403640747,816.7291450500488,0.0,0.0
1,215.79123,0.6404472,2.2445805e-05,,,,,,,,,,,
2,18.692015,0.45951548,4.489161e-05,,,,,,,,,,,
3,17.911955,0.7900962,6.7337416e-05,,,,,,,,,,,
4,16.600882,1.0527419,8.978322e-05,,,,,,,,,,,
5,17.087667,1.2660251,0.00011222903,,,,,,,,,,,
6,18.255505,1.3474958,0.00013467507,,,,,,,,,,,
7,19.007322,1.2959666,0.00015712064,,,,,,,,,,,
8,18.750544,1.0369325,0.00017956644,,,,,,,,,,,
9,18.651632,0.6875522,0.00020201248,,,,,,,,,,,
10,17.39608,0.25355494,0.00022445805,,,,,,,,,,,
11,504.54034,7.971858,0.0002469041,,,,,,,,,,,
12,20.243593,1.0457344,0.0002693499,,,,,,,,,,,
13,20.070108,1.6178254,0.0002917957,,,,,,,,,,,
14,20.361843,2.136264,0.0003142415,,,,,,,,,,,
15,20.44246,2.5413535,0.0003366873,,,,,,,,,,,
16,20.635187,2.78333,0.00035913312,,,,,,,,,,,
17,20.751799,3.0358024,0.00038157892,,,,,,,,,,,
18,20.761667,3.1694174,0.00040402473,,,,,,,,,,,
19,21.246262,3.2503426,0.00042647053,,,,,,,,,,,
20,21.61999,3.2384124,0.00044891634,,,,,,,,,,,
21,21.527662,3.0706835,0.00047136215,,,,,,,,,,,
22,22.530844,2.9679985,0.00049380807,,,,,,,,,,,
23,22.724636,2.6170502,0.0005162539,,,,,,,,,,,
24,23.35837,2.2068403,0.0005386997,,,,,,,,,,,
25,24.374321,1.6680486,0.00056114537,,,,,,,,,,,
26,24.195562,0.9565747,0.0005835913,,,,,,,,,,,
27,17.484566,0.17854714,0.0006060371,,,,,,,,,,,
28,679.5954,18.48988,0.000628483,,,,,,,,,,,
29,25.170761,0.74028105,0.0006509287,,,,,,,,,,,
30,25.41199,1.344465,0.0006733746,,,,,,,,,,,
31,25.804943,1.8502893,0.0006958203,,,,,,,,,,,
32,27.086538,2.3743644,0.00071826624,,,,,,,,,,,
33,28.78641,2.909442,0.00074071204,,,,,,,,,,,
34,28.509548,3.2774544,0.00076315785,,,,,,,,,,,
35,29.261955,3.6842887,0.00078560365,,,,,,,,,,,
36,29.250181,3.9157553,0.00080804946,,,,,,,,,,,
37,29.869785,4.119053,0.00083049526,,,,,,,,,,,
38,26.350142,3.6964169,0.0008529412,,,,,,,,,,,
39,26.193188,3.7205043,0.000875387,,,,,,,,,,,
40,26.021765,3.6692178,0.0008978328,,,,,,,,,,,
41,26.249008,3.614444,0.0009202785,,,,,,,,,,,
42,25.680819,3.3958206,0.0009427244,,,,,,,,,,,
43,25.002663,3.1151204,0.0009651702,,,,,,,,,,,
44,25.640654,2.9294508,0.0009876161,,,,,,,,,,,
45,24.793564,2.5028481,0.0010100618,,,,,,,,,,,
46,25.195574,2.106396,0.0010325077,,,,,,,,,,,
47,24.477436,1.5350043,0.0010549534,,,,,,,,,,,
48,24.666077,0.9408023,0.0010773994,,,,,,,,,,,
49,24.000937,0.25465548,0.0010998452,,,,,,,,,,,
50,731.06494,13.995588,0.0011222909,,,,,,,,,,,
51,24.52886,0.6835495,0.0011447368,,,,,,,,,,,
52,22.902315,1.078129,0.0011671825,,,,,,,,,,,
53,23.061666,1.4708259,0.0011896284,,,,,,,,,,,
54,23.027092,1.7896256,0.0012120743,,,,,,,,,,,
55,23.143486,2.0767326,0.00123452,,,,,,,,,,,
56,22.805622,2.279244,0.0012569659,,,,,,,,,,,
57,23.4951,2.5785367,0.0012794117,,,,,,,,,,,
58,23.595459,2.7345314,0.0013018574,,,,,,,,,,,
59,22.99489,2.7706084,0.0013243033,,,,,,,,,,,
60,22.409246,2.761501,0.0013467493,,,,,,,,,,,
61,21.529009,2.742444,0.001369195,,,,,,,,,,,
62,21.039173,2.6872914,0.0013916409,,,,,,,,,,,
63,19.900126,2.5014982,0.0014140866,,,,,,,,,,,
64,19.405987,2.360489,0.0014365325,,,,,,,,,,,
65,18.563583,2.145843,0.0014589783,,,,,,,,,,,
66,18.593704,1.9541713,0.0014814241,,,,,,,,,,,
67,17.375105,1.6184042,0.0015038699,,,,,,,,,,,
68,16.774536,1.3091818,0.0015263157,,,,,,,,,,,
69,15.893286,0.92896324,0.0015487615,,,,,,,,,,,
70,15.268422,0.52278984,0.0015712073,,,,,,,,,,,
71,10.069284,0.14981419,0.0015936531,,,,,,,,,,,
72,406.25198,3.2566595,0.0016160989,,,,,,,,,,,
73,13.927842,0.5234693,0.0016385448,,,,,,,,,,,
74,13.61832,0.7519598,0.0016609905,,,,,,,,,,,
75,13.818064,0.9673599,0.0016834365,,,,,,,,,,,
76,14.400749,1.2028233,0.0017058824,,,,,,,,,,,
77,14.229206,1.3641063,0.0017283281,,,,,,,,,,,
78,13.999286,1.4866655,0.001750774,,,,,,,,,,,
79,14.288545,1.637702,0.0017732196,,,,,,,,,,,
80,13.913969,1.6917083,0.0017956656,,,,,,,,,,,
81,13.523334,1.7010262,0.0018181114,,,,,,,,,,,
82,12.777311,1.6445849,0.0018405571,,,,,,,,,,,
83,12.409139,1.6062269,0.001863003,,,,,,,,,,,
84,12.181029,1.553603,0.0018854487,,,,,,,,,,,
85,11.711198,1.4561374,0.0019078946,,,,,,,,,,,
86,11.142862,1.3288018,0.0019303404,,,,,,,,,,,
87,10.493524,1.1829455,0.0019527862,,,,,,,,,,,
88,9.863544,1.014686,0.001975232,,,,,,,,,,,
89,9.314459,0.8435711,0.0019976778,,,,,,,,,,,
90,8.871786,0.65322447,0.0020201236,,,,,,,,,,,
91,8.074184,0.43065834,0.0020425695,,,,,,,,,,,
92,7.1337996,0.2406875,0.0020650155,,,,,,,,,,,
93,42.744884,0.311907,0.002087461,,,,,,,,,,,
94,2.436536,0.15046017,0.002109907,,,,,,,,,,,
95,1.5491197,0.14395075,0.0021323527,,,,,,,,,,,
96,0.5071346,0.13934138,0.0021547987,,,,,,,,,,,
97,0.117789574,0.14112507,0.0021772445,,,,,,,,,,,
98,0.095767595,0.13946712,0.0021996903,,,,,,,,,,,
99,0.3906366,0.14123099,0.0022221361,,,,,,,,,,,
170,,,,0.1389698211876851,0.1401652974205737,83274637.0,0.1430812384868421,95000000.0,142.92948627471924,1599.105033159256,142.92948627471924,1456.135498046875,0.0345392227172851,0.0
342,,,,0.132365364089327,0.1345388017591268,83274637.0,0.1372107832236842,95000000.0,262.9575560092926,2354.3248710632324,262.9575560092926,2091.29973769188,0.0565311908721923,0.0
511,,,,0.1310006356417383,0.1330683073786807,83274637.0,0.1356030729851973,95000000.0,383.0184278488159,3106.6571736335754,383.0184278488159,2723.5446631908417,0.077533483505249,0.0
678,,,,0.1328975028774273,0.1323986509267503,83274637.0,0.1347162355777138,95000000.0,503.0118293762207,3846.5839862823486,503.0118293762207,3343.4483654499054,0.1019928455352783,0.0
860,,,,0.1336420524467087,0.1318900248154751,83274637.0,0.134345511328125,95000000.0,623.0247831344604,4596.801616191864,623.0247831344604,3973.6268787384033,0.1225450038909912,0.0
1039,,,,0.1311323661122869,0.1319199849219622,83274637.0,0.1346214935444079,95000000.0,743.5774767398834,5293.599185705185,743.5774767398834,4549.842697381973,0.1458287239074707,0.0
1210,,,,0.1315129547022611,0.1313173764007221,83274637.0,0.1335227407072368,95000000.0,863.5813422203064,5928.625991821289,863.5813422203064,5064.8391971588135,0.1669614315032959,0.0
1377,,,,0.132728386436056,0.1313086339147746,83274637.0,0.1338365330078125,95000000.0,984.235999584198,6494.094898700714,984.235999584198,5509.627680778503,0.1874523162841797,0.0
1542,,,,0.1307653652960961,0.1314432191442823,83274637.0,0.133981015676398,95000000.0,1104.668197631836,6856.52778172493,1104.668197631836,5751.601937770844,0.2085409164428711,0.0
1707,,,,0.1306287485684426,0.1311659575291814,83274637.0,0.1339661940069901,95000000.0,1224.715698480606,7486.718375444412,1224.715698480606,6261.718204498291,0.230248212814331,0.0
1873,,,,0.1317177563085683,0.131133193740873,83274637.0,0.1336206749074835,95000000.0,1345.07066488266,7979.506667375565,1345.07066488266,6634.125588655472,0.2509715557098388,0.0
2041,,,,0.1299474150668712,0.1311543636324819,83274637.0,0.1340217452302631,95000000.0,1465.4810466766355,8209.907159805298,1465.4810466766355,6744.08800983429,0.2731378078460693,0.0
2203,,,,0.1292688098718535,0.130917281374593,83274637.0,0.1335681971936677,95000000.0,1586.1499965190887,8500.20185470581,1586.1499965190887,6913.686913490295,0.2946629524230957,0.0
2360,,,,0.1301025536801642,0.1310157294299621,83274637.0,0.1336581971731085,95000000.0,1707.2396054267883,8778.021864652634,1707.2396054267883,7070.390540122986,0.3161983489990234,0.0
2517,,,,0.1295605092045833,0.1308385092483951,83274637.0,0.1334445853412829,95000000.0,1827.7118957042687,9058.793880462646,1827.7118957042687,7230.662128210068,0.3390929698944092,0.0
