global_step,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,6.933901309967041,7.143367383384528e-05,,,,,,,,,,,,,,
1,,,0.0009964923469387,6.916958555883291,0.001,6.91635625,50000.0,0.0011,6.91776796875,10000.0,112.3073115348816,329.26680302619934,112.3073115348816,216.3047993183136,0.0,0.0
1,6.9247355461120605,0.0001428673476676,,,,,,,,,,,,,,
2,6.9301042556762695,0.0002143010215015,,,,,,,,,,,,,,
3,6.927515983581543,0.0002857346953353,,,,,,,,,,,,,,
4,6.9316487312316895,0.0003571683691692,,,,,,,,,,,,,,
5,6.930607795715332,0.000428602043003,,,,,,,,,,,,,,
6,6.9228129386901855,0.0005000357168369,,,,,,,,,,,,,,
7,6.929767608642578,0.0005714693906707,,,,,,,,,,,,,,
8,6.920880317687988,0.0006429030645046,,,,,,,,,,,,,,
9,6.934473991394043,0.0007143367383384,,,,,,,,,,,,,,
10,6.928028106689453,0.0007857704121722,,,,,,,,,,,,,,
11,6.924736022949219,0.0008572040860061,,,,,,,,,,,,,,
12,6.916599273681641,0.0009286377598399,,,,,,,,,,,,,,
13,6.931624412536621,0.0010000714336738,,,,,,,,,,,,,,
14,6.926205635070801,0.0010715051075076,,,,,,,,,,,,,,
15,6.925349712371826,0.0011429387813415,,,,,,,,,,,,,,
16,6.928868293762207,0.0012143724551753,,,,,,,,,,,,,,
17,6.927995204925537,0.0012858061290092,,,,,,,,,,,,,,
18,6.919761657714844,0.001357239802843,,,,,,,,,,,,,,
19,6.935623645782471,0.0014286734766769,,,,,,,,,,,,,,
20,6.926034927368164,0.0015001071505107,,,,,,,,,,,,,,
21,6.923492431640625,0.0015715408243445,,,,,,,,,,,,,,
22,6.929430961608887,0.0016429744981784,,,,,,,,,,,,,,
23,6.934863090515137,0.0017144081720122,,,,,,,,,,,,,,
24,6.924196720123291,0.0017858418458461,,,,,,,,,,,,,,
25,6.919483184814453,0.0018572755196799,,,,,,,,,,,,,,
26,6.924727439880371,0.0019287091935138,,,,,,,,,,,,,,
27,6.931608200073242,0.0020001428673476,,,,,,,,,,,,,,
28,6.9304375648498535,0.0020715765411815,,,,,,,,,,,,,,
29,6.925488471984863,0.0021430102150153,,,,,,,,,,,,,,
30,6.929306983947754,0.0022144438888492,,,,,,,,,,,,,,
31,6.930543899536133,0.002285877562683,,,,,,,,,,,,,,
32,6.9296088218688965,0.0023573112365168,,,,,,,,,,,,,,
33,6.93333625793457,0.0024287449103507,,,,,,,,,,,,,,
34,6.92790412902832,0.0025001785841845,,,,,,,,,,,,,,
35,6.93706750869751,0.0025716122580184,,,,,,,,,,,,,,
36,6.927849769592285,0.0026430459318522,,,,,,,,,,,,,,
37,6.919292449951172,0.0027144796056861,,,,,,,,,,,,,,
38,6.927024364471436,0.0027859132795199,,,,,,,,,,,,,,
39,6.9223833084106445,0.0028573469533538,,,,,,,,,,,,,,
40,6.927517890930176,0.0029287806271876,,,,,,,,,,,,,,
41,6.919999122619629,0.0030002143010215,,,,,,,,,,,,,,
42,6.928115367889404,0.0030716479748553,,,,,,,,,,,,,,
43,6.931140899658203,0.0031430816486891,,,,,,,,,,,,,,
44,6.927472114562988,0.003214515322523,,,,,,,,,,,,,,
45,6.928082466125488,0.0032859489963568,,,,,,,,,,,,,,
