global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,2.7975616,0.7497399,,,,,,,,,,,,,,,,,
1,,,0.4935793280601501,0.7491041421890259,0.0212950033627477,0.4930981695652008,0.7428309917449951,0.0254783904805932,43793.0,0.4934398829936981,0.7415587306022644,0.0275359549205321,43793.0,23.98415684700012,332.3700878620148,23.98415684700012,308.38587617874146,0.0,0.0
1,2.8272939,0.7507657,,,,,,,,,,,,,,,,,
2,2.8225746,0.7497255,,,,,,,,,,,,,,,,,
3,2.7944868,0.7454479,,,,,,,,,,,,,,,,,
4,2.799828,0.7452096,,,,,,,,,,,,,,,,,
5,2.7526069,0.7409223,,,,,,,,,,,,,,,,,
6,2.6777604,0.7374865,,,,,,,,,,,,,,,,,
7,2.642185,0.7304585,,,,,,,,,,,,,,,,,
8,2.5684128,0.72222257,,,,,,,,,,,,,,,,,
9,2.501003,0.7148896,,,,,,,,,,,,,,,,,
10,2.4151702,0.70464104,,,,,,,,,,,,,,,,,
11,2.2823007,0.69473195,,,,,,,,,,,,,,,,,
12,2.1672943,0.6860462,,,,,,,,,,,,,,,,,
13,1.9721743,0.67374325,,,,,,,,,,,,,,,,,
14,1.8516049,0.6644084,,,,,,,,,,,,,,,,,
15,1.7799281,0.6533974,,,,,,,,,,,,,,,,,
16,1.7115921,0.64224863,,,,,,,,,,,,,,,,,
17,1.6403556,0.6308464,,,,,,,,,,,,,,,,,
18,1.5672464,0.62020636,,,,,,,,,,,,,,,,,
19,1.4536496,0.6088306,,,,,,,,,,,,,,,,,
20,1.3533736,0.59840804,,,,,,,,,,,,,,,,,
21,1.3143448,0.5883008,,,,,,,,,,,,,,,,,
22,1.2588786,0.57714653,,,,,,,,,,,,,,,,,
23,1.1731994,0.5665682,,,,,,,,,,,,,,,,,
24,1.1088606,0.5565734,,,,,,,,,,,,,,,,,
25,1.0578066,0.5477453,,,,,,,,,,,,,,,,,
26,1.0009867,0.53903025,,,,,,,,,,,,,,,,,
27,0.97938293,0.529896,,,,,,,,,,,,,,,,,
28,0.9232215,0.5217203,,,,,,,,,,,,,,,,,
29,0.8580411,0.5111483,,,,,,,,,,,,,,,,,
30,0.83916926,0.5037034,,,,,,,,,,,,,,,,,
31,0.89835244,0.49378508,,,,,,,,,,,,,,,,,
32,0.84760475,0.48560664,,,,,,,,,,,,,,,,,
33,0.80882883,0.4769256,,,,,,,,,,,,,,,,,
34,0.773534,0.46989158,,,,,,,,,,,,,,,,,
35,0.7272111,0.462898,,,,,,,,,,,,,,,,,
36,0.6887085,0.454525,,,,,,,,,,,,,,,,,
37,0.6621705,0.44785455,,,,,,,,,,,,,,,,,
