global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,8.73294,0.15743011,,,,,,,,,,,
1,,,0.1599427735046395,0.1570012558312397,83274637.0,0.1597229402240954,95000000.0,7.323733329772949,261.0782034397125,7.323733329772949,253.7544212341309,0.0,0.0
100,6.0301485,0.37260133,,,,,,,,,,,
168,,,0.4457411447411063,0.4483562093705824,83274637.0,0.4566868279605263,95000000.0,128.05656051635742,532.786669254303,128.05656051635742,404.7039000988007,0.0196256637573242,0.0
200,117.97175,5.0252533,,,,,,,,,,,
300,5.4152,0.14718762,,,,,,,,,,,
337,,,0.1375634605826446,0.1378034963366532,83274637.0,0.1401160267578125,95000000.0,248.9172170162201,790.7085309028625,248.9172170162201,541.737377166748,0.0405409336090087,0.0
400,0.390311,0.13167006,,,,,,,,,,,
500,0.051977027,0.14342569,,,,,,,,,,,
504,,,0.1326187597294836,0.1332396069798951,83274637.0,0.1356260753495065,95000000.0,368.94302892684937,1056.2709243297577,368.94302892684937,687.2457065582275,0.0620934963226318,0.0
600,0.13852431,0.13145301,,,,,,,,,,,
671,,,0.1307685585259079,0.132294866237491,83274637.0,0.1350119754111842,95000000.0,489.7767355442047,1317.1901321411133,489.7767355442047,827.2953939437866,0.0912709236145019,0.0
700,0.33537945,0.14045222,,,,,,,,,,,
800,0.096431226,0.1260819,,,,,,,,,,,
838,,,0.1311127119961212,0.1319001968063498,83274637.0,0.1344353211759868,95000000.0,610.5469145774841,1576.1754364967346,610.5469145774841,965.4818019866944,0.1134564876556396,0.0
900,0.19839185,0.12412471,,,,,,,,,,,
1000,0.14721787,0.13105926,,,,,,,,,,,
1008,,,0.1307252154175965,0.13140777717075,83274637.0,0.1337979826480263,95000000.0,731.1073176860809,1842.5840084552765,731.1073176860809,1111.3002924919128,0.1364679336547851,0.0
1100,0.0749894,0.12656099,,,,,,,,,,,
1175,,,0.1291660785487612,0.1315571354190033,83274637.0,0.1338364821957237,95000000.0,851.7591841220856,2109.282998323441,851.7591841220856,1257.3151743412018,0.1623182296752929,0.0
1200,0.14884831,0.13532493,,,,,,,,,,,
1300,0.09010612,0.14343162,,,,,,,,,,,
1341,,,0.1326146002671441,0.1322889091978644,83274637.0,0.1343542035875822,95000000.0,972.1467843055724,2381.3168115615845,972.1467843055724,1408.9329874515531,0.1842982769012451,0.0
1400,0.17215851,0.12768856,,,,,,,,,,,
1500,0.05398133,0.12540993,,,,,,,,,,,
1507,,,0.1297440575494331,0.1321633697265095,83274637.0,0.1346514434930098,95000000.0,1092.545130968094,2652.5950016975403,1092.545130968094,1559.781680583954,0.2078173160552978,0.0
1600,0.10104135,0.13883002,,,,,,,,,,,
1672,,,0.1299830780792161,0.1317430609412135,83274637.0,0.1339978625205592,95000000.0,1212.6822001934052,2921.163334608078,1212.6822001934052,1708.1802535057068,0.2340288162231445,0.0
1700,0.054242488,0.12663464,,,,,,,,,,,
1800,0.01772202,0.12729517,,,,,,,,,,,
1844,,,0.1327682404468456,0.1314494778612409,83274637.0,0.1336664546977796,95000000.0,1332.9639544487,3192.2586987018585,1332.9639544487,1858.9644587039948,0.2567331790924072,0.0
1900,0.044256236,0.119404726,,,,,,,,,,,
2000,0.04748083,0.12737975,,,,,,,,,,,
2011,,,0.1302167143930429,0.131505557742301,83274637.0,0.1339935454564144,95000000.0,1453.3655202388763,3457.942680120468,1453.3655202388763,2004.216588973999,0.2806432247161865,0.0
2100,0.023668937,0.13519076,,,,,,,,,,,
2176,,,0.1306974758282772,0.131918902378216,83274637.0,0.1344576080078125,95000000.0,1573.4197328090668,3720.5799326896654,1573.4197328090668,2146.7668743133545,0.3071105480194092,0.0
2200,0.0784479,0.13193353,,,,,,,,,,,
2300,0.068547055,0.13989058,,,,,,,,,,,
2347,,,0.1300814655146696,0.1314890220425473,83274637.0,0.13386888828125,95000000.0,1694.1618082523346,3990.30846619606,1694.1618082523346,2295.724232673645,0.3295822143554687,0.0
2400,0.05237095,0.12259032,,,,,,,,,,,
2500,0.030390395,0.14685397,,,,,,,,,,,
2513,,,0.1313712947047169,0.132057263816347,83274637.0,0.1341357955180921,95000000.0,1814.7432062625885,4254.901484012604,1814.7432062625885,2439.706393480301,0.3526501655578613,0.0
2600,0.061069485,0.1270361,,,,,,,,,,,
2683,,,0.1294498389247078,0.1331131745788186,83274637.0,0.1356792988384046,95000000.0,1935.426010131836,4524.330312013626,1935.426010131836,2588.417534351349,0.3807871341705322,0.0
2700,0.01316392,0.12876481,,,,,,,,,,,
2800,0.08858578,0.12387901,,,,,,,,,,,
2852,,,0.1292722646568743,0.1325089663937363,83274637.0,0.1351973192228618,95000000.0,2055.646764993668,4786.942427396774,2055.646764993668,2730.778568983078,0.4044966697692871,0.0
2900,0.046298373,0.12949517,,,,,,,,,,,
3000,0.040849,0.12792759,,,,,,,,,,,
3019,,,0.1311880941239168,0.1316865986951292,83274637.0,0.1343562819284539,95000000.0,2176.394160747528,5057.12939119339,2176.394160747528,2880.18864941597,0.427649974822998,0.0
3100,0.04076611,0.13961637,,,,,,,,,,,
3185,,,0.1290836236176063,0.1315709798285994,83274637.0,0.1338429728721217,95000000.0,2296.761667490005,5322.111861228943,2296.761667490005,3024.7724702358246,0.4522790908813476,0.0
3200,0.023901435,0.12885234,,,,,,,,,,,
3300,0.012611976,0.13202563,,,,,,,,,,,
3350,,,0.1298661701053193,0.1321415392231104,83274637.0,0.1349095673622533,95000000.0,2416.865228176117,5586.563850164413,2416.865228176117,3169.0904202461243,0.4762938022613525,0.0
3400,0.02619729,0.13197757,,,,,,,,,,,
3500,0.04419005,0.14424753,,,,,,,,,,,
3516,,,0.1308533380733533,0.1319704179486734,83274637.0,0.1345230418174342,95000000.0,2536.9753136634827,5856.989690065384,2536.9753136634827,3319.3760607242584,0.5001394748687744,0.0
3600,0.07906678,0.12704204,,,,,,,,,,,
3682,,,0.1289509844573788,0.1312847413104848,83274637.0,0.1336867479851973,95000000.0,2657.634233236313,6128.19264125824,2657.634233236313,3469.8856806755066,0.5280961990356445,0.0
3700,0.0049143927,0.13304578,,,,,,,,,,,
3800,0.010990157,0.119796835,,,,,,,,,,,
3848,,,0.1313565602444065,0.1316261139614848,83274637.0,0.1339998244860197,95000000.0,2778.2451310157776,6399.102616786957,2778.2451310157776,3620.155157804489,0.5513191223144531,0.0
3900,0.048372194,0.13060342,,,,,,,,,,,
4000,0.032191772,0.13155663,,,,,,,,,,,
4013,,,0.1298213185238763,0.1313782264600452,83274637.0,0.1336590820723684,95000000.0,2898.3599309921265,6662.208237886429,2898.3599309921265,3763.113095998764,0.5779361724853516,0.0
4100,0.076761924,0.11929832,,,,,,,,,,,
4183,,,0.1291389471423701,0.1318003291143324,83274637.0,0.1342733900596217,95000000.0,3018.840468645096,6926.976361036301,3018.840468645096,3907.368074893952,0.6039993762969971,0.0
4200,0.0022560717,0.13426016,,,,,,,,,,,
4300,0.0056613004,0.1263997,,,,,,,,,,,
4349,,,0.1275054736285464,0.1320151186135424,83274637.0,0.1345579114617598,95000000.0,3139.2782752513885,7193.253003358841,3139.2782752513885,4053.1726982593536,0.6318721771240234,0.0
4400,0.0255364,0.13534138,,,,,,,,,,,
4500,0.044990566,0.11979424,,,,,,,,,,,
4519,,,0.1314384722906463,0.1316507262875587,83274637.0,0.1342568561472039,95000000.0,3259.4073181152344,7462.083530426025,3259.4073181152344,4201.838747024536,0.66062331199646,0.0
4600,0.003063996,0.12558527,,,,,,,,,,,
4685,,,0.1299572785343951,0.1306818903450402,83274637.0,0.132955639997944,95000000.0,3379.986632585525,7732.278972864151,3379.986632585525,4351.419260025024,0.6899454593658447,0.0
4700,0.060364258,0.13251156,,,,,,,,,,,
4800,0.021307135,0.13548519,,,,,,,,,,,
4855,,,0.1296265088021755,0.1315068935777359,83274637.0,0.1340305283819901,95000000.0,3500.166093349457,8002.936513662338,3500.166093349457,4501.857909917831,0.72273850440979,0.0
4900,0.039590623,0.1312701,,,,,,,,,,,
5000,0.021365216,0.1242594,,,,,,,,,,,
5020,,,0.1303497209395252,0.131776515632179,83274637.0,0.1344096525493421,95000000.0,3620.353984832764,8272.71138381958,3620.353984832764,4651.4128074646,0.7486839294433594,0.0
5100,0.01499659,0.12753354,,,,,,,,,,,
5187,,,0.1287637339237163,0.1315879094386186,83274637.0,0.1340222565892269,95000000.0,3740.653183460236,8541.33910369873,3740.653183460236,4799.707457065582,0.7759876251220703,0.0
5200,0.032224096,0.11940013,,,,,,,,,,,
5300,0.006443766,0.12487231,,,,,,,,,,,
5352,,,0.1310582206754377,0.1311651862026898,83274637.0,0.1336096596525493,95000000.0,3860.7208244800568,8806.984405755997,3860.7208244800568,4945.246422290802,0.808255672454834,0.0
5400,0.0317828,0.12541324,,,,,,,,,,,
5500,0.028306335,0.13745444,,,,,,,,,,,
5518,,,0.1283780128911793,0.1313153885611222,83274637.0,0.1336754882298519,95000000.0,3980.992306470871,9073.928802490234,3980.992306470871,5091.888752937317,0.8321435451507568,0.0
5600,0.020781113,0.13854879,,,,,,,,,,,
5685,,,0.1310253930424556,0.1309961941076406,83274637.0,0.1334646031661184,95000000.0,4101.040024280548,9337.345266342165,4101.040024280548,5235.226494312286,0.8565943241119385,0.0
5700,0.031316016,0.12808546,,,,,,,,,,,
5800,0.012472432,0.13228959,,,,,,,,,,,
