global_step,loss,lr,score,preemption_count
0,22.88048553466797,0.0012515644555694,,
1,22.87848472595215,0.0025031289111389,,
2,22.888227462768555,0.0037546933667083,,
3,22.85606384277344,0.0050062578222778,,
4,22.869264602661133,0.0062578222778473,,
5,22.87196159362793,0.0075093867334167,,
6,22.84176254272461,0.0087609511889862,,
7,22.84087181091309,0.0100125156445556,,
8,22.81710433959961,0.0112640801001251,,
9,22.841938018798828,0.0125156445556946,,
10,22.829666137695312,0.013767209011264,,
11,22.804874420166016,0.0150187734668335,,
12,22.822837829589844,0.016270337922403,,
13,22.80277442932129,0.0175219023779724,,
14,22.754568099975582,0.0187734668335419,,
15,22.76298141479492,0.0200250312891113,,
16,22.741924285888672,0.0212765957446808,,
17,22.732845306396484,0.0225281602002503,,
18,22.71927070617676,0.0237797246558197,,
19,22.8392391204834,0.0250312891113892,,
20,22.85531616210937,0.0262828535669586,,
21,22.840978622436523,0.0275344180225281,,
22,22.811155319213867,0.0287859824780976,,
23,22.76535415649414,0.030037546933667,,
24,22.729570388793945,0.0312891113892365,,
25,22.70799446105957,0.032540675844806,,
26,22.68560218811035,0.0337922403003754,,
27,22.650371551513672,0.0350438047559449,,
28,22.64625358581543,0.0362953692115143,,
29,22.611248016357425,0.0375469336670838,,
30,22.564376831054688,0.0387984981226533,,
31,22.533008575439453,0.0400500625782227,,
32,22.52138328552246,0.0413016270337922,,
33,22.492631912231445,0.0425531914893617,,
34,22.48053550720215,0.0438047559449311,,
35,22.434329986572266,0.0450563204005006,,
36,22.404396057128903,0.04630788485607,,
37,22.40321350097656,0.0475594493116395,,
38,22.470314025878903,0.048811013767209,,
39,22.44973945617676,0.0500625782227784,,
40,22.40872573852539,0.0513141426783479,,
41,22.378692626953125,0.0525657071339173,,
42,22.323989868164062,0.0538172715894868,,
43,22.21744155883789,0.0550688360450563,,
44,22.180957794189453,0.0563204005006257,,
45,22.082427978515625,0.0575719649561952,,
46,21.955909729003903,0.0588235294117647,,
47,21.800968170166016,0.0600750938673341,,
48,21.58561515808105,0.0613266583229036,,
49,21.272216796875,0.0625782227784731,,
50,20.854930877685547,0.0638297872340425,,
51,20.2219467163086,0.065081351689612,,
52,19.243276596069336,0.0663329161451814,,
53,17.72073745727539,0.0675844806007509,,
54,15.313711166381836,0.0688360450563204,,
55,11.41808032989502,0.0700876095118898,,
56,5.188395023345947,0.0713391739674593,,
57,0.1632492244243621,0.0725907384230287,,
58,0.2351999878883361,0.0738423028785982,,
59,0.3159181475639343,0.0750938673341677,,
60,0.3768925070762634,0.0763454317897371,,
61,0.4331246614456177,0.0775969962453066,,
62,0.4683243930339813,0.078848560700876,,
63,0.4998182356357574,0.0801001251564455,,
64,0.5146622061729431,0.081351689612015,,
65,0.5317187309265137,0.0826032540675844,,
66,0.538632869720459,0.0838548185231539,,
67,0.5092547535896301,0.0851063829787234,,
68,0.5136501789093018,0.0863579474342928,,
69,0.4852481782436371,0.0876095118898623,,
70,0.4572298526763916,0.0888610763454317,,
71,0.4119385778903961,0.0901126408010012,,
72,0.3688185513019562,0.0913642052565707,,
73,0.3035047650337219,0.0926157697121401,,
74,0.2365269511938095,0.0938673341677096,,
75,0.1686996072530746,0.0951188986232791,,
76,0.1521451473236084,0.0963704630788485,,
77,0.170807659626007,0.097622027534418,,
78,0.1471721976995468,0.0988735919899874,,
79,0.1555393636226654,0.1001251564455569,,
80,0.1471815854310989,0.1013767209011264,,
81,0.1457855105400085,0.1026282853566958,,
82,0.1424600183963775,0.1038798498122653,,
83,0.1430350840091705,0.1051314142678347,,
84,0.1410731375217437,0.1063829787234042,,
85,0.1385082900524139,0.1076345431789737,,
86,0.1400604844093322,0.1088861076345431,,
87,0.1370822489261627,0.1101376720901126,,
88,0.1396440416574478,0.1113892365456821,,
89,0.1389068812131881,0.1126408010012515,,
90,0.1403883546590805,0.113892365456821,,
91,0.1369237750768661,0.1151439299123904,,
92,0.1368735581636428,0.1163954943679599,,
93,0.1361315995454788,0.1176470588235294,,
94,0.138651818037033,0.1188986232790988,,
95,0.1385581195354461,0.1201501877346683,,
96,0.1399989873170852,0.1214017521902378,,
97,0.1398374885320663,0.1226533166458072,,
98,0.1399409174919128,0.1239048811013767,,
99,0.1394998431205749,0.1251564455569462,,
100,0.1401358395814895,0.1264080100125156,,
500,0.136612057685852,0.6270337922403004,,
1000,0.1315717548131942,1.0,,
1500,0.1248827129602432,1.0,,
2000,0.1301536411046981,1.0,,
2500,0.1237377598881721,1.0,,
3000,0.1346870511770248,1.0,,
3500,0.1357247233390808,1.0,,
4000,0.1251926124095916,1.0,,
4500,0.1285919249057769,1.0,,
5000,0.1258226633071899,1.0,,
5500,0.1239786371588707,1.0,,
6000,0.1367915719747543,1.0,,
6500,0.1252312064170837,1.0,,
7000,0.1244689375162124,1.0,,
7500,0.125220701098442,1.0,,
8000,0.1204898357391357,1.0,,
8500,0.1340424865484237,1.0,,
9000,0.1275423914194107,1.0,,
9500,0.1271235644817352,1.0,,
10000,0.1301006525754928,1.0,,
10500,0.1316466927528381,1.0,,
10666,,,4157.2239582538605,0.0
