global_step,loss,lr,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.7439478635787964,0.0001666666666666,,,,,,,,,,,,,,,,,
1,,,0.5421185697210457,0.731411582574659,0.0238224645893981,0.5450340462463882,0.7311724196582466,0.0285388054792027,43793.0,0.5467976778694625,0.7309872192684775,0.0299568784810834,43793.0,14.1078462600708,167.12768959999084,14.1078462600708,152.69822812080383,0.0,0.0
1,0.7447354197502136,0.0003333333333333,,,,,,,,,,,,,,,,,
2,0.7419090270996094,0.0005,,,,,,,,,,,,,,,,,
3,0.7421309351921082,0.0006666666666666,,,,,,,,,,,,,,,,,
4,0.7449444532394409,0.0008333333333333,,,,,,,,,,,,,,,,,
5,0.7417791485786438,0.001,,,,,,,,,,,,,,,,,
6,0.7462979555130005,0.0011666666666666,,,,,,,,,,,,,,,,,
7,0.7459589838981628,0.0013333333333333,,,,,,,,,,,,,,,,,
8,0.7431889772415161,0.0015,,,,,,,,,,,,,,,,,
9,0.7459047436714172,0.0016666666666666,,,,,,,,,,,,,,,,,
10,0.7436980605125427,0.0018333333333333,,,,,,,,,,,,,,,,,
11,0.7443758845329285,0.002,,,,,,,,,,,,,,,,,
12,0.7395344972610474,0.0021666666666666,,,,,,,,,,,,,,,,,
13,0.7455164194107056,0.0023333333333333,,,,,,,,,,,,,,,,,
14,0.7433405518531799,0.0025,,,,,,,,,,,,,,,,,
15,0.7452138662338257,0.0026666666666666,,,,,,,,,,,,,,,,,
16,0.7372211217880249,0.0028333333333333,,,,,,,,,,,,,,,,,
17,0.7412167191505432,0.003,,,,,,,,,,,,,,,,,
18,0.746863067150116,0.0031666666666666,,,,,,,,,,,,,,,,,
19,0.7407898902893066,0.0033333333333333,,,,,,,,,,,,,,,,,
20,0.7414533495903015,0.0035,,,,,,,,,,,,,,,,,
21,0.7448310852050781,0.0036666666666666,,,,,,,,,,,,,,,,,
22,0.744769275188446,0.0038333333333333,,,,,,,,,,,,,,,,,
23,0.7434084415435791,0.004,,,,,,,,,,,,,,,,,
24,0.7459425926208496,0.0041666666666666,,,,,,,,,,,,,,,,,
25,0.7390480041503906,0.0043333333333333,,,,,,,,,,,,,,,,,
26,0.7440746426582336,0.0045,,,,,,,,,,,,,,,,,
27,0.7442936897277832,0.0046666666666666,,,,,,,,,,,,,,,,,
28,0.7492110133171082,0.0048333333333333,,,,,,,,,,,,,,,,,
29,0.7396070957183838,0.005,,,,,,,,,,,,,,,,,
30,0.7410178780555725,0.0051666666666666,,,,,,,,,,,,,,,,,
31,0.7414809465408325,0.0053333333333333,,,,,,,,,,,,,,,,,
32,0.7409632205963135,0.0055,,,,,,,,,,,,,,,,,
33,0.7423534989356995,0.0056666666666666,,,,,,,,,,,,,,,,,
34,0.745073676109314,0.0058333333333333,,,,,,,,,,,,,,,,,
35,0.7423891425132751,0.006,,,,,,,,,,,,,,,,,
36,0.739162266254425,0.0061666666666666,,,,,,,,,,,,,,,,,
37,0.745388388633728,0.0063333333333333,,,,,,,,,,,,,,,,,
38,0.7394125461578369,0.0065,,,,,,,,,,,,,,,,,
39,0.7432531714439392,0.0066666666666666,,,,,,,,,,,,,,,,,
40,0.7460476160049438,0.0068333333333333,,,,,,,,,,,,,,,,,
41,0.7409831881523132,0.007,,,,,,,,,,,,,,,,,
42,0.7414970993995667,0.0071666666666666,,,,,,,,,,,,,,,,,
43,0.7415602207183838,0.0073333333333333,,,,,,,,,,,,,,,,,
44,0.7391465306282043,0.0075,,,,,,,,,,,,,,,,,
45,0.7422341108322144,0.0076666666666666,,,,,,,,,,,,,,,,,
46,0.7376747727394104,0.0078333333333333,,,,,,,,,,,,,,,,,
47,0.7407432198524475,0.008,,,,,,,,,,,,,,,,,
48,0.7420031428337097,0.0081666666666666,,,,,,,,,,,,,,,,,
49,0.7405813336372375,0.0083333333333333,,,,,,,,,,,,,,,,,
